Index,Clue,Solution,Spaced_Solution,gemma_predicted
35792,Target someone who is relatively friendly?,auntsally,aunt sally,double definition
10330,"Paradoxically, it could be best!",worst,worst,double definition
12387,"Bound by discretion, one is silent",tacit,tacit,double definition
9758,They're used to create curls and waves,rollers,rollers,double definition
64733,"Lacking inspiration, he goes for a walk",pedestrian,pedestrian,double definition
508,Stage directors in groups,boards,boards,double definition
4537,"Fuzzy, not very fit",ague,ague,double definition
21741,"Male/female, evenly distributed",evelyn,evelyn,double definition
68296,Take encouragement in comfort,cheerup,cheer up,double definition
137739,Lock worker's increase in scale,friseur,friseur,double definition
83739,Legislation that went against the grain,cornlaws,corn laws,double definition
27101,Pretty short message,twee,twee,double definition
14967,Oxford banker,isis,isis,double definition
133402,Set one's sights higher and improve,lookup,look up,double definition
57233,Communicating off the field,intouch,in touch,double definition
110247,Not much to drink (much less than a full finger in fact),thimbleful,thimbleful,double definition
17936,Re-used cover of previous issue?,handmedown,hand me down,double definition
5317,"Carriage axle bush, for instance",bearing,bearing,double definition
125627,Alpine flower,glacier,glacier,double definition
87658,Painter appeared first - this followed!,camera,camera,double definition
5991,Dog without lead finding some balls,over,over,double definition
119570,Boatman's a little troubled in the head,salt,salt,double definition
127217,Fruits singularly not given by uncaring types,figs,figs,double definition
102111,What gets to stick when one's terribly hot in it?,clothing,clothing,double definition
13732,Golfing connections,links,links,double definition
85032,Annexe's relieved state?,extension,extension,double definition
12436,Nervous performing at the Fringe?,onedge,on edge,double definition
18488,Literary props,bookends,book ends,double definition
19315,Flight departure,retreat,retreat,double definition
19277,"Change sides, which is a bad thing",defect,defect,double definition
115311,"Divorced, eh? Good news for one in for the long term",freepardon,free pardon,double definition
74020,Age span,period,period,double definition
78925,Naturally good leg-spinners,spiders,spiders,double definition
575,Fixed quantity in firm,constant,constant,double definition
94721,Ruth left Bedlam,babel,babel,double definition
29337,Ventilation for the gallery,louvre,louvre,double definition
98413,Black rhyme for Greene's coloured boy,inky,inky,double definition
35599,Bird with no head for danger?,ostrich,ostrich,double definition
2518,Longs for young ladies,misses,misses,double definition
133690,What Newgate is for Dickens,oldnick,old nick,double definition
7962,Where reels of film may be seen - or heard,cannes,cannes,double definition
137560,Line clippers?,clothespegs,clothes pegs,double definition
118779,Have a go at bird,snipe,snipe,double definition
52450,Late train?,cortege,cortege,double definition
56767,Training vessel for aspiring officers?,cadetship,cadetship,double definition
38460,Tells these jokes,cracks,cracks,double definition
44921,Sounds like what you might need,atissue,a tissue,double definition
51340,Sort of policy for the Lib-Dems?,thirdparty,third party,double definition
16990,A certain success is not affected …,natural,natural,double definition
3727,Dickensian dance,twist,twist,double definition
21115,"Mature, or mature to a point",ripen,ripen,double definition
80854,Prince with more cats and dogs?,rainier,rainier,double definition
140039,What snooker player does when past his best?,goestopot,goes to pot,double definition
140315,"Not much attire, going topless",abit,a bit,double definition
53729,Instructions once written on tablets?,tencommandments,ten commandments,double definition
94685,"Tom, on date, sought sexual contact in public",cruised,cruised,double definition
67502,"Covering bottom of utensil, often slippery - is it?",teflon,teflon,double definition
4272,Girl with little money - and that obsolete,anna,anna,double definition
16420,"A look-alike, sometimes dead",ringer,ringer,double definition
35067,A paid informer,teacher,teacher,double definition
70420,Swimmer looking miserable,bleak,bleak,double definition
28322,Most unlikely model to endure weight,last,last,double definition
39870,Rude to squander,blue,blue,double definition
81691,Test we hear? A river,aural,aural,double definition
56166,Guard gives a warning,lookout,look out,double definition
33115,No heart of stone,diamond,diamond,double definition
58690,Keen to have one foot in the grave?,dying,dying,double definition
62462,Lands on the sheltered side,leeshores,lee shores,double definition
15881,Once the highest position for an Afghan was a space station,amir,amir,double definition
87869,Not a scrap of bias,fairfight,fair fight,double definition
72524,Clean citizens here?,bath,bath,double definition
25763,Thinner is better,finer,finer,double definition
30495,Offer rented accommodation,tender,tender,double definition
122557,There's no good in Mayday melodies,songs,songs,double definition
138347,"Ravel, go away",getknotted,get knotted,double definition
67884,Smell fine reserve,book,book,double definition
24151,Wellington's section showing how soldiers should march,instep,instep,double definition
52612,Disputed frontier,borderline,borderline,double definition
5677,Barge carrying less cargo?,lighter,lighter,double definition
129634,Maintain the same policy?,reinsure,reinsure,double definition
9392,Initiate Israeli leader,begin,begin,double definition
110329,"Fish eggs, fruit of the deep",seagrapes,sea grapes,double definition
64847,Posing like deposed ruler,king,king,double definition
787,A pound of sultanas?,harem,harem,double definition
69540,Innocent abroad?,naif,naif,double definition
127548,Detachment of soldiers holding clubs in card game,picquet,picquet,double definition
32540,Some ladies drink,bevy,bevy,double definition
41014,Complex to explain,elaborate,elaborate,double definition
65918,Biscuit produced in a mass,wafer,wafer,double definition
83510,Blocking promotion,plugging,plugging,double definition
39731,"Rocker, say, meeting conductor",chair,chair,double definition
42159,Go it to date - not so fast!,steady,steady,double definition
10312,Determined where nomads live?,intent,intent,double definition
19516,Service provider,priest,priest,double definition
38758,"Relatively speaking, one's kept under wraps",mummy,mummy,double definition
117600,Rock group's third,tertiary,tertiary,double definition
40625,Deal with entertainment paid for by another,treat,treat,double definition
55385,"Surprise article, something you may get lost in ?",amaze,amaze,double definition
57790,Argues over part of the make-up of crosswords,rows,rows,double definition
122642,Let Jack be seen to supply a military presence,showtheflag,show the flag,double definition
123859,They serve older boys cigarettes,fags,fags,double definition
19406,Proverbially hard on one's toes?,nails,nails,double definition
5003,Prevail in pronounced bad weather,reign,reign,double definition
75784,A good one is important to one bowling from end to end,length,length,double definition
3742,What the chef uses in a tense situation?,knifeedge,knife edge,double definition
141359,Commonly about to hear one who's had it,gonna,gonna,double definition
107844,Condemned equal rights dispute,quarrel,quarrel,double definition
107321,Dip? You might need such a heater,immersion,immersion,double definition
89109,The astronomer is such a dreamy individual!,stargazer,stargazer,double definition
28739,Personal impressions that are very individual,fingerprints,fingerprints,double definition
137628,Catch the sheep?,dolly,dolly,double definition
84584,Duck reported on mount,ida,ida,double definition
75424,Spell a word,term,term,double definition
21542,"Author of ""Tom Jones"" is not in",fielding,fielding,double definition
67161,"It's not, they say, something of mine",gordian,gordian,double definition
46336,A camp whisper,aside,aside,double definition
22342,Girl waits for its performance,carol,carol,double definition
70594,"Finish, though not Finnish?",polish,polish,double definition
27614,We probably can put up with his plans,architect,architect,double definition
126347,Eminently suitable to be excluded,cutout,cut out,double definition
65784,"Bowled out, possibly leg it for boundary",limit,limit,double definition
62669,Company relationships in public transport,business,business,double definition
44951,"Boots, perhaps, given red film",chemist,chemist,double definition
39450,Lady's maid found showing off in the kitchen,dresser,dresser,double definition
72297,Get hairy before court appearance?,bewig,bewig,double definition
53996,Running away to join up?,elopement,elopement,double definition
20037,Fish on a fat-free diet,sprat,sprat,double definition
126746,"Inspecting, unannounced, what teenagers get up to in bathroom?",spotchecking,spot checking,double definition
44283,Growing row over a speaker,moustache,moustache,double definition
106169,One who refused to accept tyranny to work as a bank clerk,tell,tell,double definition
63500,The bill is here,copshop,cop shop,double definition
60291,Officer returned to cocktail bar,lock,lock,double definition
59828,Bone from the centre?,radius,radius,double definition
46985,Survival is regarded with reverence,relic,relic,double definition
88235,Tom Jones's coiffeuse?,delilah,delilah,double definition
90544,Support restaurant in which one has been raised,brassiere,brassiere,double definition
89894,Presents for volunteers,offers,offers,double definition
130765,Suitable work for a lay reader?,songbook,songbook,double definition
4851,Understanding Norman?,wisdom,wisdom,double definition
31569,Type of paper placed face up,laid,laid,double definition
50289,Detailed short note seen in time,minute,minute,double definition
13462,Stop and shoot,stem,stem,double definition
39230,"More colourful, though less experienced",greener,greener,double definition
10993,Left in France? That's rather awkward,gauche,gauche,double definition
96043,A schoolboy howler?,crybaby,crybaby,double definition
24852,Calling for speed,career,career,double definition
57111,Narrow escape after cutting it fine?,closeshave,close shave,double definition
105836,"Nincompoops, many losing face",asses,asses,double definition
116294,What the finicky cleaning lady did: something in the groundsman's shed,sawdust,sawdust,double definition
84759,Finish off the job?,execute,execute,double definition
69567,What the poor man has and the rich man wants,nothing,nothing,double definition
69084,River comes to a halt in the sound,styx,styx,double definition
127990,"Engineer, did you say? Please repeat!",what,what,double definition
35832,A meeting of Continental heads,teteatete,tete a tete,double definition
34190,Is one's engagement a head-turner?,reversegear,reverse gear,double definition
40788,Impressive time of year,august,august,double definition
97097,Encouragement to perform for very little money once,doit,doit,double definition
60880,"Possibly asleep, certainly inactive",dormant,dormant,double definition
44218,Hide or show,screen,screen,double definition
115928,Begins to show such order,alphabetical,alphabetical,double definition
105063,Temporary structure in the Sun's building,nissenhut,nissen hut,double definition
86860,Sick to a great degree?,aegrotat,aegrotat,double definition
112873,Eighty-eight flaws to date? I will have to make some changes!,twofatladies,two fat ladies,double definition
92815,Antithesis of flare as source of light,taper,taper,double definition
53412,Pleasing as a lollipop that's calorie-free,likable,likable,double definition
124064,The favourite that's in form,teacherspet,teachers pet,double definition
57030,Preserve predicament,pickle,pickle,double definition
87148,He may counsel the sexual offender,therapist,therapist,double definition
12895,Go to pieces in card game,snap,snap,double definition
21260,"""Singin' a song ____"", in concert",sidebyside,side by side,double definition
124871,Steps taken in yards or metres,measures,measures,double definition
3896,Where there's often a gap in character formation,stencil,stencil,double definition
113547,"Value force, from what we hear",prize,prize,double definition
10389,Small part of military detachment,detail,detail,double definition
28320,Model's bottom,last,last,double definition
4270,"Having spoken with vision, is accorded a position",sited,sited,double definition
117918,A way for Steps to cover material lacking copyright,path,path,double definition
48262,"Now Epiphany, as if any were needed",newyear,new year,double definition
103826,"Put one's foot down, as a matter of duty",stamp,stamp,double definition
9177,Compass cover,spread,spread,double definition
9659,Conviction that can be reversed?,tenet,tenet,double definition
123098,"It's said capacious hanky's needed, if you're like this",rheumy,rheumy,double definition
45553,They are taken slowly at the Proms,adagios,adagios,double definition
118599,Enlightenment for the masses?,slimming,slimming,double definition
34097,Indulge in conspicuous consumption?,eatlikeahorse,eat like a horse,double definition
89495,Let everyone outstanding be audibly spoken,allowed,allowed,double definition
102086,Second retreat?,back,back,double definition
690,Holiday bay,recess,recess,double definition
118763,Clooney talk?,chatter,chatter,double definition
60166,You can read this document whichever way you like,deed,deed,double definition
24540,Blue flower?,danube,danube,double definition
127121,Want to pen new book to reminisce,lookback,look back,double definition
12978,Garden design,plot,plot,double definition
7524,Couple stealing gold from home helper,pair,pair,double definition
50253,Ghost in sunglasses?,shades,shades,double definition
140727,Provided for Ellie splashing out - why one's very easily led,lifeofriley,life of riley,double definition
129882,One quick to advance caress?,softtouch,soft touch,double definition
24938,Encourage to use ears for special understanding,insight,insight,double definition
78940,Might cod be assaulted?,battered,battered,double definition
30635,The appropriate jug for punch?,toby,toby,double definition
77158,"Partisans on hand, or soldiers on foot",phalanx,phalanx,double definition
64845,"Head of family, note",king,king,double definition
25271,Pass for a mere youngster,chit,chit,double definition
107821,Dress for Dumbo? What's up?,clothe,clothe,double definition
38772,Kind of Western food that's long in the cooking,spaghetti,spaghetti,double definition
94904,Able to see where it's said to be placed,sighted,sighted,double definition
26764,Present or past president,grant,grant,double definition
89768,The minority? Yes indeed,nothalf,not half,double definition
118993,Prepare for take-off?,unbutton,unbutton,double definition
80810,Wheeled carriage beginning to move when this is provided?,ramp,ramp,double definition
103462,Leaving open,outgoing,outgoing,double definition
25224,"Something needed by horse or mule, perhaps",shoe,shoe,double definition
112942,They monitor recreational activity for Americans,checkers,checkers,double definition
101502,Feature of cartographers in Northumberland,nose,nose,double definition
82743,"Hacks no more, say",express,express,double definition
57129,Close relative of the walrus,seal,seal,double definition
103724,Saint Benny?,goodman,goodman,double definition
85868,Budget sweetener?,brownsugar,brown sugar,double definition
118722,Tale of mystery to undo with difficulty,whodunit,whodunit,double definition
120297,"Small mammal with horn, active at sea",chevrotain,chevrotain,double definition
15978,When to see the moon near the end of August,night,night,double definition
125649,"Breathe in, when gone to sleep in winter",hibernate,hibernate,double definition
29158,Call for something to confirm marriage,ring,ring,double definition
80040,Official statement concerning volte-face,return,return,double definition
51600,Identify the precise location,spot,spot,double definition
20865,"Bird, the satirist",swift,swift,double definition
35724,"One of five, one may feel",sense,sense,double definition
56157,"Screw is attached, then not - one assessing the cost to secure it?",prisonofficer,prison officer,double definition
41278,Unsuccessful editor's complaint?,badcirculation,bad circulation,double definition
13938,Middle-aged English travel writer,chaucer,chaucer,double definition
25481,"Jack Ketch's security device, perhaps",bower,bower,double definition
123331,"Supposedly lucky types, fair people who never speak well of one another (Johnson)",theirish,the irish,double definition
105678,It's not really intended to be read on the surface in a lounge environment,coffeetablebook,coffee table book,double definition
75931,Discharge from the Royal Artillery,salvo,salvo,double definition
64639,Inferior theme,subject,subject,double definition
19280,Desert fault,defect,defect,double definition
139880,"Unable to proceed in recession, king offloaded shares",cuts,cuts,double definition
64972,Swift sentence?,bird,bird,double definition
16785,Small foreign instrument,piccolo,piccolo,double definition
39571,Understands fares,makesout,makes out,double definition
96786,Top contestants' top shots,aces,aces,double definition
113719,Property like flats,assets,assets,double definition
86317,Waste which takes a battering?,fritter,fritter,double definition
24205,Songs the Führer sang?,lieder,lieder,double definition
49124,Tiny thing bagged for a nicker?,tealeaf,tea leaf,double definition
68377,Wooden handle,deal,deal,double definition
106304,His or her model beneficiary,their,their,double definition
9317,Demand to be precise,exact,exact,double definition
31508,Catch Fitzgerald's disease,rubella,rubella,double definition
47339,Bowler getting out,oldhat,old hat,double definition
6059,Many have soft feathers,down,down,double definition
87380,Highball on a slope?,skier,skier,double definition
60045,Ruined but not executed,undone,undone,double definition
89222,Caesar's forty said to perform well,excel,excel,double definition
84799,Peterhouse represented at Westminster?,safeseat,safe seat,double definition
5066,Goalkeeper's bung,stopper,stopper,double definition
11779,Like an Oompa-Loompa's house,orange,orange,double definition
101282,They end up winning against the odds,bookmakers,bookmakers,double definition
22691,"Be unlucky in raffle, but lucky at Russian roulette",drawablank,draw a blank,double definition
6411,An inclination to use jargon,cant,cant,double definition
15311,Fruit served in the harem,sultana,sultana,double definition
585,Blunt point,direct,direct,double definition
67284,Express derision at meal,scoff,scoff,double definition
32986,Shakespearean promoter of love first transferred into plant,valentine,valentine,double definition
96508,Set of teeth chatter uncontrollably,ratchet,ratchet,double definition
69796,Guide on the ranch?,steer,steer,double definition
117649,It's bloody hard to spell!,haemorrhage,haemorrhage,double definition
37789,Not subject to protest,object,object,double definition
19078,Kind disposition,nature,nature,double definition
30633,French priest sought in Lourdes,cure,cure,double definition
63349,Worthies revealing why schoolchildren are innumerate?,notables,notables,double definition
40892,A rebel one got out of bed,riser,riser,double definition
3615,Halt contest,game,game,double definition
35506,"Speeches are permitted, as spoken",aloud,aloud,double definition
73936,A terrible mess follows a meal,dogsdinner,dogs dinner,double definition
3617,Plucky people may have to pluck this,game,game,double definition
56534,Sally's exposure,outing,outing,double definition
2034,Regularly check computer screen,monitor,monitor,double definition
98397,"Legal documents, reportedly, for Swiss hotelier",ritz,ritz,double definition
37316,Second mate who raises the issue?,stepmother,stepmother,double definition
94114,Secure report of a congregation that's little more than gross?,clinch,clinch,double definition
109957,"Grouse shooting imminent, so surrender!",thegamesup,the games up,double definition
70918,"Work of a forger, bent but possibly lucky",horseshoe,horseshoe,double definition
39930,"Broadly similar, gold cups",largo,largo,double definition
34344,Rip off clothing item,fleece,fleece,double definition
114861,Isolation: it could be found in an old apple orchard,quarantine,quarantine,double definition
107783,Having a choice makes them cross,electors,electors,double definition
28621,The leg properly positioned to receive ball?,onside,onside,double definition
118218,Expression used to attract attention,look,look,double definition
50860,A Broadcasting House workshop?,studio,studio,double definition
98614,Big brother?,abbot,abbot,double definition
75661,"Is dismissed, but doesn't go",playson,plays on,double definition
32434,"Member of the police force, if qualified",officer,officer,double definition
29626,Furniture with seats?,cabinet,cabinet,double definition
44267,Bottom employing this spacecraft?,shuttle,shuttle,double definition
82735,Paper train,express,express,double definition
103633,Row of houses,domestic,domestic,double definition
48310,Hold a show trial,rehearse,rehearse,double definition
139512,"Young producer, calculating type",multiplier,multiplier,double definition
108607,Harry Potter,niggle,niggle,double definition
134171,They leave their coats on the wall,plasterers,plasterers,double definition
91507,Flat rate?,rent,rent,double definition
71069,One with woad maybe heard applied to straits,dyer,dyer,double definition
62109,Such a one may need concerted pain treatment,accidentprone,accident prone,double definition
87511,One with a box in the nursery?,arboriculturist,arboriculturist,double definition
119028,Where to find a paid informer?,classroom,classroom,double definition
53845,"An isle - Greenland, perhaps",emerald,emerald,double definition
10936,Mix porridge here,stir,stir,double definition
105355,An amount of rye from the nursery?,pocketful,pocketful,double definition
79097,Dispose of foolish nonsense in contrasting volumes,polishoff,polish off,double definition
60329,Having lately joined a certain choir? Absolutely,dead,dead,double definition
68726,Results are usually laughable when this missile is launched,custardpie,custard pie,double definition
118402,The Dogs of War?,terriers,terriers,double definition
119590,Solidly built bunch of idiots?,thickset,thickset,double definition
135970,"It's deceitful - ""hat"", if clued cryptically?",badfaith,bad faith,double definition
26911,The ABC of literature?,letters,letters,double definition
75971,One used to avoid getting the ticket,parkingmeter,parking meter,double definition
85018,Dismiss one on the register,cashier,cashier,double definition
64851,"Religious leader, follower of Martin Luther",king,king,double definition
126657,Member employed to split the opposition?,swordarm,sword arm,double definition
69789,"Of course, part is in apple-pie order",straight,straight,double definition
77308,A cricket captain may do so and confess,declare,declare,double definition
8236,Birds presented with bill for geranium,cranes,cranes,double definition
74593,"Comprehensive description of ""The Three Blind Mice""?",detailed,detailed,double definition
93660,A writer Kipling never expected to meet,twain,twain,double definition
33995,Record appearance of full moon,disc,disc,double definition
74709,Stockings getting runs in clothes drier,horse,horse,double definition
52667,"High jumper to run, it's announced",flea,flea,double definition
45755,"Definitely short and sweet, perhaps",course,course,double definition
102462,Complete extrovert,unreserved,unreserved,double definition
67604,Writing crosswords is getting hard,setting,setting,double definition
19308,Go back to pay for another round,retreat,retreat,double definition
54712,Close a make-up case,compact,compact,double definition
134354,Finished digging? My congratulations!,welldone,well done,double definition
29637,Publication showing current changes,tidetable,tide table,double definition
96427,What could indicate a limited number being really excited,turnedon,turned on,double definition
37646,They are wound and screwy,wingnuts,wing nuts,double definition
84220,Beer bottle for Brecht's mother,courage,courage,double definition
26528,Here to make an introduction,present,present,double definition
11096,Shed a little off the perpendicular?,leanto,lean to,double definition
59362,Bob's actress,sleigh,sleigh,double definition
139304,Reporting for work,journalism,journalism,double definition
73548,Demonstration of spiritual strength,proof,proof,double definition
112047,Dated and removed,tookout,took out,double definition
33601,Specialist in stocktaking?,rustler,rustler,double definition
74328,Pervade conundrum,riddle,riddle,double definition
29758,Judge an instrument,recorder,recorder,double definition
42087,In which one should certainly hear a pin drop,bowlingalleys,bowling alleys,double definition
4107,Declare support,maintain,maintain,double definition
118829,Observer Magazine,spectator,spectator,double definition
37813,Source of Columbus's sail,genoa,genoa,double definition
131083,They were once responsible for the mail,armourers,armourers,double definition
47680,Fights that dogs enjoy,scraps,scraps,double definition
68661,Ways to be heard on an island,rhodes,rhodes,double definition
76928,Clothes one changes in the car,gear,gear,double definition
15885,A little peck is seen here,kiss,kiss,double definition
129442,Hail or drops of water in Scotland,greet,greet,double definition
71443,Defeat makes no difference to mum or dad,reversal,reversal,double definition
17029,Drawing instrument found amongst dividers?,ruler,ruler,double definition
121287,It's kept in banks but also found in circulation,blood,blood,double definition
46177,How the weather can heat kettles,elements,elements,double definition
56893,Arab chief's tremor when speaking,sheikh,sheikh,double definition
83667,Variety of yellow crackers? Not quite,banana,banana,double definition
76640,Decline to respond to come-on,pass,pass,double definition
76712,"Box, for instance",case,case,double definition
103474,The point of a quarrel?,arrowhead,arrowhead,double definition
46657,Growth for production?,plant,plant,double definition
15031,"Married to eleven men, perhaps?",united,united,double definition
78454,Walk unsteadily at different times,stagger,stagger,double definition
91356,Is unable to face the situation with free-range poultry?,chickensout,chickens out,double definition
61812,Lord of a Belgian town,liege,liege,double definition
73048,The first notes of a French artist,dore,dore,double definition
138907,Shorten journey to and from work,commute,commute,double definition
44962,Ineffective exhortation to inveterate consumer,useless,useless,double definition
21606,Like the Swiss between shifts,neutral,neutral,double definition
14137,Settled in a resolute way,determined,determined,double definition
68341,The best workmen,optimal,optimal,double definition
75995,Old English district sounds wet,soke,soke,double definition
57082,Piped music is groovy,fluted,fluted,double definition
44965,Economise in vain,useless,useless,double definition
129620,Not knowing how to mend a fuse?,inthedark,in the dark,double definition
4656,Runners organised in some schools,streams,streams,double definition
46488,Game constructed by snooker player?,bridge,bridge,double definition
8130,Join forces?,enlist,enlist,double definition
55758,Eggs used for a change?,clutch,clutch,double definition
21697,Relation may be related on the other side,anti,anti,double definition
113161,Order to freeze work on fortifications,keepstill,keep still,double definition
41350,Beethoven's fifth penguin?,emperor,emperor,double definition
38285,Playtime in January,twelfthnight,twelfth night,double definition
43049,A measure of port,acre,acre,double definition
6924,Expensive honey,dear,dear,double definition
32127,When across the street it may need to be wet,whistle,whistle,double definition
25318,Castles in the air?,rooks,rooks,double definition
120255,US port's wind-powered structures,mobiles,mobiles,double definition
100099,Improbable? No fear!,notlikely,not likely,double definition
23274,We're told sea bird shows a bit of a habit,cowl,cowl,double definition
23893,Anger - a feature of high church ritual,incense,incense,double definition
103849,Deadly connection,terminal,terminal,double definition
2504,Struggle in which the services prove decisive,tiebreak,tie break,double definition
84802,Bishop of a foreign cathedral,chartres,chartres,double definition
79230,Scorn for amorous behaviour causing trouble with the judge,contemptofcourt,contempt of court,double definition
128939,Under-the-table activity is said to be a financial indicator,ftse,ftse,double definition
34565,Frustrate check on tax,scotch,scotch,double definition
117829,Which is unlikely means of capturing a crowd scene on film?,longshot,long shot,double definition
98025,Group is for capital punishment,scaffold,scaffold,double definition
89953,"Except for its head, river is brown",umber,umber,double definition
18122,Surplus to requirements and turned off,redundant,redundant,double definition
19792,Piece of paper for erratum,slip,slip,double definition
109644,"Coppers, obsolete money?",oldbill,old bill,double definition
76494,Supplier is the plaintiff,issuer,issuer,double definition
62622,Which comes as no shock to those who have it,alopecia,alopecia,double definition
29479,Coach to cut short corner,tutor,tutor,double definition
54976,Are you Ben? Apparently not,arthur,arthur,double definition
4007,Potato sound in the orchestra,tuba,tuba,double definition
47739,Lower in a mathematical scale,abase,abase,double definition
38980,"They hurl brickbats at the Prince of Wales, perhaps",critics,critics,double definition
75635,Plays records and is greatly affected,putsonairs,puts on airs,double definition
25227,"Saying ""scat!"", you put your foot in it",shoe,shoe,double definition
102784,Put on the rack to extract information?,drawoneout,draw one out,double definition
123909,One showing appreciation of tongue,clapper,clapper,double definition
74929,The family's failure makes a wretched story,poorrelation,poor relation,double definition
87568,Tattoos on Mark's legs,drumsticks,drumsticks,double definition
31399,Sharp decline in air traffic,nosedive,nosedive,double definition
38825,It's a traditional English pursuit,trade,trade,double definition
82885,Old car in a pile-up,heap,heap,double definition
129816,Art of sewer decoration?,embroidery,embroidery,double definition
76727,"Teacher mounting trapeze, swinging both ways",rabbi,rabbi,double definition
42700,What it means to a barman,italian,italian,double definition
65868,This book is bound to last,hardback,hardback,double definition
31652,"When it leaks, it's hard to stop",brakefluid,brake fluid,double definition
52395,"Merciless sun, perhaps, leading to peeling",unsparing,unsparing,double definition
27427,Safe company?,firm,firm,double definition
18832,Neighbour has an objection,abut,abut,double definition
66954,Old woman tickled to death?,trout,trout,double definition
1472,The advantage of keenness,edge,edge,double definition
58969,Spanish men's accent,tilde,tilde,double definition
5827,Rebel without a cause,raise,raise,double definition
74209,"World leader, so-called",bush,bush,double definition
135829,Where royal profile is exactly right,onthemoney,on the money,double definition
16655,Spotted horse that's white - not black,skewbald,skewbald,double definition
32115,This sort of request legal? It might not be,solicit,solicit,double definition
30492,Sympathetic proposition,tender,tender,double definition
16624,Creditor possesses coins,crowns,crowns,double definition
70211,One's words may lead to action,slanderer,slanderer,double definition
138003,Crowd security?,safetyinnumbers,safety in numbers,double definition
16574,Sadly there's not enough,alack,alack,double definition
117553,A French maid,joanofarc,joan of arc,double definition
68671,An individual consumer,cannibal,cannibal,double definition
43849,"Mountains called ""Earth""",range,range,double definition
116020,Spirited Dutch painter?,hooch,hooch,double definition
8688,Useful kind of tool in film classification,universal,universal,double definition
22955,One may be paid for taking your life,biographer,biographer,double definition
51037,What surgeons do with stunted growths,scrub,scrub,double definition
106033,They listen to Chequers …,auditors,auditors,double definition
4947,First thing that sparks interest,principal,principal,double definition
31118,Recovered gambler,better,better,double definition
33604,Thief who can be heard going through papers,rustler,rustler,double definition
51364,Nash cut out to be faithful,staunch,staunch,double definition
121131,Silly men,infielders,infielders,double definition
135397,How future date might be announced? Never!,thatllbetheday,thatll be the day,double definition
44876,How bounders are caught unawares?,onthehop,on the hop,double definition
113186,What fell off a lorry with a direct hit?,goodshot,good shot,double definition
31922,Programme expressing the broad view,panorama,panorama,double definition
29454,Means of severing wrestler's hold,scissors,scissors,double definition
4415,Fall out of love and languish,droop,droop,double definition
90038,"Audible, quiet man",piece,piece,double definition
48158,Almost regretting destruction,ruin,ruin,double definition
76889,False hat?,porkpie,pork pie,double definition
81621,Anglo-Italian port? Sounds foul!,leghorn,leghorn,double definition
84248,Clay died in Nigerian port,hardcourt,hard court,double definition
98391,"This may be put on legal documents, we hear",ritz,ritz,double definition
30162,Experiment on patients may set precedents,testcases,test cases,double definition
106731,St Wenceslas's feast day?,stephen,stephen,double definition
75220,Banks can stop advances,earthworks,earthworks,double definition
61298,High-rise central block,massif,massif,double definition
136089,Accounts written across blackboards,tables,tables,double definition
52048,Love child,baby,baby,double definition
42093,Batty Ms Flint announcing her resignation?,heighho,heigh ho,double definition
20818,Painter/drawer taking in river,durer,durer,double definition
85462,Good reputation to consider,esteem,esteem,double definition
78230,A great liking for disorder,affection,affection,double definition
139798,Calm down and don't put too much money on that horse!,keepyourshirton,keep your shirt on,double definition
19203,"Sacked, no doubt",inthebag,in the bag,double definition
66419,Letters on keyboard can be low,depressed,depressed,double definition
47436,Ideal stage for Pinafore?,apron,apron,double definition
33343,They mark boundaries down,hahas,ha has,double definition
132075,"Boxer, a former heavyweight on the left?",benn,benn,double definition
130126,Leisure period gets cancelled,timeoff,time off,double definition
73335,A poem can be something positive,anode,anode,double definition
84852,What's in a vacuum? It's unimportant,nomatter,no matter,double definition
108062,Blair's stint said to have progressively deteriorated,decade,decade,double definition
44960,To be frugal is futile,useless,useless,double definition
43765,Strain of a grave commitment?,dirge,dirge,double definition
29788,Look both ways,peep,peep,double definition
86433,Dent made by sniper does damage,depression,depression,double definition
20921,Gets rid of bad habits and schemes,devices,devices,double definition
123107,Light-headed lady?,platinumblonde,platinum blonde,double definition
87827,It need not give rise to punishment,detention,detention,double definition
44095,Type of window where it gets quiet!,sash,sash,double definition
46507,"Male peon, say?",hymn,hymn,double definition
90616,Menswear or ladieswear bedecking Anglicans,braces,braces,double definition
97315,Main animal that replaced agricultural labourers,thresher,thresher,double definition
91720,Sees fruit cooked instead?,dates,dates,double definition
57576,Mug had with tart,turnover,turnover,double definition
110918,"Stays, as of old, for a drink",stiffener,stiffener,double definition
126008,Sound measure,fathom,fathom,double definition
81044,"Authoritarian, dehumanising and oppressive: like Blair?",orwellian,orwellian,double definition
31762,It's the vicar's place to sound like an ass ...,bray,bray,double definition
2685,It's built as an ocean container,groyne,groyne,double definition
133706,Disease: could it be linked to thrush?,birdflu,bird flu,double definition
27002,Very much like duck,love,love,double definition
31014,One barely appreciates the outdoors,naturist,naturist,double definition
27851,Reassurance expressed; but not here,there,there,double definition
97716,Period of maritime decline,lowwater,low water,double definition
51343,Sort of policy that threatens both government and opposition?,thirdparty,third party,double definition
9732,Right for which Muhammad Ali often fought,title,title,double definition
2556,Tedious drill?,bore,bore,double definition
97822,In their own fields the French are unbeatable,champs,champs,double definition
36578,Communication from landlord,letter,letter,double definition
31078,Augustus who painted an evangelist,john,john,double definition
118228,Finally decide,conclude,conclude,double definition
124387,"Elected foreign leader, repeatedly",putin,putin,double definition
