Index,Clue,Solution,Spaced_Solution,gemma_predicted
96151,Lower speeds ordered on both sides of the river,depress,depress,anagram
11786,Wrongly push to a conclusion,upshot,upshot,anagram
33122,"Comedian met fame awkwardly, finally destroyed",mademincemeatof,made mincemeat of,anagram
113542,New pair go off to win election,gainpower,gain power,anagram
63029,Meets train as ordered where it stops,terminates,terminates,anagram
97388,Nameless tyrant can become irritable,ratty,ratty,anagram
35604,This orc running is one that can't fly,ostrich,ostrich,anagram
88587,"Hercule II, revolutionary French churchman",richelieu,richelieu,anagram
4635,Avenge upset in Switzerland,geneva,geneva,anagram
20332,Shocked query about new cars is unhinged,isnothingsacred,is nothing sacred,anagram
64452,"So ""Tripe"" is silly retort",riposte,riposte,anagram
121781,"Oratory fought fight, beat beast, missing bus at random",thegiftofthegab,the gift of the gab,anagram
140742,"A comic ran about like 'Michelle, ma belle ... ’",macaronic,macaronic,anagram
139591,Straight instruction in this flat: coffee should be stirred,thefactsoflife,the facts of life,anagram
106115,"Put on reversion, having bounced twice?",notup,not up,anagram
23594,Substitute tears round chicane?,ersatz,ersatz,anagram
132031,Dubious legal reason area's lacking cell units,organelles,organelles,anagram
70201,Sell one before hotel gets turned over,flog,flog,anagram
64306,Curve produced by exceptional strain - internal fix needed,intrados,intrados,anagram
96987,Prophet avoiding pride through divine intervention,daniel,daniel,anagram
83068,Mince pies to include a number of drugs,opiates,opiates,anagram
17724,Steer and nag unexpectedly break off friendship,estrange,estrange,anagram
39287,Shocking treatment in part upset old prince,elector,elector,anagram
28203,Law maker sent round a round robin initially,senator,senator,anagram
131110,"""Matron, I developed stomach pains""",tormina,tormina,anagram
39302,Sense of state corruption,taste,taste,anagram
14019,Playing at Euros: result in sudden-death shoot-out?,russianroulette,russian roulette,anagram
110954,Maiden featured in special birthday poem,dithyramb,dithyramb,anagram
18657,Stoned intern put drug in solvent,turpentine,turpentine,anagram
67614,Ale fitted with cork once went to dandy''s head,earlock,earlock,anagram
67845,About a thousand units involved in main disturbance,tsunami,tsunami,anagram
119706,Indian princess from Poona chats animatedly,pocahontas,pocahontas,anagram
124670,One seeking or finding nasty old minger,goldminer,gold miner,anagram
38563,Peter and Paul upset Andrew? It can't be done,perpetualmotion,perpetual motion,anagram
117244,Type of element that is unstable mostly and molten,nonmetal,non metal,anagram
25665,Girl libels AA organisation,isabella,isabella,anagram
117317,Fellow in RAF wrote about what he took part in?,wareffort,war effort,anagram
130336,Mostly Jim Henson animating chaps,johnnies,johnnies,anagram
137796,"Happy, if Steve gets changed",festive,festive,anagram
135894,Once more committed a boring and endless reformation,bornagain,born again,anagram
141671,Perhaps chrome is made primarily into very fine material,micromesh,micromesh,anagram
81707,Journalist taken aback by news of the country,sweden,sweden,anagram
35602,"This roc, fantastic bird!",ostrich,ostrich,anagram
125425,"Collection of six American states and glen, clued cryptically?",newengland,new england,anagram
22543,Engineers admitting everyone in China destined never to meet,parallel,parallel,anagram
93999,Guns by hill going off in confusion,blushingly,blushingly,anagram
84184,Cheerer stopped getting excited - no words coming directly,reportedspeech,reported speech,anagram
60409,Seductress's lacy pants with edging of pearls round,calypso,calypso,anagram
29595,Never once arranged to meet again,reconvene,reconvene,anagram
50779,"Bird to catch, tail first",rhea,rhea,anagram
51725,It may be recommended as a sun resort,nassau,nassau,anagram
76542,Oil giant wrecked artwork,intaglio,intaglio,anagram
66526,Improperly press one for an answer,response,response,anagram
3057,Nominates reform for US state,minnesota,minnesota,anagram
40757,Tipsy girlies drinking new wine,riesling,riesling,anagram
75944,Use endless charity when performing church service,eucharist,eucharist,anagram
140044,"Move back in June - decor terrible, on reflection",retrocede,retrocede,anagram
120958,Apt phrase describes party wear?,paperhats,paper hats,anagram
23573,"Feeling guilty, has made reparations",ashamed,ashamed,anagram
9358,On reflection one's not quite resolute enough,loser,loser,anagram
112266,Dizzy rascal has quantity for mathematicians,scalar,scalar,anagram
21722,"Feed a pet sugar, perhaps",pasturage,pasturage,anagram
36682,Delicate embroidery originally attached to leather pants,ethereal,ethereal,anagram
10238,Fixed stake over volcano,etna,etna,anagram
105802,Element's mass men doubly misrepresented,molybdenum,molybdenum,anagram
3099,Mineral disturbed antelopes,pleonaste,pleonaste,anagram
1934,Descriptive words no good for teeth pig's lost,epithets,epithets,anagram
6756,Tears by poor head's supporters,adherents,adherents,anagram
4727,Terrier worrying a minimalist going south,militiaman,militiaman,anagram
87093,"Heavily used when preparing to play the pantomime villain, eastern boy Prince Lew, maybe?",eyebrowpencil,eyebrow pencil,anagram
28112,"Weak sort of dispirin, saving horse's heart",insipid,insipid,anagram
111037,One can blame corrupt bias,imbalance,imbalance,anagram
52026,Secure top of foresail in rough sea,safe,safe,anagram
81570,Cut when rewritten,hewn,hewn,anagram
106457,In which one may see mad gal posing naughtily?,ladmag,lad mag,anagram
74250,One of the nouveau riche from Peru in van crash,parvenu,parvenu,anagram
95817,"OK, reach a mike an' play this automatic backing device",karaokemachine,karaoke machine,anagram
31595,Set a clue in Western Australia,eucla,eucla,anagram
108767,"Dramatic and inspiring performances, specially with arm broken",miracleplays,miracle plays,anagram
49601,A sportsman spinning the tale,athlete,athlete,anagram
112953,"Rebel MP has reformed, so he swears!",blasphemer,blasphemer,anagram
38706,Helen & Co refurbished station,echelon,echelon,anagram
44074,"French boy's looking up meaning of ""gunk""",slime,slime,anagram
79559,Firm's idea incomplete unfortunately: it's gone wrong,misfired,misfired,anagram
25961,"A bid, perhaps, to get ""loo"" regulated as a game",diabolo,diabolo,anagram
20266,"Large paper plane, the folding",elephant,elephant,anagram
27724,A spider possibly saved Bruce from it,despair,despair,anagram
133430,"Like warning signs Alan Turing devised, changing number for radius",triangular,triangular,anagram
93380,"It's paradise, newly created without Eden's first plant",aspidistra,aspidistra,anagram
50725,Advertiser gives his cat a cuckoo,saatchi,saatchi,anagram
44799,"Tanks in army's front, as bearing westwards",aquaria,aquaria,anagram
120109,What deters wandering Saudis? Promised land?,dissuasion,dissuasion,anagram
136689,Turns angry - it's trouble over nothing,gyrations,gyrations,anagram
76787,Expert change to steam railway,masterly,masterly,anagram
47627,It's sweltering without a watering place down under,hobart,hobart,anagram
122882,Plenty of mucus around,tons,tons,anagram
136705,Moved paper getting thrown around,shifted,shifted,anagram
139851,"Old Inuit set adrift, weakening",dilution,dilution,anagram
114961,"Finding commerce so sadly devoid of ecstasy, I ferry the kids",soccermom,soccer mom,anagram
24387,There is nothing amiss in such speculations,theories,theories,anagram
20689,"As an older person, poor Ronnie's disheartened",senior,senior,anagram
69631,Accountant finds many assorted islands as a tax haven,cayman,cayman,anagram
29176,Prepared obstacles to hold back river,oder,oder,anagram
6334,Gore has valid application,vidal,vidal,anagram
105777,What infidels do beside evil rebels,disbelieve,disbelieve,anagram
80502,Socratic path could be disastrous,catastrophic,catastrophic,anagram
83346,"Gunner has job, it turns out, in South Africa",johannesburg,johannesburg,anagram
22350,Inventor whose produce may be diverse,deviser,deviser,anagram
46616,Time-worn coin,mite,mite,anagram
69462,Dreadful lies about Ham being outcast son of Abraham,ishmael,ishmael,anagram
134621,Nuclear industry waste product messed up laundered item,depleteduranium,depleted uranium,anagram
124589,Opening amber fluid OK,embrasure,embrasure,anagram
79759,Finally reduced map collection,atlas,atlas,anagram
114083,"Paul came clean: ""I'm to blame!""",meaculpa,meaculpa,anagram
56672,"Ebbing, a tide keeping down in California city",pasadena,pasadena,anagram
68330,March associated with detective stories set in Goa,ngaio,ngaio,anagram
36009,"Drink, when cold, can go the wrong way",cognac,cognac,anagram
102202,"Here censors censor sex, as it turns out",sixteenacross,sixteen across,anagram
73403,"Sport of Kings without one, possibly",skiing,skiing,anagram
114729,"Adjusting, freeing, or gathering sails",reefing,reefing,anagram
30698,"Dressed in a suit, country-style",tunisia,tunisia,anagram
110841,Starting point for Trans-Caspian trip?,saintpancras,saint pancras,anagram
32211,Carried on organising coup d'état but having to drop out,actedup,acted up,anagram
95300,"Figure another code out, thought not entirely",octahedron,octahedron,anagram
14461,Charles is upset when son leaves for girl,rachel,rachel,anagram
26778,Be a star performing in the picture,abreast,abreast,anagram
77738,Manic ITV production about cure for scurvy,vitaminc,vitamin c,anagram
80508,Radiation always sits around,sieverts,sieverts,anagram
46757,Flying alien contrives to secure a spell in the army?,nationalservice,national service,anagram
88653,"Wild, wild raves and gigs on Ecstasy",aggressive,aggressive,anagram
140911,Mead brewed with American and European bean,edamame,edamame,anagram
69777,Marry around end of July - it's damp,dewy,dewy,anagram
135096,"Haunts of the addicted, heartless men Oedipus ruined",opiumdens,opium dens,anagram
90344,A chorister's not involved in these arrangements,orchestrations,orchestrations,anagram
71730,Blimey! Is taken aback by fabulous bird,roc,roc,anagram
103343,He needs religious ecstasy to fuel his whirling,dervish,dervish,anagram
135123,"In Texas Union, does fashion mean suits?",tuxedos,tuxedos,anagram
78153,Chairman tried to convert Greek ecclesiastic,archimandrite,archimandrite,anagram
44061,Money gets chopped terrine always for a dog,goldenretriever,golden retriever,anagram
95036,Glorious Revolution's backers back cult. It revolted,kitcatclub,kit cat club,anagram
112797,Help on the way (cases yet to be resolved),catseyes,catseyes,anagram
32339,Senator organised act of betrayal,treason,treason,anagram
20109,It is stirred into barbiturate in parts,sectional,sectional,anagram
61016,It's inferior to the bean stew,beneath,beneath,anagram
74284,Contracting is an awful strain on a fellow,astringent,astringent,anagram
7765,Hit lofted catches without strain,stricken,stricken,anagram
135330,Fancy dealings with church look anything but straightforward?,sideglance,side glance,anagram
29180,Turning up with competence on island,elba,elba,anagram
24011,"Tommy's upset about piano, which must mean something",symptom,symptom,anagram
138735,Punk is beaten up by fifty associates,linksup,links up,anagram
15841,"You're hated, without love, tormented? Look back with regret",ruetheday,rue the day,anagram
115274,A VIP sells assorted toiletries,lipsalves,lipsalves,anagram
57763,To send for change is a Continental resort,ostend,ostend,anagram
19653,Aaron Copland's first composition involves one instrument,ocarina,ocarina,anagram
112107,They inform people when fire dies out,edifiers,edifiers,anagram
8401,Badly translated old manual so eccentric,anomalous,anomalous,anagram
54782,"Best time in two years, given head surgery",heyday,heyday,anagram
39014,Elderly artist not quite making a comeback,aged,aged,anagram
12966,"Server's trouble, unfortunately forgetting round",butler,butler,anagram
55792,"Fancy rim is deep, which is not skin-deep",epidermis,epidermis,anagram
51219,Make cat sit still,static,static,anagram
140435,Aren't diesel trains made to last?,eternalised,eternalised,anagram
44762,"Returning instrument, which was acquired illegally",loot,loot,anagram
100011,"Where water speed records were set - not sonic, however",coniston,coniston,anagram
51462,Vanessa's involved with married lad,redadmiral,red admiral,anagram
99620,Lab re-created a heart for a fish,albacore,albacore,anagram
102157,New Year tends to make us inactive,sedentary,sedentary,anagram
56069,"Brewer uses potatoes, filtering out oxygen and sulphur",teapot,teapot,anagram
40895,"""Get up, Knight! The Queen!"" - and he does",riser,riser,anagram
89104,A setback - very sad to get upset about it,adversity,adversity,anagram
4039,"Flower eaten by flea, unusual jumper",fairisle,fair isle,anagram
117458,Articles on a menu arranged by club,athenaeum,athenaeum,anagram
93345,Mass of lymphatic tissue giving don ideas,adenoids,adenoids,anagram
120079,Scottish brewer sprayed one guy with last of beer,younger,younger,anagram
46013,"Corporation boss revealed as radio neglecter, potentially bringing in revenue, primarily?",directorgeneral,director general,anagram
41125,"Unfortunately, Iris faced having skin punctured",scarified,scarified,anagram
96991,Lion-tamer is an idle outcast,daniel,daniel,anagram
88012,"Following orders, excellent to get up during illness",compliant,compliant,anagram
1275,"We're young people, so let's dance madly",adolescents,adolescents,anagram
132495,Doctor begs nurse for classes,subgenres,subgenres,anagram
140492,Stupidly goes by bad parts of round,bogeys,bogeys,anagram
93575,Is Harpo Marx starting to make a witty sally,aphorism,aphorism,anagram
123820,Doctor regains gun primarily for applying lubricant,greasing,greasing,anagram
114038,Stops on this red with no gear changes,reedorgan,reed organ,anagram
124009,Male's setback,tup,tup,anagram
101068,Addict vetoed dodgy ecstasy,devotee,devotee,anagram
141675,More difficult in larger form,gnarlier,gnarlier,anagram
87894,"Gifted holy converts, many times over",eightyfold,eightyfold,anagram
105963,Fruit seeds produced by Spiro Agnew (the last to be dropped for President),orangepips,orange pips,anagram
121917,Corrupt umpire is immoral,impure,impure,anagram
129122,"Bolt in trouble, turned up nursing broken toes at end of race",gotoseed,go to seed,anagram
57910,"A word like ""logo-mines"", perhaps?",neologism,neologism,anagram
107907,Aliens go mad for fuel,gasoline,gasoline,anagram
14479,Boring makers of laws,awls,awls,anagram
36154,Bail is arranged for those with proofs of innocence,alibis,alibis,anagram
64717,Flag email from criminal,oriflamme,oriflamme,anagram
127608,Early birds found here at Cheshire mill,hatcheries,hatcheries,anagram
109304,Is he in the middle of nowhere at odds with creation?,anchorite,anchorite,anagram
35345,Weapons turned on quarry,stag,stag,anagram
73651,They troubled Macmillan and Steven,events,events,anagram
39311,Relish country's leader moving to the right,taste,taste,anagram
82868,Spooner to cuddle vagrant? Nonsense!,humbug,humbug,anagram
128659,Keeps breaking down in tears,retains,retains,anagram
98325,"Meet with disaster, provoking demon on cue",comeundone,come undone,anagram
131226,"Wife escaping winding of twister, as bricks falling?",tetris,tetris,anagram
53746,Chic lost as turning to bluestocking?,scholastic,scholastic,anagram
86902,See a man struggling with a tentacled marine creature,seaanemone,sea anemone,anagram
131114,Goes a long way with veg and soya mince,voyages,voyages,anagram
47161,A beast in distress lowers,abates,abates,anagram
53813,Do see to Mr Nasty's hard skin,osteoderm,osteoderm,anagram
66316,Need link to supply light,enkindle,enkindle,anagram
9700,Poor diet''s effects on banker,depositor,depositor,anagram
30849,Criminal career kept failing after ceding power,racketeer,racketeer,anagram
62588,Insignificant fellow spattered panda with dirt,dandiprat,dandiprat,anagram
11980,Start to bet when Bella's playing a game,baseball,baseball,anagram
140786,Nature's forecasters use brains to obtain current research and development,rainbirds,rainbirds,anagram
12753,Greens worked to protect last of pristine deserts,reneges,reneges,anagram
108514,Changes of mind that could get bats run out,aboutturns,about turns,anagram
28827,Break into the Iberian nosh-up,burgle,burgle,anagram
65127,Transport unfortunately isn't arriving ...,virgintrains,virgin trains,anagram
15304,"Centrepiece Peregrine ordered, but not the right one",epergne,epergne,anagram
70931,"Hoisting this, the builder strained a ventricle",cantilever,cantilever,anagram
39617,Like it knocked back?,asti,asti,anagram
118167,Plans to move aside,ideas,ideas,anagram
2029,Don't travel through Armenia topless and drunk,remain,remain,anagram
31162,On land with a wild horse,ashore,ashore,anagram
80651,Horses paid out scores,rhapsodies,rhapsodies,anagram
98129,They may turn some into a ferment,emotions,emotions,anagram
41440,Point to unusual Roman invader of Britain,norman,norman,anagram
106302,Controversially his (or her) IT crashed,their,their,anagram
45672,Liar hangs out in idyllic location,shangrila,shangri la,anagram
60847,Floating vote again spoiled,evagation,evagation,anagram
7876,Quiet after Rhine trips? It's the wine!,rhenish,rhenish,anagram
41843,Blue rooms out east,morose,morose,anagram
109637,City as wild as Jones,sanjose,san jose,anagram
120218,"Passing oxygen repeatedly in circulation, this more harmful?",poisongas,poison gas,anagram
11883,Stuffed with chopped dates,sated,sated,anagram
54805,Perhaps only seconds away from Arkansas capital,ankara,ankara,anagram
118436,Fido's legs struggling to get round old part of London,isleofdogs,isle of dogs,anagram
71508,"Wonder about first engagement, if forced to make a second bequest",reendow,re endow,anagram
92830,Eat chips in a way that's not original,pastiche,pastiche,anagram
72165,"A red giant explodes, becoming a dark star, perhaps?",tragedian,tragedian,anagram
121493,Painter only worked in colours,reynolds,reynolds,anagram
21714,Averse to one praying to cast off M&S clothing,anti,anti,anagram
111926,Variation in phone call - it's not uniform,plainclothes,plain clothes,anagram
34122,He brought about a row - old cricketer,larwood,larwood,anagram
1107,Machine operator gives up merrymaking,lever,lever,anagram
2129,I meant a change to liven things up,animate,animate,anagram
75887,Shrub is in teapot that's cracked,poinsettia,poinsettia,anagram
141808,"Suffering from cold, maybe curator has shivers",catarrhous,catarrhous,anagram
139461,Ruler to damn building that's avant-garde,ultramodern,ultramodern,anagram
45947,Pearl possibly a shade of white?,paler,paler,anagram
101615,Let fire rip to be creative,fertile,fertile,anagram
128640,Marketing method making unhaloed heads roll,hardsell,hard sell,anagram
133948,Relocated abroad and no longer in England,bangalored,bangalored,anagram
97022,"Done with magic, converted and marrying within the tribe",endogamic,endogamic,anagram
63087,Medication of pills taken with tea,pastille,pastille,anagram
64060,Feet all clumsy? Look at this ad!,leaflet,leaflet,anagram
7381,Asked about what might be required when leader's gone,queried,queried,anagram
121268,Space traveller - about which I do more to unravel,meteoroid,meteoroid,anagram
22570,Drunk comes to a state of incapacity,comatose,comatose,anagram
55199,Try an overdue reform,endeavour,endeavour,anagram
80670,Octave's arranged for bird,avocet,avocet,anagram
56781,Wrongly surmise one's made a poor application,misuser,misuser,anagram
128794,"Our lingo is rustic, like Gray's mute Milton",inglorious,inglorious,anagram
128158,Oswald's unlucky formulation,sodslaw,sods law,anagram
133666,Inform sailor about dance,ballet,ballet,anagram
116880,Politician's bill abandoned - about time!,liberal,liberal,anagram
88292,Unfold next compilation when editor's out,extend,extend,anagram
26581,Revive wren horribly pecked by eagle's beak,renew,renew,anagram
67543,"With reorganisation of station, be firm",obstinate,obstinate,anagram
24237,"Criticise cast not taking sides, essentially",asperse,asperse,anagram
61223,Sea mail at sea with no exceptions,anomalies,anomalies,anagram
114953,"Better half's home cooking required flour, say",starofbethlehem,star of bethlehem,anagram
130838,Man confused brunette unendingly,bunter,bunter,anagram
65404,"Refused it anyway, having had more than enough",surfeited,surfeited,anagram
71389,Begin a Zola novel? That's sweet,zabaglione,zabaglione,anagram
120876,Travelling through time back to Jonah in poor whale,leviathan,leviathan,anagram
50769,One decants mucky liquid,condensate,condensate,anagram
98728,Airport complex round back of Dodge City,pretoria,pretoria,anagram
44609,Able to figure nature out without me,numerate,numerate,anagram
63892,Lesbia's translation lets herself down,abseils,abseils,anagram
98527,"In love, the man here, sad with love going wrong",headoverheels,head over heels,anagram
93746,"Pull back, having eaten badly out here?",teagarden,tea garden,anagram
92555,Where list is meddled with once,erstwhile,erstwhile,anagram
130615,"Maybe skinny dip English rejected, crime when swimming",epidermic,epidermic,anagram
44081,Second-hand cylinder could be repaired with it,indirectly,indirectly,anagram
118741,Prophets of doom fabricated star's mail,alarmists,alarmists,anagram
115441,Shocker! Had another go at paper when upset,taser,taser,anagram
60476,A singer can use the arrangement,chanteuse,chanteuse,anagram
60417,Offers surplus one pound to be doled out - amazing!,fullofsurprises,full of surprises,anagram
108010,It's argon? Neon? Neither taking on being reactive,inertgas,inert gas,anagram
49895,"Pipe blown in cold loo, time to go finally",clarinet,clarinet,anagram
1799,Royal corpse is resurrected by Brown,sienna,sienna,anagram
19663,Danish legend translated without assistance,singlehanded,single handed,anagram
40712,"Showing wilfulness, the gods ran amok",headstrong,headstrong,anagram
115226,"Making more extensive disorder in gaol, note",elongation,elongation,anagram
75394,Scrambled eggs endorsed and used in an emergency by the army,greengoddess,green goddess,anagram
27667,Bless me! A strange get-together,assemble,assemble,anagram
27570,Unusually stern Goths dropping round with gifts,strengths,strengths,anagram
10240,"Italian hothead upsetting Italian creator of inferno, blowing top",etna,etna,anagram
73901,"Like certain writing from Italy, prose that's fancy",epistolary,epistolary,anagram
51729,Swap parts of steam baths in island capital,nassau,nassau,anagram
64834,French dresser Tom Cruise ordered,costumier,costumier,anagram
101924,Flower - love it to bits,violet,violet,anagram
79667,"Man swimming in river, son reveals",unmasks,unmasks,anagram
3903,Nicest forms with right angle for design template,stencil,stencil,anagram
26423,Fire single sniper shot,inspire,inspire,anagram
85110,"Girl, a brat, chewing up the rock",gibraltar,gibraltar,anagram
130807,"Seeing Troy destroyed by donating a gift, for example",generosity,generosity,anagram
121589,Nut roast as cooked for high fliers,astronauts,astronauts,anagram
7128,You need to ride craftily to manage a title,editor,editor,anagram
13933,Ambassador renegotiating trade's capital backing,headrest,headrest,anagram
130054,"Tragically, one does get shot in bed",gonetoseed,gone to seed,anagram
10064,Distanced by a date-line blunder,alienated,alienated,anagram
98500,"To play, I set up soccer for those who dislike union",eurosceptics,eurosceptics,anagram
57757,A delay upset the celebration,gala,gala,anagram
111614,I accept order mistakenly and went to and fro,reciprocated,reciprocated,anagram
66528,Angrily press one for an answer,response,response,anagram
63006,"Nouveau roman of wretched Levantine, going East for love",antinovel,antinovel,anagram
133151,Arabs live all over the place - their values may change,variables,variables,anagram
30594,Blue-eyed boys back-tracking a short distance,step,step,anagram
15182,"Bring about change in green energy, in short",engineer,engineer,anagram
87556,Hustle curious enquirer,sleuth,sleuth,anagram
132640,Returned rotten fish,dab,dab,anagram
124520,"Riding on rocks, kept in shape by pressure only",nonrigid,non rigid,anagram
111697,Possibly take work in state capital,topeka,topeka,anagram
77638,Contests organised by general in one of his towns?,tourneys,tourneys,anagram
61443,Whoever wrote this dog's dinner must be round the bend!,paul,paul,anagram
21820,Situation where no race is fixed,scenario,scenario,anagram
114263,"Jolly good to punch Hitler, hated terribly",lighthearted,light hearted,anagram
5215,Preparation of ricin isn't essential,intrinsic,intrinsic,anagram
92553,Welsh rite performed once upon a time,erstwhile,erstwhile,anagram
33774,"Having drunk tots, miscue and produce strain",settomusic,set to music,anagram
17719,Alienate sergeant in mess,estrange,estrange,anagram
81138,Cautiously progressing petition about the end of hunting,tiptoeing,tiptoeing,anagram
36325,Novel by incomer in its early stages,embryonic,embryonic,anagram
69933,Shed covering mess of debris - nothing in it,disrobe,disrobe,anagram
128198,Dowdiest sort of paper like this,twosided,two sided,anagram
29387,Does vanity put right unpleasant picture?,videonasty,video nasty,anagram
133041,Unlikely rich setter will be giving more,stretchier,stretchier,anagram
36795,Creative traits make one?,artist,artist,anagram
10767,Ugly finish in untidy set is an eyesore,stye,stye,anagram
3676,Helping to make Gaia the New Age goddess,athene,athene,anagram
113172,Uranium stored in a folding plastic like a mould,fungoidal,fungoidal,anagram
36962,Diana could be a nymph,naiad,naiad,anagram
34900,Knowing all to be in most nice order,omniscient,omniscient,anagram
140516,Produce an abridged version of Chaucer - current volume retained,giveoff,give off,anagram
134152,An option as he fell ill?,selfheal,self heal,anagram
124489,Ginger beer tip: goes off when infiltrated by rain?,rogers,rogers,anagram
99095,"A long time, but Christmas is almost over",eon,eon,anagram
101169,Grievances concerning nice jobs to swap,objections,objections,anagram
74691,Turn up the gas ring to cook it,sago,sago,anagram
89603,"Wild lion scared no-one, certainly not him",androcles,androcles,anagram
92977,Colin goes out East to see her,nicole,nicole,anagram
81484,Smiley's pleader a suspect? I'm not at liberty to say,mylipsaresealed,my lips are sealed,anagram
52423,Supports about to be cut,snip,snip,anagram
49786,Ballerinas missing a dance somewhere in Snowdonia,llanberis,llanberis,anagram
124126,"Beset by stormy sea, go to bed dark and brooding",saturnine,saturnine,anagram
132716,"Barber's work, Adagio for Strings, by all conclusions suits Christmas concert initially, when jazzed up",scissorcut,scissor cut,anagram
129825,Is a route across the Channel going north of a huge land mass?,eurasia,eurasia,anagram
32761,Strange letter about to be removed from altered design,delta,delta,anagram
8215,Girl I complain about,naomi,naomi,anagram
79869,Wool used more in knitting,merino,merino,anagram
121107,Viagra not working for pilot,navigator,navigator,anagram
141659,Moralising work of Corbyn is trashed with gusto,scoutingforboys,scouting for boys,anagram
63990,Tea's ready in mess for movable feast,easterday,easter day,anagram
92710,Moving point wounded nag internally,poignant,poignant,anagram
32883,"Tears flow, missing English ruler",tsar,tsar,anagram
78307,Amaryllis dresses badly without trendy husband,shepherdess,shepherdess,anagram
59406,Hercules? He's off to raise the dough,lucre,lucre,anagram
84848,A free spirit and active friend to the workers,apiarist,apiarist,anagram
62948,Thong gets privates in a twist,strap,strap,anagram
105601,Philosopher finds our complex about American waters,rousseau,rousseau,anagram
55218,Gear change takes energy: go along with that,agree,agree,anagram
67265,Actors playing the old leader,castro,castro,anagram
100830,Indeed upset when refused,denied,denied,anagram
60372,Bolster arranged on the bed at sea,lobster,lobster,anagram
68958,"Routed, beat a retreat",abate,abate,anagram
118326,Decorating it with pregnant bats,patterning,patterning,anagram
3912,Drink from the basin,absinthe,absinthe,anagram
56694,Did Sue and Dot dash off?,usedto,used to,anagram
28225,Old Irish characters around Omagh,ogham,ogham,anagram
41676,Circus performer - a heretic or revolutionary,charioteer,charioteer,anagram
88031,Medal distribution halted,lamed,lamed,anagram
102164,"Luke sees Mary, perhaps, as one seldom given due welcome",asylumseeker,asylum seeker,anagram
133865,Building under a site is more rickety,unsteadier,unsteadier,anagram
8050,"Taline, a kinky girl",natalie,natalie,anagram
31400,"Even so, I'd resolved to take the plunge",nosedive,nose dive,anagram
5343,"Shaking rear in defiance, poisoner with toxic tail aggravated, as stinger",scorpion,scorpion,anagram
117892,"Sell iodine, perhaps, as a substance in paint",linseedoil,linseed oil,anagram
36238,Having to guess when Enigmatist gets out of order!,estimating,estimating,anagram
78808,Local death of Ericsson broadcast,necrosis,necrosis,anagram
12678,Not-so-wise guy stupidly smug on air,ignoramus,ignoramus,anagram
70617,"Explain complicated clue, a right puzzler initially!",clearup,clear up,anagram
131487,Philosopher's theory pagan slammed,pythagorean,pythagorean,anagram
122146,A lone crab scuttles round by the sea in Spain,barcelona,barcelona,anagram
109808,Chimp loath to get hit about the eye,ophthalmic,ophthalmic,anagram
35190,Dine out on candy? A potential killer!,cyanide,cyanide,anagram
105732,Votes could be wrong ones,noes,noes,anagram
49043,Planes manufactured in Italy,naples,naples,anagram
88322,Defer changing Sam's boss's name,frederick,frederick,anagram
100901,The joys of shifting super ales,pleasures,pleasures,anagram
51174,"Once gay characters reform, there's reasonable treatment for women",gynaecological,gynaecological,anagram
118093,Sea air won't upset poor community,shantytown,shanty town,anagram
107421,Rewriting Roald Dahl's final piece for money,dollar,dollar,anagram
62770,Supply RNA to supplement form of bluish cleaner,nailbrush,nailbrush,anagram
42610,There's sustenance when I turn into bananas,nutrition,nutrition,anagram
49497,Rocco is troubled by wind,sirocco,sirocco,anagram
81649,He wrote about Eliza Mole,emilezola,emile zola,anagram
38839,Those last shall be first - that's moral significance,ethos,ethos,anagram
46373,Writer wrote timeless moving lines,orwell,orwell,anagram
64227,USA twice interfered with Libyan leader: nothing new there,asusual,as usual,anagram
83786,Indians ain't much moved by old chief with muted war cry,iainduncansmith,iain duncan smith,anagram
140189,Something funny in setting of gelatin,tagline,tag line,anagram
49809,Ah Harpo! Possibly one of the greats of yesteryear,pharaoh,pharaoh,anagram
131219,"Worker often seen wearing blue, red, green and russet, I suspect",registerednurse,registered nurse,anagram
15866,Colour that could be fancy but not loud,cyan,cyan,anagram
92952,Is crack badly affected by movement of traffic?,carsick,car sick,anagram
33356,Arrangement of Israeli composer,salieri,salieri,anagram
73991,A five-nil reverse that may be scrambled,ova,ova,anagram
64019,"Cook's vessel, one seen in rain, beam obscured",bainmarie,bain marie,anagram
52426,Bob's legs turned over,snip,snip,anagram
31506,"It makes pepper pot mine, anyhow",pimento,pimento,anagram
82230,Perhaps men say he's a sycophant,yesman,yes man,anagram
115065,Ordinal in West to show bottom face up?,maninthemoon,man in the moon,anagram
42856,Battle erupting around vessel's deck,turntable,turntable,anagram
8506,Mixed aromas embellish love for full-bodied Spanish female,amorosa,amorosa,anagram
38934,"Tho' semi is falling apart, it's most cosy",homiest,homiest,anagram
48873,He wrote about a large weight,zola,zola,anagram
31677,Tabitha Twitchit to find home,habitat,habitat,anagram
30830,"The end of the month, perhaps, so spread it thither",thirtieth,thirtieth,anagram
98383,"Confirm a try, if converted properly",ratify,ratify,anagram
122042,Spooner's alarm for a tart?,bakewell,bakewell,anagram
51463,Good-looking six-footer foolishly married short lady,redadmiral,red admiral,anagram
54988,See lambs going round in flocks together,assembles,assembles,anagram
22176,Strip shown in scene and suspicious motive involved,dennisthemenace,dennis the menace,anagram
139601,Pam ceded building and made off,decamped,decamped,anagram
127915,They make cold scalp hot in a blizzard,clothcaps,cloth caps,anagram
