Index,Clue,Solution,Spaced_Solution,gemma_predicted,llama_solved_answer
108474,Help one gets in this day and age,aid,aid,double definition,AID,1
135441,"Diamond, did you say? Prepare to propose!",kneel,kneel,double definition,RING,0
100039,Rubbish food with chips?,cod,cod,double definition,MRE,0
44359,Colour to leave alone,maroon,maroon,double definition,IGNORE,0
35803,Scandalous conclusion to entry,gate,gate,double definition,ENDS,0
82220,Data in notebook,facts,facts,double definition,NOTES,0
131749,Big business street must be this for Scot,holdingcompany,holding company,double definition,WALL STREET,0
117593,Somewhat equally? Exactly,fiftyfifty,fifty fifty,double definition,MORE OR,0
61034,It can be hell for criminals,underworld,underworld,double definition,PRISONER,0
14044,"In that case, flights won't be covered",quiver,quiver,double definition,OPENLY,0
28490,Crossword setter dropped,shed,shed,double definition,EROS,0
10888,Awful person with no end of affectation?,poser,poser,double definition,BRAT,0
31590,Biting trill is heard,mordant,mordant,double definition,RASPING,0
76484,Old coins providing conversation,exchange,exchange,double definition,CHATTELS,0
54831,Answer to be found in chemistry lab,retort,retort,double definition,EQUIPT,0
36216,Paul's respect,revere,revere,double definition,ESTEEM,0
108705,Attribute of one flying fortress,fastness,fastness,double definition,AIRWORTH,0
108890,"Of course, it's sweet",pudding,pudding,double definition,NATURALLY,0
109861,"Getting forks out to skewer books, those unpleasantly dry?",splitends,split ends,double definition,DRY BOOK,0
20596,"Tap: tell me, what do you do if it's stuck?",faucet,faucet,double definition,TURNON,0
90357,Theatre of war?,operationsroom,operations room,double definition,OPERAHOUSE,0
5879,Percussionist circles,ringo,ringo,double definition,DRUMS,0
43700,"Sailing vessel, clipper",cutter,cutter,double definition,CUTTER,1
110102,Employment in which workers were paid to unpick seams,coalmining,coalmining,double definition,UNRAVELLER,0
69067,Go away to get in with no contest,shoo,shoo,double definition,LEAV,0
31387,Watch over instructions,remit,remit,double definition,EYESA,0
10303,Firm plan,intent,intent,double definition,INTENTS,0
24800,Extend towards heaven as breakdown vehicle?,tower,tower,double definition,PRAYS,0
12325,Does this imply sharecropping?,allotment,allotment,double definition,TENANCY,0
112667,"For a start, it's essential",ignitionkey,ignition key,double definition,INITIALLY,0
112589,"Office workers sign in invisible ink, perhaps?",secretaries,secretaries,double definition,CLERICAL,0
71498,Ceremony appropriate for audience,rite,rite,double definition,RITE,1
133920,Ban on the very people who frequent this dating venue?,singlesbar,singles bar,double definition,BAR NONE,0
40889,Revolting individual given a step up,riser,riser,double definition,ROTTER,0
71902,Successfully managed a kidnapping?,carriedoff,carried off,double definition,COPED WITH,0
134440,Female character of enduring quality?,manofiron,man of iron,double definition,SHE IS,0
112379,He leads speakers on march: an order goes out,anchorman,anchorman,double definition,CHAIRMAN,0
135713,It's plain stupid for a mountaineer,alpinist,alpinist,double definition,PLATEAU,0
9975,One falling for acrobat,tumbler,tumbler,double definition,TUMBLER,1
141237,Most elevated dizzy heights,highest,highest,double definition,ALTITUDES,0
59898,Score runs in a series,arrange,arrange,double definition,BATSMEN,0
90451,Big shock absorber,bumper,bumper,double definition,SPRINGS,0
65301,Misfortune that TV repairman may bring?,setback,setback,double definition,BADLUCK,0
16047,Refuse stopping short old king,offa,offa,double definition,DENY,0
82695,Where to find film not for public viewing,incamera,in camera,double definition,AT HOME,0
137827,No head on Nick's mop,wipe,wipe,double definition,NICK,0
91370,"Slab, board, list? It ends in a square",threetimestable,three times table,double definition,BLACK BOARD,0
117060,Lexicographer wearing underpants?,johnson,johnson,double definition,DICTION,0
14238,Sketch of partial rail strike?,outline,outline,double definition,DRAWING,0
90206,Percher from the nuthatch family by the sound of it,sitter,sitter,double definition,NUTTER,0
43203,British capital,sterling,sterling,double definition,LONDON,0
10324,Not the best way to beat an opponent,worst,worst,double definition,CHEAT,0
137314,"Money problems, no capital",roubles,roubles,double definition,FINANCE,0
50501,Remedy may be to change gear,redress,redress,double definition,CUREALL,0
74443,Topless in bed - so what might be on?,pyjamatrousers,pyjama trousers,double definition,TOP SHEET,0
18777,Strap may follow report of some difference,thong,thong,double definition,BELTS,0
43277,Discussion at board level,tabletalk,table talk,double definition,MEETING,0
74818,Lizards that may be using a double disguise,iguanas,iguanas,double definition,GECKOS,0
103790,Hal stopped with him,ted,ted,double definition,ELI,0
46126,Strap that goes on a bit,rein,rein,double definition,BIT,0
141025,One unable to make a killing getting fired?,blankcartridge,blank cartridge,double definition,POOR LOSER,0
49208,One disparaged for working for a crust?,scab,scab,double definition,LOAF,0
13506,Bear accepting stakes,tote,tote,double definition,WAGER,0
20441,Heater once used by people approaching retirement,bedwarmer,bedwarmer,double definition,RADIATOR,0
133384,Stressed but having fewer wrinkles than you should?,underlined,underlined,double definition,UNDERSTRESSED,0
92737,Becomes engaged in predicaments,plights,plights,double definition,ENTANGLED,0
124619,Psychiatrists? They're all savages,headshrinkers,headshrinkers,double definition,HEADSHRINKERS,1
53843,Type of green,emerald,emerald,double definition,EMERALD,1
76662,"Bob Marley, for example, could be a star",rasta,rasta,double definition,REGGAE,0
104740,"Order, mostly seen in this clue",comma,comma,double definition,SORTA,0
133352,Butterfly to emulate uroboros?,swallowtail,swallowtail,double definition,MONARCHBUTTERFLY,0
92822,What are you doing here?,crossword,crossword,double definition,INTERLOPER,0
35910,Wonderful boss,super,super,double definition,SUPERB,0
50041,"""Bullets""",ammo,ammo,double definition,AMMO,1
126552,Dried fruit shapes,prunes,prunes,double definition,RAISIN,0
125526,You'd feel better without them!,gloves,gloves,double definition,FEVERS,0
76641,Way to get through Fathers and Sons,pass,pass,double definition,READ,0
69559,Once a public transport industry,diligence,diligence,double definition,BUSINESS,0
89861,Small town dropout,dorp,dorp,double definition,OTTER,0
988,French master responsible for courses,chef,chef,double definition,ESSE,0
58426,Such tolerance may be a matter of degree,latitude,latitude,double definition,LATITUDE,1
25638,It may be put on disc,identity,identity,double definition,RECORD,0
105529,"Come on, tell me what to do with unpalatable food!",spititout,spit it out,double definition,EAT IT,0
3287,"It's OK, there's no one left",allright,all right,double definition,ITS OK,0
13896,They have small parts in a big picture,insets,insets,double definition,EXTRAS,0
132352,Youngsters bound to get along with them,pogosticks,pogo sticks,double definition,TEEN IDOLS,0
120088,Wicked woman caught using traps,witch,witch,double definition,HAGGA,0
60856,Thatcher's a nonentity,society,society,double definition,MAGGOT,0
27953,African leader is number one in France,moi,moi,double definition,IBO,0
64672,Triumvirate running the tundra?,troika,troika,double definition,TRIOLE,0
53302,"Where stout, diet?",local,local,double definition,BEERS,0
18125,Underactive German worker is no longer needed,redundant,redundant,double definition,UNDEREMPLOYED,0
42363,Answer to this clue should be clearly stated,putacross,put across,double definition,THE ANSWER,0
91692,Performance killing act,execution,execution,double definition,CURTAIN,0
76471,Flag lifting device,jack,jack,double definition,HOIST,0
78383,Another setback as the result of stiff breeze?,freshblow,fresh blow,double definition,STEP BACK,0
40987,Stone provides a barrier,agate,agate,double definition,ROCKS,0
5824,Get up in a lift,raise,raise,double definition,RISES,0
19265,Not carrying anything one shouldn't? Absolutely!,clean,clean,double definition,CLEAN,1
19108,Submit a return,yield,yield,double definition,ENTER,0
99538,"Prune - or another fruit, we hear",pare,pare,double definition,PEAR,0
4159,Bird (not strong) found on Scottish island,inch,inch,double definition,IBIS,0
37775,In theory he wants the best,idealist,idealist,double definition,IDEALIST,1
82222,On which to stick the sick brick,stretcher,stretcher,double definition,PLASTER,0
77887,State in Midwest,maine,maine,double definition,OHIO,0
115110,Finger the back of a book,index,index,double definition,INDEX,1
108316,He removes his customers,taxidriver,taxi driver,double definition,BARBER,0
26733,"Senior slip, perhaps, dropping two",elder,elder,double definition,ELDER,1
31641,Made to smile by a thought?,amused,amused,double definition,AMUSED,1
41438,Baptismal name(s) given to an invader,norman,norman,double definition,NOMAD,0
119320,Numbers among European aristocracy,counts,counts,double definition,TITLES,0
98356,Army command prepare for war,orderarms,order arms,double definition,MARCH,0
111565,Critical point of eating a biscuit,crunch,crunch,double definition,CRISIS,0
133055,Fisherman who does will be more pleased than the boatman,catchesacrab,catches a crab,double definition,NET GAIN,0
129846,"Openings to dressers, offices or rooms, say",doors,doors,double definition,DOORS,1
26988,"No point, darling",love,love,double definition,NILS,0
4157,Little distance from island,inch,inch,double definition,ALEE,0
76036,Mail steamer,packet,packet,double definition,LINER,0
86099,Drinking song?,round,round,double definition,TOAST,0
2888,Indicator of some aggravation,needle,needle,double definition,IRATER,0
62988,Architect's plan for advancement,elevation,elevation,double definition,BLUEPRINT,0
32660,Dance? Did I step on your foot?,excuseme,excuse me,double definition,TAP TOE,0
127431,Are they responsible for many bad things?,devils,devils,double definition,DEVILS,1
12859,Share in concern,interest,interest,double definition,CARETAK,0
111817,"Lady's disease, lacking exercise",hers,hers,double definition,EDMA,0
82626,Hot spot in Sheffield for those needing a break,crucible,crucible,double definition,TEAROOM,0
4193,Book is in stock,reserve,reserve,double definition,ONHAND,0
20361,Even scores -- could it straighten out oneês hang-ups?,levelpegging,level pegging,double definition,LEVEL HEAD,0
72647,Gem?,twin,twin,double definition,OPAL,0
44224,Show picture of riddle,screen,screen,double definition,ENIGMA,0
41402,"Once it's used, part remains",section,section,double definition,REMAINS,0
141252,"Clarets, perhaps, or their Premiership rivals?",reds,reds,double definition,REDS,1
6077,Footholds in the financial world,stocks,stocks,double definition,STEPS,0
111748,One whose existence depends on dripping,stalactite,stalactite,double definition,ICICLE,0
110105,Oil producers under pressure have hearts of stone,olives,olives,double definition,OLIVES,1
44920,Sneeze said to be in dispute?,atissue,at issue,double definition,AT IT,0
64526,"To get cheaper travel, he avoids paying",flybynight,fly by night,double definition,HE HITCHES,0
95200,The greatest length spanned by trunk road,ali,ali,double definition,MILE,0
23310,Old address of Turkish civil service,effendi,effendi,double definition,SUBNET,0
141627,"The Boys in Blue, or Blur?",fuzz,fuzz,double definition,COPS,0
125676,Appeared to be soundly joined,seemed,seemed,double definition,ASEAM,0
109288,Cultural inheritance of egotist's refrain?,meme,meme,double definition,GENE,0
78170,"Given time, perhaps, on Judgement Day",sentenced,sentenced,double definition,DOOMSDAY,0
56213,How this word goes in,downwards,downwards,double definition,INSERTED,0
6135,"Blunder, if this worn in summer?",muff,muff,double definition,ERRS,0
134857,Jumps on fools,mugs,mugs,double definition,RIDES,0
886,"Being this, he is leaving the land",testate,testate,double definition,EMIGRANT,0
41693,Cats in the pound?,ounces,ounces,double definition,FELINE,0
15666,"He hits you, you're smitten!",eros,eros,double definition,SUER,0
6093,Stops goals,ends,ends,double definition,BARS,0
33636,Reason traditionally lost at Oxford,cause,cause,double definition,SENSE,0
71765,Belts from old clothes,clouts,clouts,double definition,STRAPS,0
59149,Give a signal and slow down,flag,flag,double definition,HALT,0
104855,"Squandered University award, we hear",blew,blew,double definition,URSA,0
32618,Picture not painted by Landseer?,seascape,seascape,double definition,LANDSCAPE,0
27647,"Showed respect for an old lady, but insulted a young one",stoodup,stood up,double definition,GRANNY,0
116881,Generous party member …,liberal,liberal,double definition,LIBERAL,1
129417,Natural dwarfishness?,undergrowth,undergrowth,double definition,NATURALIS,0
91722,Crew said it's likely to be passed at Chiswick,eyot,eyot,double definition,BYEA,0
809,Charge call to account,arraign,arraign,double definition,DEBIT,0
105691,Part of town public steers clear of,outskirts,outskirts,double definition,SUBURBS,0
8931,Cliché of a hi-fi buff,stereotype,stereotype,double definition,STEREOTYPE,1
44673,Programming language that's good at compression?,python,python,double definition,LISPED,0
46248,Female subject of an old song cycle,daisy,daisy,double definition,LIEDS,0
99632,Please let's have a non-CFC deodorant!,rollon,roll on,double definition,SPAY,0
128691,Again ask for employment to gain work,reapply,reapply,double definition,REAPPLY,1
6084,Suspends only half of one's objectives,ends,ends,double definition,AIMS,0
48140,"Disreputable, extremely short, wasn't standing up straight",louche,louche,double definition,SEAMY,0
41487,Use the office keys?,type,type,double definition,TYPE,1
47654,To drill can be tedious,boring,boring,double definition,BORES,0
81411,Wine to show a bit of leg,hock,hock,double definition,PORT,0
92516,Pass on:,colon,colon,double definition,RELAY,0
15272,"In the main, this calf is dangerous",iceberg,iceberg,double definition,VEALIS,0
44251,"Bumpy, therefore odd?",uneven,uneven,double definition,ROUGH,0
88280,Getting to the end of this exhausts one's patience,tether,tether,double definition,LENGTH,0
115632,Uncommon feature of British society,royalty,royalty,double definition,TITLEDE,0
131794,Coolers designed to hold a small criminal?,minibars,minibars,double definition,ICEBUCK,0
29972,Big name appears nightly,star,star,double definition,STAR,1
73611,Matched and dispatched?,mated,mated,double definition,PAIRED,0
80766,He'll tak ye tae the quarry,gillie,gillie,double definition,STONER,0
60056,"A match for ""Thus Spake Zoroaster""",avesta,avesta,double definition,ZENITH,0
84729,Demolish Humpty-Dumpty's so convincing argument,knockdown,knock down,double definition,EGGS ON,0
13542,Whip used to enforce this community service?,partyline,party line,double definition,CORPS,0
31134,Land on one's head?,panama,panama,double definition,COUNTRY,0
35792,Target someone who is relatively friendly?,auntsally,aunt sally,double definition,AIM AT,0
10330,"Paradoxically, it could be best!",worst,worst,double definition,WORST,1
12387,"Bound by discretion, one is silent",tacit,tacit,double definition,TACIT,1
9758,They're used to create curls and waves,rollers,rollers,double definition,TONGS,0
64733,"Lacking inspiration, he goes for a walk",pedestrian,pedestrian,double definition,UNINSPIRED,0
508,Stage directors in groups,boards,boards,double definition,PRODUCERS,0
4537,"Fuzzy, not very fit",ague,ague,double definition,FLAB,0
21741,"Male/female, evenly distributed",evelyn,evelyn,double definition,ANDROGYN,0
68296,Take encouragement in comfort,cheerup,cheer up,double definition,TAKE IT,0
137739,Lock worker's increase in scale,friseur,friseur,double definition,HAIRPIN,0
83739,Legislation that went against the grain,cornlaws,corn laws,double definition,ACTS OF,0
27101,Pretty short message,twee,twee,double definition,EPIC,0
14967,Oxford banker,isis,isis,double definition,ISAA,0
133402,Set one's sights higher and improve,lookup,look up,double definition,UP TO,0
57233,Communicating off the field,intouch,in touch,double definition,ON AIR,0
110247,Not much to drink (much less than a full finger in fact),thimbleful,thimbleful,double definition,SMALLBEER,0
17936,Re-used cover of previous issue?,handmedown,hand me down,double definition,RE RUN COVER,0
5317,"Carriage axle bush, for instance",bearing,bearing,double definition,BEARING,1
125627,Alpine flower,glacier,glacier,double definition,EDELWEISS,0
87658,Painter appeared first - this followed!,camera,camera,double definition,ARTIST,0
5991,Dog without lead finding some balls,over,over,double definition,TENN,0
119570,Boatman's a little troubled in the head,salt,salt,double definition,COXP,0
127217,Fruits singularly not given by uncaring types,figs,figs,double definition,PEAS,0
102111,What gets to stick when one's terribly hot in it?,clothing,clothing,double definition,SWEATY,0
13732,Golfing connections,links,links,double definition,TEES,0
85032,Annexe's relieved state?,extension,extension,double definition,EXTENSION,1
12436,Nervous performing at the Fringe?,onedge,on edge,double definition,ON EDGE,1
18488,Literary props,bookends,book ends,double definition,BOOK ENDS,1
19315,Flight departure,retreat,retreat,double definition,TAKEOFF,0
19277,"Change sides, which is a bad thing",defect,defect,double definition,DEFECT,1
115311,"Divorced, eh? Good news for one in for the long term",freepardon,free pardon,double definition,ON THE UP,0
74020,Age span,period,period,double definition,TEENAGE,0
78925,Naturally good leg-spinners,spiders,spiders,double definition,NATURES,0
575,Fixed quantity in firm,constant,constant,double definition,STAFFER,0
94721,Ruth left Bedlam,babel,babel,double definition,RUINS,0
29337,Ventilation for the gallery,louvre,louvre,double definition,AIRING,0
98413,Black rhyme for Greene's coloured boy,inky,inky,double definition,EBON,0
35599,Bird with no head for danger?,ostrich,ostrich,double definition,OSTRICH,1
2518,Longs for young ladies,misses,misses,double definition,YEARNS,0
133690,What Newgate is for Dickens,oldnick,old nick,double definition,PRISON,0
7962,Where reels of film may be seen - or heard,cannes,cannes,double definition,CINEMA,0
137560,Line clippers?,clothespegs,clothes pegs,double definition,HAIRDRESSERS,0
118779,Have a go at bird,snipe,snipe,double definition,EMUPT,0
52450,Late train?,cortege,cortege,double definition,FUNERAL,0
56767,Training vessel for aspiring officers?,cadetship,cadetship,double definition,CRUISER,0
38460,Tells these jokes,cracks,cracks,double definition,JOKERS,0
44921,Sounds like what you might need,atissue,a tissue,double definition,AN AID,0
51340,Sort of policy for the Lib-Dems?,thirdparty,third party,double definition,THIRDWAY,0
16990,A certain success is not affected …,natural,natural,double definition,UNFAZED,0
3727,Dickensian dance,twist,twist,double definition,HORNS,0
21115,"Mature, or mature to a point",ripen,ripen,double definition,RIPES,0
80854,Prince with more cats and dogs?,rainier,rainier,double definition,PETRO,0
140039,What snooker player does when past his best?,goestopot,goes to pot,double definition,POTS ON,0
140315,"Not much attire, going topless",abit,a bit,double definition,A BRA,0
53729,Instructions once written on tablets?,tencommandments,ten commandments,double definition,TEN COMMANDMENTS,1
94685,"Tom, on date, sought sexual contact in public",cruised,cruised,double definition,CRUISED,1
67502,"Covering bottom of utensil, often slippery - is it?",teflon,teflon,double definition,HANDLE,0
4272,Girl with little money - and that obsolete,anna,anna,double definition,LASS,0
16420,"A look-alike, sometimes dead",ringer,ringer,double definition,DOUBLE,0
35067,A paid informer,teacher,teacher,double definition,INFORM,0
70420,Swimmer looking miserable,bleak,bleak,double definition,OTTER,0
28322,Most unlikely model to endure weight,last,last,double definition,SLIM,0
39870,Rude to squander,blue,blue,double definition,WAST,0
81691,Test we hear? A river,aural,aural,double definition,EXAM,0
56166,Guard gives a warning,lookout,look out,double definition,ON ME,0
33115,No heart of stone,diamond,diamond,double definition,SOFTHE,0
58690,Keen to have one foot in the grave?,dying,dying,double definition,EAGER,0
62462,Lands on the sheltered side,leeshores,lee shores,double definition,LEE SIDE,0
15881,Once the highest position for an Afghan was a space station,amir,amir,double definition,SPUT,0
87869,Not a scrap of bias,fairfight,fair fight,double definition,NO FAVOUR,0
72524,Clean citizens here?,bath,bath,double definition,LAWS,0
25763,Thinner is better,finer,finer,double definition,SLIM,0
30495,Offer rented accommodation,tender,tender,double definition,LETOUT,0
122557,There's no good in Mayday melodies,songs,songs,double definition,SIGNAL,0
138347,"Ravel, go away",getknotted,get knotted,double definition,UNRAVEL,0
67884,Smell fine reserve,book,book,double definition,ODOR,0
24151,Wellington's section showing how soldiers should march,instep,instep,double definition,DRILLER,0
52612,Disputed frontier,borderline,borderline,double definition,BOUNDARY,0
5677,Barge carrying less cargo?,lighter,lighter,double definition,LIGHTER,1
129634,Maintain the same policy?,reinsure,reinsure,double definition,STAYPUT,0
9392,Initiate Israeli leader,begin,begin,double definition,DAVID,0
110329,"Fish eggs, fruit of the deep",seagrapes,sea grapes,double definition,ROE ROE,0
64847,Posing like deposed ruler,king,king,double definition,TSAR,0
787,A pound of sultanas?,harem,harem,double definition,ALLOT,0
69540,Innocent abroad?,naif,naif,double definition,NAIF,1
127548,Detachment of soldiers holding clubs in card game,picquet,picquet,double definition,PLATOON,0
32540,Some ladies drink,bevy,bevy,double definition,MAID,0
41014,Complex to explain,elaborate,elaborate,double definition,HARDTOP,0
65918,Biscuit produced in a mass,wafer,wafer,double definition,WAFER,1
83510,Blocking promotion,plugging,plugging,double definition,STOPPERS,0
39731,"Rocker, say, meeting conductor",chair,chair,double definition,ELVIS,0
42159,Go it to date - not so fast!,steady,steady,double definition,HASTEN,0
10312,Determined where nomads live?,intent,intent,double definition,TENTED,0
19516,Service provider,priest,priest,double definition,SERVER,0
38758,"Relatively speaking, one's kept under wraps",mummy,mummy,double definition,ALIAS,0
117600,Rock group's third,tertiary,tertiary,double definition,TRIOLET,0
40625,Deal with entertainment paid for by another,treat,treat,double definition,TREAT,1
55385,"Surprise article, something you may get lost in ?",amaze,amaze,double definition,MAZE,0
57790,Argues over part of the make-up of crosswords,rows,rows,double definition,ROWS,1
122642,Let Jack be seen to supply a military presence,showtheflag,show the flag,double definition,SEE PATROL,0
123859,They serve older boys cigarettes,fags,fags,double definition,VALE,0
19406,Proverbially hard on one's toes?,nails,nails,double definition,TOESY,0
5003,Prevail in pronounced bad weather,reign,reign,double definition,WEATHER,0
75784,A good one is important to one bowling from end to end,length,length,double definition,RUNUP,0
3742,What the chef uses in a tense situation?,knifeedge,knife edge,double definition,EGG TIMER,0
141359,Commonly about to hear one who's had it,gonna,gonna,double definition,DEAF,0
107844,Condemned equal rights dispute,quarrel,quarrel,double definition,SENTENCE,0
107321,Dip? You might need such a heater,immersion,immersion,double definition,IMMERSER,0
89109,The astronomer is such a dreamy individual!,stargazer,stargazer,double definition,STARGAZER,1
28739,Personal impressions that are very individual,fingerprints,fingerprints,double definition,FINGERPRINTS,1
137628,Catch the sheep?,dolly,dolly,double definition,HEARS,0
84584,Duck reported on mount,ida,ida,double definition,EMU,0
75424,Spell a word,term,term,double definition,READ,0
21542,"Author of ""Tom Jones"" is not in",fielding,fielding,double definition,FIELDING,1
67161,"It's not, they say, something of mine",gordian,gordian,double definition,NOTMINE,0
46336,A camp whisper,aside,aside,double definition,ASIDE,1
22342,Girl waits for its performance,carol,carol,double definition,RECIT,0
70594,"Finish, though not Finnish?",polish,polish,double definition,ENDINGS,0
27614,We probably can put up with his plans,architect,architect,double definition,TOLERATES,0
126347,Eminently suitable to be excluded,cutout,cut out,double definition,FIT TO,0
65784,"Bowled out, possibly leg it for boundary",limit,limit,double definition,RUNUP,0
62669,Company relationships in public transport,business,business,double definition,BUSINES,0
44951,"Boots, perhaps, given red film",chemist,chemist,double definition,REDFACE,0
39450,Lady's maid found showing off in the kitchen,dresser,dresser,double definition,ABROAD,0
72297,Get hairy before court appearance?,bewig,bewig,double definition,ARRAIL,0
53996,Running away to join up?,elopement,elopement,double definition,ENLISTS,0
20037,Fish on a fat-free diet,sprat,sprat,double definition,SOLEA,0
126746,"Inspecting, unannounced, what teenagers get up to in bathroom?",spotchecking,spot checking,double definition,ON THE SPY,0
44283,Growing row over a speaker,moustache,moustache,double definition,ESCALATE,0
106169,One who refused to accept tyranny to work as a bank clerk,tell,tell,double definition,TELL,1
63500,The bill is here,copshop,cop shop,double definition,ON US,0
60291,Officer returned to cocktail bar,lock,lock,double definition,ELMO,0
59828,Bone from the centre?,radius,radius,double definition,STERNUM,0
46985,Survival is regarded with reverence,relic,relic,double definition,LIVES,0
88235,Tom Jones's coiffeuse?,delilah,delilah,double definition,BARBER,0
90544,Support restaurant in which one has been raised,brassiere,brassiere,double definition,UPHOLDS,0
89894,Presents for volunteers,offers,offers,double definition,DONORS,0
130765,Suitable work for a lay reader?,songbook,songbook,double definition,LEISURE,0
4851,Understanding Norman?,wisdom,wisdom,double definition,SENSIBLE,0
31569,Type of paper placed face up,laid,laid,double definition,ONES,0
50289,Detailed short note seen in time,minute,minute,double definition,ANNOT,0
13462,Stop and shoot,stem,stem,double definition,HALT,0
39230,"More colourful, though less experienced",greener,greener,double definition,GREEN,0
10993,Left in France? That's rather awkward,gauche,gauche,double definition,GAUCHE,1
96043,A schoolboy howler?,crybaby,crybaby,double definition,SCHOOL,0
24852,Calling for speed,career,career,double definition,URGING,0
57111,Narrow escape after cutting it fine?,closeshave,close shave,double definition,NEAR MISS,0
105836,"Nincompoops, many losing face",asses,asses,double definition,IDIOT,0
116294,What the finicky cleaning lady did: something in the groundsman's shed,sawdust,sawdust,double definition,WEEDING,0
84759,Finish off the job?,execute,execute,double definition,COMPLETE,0
69567,What the poor man has and the rich man wants,nothing,nothing,double definition,NOTHING,1
69084,River comes to a halt in the sound,styx,styx,double definition,DEAD,0
127990,"Engineer, did you say? Please repeat!",what,what,double definition,REPEL,0
35832,A meeting of Continental heads,teteatete,tete a tete,double definition,A LA MODE,0
34190,Is one's engagement a head-turner?,reversegear,reverse gear,double definition,IS THAT A RECORD,0
40788,Impressive time of year,august,august,double definition,EASTER,0
97097,Encouragement to perform for very little money once,doit,doit,double definition,PLAY,0
60880,"Possibly asleep, certainly inactive",dormant,dormant,double definition,DORMANT,1
44218,Hide or show,screen,screen,double definition,CONCEAL,0
115928,Begins to show such order,alphabetical,alphabetical,double definition,COMMENCEMENT,0
105063,Temporary structure in the Sun's building,nissenhut,nissen hut,double definition,GREEN HOUSE,0
86860,Sick to a great degree?,aegrotat,aegrotat,double definition,ILLNESS,0
112873,Eighty-eight flaws to date? I will have to make some changes!,twofatladies,two fat ladies,double definition,I AM TO FIX,0
92815,Antithesis of flare as source of light,taper,taper,double definition,EMBER,0
53412,Pleasing as a lollipop that's calorie-free,likable,likable,double definition,SWEETS,0
124064,The favourite that's in form,teacherspet,teachers pet,double definition,DARK HORSE,0
57030,Preserve predicament,pickle,pickle,double definition,JAMMED,0
87148,He may counsel the sexual offender,therapist,therapist,double definition,RAPPORTER,0
12895,Go to pieces in card game,snap,snap,double definition,GOAT,0
21260,"""Singin' a song ____"", in concert",sidebyside,side by side,double definition,IN HARMONY,0
124871,Steps taken in yards or metres,measures,measures,double definition,PACESET,0
3896,Where there's often a gap in character formation,stencil,stencil,double definition,KEYPAD,0
113547,"Value force, from what we hear",prize,prize,double definition,WORTH,0
10389,Small part of military detachment,detail,detail,double definition,SQUAD,0
28320,Model's bottom,last,last,double definition,REAR,0
4270,"Having spoken with vision, is accorded a position",sited,sited,double definition,SEEN,0
117918,A way for Steps to cover material lacking copyright,path,path,double definition,WAYS,0
48262,"Now Epiphany, as if any were needed",newyear,new year,double definition,NOW TWELVE,0
103826,"Put one's foot down, as a matter of duty",stamp,stamp,double definition,STAMP,1
9177,Compass cover,spread,spread,double definition,CASES,0
9659,Conviction that can be reversed?,tenet,tenet,double definition,OPINE,0
123098,"It's said capacious hanky's needed, if you're like this",rheumy,rheumy,double definition,SNIVEL,0
45553,They are taken slowly at the Proms,adagios,adagios,double definition,SONGAS,0
118599,Enlightenment for the masses?,slimming,slimming,double definition,AWAKENING,0
34097,Indulge in conspicuous consumption?,eatlikeahorse,eat like a horse,double definition,LIVE IT UP,0
89495,Let everyone outstanding be audibly spoken,allowed,allowed,double definition,DECLARE,0
102086,Second retreat?,back,back,double definition,ECHO,0
690,Holiday bay,recess,recess,double definition,INLET,0
118763,Clooney talk?,chatter,chatter,double definition,GEORGE,0
60166,You can read this document whichever way you like,deed,deed,double definition,DEED,1
24540,Blue flower?,danube,danube,double definition,FORGET,0
127121,Want to pen new book to reminisce,lookback,look back,double definition,MISS YOU,0
12978,Garden design,plot,plot,double definition,EDEN,0
7524,Couple stealing gold from home helper,pair,pair,double definition,LOOT,0
50253,Ghost in sunglasses?,shades,shades,double definition,SPECTRE,0
140727,Provided for Ellie splashing out - why one's very easily led,lifeofriley,life of riley,double definition,IN FOR A PENNY,0
129882,One quick to advance caress?,softtouch,soft touch,double definition,FAST LANE,0
24938,Encourage to use ears for special understanding,insight,insight,double definition,LENDANEAR,0
78940,Might cod be assaulted?,battered,battered,double definition,CODICILL,0
30635,The appropriate jug for punch?,toby,toby,double definition,MUGS,0
77158,"Partisans on hand, or soldiers on foot",phalanx,phalanx,double definition,INFANTRY,0
64845,"Head of family, note",king,king,double definition,PAPA,0
25271,Pass for a mere youngster,chit,chit,double definition,PASS,0
107821,Dress for Dumbo? What's up?,clothe,clothe,double definition,ELEPHANT,0
38772,Kind of Western food that's long in the cooking,spaghetti,spaghetti,double definition,CHILLIES,0
94904,Able to see where it's said to be placed,sighted,sighted,double definition,EYESPOT,0
26764,Present or past president,grant,grant,double definition,REGAL,0
89768,The minority? Yes indeed,nothalf,not half,double definition,AYE MINOR,0
118993,Prepare for take-off?,unbutton,unbutton,double definition,DEPLANES,0
80810,Wheeled carriage beginning to move when this is provided?,ramp,ramp,double definition,AXLE,0
103462,Leaving open,outgoing,outgoing,double definition,UNLOCK,0
25224,"Something needed by horse or mule, perhaps",shoe,shoe,double definition,REIN,0
112942,They monitor recreational activity for Americans,checkers,checkers,double definition,MARSHALS,0
101502,Feature of cartographers in Northumberland,nose,nose,double definition,MAPS,0
82743,"Hacks no more, say",express,express,double definition,RETIRED,0
57129,Close relative of the walrus,seal,seal,double definition,SEAL,1
103724,Saint Benny?,goodman,goodman,double definition,STBENED,0
