Index,Clue,Solution,Spaced_Solution,gemma_predicted,gpt_solved_answer
57257,Labour to keep arbitrator in clover,trefoil,trefoil,container,TROUSER,0
80682,Left in peace at a square in Madrid,plaza,plaza,container,MADID,0
60885,Plan to secure new role is adequate,tolerable,tolerable,container,SUSTAIN,0
122333,Sweet things in book collection most delightful,nicest,nicest,container,CANDY,0
12474,Responsible for what's inside fuse,behind,behind,container,CAUSES,0
52202,"Brought up changes to delete, outlining state",elevated,elevated,container,DELETED,0
61366,Flinch from having bell in church,cringe,cringe,container,CRINGE,1
1970,"Primate swallows vegetables to satisfy hunger, perhaps",appease,appease,container,APETITE,0
2724,Frail insect eating a single document,flimsy,flimsy,container,INSECT,0
85826,Grass home for d-devil housing an explosive,indianhemp,indian hemp,container,DEVIL'S GRASS,0
45774,Fliers distributed; sheet contains mockery,persiflage,persiflage,container,FLIGHTY,0
117667,"Moan, if drink's drunk hot",whine,whine,container,MOCHA,0
45657,Artist twice entering dock,cubist,cubist,container,ARTIST,0
131162,"Digit's good, dividing number reportedly better",forefinger,forefinger,container,DIGITALLY,0
116658,Is card between pair of diamonds swell?,distend,distend,container,CARDIAC,0
8739,Gather there no getting out of hell,infer,infer,container,NETHER,0
141937,Place vessels around large plot,layplans,lay plans,container,BIG TOP,0
107597,"They grip food, both hands stuffed inside edges",pliers,pliers,container,CLAMPY,0
142221,"Having coat on boat, catching river fish",mackerel,mackerel,container,CATFISH,0
141187,A king boarding plane that's less reliable,flakier,flakier,container,UNRELIABLE,0
7682,Stake fixed by partners in French city,nantes,nantes,container,LYONNA,0
84399,"One saving another animal, implanting organ",deliverer,deliverer,container,TRANSPLANT,0
20821,"Midge swallowed by medic, an artist",durer,durer,container,MEDIC,0
87715,Doctor maintained by benefit gets an easy ride,doddle,doddle,container,BREEZY,0
79361,Tenor's heart evident in doleful lament,monody,monody,container,SONG,0
68454,Bit good to split seed with first of tools,segment,segment,container,BITTER,0
64611,Performed by singers restraining novice with a sedative,chloral,chloral,container,ANESTH,0
91258,Fruitcake's quality was keeping cows in gas,wackiness,wackiness,container,COWPATS,0
139161,"What you might need, when at first you spot wasp in apartment",flyswat,flyswat,container,NEEDLE,0
31814,Coward takes in catch coming back in the Med,lebanon,lebanon,container,CATCHER,0
63445,Family member that's wearing glasses,species,species,container,SPECTR,0
48057,Silver in heavenly ornament,astragal,astragal,container,SILVERN,0
50596,Green fabric bags I almost go crazy about,ecological,ecological,container,BAGGIEST,0
85528,Priest holding bird's bone,femur,femur,container,PRIEST,0
139761,In favour of US president sacking Democrat,for,for,container,FOR,1
67491,"Old god not entirely into dance, a wasted evening?",boozeup,booze up,container,WASTED,0
114950,Large area runs round European court,hectares,hectares,container,COUTURE,0
139973,"What solicitor did, brought in to defend international group",importuned,importuned,container,CONVENED,0
97755,Girl's call about fruit,cherry,cherry,container,CALLIE,0
89985,Avoid bog in river crossing,forfend,forfend,container,AVOIDED,0
98134,"Fish to go off course, one no good getting caught",stingray,stingray,container,TROUTED,0
8449,"Kind of bun, besides, being dunked?",chelsea,chelsea,container,BESIDES,0
90758,Time in ugly retreats,hideouts,hideouts,container,TIMELESS,0
53347,Period of trouble keeping control of image,april,april,container,IMAGE,0
132622,Doc embraces member backing eastern chum,comrade,comrade,container,DOCILE,0
125566,Upset Poet Laureate during illness,displease,displease,container,TROUBLED,0
110875,Loan sharks supply drug addicts around the city,usurers,usurers,container,LOANERS,0
77923,A doctor full of filth - potential abuser of patient?,admirer,admirer,container,DOCTOR,0
22005,Old poser showing bit of leg accepting money for kiss,sphinx,sphinx,container,MODEL,0
7467,Pin prick finally punctures needlewoman,skewer,skewer,container,PINCH,0
26276,"One given bird, gripped by desire for string of offences",crimewave,crime wave,container,BIRD FLU,0
52308,What's distressing volunteers protecting room full of gold?,trauma,trauma,container,GOLDEN,0
8032,"Couple have right to seperate, that's plain",prairie,prairie,container,CLEARLY,0
134994,Louisianan prison guards just reduced by half,cajun,cajun,container,GUARD,0
140110,Newspaperman about to participate in challenge,dacre,dacre,container,PRESS,0
84863,FBI agent holding rule to be unsound,flawed,flawed,container,BIZARRE,0
74773,Scientist is sick in basket,boffin,boffin,container,ASTRON,0
5211,Crack very visible in bottom of shoe,solve,solve,container,CRACK,0
118552,"Bloody woman holding heads of people and lowering beneath river, perfect",exemplary,exemplary,container,SUBMERGE,0
20318,Movement of man in hazard,andante,andante,container,DANGER,0
92371,"Note bum note, including note right now",atonce,at once,container,TOO LATE,0
75363,"Melodious piece of English used in Peterborough, formerly",songlike,songlike,container,SONGBOOK,0
103454,Arab channel now received in smart part of London,wadi,wadi,container,EAST,0
123079,Capital overly protecting the state,tokyo,tokyo,container,CAPIT,0
41874,Charge again to see large duck in show,reload,reload,container,RECHARGE,0
70444,Preserve weapon a boy found in Eastern state,marmalade,marmalade,container,CUSTODIAN,0
118536,New student's missing father somewhere in Surrey,esher,esher,container,SURREY,0
15226,"Canal worker, one doomed to carry fallen idol?",gondolier,gondolier,container,PALLBEARER,0
54103,Girl putting screen round painting,grisaille,grisaille,container,SCREENED,0
67522,Contract put away during evaluation,treaty,treaty,container,CONTRACT,0
106569,"Society girl embraces friend, a noted fellow",schumann,schumann,container,SOCIALITE,0
72680,Very important to make everybody sing about a mad man,worldshattering,world shattering,container,CRUCIAL,0
32410,People accepting alternative hypothesis,theory,theory,container,PEOPLE,0
124889,Ring in copper polished and protected,cushioned,cushioned,container,COPPERED,0
20034,Orthodox geometrical adjective describing a cardinal point,canonical,canonical,container,ORTHOGONAL,0
124294,Nothing wrong in displays - things just seeming to be wrong?,paradoxes,paradoxes,container,DISPLAYS,0
12257,Portion of object found in article,tithe,tithe,container,OBJECT,0
133411,Safe container for tungsten alloy,pewter,pewter,container,TUNGSTEN,0
77134,"Country reflected in outskirts of Brasilia, South American capital",bogota,bogota,container,BRAZIL,0
10628,Solitary individual caught between opposing sides,loner,loner,container,ALONE,0
37802,"The top pub in the place, perhaps",pinnacle,pinnacle,container,PUBLIER,0
122407,Red colouring of Minnelli caught in unexpected rain,alizarin,alizarin,container,RAINBOW,0
105154,"European seen in London club, a place that attracts many",mecca,mecca,container,CLUBS,0
36107,A poet penning nothing on a ship,aboard,aboard,container,POETRY,0
75470,Prevent Alan forsaking star,debar,debar,container,ALPHA,0
97615,Bloody beautiful woman secures ring,venous,venous,container,GORGEOUS,0
4335,Cleric rejecting company of cleric,dean,dean,container,REED,0
38543,Height of land round ancient city,stature,stature,container,PLATEAU,0
127470,Chain Hitler's men required to restrain old comedian,starbucks,starbucks,container,HITLERIAN,0
129294,"Funny man provides wine, holding party in Africa",hancock,hancock,container,SOMMELIER,0
59575,"One lacking love and pain, sitting in a home",nesting,nesting,container,DOLLOP,0
128049,"Mistakes turning up - cold, horrible Geri splitting band",spicegirls,spice girls,container,COLD CURE,0
34978,Advance warning about the foreign taste,predilection,predilection,container,FOREWARNING,0
51282,English lad gathers new wood,ebony,ebony,container,ELM,0
5737,Sailor bitten by little rays,starlight,starlight,container,MARINER,0
104335,Graves possibly enveloped by endless lament in Washington or Berlin,irving,irving,container,CEMETERY,0
32874,Sailor entertains son for emperor,tsar,tsar,container,CAESAR,0
16670,A shark is certain to be found in the city,usurer,usurer,container,MACKEREL,0
131187,Scotch queen protected from displaying facial hair,whiskery,whiskery,container,WHISKERS,0
128168,Private doctor comes in this month,inmost,inmost,container,DOCTOR,0
108952,Rose drove quickly round the rabble,sprouted,sprouted,container,OVERDRAFT,0
95344,"Cringe to be in debt, going into credit",cower,cower,container,CRISP,0
106256,"Trusted friend's name appearing in end of Act I, possibly",confidante,confidante,container,FRIENDSHIP,0
108069,A number return into stronghold in the van,foremost,foremost,container,BARRACKS,0
14900,Refined individual in Holland cleared out,honed,honed,container,ELITE,0
50630,Rapid rise in high spirits - blackleg almost taken in,escalation,escalation,container,BACKSLIDE,0
1150,He will be embraced by wildly ardent disciple,adherent,adherent,container,DICIPLE,0
51326,The bloke's embracing crossword setters' voluptuous women,houris,houris,container,LADIES,0
133270,Silent hiding place for pipe,musette,musette,container,CLOSET,0
129967,Kit appears in show with animals - he's no friend of Othello,roderigo,roderigo,container,IAGO,0
48839,Beer is consumed in passageway,aisle,aisle,container,TUNNEL,0
131944,They combine in angry speeches about energy legislation,reactants,reactants,container,CONVERGE,0
107388,City needs to give permission to carry document,omsk,omsk,container,CITY,0
64356,Lying bum flogged modern houses,recumbent,recumbent,container,BUNGALOWS,0
118597,One called up for floater in river,draftee,draftee,container,FLOATER,0
38091,Writer and architect clad in decorative fabric,lawrence,lawrence,container,TAPESTRY,0
47745,Weak and ineffective insect swallowed a pair of bees,flabby,flabby,container,WEEVIL,0
128298,Vouch about Southey's first rhyme,versify,versify,container,ENDORSE,0
93050,A guard contracts sickness in profusion,affluence,affluence,container,GUARDIAN,0
29586,Distance Tory leader goes into pond,metre,metre,container,STINT,0
93997,Earth on limb in part that makes footballers go down,relegation,relegation,container,GRAVITATE,0
129692,Stale when married? That's about right,tired,tired,container,STORY,0
56287,"Close to Sidney, half-disguised in a meeting",beside,beside,container,DIDACT,0
141975,Keeping any driver from parking bum in ringside seat,pedestrianising,pedestrianising,container,DISQUALIFY,0
55990,Creature in river?,hippo,hippo,container,OTTER,0
23337,Officer is eating meat of antelope,chamois,chamois,container,OFFICER,0
35223,Aimlessly draw benefit after swallowing overdose,doodle,doodle,container,DRAWN,0
122143,Snack done perfectly that is providing sandwich for son,toastie,toastie,container,SANDWICH,0
139725,"Increasingly nervous, one pierces top",jumpier,jumpier,container,PIERCED,0
84805,Soldier enters top twenty in France,chartres,chartres,container,SOLDIERS,0
20514,Instructive tale about academic not beyond forgiveness,pardonable,pardonable,container,FORGIVING,0
34327,"If cold in the country, use this fur",chinchilla,chinchilla,container,COLDNESS,0
85730,Personnel including family groupings back in the Renaissance,rebirth,rebirth,container,PERSONAL,0
36075,Swine has large following in capital,belfast,belfast,container,PIGLETS,0
10056,Every bill coming in he sent back,each,each,container,EVERY,0
35905,Penny-pinching meal's great,super,super,container,CHEAP,0
2996,Wise man conceals women's article in Dorset,swanage,swanage,container,SAGE,0
2694,"Marked and marked, keeping one constant",noticed,noticed,container,STATED,0
34108,Old uncle embraces Anglican compere,emcee,emcee,container,UNCLE,0
5154,Anteater buried nose initially inside one climbing,echidna,echidna,container,ANTHILL,0
124649,Cockscombs getting time off in civil service,crests,crests,container,CIVIL,0
111969,Little creature goes in to road engineer,telford,telford,container,MITE,0
138385,"Produced positives and negatives when treated as a celebrity, going topless?",ionised,ionised,container,STARS,0
125594,Relation bitten by wild dog - almost frightening!,daunting,daunting,container,RELATION,0
30708,Politician protected by first-class defence,alibi,alibi,container,CANDY,0
27726,Literary giant in the cave of Trophonius,despair,despair,container,HOMERUS,0
90319,Left in charge but run away,flee,flee,container,LEFT,0
61139,Muffler quietly placed between auditory orifices,earplug,earplug,container,EARMUFF,0
40600,Florida resort without a role for a soprano,mimi,mimi,container,CAPE,0
67348,Backtrack with Poles moving in …,sponsor,sponsor,container,RETRACE,0
75132,French city or town Austrian leader captured,orleans,orleans,container,LILLE,0
16695,Friar Tuck runs into trouble,brother,brother,container,TROUBLE,0
119505,Sea god suppressing yen to attempt seduction,tryiton,try it on,container,GOT TO,0
111452,Knight risked capturing Stuart queen,banneret,banneret,container,DANGER,0
47008,Pig's head in cream - recipe sent back by member of class,reptile,reptile,container,CLASSIC,0
98988,Trouble in bed? Politician's nail breaks,complaint,complaint,container,HEADACHE,0
31555,"Trudge past Ireland, land not visible in a storm",traipse,traipse,container,SHOULDER,0
91002,A rook nested in smaller species' overcrowded area,warren,warren,container,NESTED,0
37943,"Followed girl, within reason",ensued,ensued,container,REASON,0
127737,Vehicle wound round a bird,salooncar,saloon car,container,CAR PARK,0
90489,Skilled amateur in union creating scene,tableau,tableau,container,AMATEUR,0
69264,Something to serve as intelligence about the sovereign,writ,writ,container,DATA,0
109915,Go without a garment in parody,travesty,travesty,container,CLOTHES,0
42513,Learner encountered bad weather in driving area,trainee,trainee,container,LEARNER,0
132478,How much of the main substance is present? It's madness to include lithium,salinity,salinity,container,LITHIUM,0
119723,After start of play lady embraces man in the gods,pantheon,pantheon,container,PANTHEON,1
25867,"Look, chaps - round, juicy fruit!",melon,melon,container,APPLE,0
12371,Hoop of iron - not the orthodox form,fringe,fringe,container,CIRCLE,0
12819,Old people entertaining Latin soothsayer,oracle,oracle,container,ORACLE,1
82848,"Pour drink, leaving a bit of sediment in the top part",descant,descant,container,SEDIMENT,0
76236,Soldier tucked into old crone's dish,haggis,haggis,container,CASSEROLE,0
133614,Drunkard scoffs extremely luscious desserts in biannual events,solstices,solstices,container,GLUTTONY,0
139994,Lifts paper he's holding,hefts,hefts,container,RAISES,0
41998,Uproar about one's bill,noise,noise,container,RUCUS,0
73359,Catty remark about a party in a field,meadow,meadow,container,SNARKY,0
101749,The Queen installing a swimming pool in a sacred spot,halidom,halidom,container,SANCTUM,0
48774,A Liberal in prison,caliban,caliban,container,LIBERAL,0
47214,Rotten theologian in crooked deal,addled,addled,container,DEALER,0
81507,Chuck set about old clergyman? That's badly done!,shoddy,shoddy,container,CHUCKS,0
36341,One dressed in black: flipping stoned mourner?,niobe,niobe,container,WIDOW,0
117765,Will find postal order in one's wallet,purpose,purpose,container,WALLET,0
118612,Upholders of glass ceiling are on board,sexists,sexists,container,GLASSY,0
135737,Love sex from behind hugging old singer's wife,yokoono,yoko ono,container,LADY G,0
10870,"Alluring, full of Eastern sparkle",gleam,gleam,container,GLINT,0
82468,Rookie wearing militia's diving gear,scuba,scuba,container,SCOBA,0
120427,First lady wears clothes of satin - they were magnificent in the film,seven,seven,container,STARS,0
7251,Spirit captures wild gnu in swamp,engulf,engulf,container,GHOSTS,0
75268,Advantage securing a judge in contact with ground level,barefoot,barefoot,container,ADVOCATE,0
74411,Refusal of agreement to keep Irish province,denial,denial,container,NOISE,0
69160,"Money once pocketed by runner sent back, it's learned",educated,educated,container,MONEYED,0
35683,Sound smack around whelp's head,twang,twang,container,SMACK,0
91211,Top worn by a barbarian,beast,beast,container,TUNIC,0
52867,Old ascetic drinks cold spirits,essence,essence,container,ASCETIC,0
44539,American coach keeps bill for calculator,abacus,abacus,container,COACH,0
18522,"No parking in front of club, say",utter,utter,container,NOPES,0
36703,"Not late, but nearly lost a point",early,early,container,EARLY,1
127562,Old houses terribly dry east of Edinburgh's outskirts - so dry,dehydrated,dehydrated,container,HOUSES,0
88637,He won't get out quickly with one iron in both hands,lifer,lifer,container,STAY,0
43999,Smash hit enthralling an island republic,haiti,haiti,container,CUBA,0
19766,German city circulating a list of necessities,essentials,essentials,container,ESSENTIAL,0
3600,Make a fuss about the centre of Dartmouth - a Devonshire speciality,creamtea,cream tea,container,DEVON,0
2071,Novice appears in the Seraglio in New York,harlem,harlem,container,NEOPHYTE,0
17375,Scribe has last word about a new university attended by relative,amanuensis,amanuensis,container,RELATIVES,0
89966,"West going north trapped by minor crush, easily sickened",squeamish,squeamish,container,NORTHWARD,0
24443,"Triumphant cry, eclipsing old record top mark",alpha,alpha,container,HOORAY,0
138902,"I punch counter, grabbing hot veggie snack",bhaji,bhaji,container,CHIPS,0
38472,Mug against accepting love token,coupon,coupon,container,MEMENTO,0
67449,Priest taking musical toy round city in Michigan,kalamazoo,kalamazoo,container,PRIESTLY,0
12804,Moralist girl entertained by joke,puritan,puritan,container,SAGACITY,0
2605,Right to include one in cultural curio,rarity,rarity,container,ARTIFACT,0
138371,Political supporter's note secured in advance,commie,commie,container,CANDID,0
80246,"Imagines one goes out with potential partners, trapping a quarter",ideates,ideates,container,DREAMER,0
35997,Wickedness? What's boring about wickedness?,devilry,devilry,container,DREARLY,0
14685,"Drunk left in the end, cut short",blotto,blotto,container,TIPSY,0
39516,"Stream let out, rising again",resurgent,resurgent,container,RESTREAM,0
106264,Number of political leaders won't admit embracing Conservative inclination,tendency,tendency,container,CANDIDLY,0
32193,One's getting in support to carry on the fight,resist,resist,container,ENGAGE,0
62132,Restraint that's surprising after company stops one retiring,economy,economy,container,RESTRAINT,0
82461,Quiet inside with sergeant major outside,stumm,stumm,container,QUIET,0
48999,"Indication of intelligence in, for example, this coterie",clique,clique,container,CLIQUE,1
120763,Lots of celebrations outside Japanese school,dozens,dozens,container,JAPANESE,0
37074,Taste before consuming popular fruit,tangerine,tangerine,container,TASTEFUL,0
101036,Flourishes as spring comes in,abounds,abounds,container,BLOOMING,0
45844,Joke about money results in student's punishment,gating,gating,container,JOKING,0
101271,One wanders round hospital for waste containers,ashtrays,ashtrays,container,HOSPITAL,0
69217,Horse's rump given whip around third part of course,croup,croup,container,CROUP,1
66687,Record answer given by councillor entering race,transcribe,transcribe,container,RECORDER,0
30810,Innocent one in church body,naive,naive,container,ANGEL,0
137757,Browned dish - stuff with posh filling,saute,saute,container,ROAST,0
125181,One who struggles with pages in larger novel,grappler,grappler,container,BOOKWORM,0
35703,"Food, hot beef sandwiches",chow,chow,container,MEAT,0
83467,"Old lover, informal clothes, topless, far from erotic",asexual,asexual,container,EXLOVER,0
135078,Migrants are found in boat,tuareg,tuareg,container,CABINS,0
121496,Boy interrupted by horrible woman was nervous,twitched,twitched,container,BOYISH,0
9035,Show time in the butler's room,pageantry,pageantry,container,SHOWTIME,0
72172,Nice expensive copy inside - not so expensive,cheaper,cheaper,container,COSTLY,0
19382,Unique shellfish sailor discarded,alone,alone,container,OYSTER,0
135053,Drum one doctor found in short story,timbal,timbal,container,NOVELT,0
20513,Bible story about fellow deserving forgiveness,pardonable,pardonable,container,PARABLE,0
82703,"The Spanish, say, take time out to find a deputy",delegate,delegate,container,ALCALDE,0
134545,"Lower position defining party, a dinosaur",diplodocus,diplodocus,container,TRICERATOPS,0
121007,Youngster from Australia secures place for Ashes tour,journey,journey,container,KIDNEY,0
53755,Condescend to include second arrangement of lines or shapes,design,design,container,DESIGN,1
92827,"Relating to the elements, reaching exciting conclusions once carbon's extracted",climatic,climatic,container,CHEMICAL,0
11088,Bird discovered by dramatist outside Los Angeles,ortolan,ortolan,container,CARDINAL,0
39219,"Study in group including, leading politician",inspect,inspect,container,STUDYING,0
33811,A singular error masks good attribute,assign,assign,container,VIRTUE,0
96084,Country retreat to house a senior churchman,ruraldean,rural dean,container,BISHOP'S LODGE,0
37360,"After climbing, broadcaster screens running for ages",yonks,yonks,container,ALONG,0
44091,On the lookout for six pounds invested in big one,vigilant,vigilant,container,SIGHTING,0
69250,"Depressed and, swallowing hard stuff, expired",dispirited,dispirited,container,DEHYDRATED,0
105877,South African doctor brought in by military aircraft,bomber,bomber,container,SURGEON,0
105189,Vehicle runs into parrot,lorry,lorry,container,CAR,0
10036,Bank stopping competition to make big profits,cleanup,clean up,container,BANKING,0
67056,Ratty and Mole holding up a pick-up truck,petulant,petulant,container,DODGE RAM,0
79446,Emperor's function to keep rule in India,trajan,trajan,container,RAJAS,0
38647,Restrain third man outside hospital,chain,chain,container,CHAIN,1
35926,Fish a politician found in cabin,halibut,halibut,container,CABALA,0
33213,Temporary home for cheeky kids without boundaries,camp,camp,container,CAMP,1
16510,"Callas losing head in ""Your tiny hand is frozen""?",aria,aria,container,CALL,0
60680,A lot of pain keeping a chair for an unwanted guest,tapeworm,tapeworm,container,CHAIRMAN,0
66615,Madonna with Child in stonework,masonry,masonry,container,MADONNA,0
12168,Anglican keeps rodent in chest,crate,crate,container,GERBIL,0
76679,Call for energy in mountain climb,plea,plea,container,CALL,0
70489,Swiss food man's consumed right before,gruyere,gruyere,container,RACLETTE,0
20915,Diver finding short answer in business combine,merganser,merganser,container,DIVERSE,0
13312,Person in support of leader,pioneer,pioneer,container,BACKER,0
124486,British in contest felt atmosphere,vibe,vibe,container,FEEL,0
71027,Government adopts trade union legislation,statute,statute,container,LEGISL,0
93734,"Small group covering article in soil, turned over",triad,triad,container,CLAY,0
18511,"Golf club lacks parking, say",utter,utter,container,IRON,0
131331,Lincoln's habit of putting everything into the other thing?,tallhat,tall hat,container,HABIT,0
89808,"In confines of space, weightless? Drift off",snooze,snooze,container,SLEEP,0
36505,Penny goes into market for a while,spell,spell,container,STINT,0
4818,Relative English written in French resort,niece,niece,container,COUSIN,0
97861,"Leaving university, coming out with this?",debt,debt,container,EXIT,0
10399,Say there's nothing in immorality,voice,voice,container,AMISS,0
45004,Energy input to something growing in the earth?,planet,planet,container,ENERGY,0
130793,Everything seized by Asiatic invader thrown over ravine,nullah,nullah,container,SIEGE,0
86651,"Expand highway to be inside bend, nearly",broaden,broaden,container,BENDY,0
44426,Don't have a place for rubbish outside the station,abstain,abstain,container,DUMPED,0
124256,"Ultimate in rejection that hurts, partners claimed something unique",nonsuch,nonsuch,container,UNIQUE,0
123041,"Puzzle is Boatman's tale: love lost, embracing life at last",mystery,mystery,container,LIFEBOAT,0
38266,Cuts little bits of enamel article into flower,teethes,teethes,container,PETALS,0
74075,Foreign money found in scrap by chance,atrandom,at random,container,LUCKY,0
72484,We object - A&E's good in practice,usage,usage,container,OBJECT,0
47294,Earnestly ask what's inside nest in tree,beseech,beseech,container,REQUEST,0
89159,Way to cook potatoes required game inside,duchesse,duchesse,container,POTATOES,0
99484,Imagine old favourite catching cold,expect,expect,container,FANTASY,0
95917,Farm animal in support bandage looking bad-tempered,scowling,scowling,container,BANDAGE,0
117823,Quiet girl holds record,repose,repose,container,QUIET,0
25023,Pick up article in valley,glean,glean,container,VALLEY,0
22095,Footwear worn by English stars,bootes,bootes,container,SHOES,0
69698,Unknown taken in by eccentric man that can be taught to speak,myna,myna,container,MUTE,0
89355,Like sick child keen to hug provider of books,croupy,croupy,container,LIBRAR,0
96072,"Boy carries small change for a Euro, which is odd",eccentric,eccentric,container,CURRENCY,0
134451,Solitary man guarding front of goal going into extra time,longer,longer,container,STRIKER,0
39376,Exciting excursion for a fellow in women's clothing,safari,safari,container,OUTING,0
95601,Agricultural equipment's loose ends in pub,baler,baler,container,PLOUGH,0
42620,Smack with Ecstasy kept under the hatches,below,below,container,SMITE,0
99873,Protection for a king in love,armour,armour,container,SHIELD,0
69510,Child to accept sign of disapproval as well,toboot,to boot,container,TOO BAD,0
25995,In the dark about knight wearing regimentals,uninformed,uninformed,container,UNKNOWN,0
132932,Suspect it's injected to prepare for a reaction,sensitise,sensitise,container,SUSPECTS,0
108436,Put sparkle into receding Fenland river around some villages,enliven,enliven,container,GLISTEN,0
86360,"Forceful strain, including Thatcher first and last",strong,strong,container,STRESS,0
130102,A cur ill-disposed to get into festivity - more so than usual,particularly,particularly,container,UNHAPPINESS,0
69860,Composer cutting out four characters in opera,tosca,tosca,container,VERDI,0
81626,Tailless predator that flies round America goes to European city,lausanne,lausanne,container,KITEHUNTER,0
125871,"They expose limbs, given sweets - is drink included?",miniskirts,miniskirts,container,CANDIDATES,0
36474,"West's out of season, getting put into a hole",inter,inter,container,WASTE,0
87247,Assurance from a doctor about pallor in odd places,aplomb,aplomb,container,DOCTOR,0
139611,"Acting, but troubled inside and lacking confidence",doubting,doubting,container,ACTING,0
6104,Start consuming a meal,launch,launch,container,DINNER,0
54684,Mark climbing positions beset by bad omens,semicolon,semicolon,container,MARKSMAN,0
30542,Jaws about first Egyptian pyramid builder,cheops,cheops,container,SNEFERU,0
47597,Student of the sun absorbing extremes of temperature,scholar,scholar,container,ASTRONOM,0
37561,Team in Ireland jogged and avoided special preparation,elixir,elixir,container,DODGED,0
130284,"Dogs consuming bit of fruit - beginning to eat, they expel gas in America",tailpipes,tailpipes,container,DEFLATION,0
117467,Noise as a geek secures the cross-channel server,dinnerlady,dinner lady,container,GEEKY SERVER,0
70872,Knowledge about a hot place in Pakistan,lahore,lahore,container,KARACHI,0
18198,Old jerk in time for peep show?,erotica,erotica,container,PEEPER,0
117764,Aim to find money bag outside post office,purpose,purpose,container,TARGET,0
32004,Dear little rodent coming back into place of rest,beloved,beloved,container,DORMOUSE,0
27897,Looked hard about m-me as I did so?,stammered,stammered,container,GLOOMILY,0
106412,Snoops around for sign of Zorro's treasures,prizes,prizes,container,SCORES,0
135906,Worry about Tory leader joining large organisation restricting free trade,cartel,cartel,container,TERROR,0
136454,Extra papers in the Guardian,wide,wide,container,EDIT,0
29869,"Soldier involved with girl, which is painful",angina,angina,container,AGONY,0
90465,Deprived of feather (initially) in cap,bereft,bereft,container,CAPTUR,0
84473,Gives access to passages round mountain top,admits,admits,container,ACCESS,0
29630,"Greed is a weakness, a redhead admitted",avarice,avarice,container,GREEDY,0
126522,Descent of Democrat excluded from transfer of power,evolution,evolution,container,DEMOCRACY,0
18054,Waif shows vital energy when boarding vessel,urchin,urchin,container,VITAL,0
69849,Expression of surprise about a publication in Ulster,omagh,omagh,container,ULTRA,0
40432,Study that is occupied by archdeacon with New Testament handy,convenient,convenient,container,THEOLOGY,0
110556,"Well woman visits teacher, missing a university",gusher,gusher,container,GODDESS,0
26830,Object when wearing torn clothing,raiment,raiment,container,OBJECTS,0
56328,"With, for example, outside influence",sway,sway,container,WITH,0
35408,"Drive mad queen into jeopardy, almost",derange,derange,container,RAVAGE,0
116490,"Without help at first, is unable to sing",chant,chant,container,TONES,0
53293,"Robbed a craftsman, holding up a series of shops",arcade,arcade,container,STOLEN,0
79362,"One quarter into gloomy, mournful song by soloist",monody,monody,container,LAMENT,0
82514,"Heartless love, something superficial and hard about it",callous,callous,container,SHALLOW,0
81907,Bread gets left inside jar,clash,clash,container,BREAD,0
77274,"""John holds me"" - this leads to correction or clarification",imean,i mean,container,A NOTE,0
17590,Sturdy old banger's bonnet covered in iron oxide,robust,robust,container,ROBUST,1
91859,"Scorer of double hat trick, entertaining pinnacle of Elland Road",verdi,verdi,container,SCORES,0
878,Quote cut during actual performance,recital,recital,container,QUOTED,0
48594,It's hard to understand a goody getting right into evil behaviour,abstruse,abstruse,container,DIFFICULT,0
20370,He endeavours to sit astride horse and set off,trigger,trigger,container,STRIVES,0
134355,Spending two days gardening with inside knowledge,weekending,weekending,container,SPENDING,0
52416,Wild animal best caged initially when on board,bobcat,bobcat,container,BEASTS,0
28331,Something causing wound? Material initially sent up includes absorbent fabric,splinter,splinter,container,DRESSING,0
114467,Records including your old string players,lyrists,lyrists,container,RECORDS,0
2258,Hinted setter's bed contains a lot of bugs,implicit,implicit,container,BEDBUGS,0
29634,A right in a wrong is still a wrong,avarice,avarice,container,ERRANT,0
25868,People about to see fruit,melon,melon,container,PEARS,0
65503,Critic sounds full of disgust at the bloodshed,slaughter,slaughter,container,CRITICISM,0
69303,Discriminatory fifth-rankers catching seventh note,elitist,elitist,container,RACISTS,0
66563,"Swiss banker consumes carved roast, being a man of taste",gastronome,gastronome,container,GOURMAND,0
112392,Spot representative in stately home,pimple,pimple,container,DOWAGER,0
651,Love in its present form is a bit green,oasis,oasis,container,LIME,0
54907,Head grasps the point: make it stick,paste,paste,container,POINT,0
104906,"First man on planet keeps side, which is to the left",marxism,marxism,container,ADAMANT,0
35,Article involving misrepresentation of foreigner,alien,alien,container,ARTICLE,0
117596,Air that way maintains right height for bird,songthrush,song thrush,container,EAGLE'S AIR,0
135756,Intended to put one's name in a legal document,designed,designed,container,SIGNATOR,0
27407,Scumbag in wingless car?,heel,heel,container,SCUM,0
82444,New song about knight in realm of fantasy,narnia,narnia,container,FANTASY,0
138922,Nectar: it's spread around top of pork crackling,crepitant,crepitant,container,NECTARINE,0
9203,Swimmer cut grass round hotel,minnow,minnow,container,SWIMMER,0
80127,"Thought highly of, but always dipping into wine",revered,revered,container,VINTAGE,0
73619,Germany in with broadness of beam,width,width,container,WIDTH,1
86844,Note carrier soaked and all in,wallet,wallet,container,NOTARY,0
64123,Man of the cloth always involved in split,reverend,reverend,container,CLERGYMAN,0
88001,"Inflict a soaking, though partner keeps rain off",marinate,marinate,container,DRENCHES,0
115850,"Take part, bagging large total",complete,complete,container,PARTAKE,0
