Index,Clue,Solution,Spaced_Solution,gemma_predicted,llama_solved_answer
56942,"Front of member, back of back, front of member",forearm,forearm,assemblage,LIMBIC,0
80619,Many stay around to provide support for member,armrest,armrest,assemblage,MEMBERS,0
24167,Many pull out of Split,cleave,cleave,assemblage,CROATS,0
37946,Right to have one released by Martian,lien,lien,assemblage,MARS,0
92399,Support given to good girl by the Mirror,pierglass,pier glass,assemblage,AMIGO,0
41416,Current head of English is new examiner,scrutineer,scrutineer,assemblage,INSPECTOR,0
65607,Clamp down on workforce,oppress,oppress,assemblage,MANAGE,0
55921,Vile manager oppressing masses half-heartedly,execrable,execrable,assemblage,BASEMENT,0
19957,Lavish more on tramp? Not right,extravagant,extravagant,assemblage,INDULGENT,0
88395,Have Grandpa tee off with the Old Man,agedparent,aged parent,assemblage,OLD GRANDAD,0
108181,"He won something sweet, far more than a can of coke!",charliebucket,charlie bucket,assemblage,WONKA BAR,0
123023,"Penny, dead dishy thing",plate,plate,assemblage,PENNY,0
78690,"Get increase extremely tidily, which is crackers",batty,batty,assemblage,NEATS,0
137518,"In Spain, boy's clad in girl's hemp",marijuana,marijuana,assemblage,MARIHUANA,0
95557,Circuit with a current in front helps one pick up?,hearingaid,hearing aid,assemblage,AERIALS,0
86536,Tory leader on board for English flower,trent,trent,assemblage,PRIMRO,0
120367,In church a rebellious choirboy makes a bloomer,harebell,harebell,assemblage,ALTARBOY,0
91090,Tirade with nursemaid about to become purple,amaranth,amaranth,assemblage,RANTING,0
129641,"Fish channel, deep sounds with this",bassvoice,bass voice,assemblage,BASS LINE,0
106667,German paintings with the Queen reflected in an upper chamber,garret,garret,assemblage,ARTROOM,0
6610,Loathe how much some directors get paid?,execrate,execrate,assemblage,DETASTE,0
134975,Small crocodile hunter alarmed,shook,shook,assemblage,CAIMAN,0
22198,Continue to play in London,acton,acton,assemblage,ONION,0
121600,Endlessly continue holding tool in dish,kedgeree,kedgeree,assemblage,PERSEVERE,0
78975,Ralph got to marry the captain's daughter and torture a cabinet minister,rackstraw,rackstraw,assemblage,RACKRENTED,0
118518,Turns up a real oddity - it's uncanny,supernatural,supernatural,assemblage,SUPERNATURAL,1
140872,They said I must leave supply outside empty store now,thesedays,these days,assemblage,I MUST EXIT,0
36459,Twist one taken out of circuit,wring,wring,assemblage,ONION,0
32015,New soldier having little money,recent,recent,assemblage,RECRUI,0
51152,Evangelist with detachment is halfhearted,lukewarm,lukewarm,assemblage,LUKEWARM,1
28473,Take in regulations set up at base,swallow,swallow,assemblage,ENACTS,0
127305,Son in Brittany collects English records,files,files,assemblage,FILMS,0
80418,Mates - the type to engage in fiddles,consorts,consorts,assemblage,PARTNER,0
65349,Chicken's cry that hurt,yellow,yellow,assemblage,CLUCKS,0
81202,Waterway is able to dock everything,canal,canal,assemblage,CANAL,1
82366,Danger: people shot in court,menace,menace,assemblage,RISKS,0
139081,Fancied fish - considered not having starter,ideated,ideated,assemblage,IDEALS,0
64437,"A man with name as negotiator or snooper, for example",agentnoun,agent noun,assemblage,NAME TYPE,0
102928,Exhibitor at the Walker Gallery?,pavementartist,pavement artist,assemblage,ART DEALER,0
84969,Spanish and English troops heard cry by very large swimmer,spermwhale,sperm whale,assemblage,WHALE SPY,0
133457,Instigating new action executing the picking of plums?,reengaging,re engaging,assemblage,IN ACTION,0
32025,Speculator may get the gold first,theorist,theorist,assemblage,BULLION,0
92155,Retailer loses small ship,argo,argo,assemblage,ARKS,0
54750,Ray's students rejected support,sunbeam,sunbeam,assemblage,PUPILS,0
51582,Gosh! Cosy place is visible from coastal road,corniche,corniche,assemblage,GOSHAWN,0
61458,Instrument for changing oil into French wine,violin,violin,assemblage,OLEIC,0
6865,Blush when attacked in beastly fashion,gored,gored,assemblage,CRUSH,0
130338,Ring posh school for one working on a farm?,discharrow,disc harrow,assemblage,FARM HAND,0
59410,Frenchman about to find riches,lucre,lucre,assemblage,FINDS,0
110552,Burn peeled off in layers with no end of heartache,scald,scald,assemblage,ONION,0
65051,Roast large mammal,ratel,ratel,assemblage,RHINO,0
19373,Rifle worked with the bullet,ransack,ransack,assemblage,GUNNED,0
112577,Mum keeps the sound of bells: I go here to find when I'll hear them,machmeter,machmeter,assemblage,TIMINGS,0
34127,Reversal for vessel after you reported last in fleet,uturn,u turn,assemblage,A SHIP,0
89735,Protect offspring of hound by taking son inside,babysit,babysit,assemblage,GUARDIAN,0
16584,Aim for a high place in the church,aspire,aspire,assemblage,APSEST,0
32993,Baffle in France no longer,nonplus,nonplus,assemblage,PERPLEX,0
94781,Was familiar with Kingsley's first novel,knew,knew,assemblage,KNEW,1
32538,Be very heartless in company,bevy,bevy,assemblage,ICED,0
131238,"French way to back bad actor, a union player?",eurocrat,eurocrat,assemblage,SYNDICAL,0
110214,Somewhat ludicrous American composer lacking success completely somewhere in Wiltshire,ludgershall,ludgershall,assemblage,BERNSTEIN,0
31484,Settler perhaps restraining road rage,emigrant,emigrant,assemblage,PIONEERS,0
89790,"Party a scream, with Mary Poppins on Ecstasy",hootenanny,hootenanny,assemblage,RAVINGMAD,0
111444,"A mother wants to be in the fashion, without exception",toaman,to a man,assemblage,A LA MODE,0
78479,Having a stud of a sort in a singular article of clothing,stockbreeding,stockbreeding,assemblage,MONOGRAMMED,0
34928,Open a ruler up,ajar,ajar,assemblage,RULE,0
16672,"One demanding much interest in university, more reliable",usurer,usurer,assemblage,USURER,1
105404,"Needle, say, reversed to make lace",getat,get at,assemblage,SEW ON,0
18598,Sailor is withering about passenger,seafarer,seafarer,assemblage,SEAMAN,0
74753,Italian town terrifying female novelist,gorgonzola,gorgonzola,assemblage,PERUGIA,0
134100,"Snobbish type going off before Derby, perhaps",highhat,high hat,assemblage,TOFF EE,0
139869,A conceited specimen a woman may take in hand,vanitycase,vanity case,assemblage,EGOTIST,0
41277,Rough sketch showing an officer?,generaloutline,general outline,assemblage,ROUGH DRAFT,0
60732,Squeeze mineral in abundance,galore,galore,assemblage,OREFUL,0
33225,Baseball player's casual clothing combination,shortstop,shortstop,assemblage,SHORTSTOP,1
11296,Remedy in no way odd,nostrum,nostrum,assemblage,CURELY,0
129433,"Sloppy food? Get rid of it, we say",junket,junket,assemblage,SLOPPY,0
101251,Flat charge being made much smaller brought a tear,groundrent,ground rent,assemblage,FEEBLE,0
47537,Good booze responsible for a lot of wind?,gale,gale,assemblage,ALE,0
129430,"Hack wants initial hundred quid, maybe",chew,chew,assemblage,CASH,0
122355,Note on hospital discharge,doh,doh,assemblage,TAB,0
20807,Having taken on cargo at lake port...,laden,laden,assemblage,LOADS,0
118547,Most costly sword picked up between two streets,steepest,steepest,assemblage,DEAREST,0
142043,Where Pedro gets drinks bill when work's over?,posada,posada,assemblage,BAR TAB,0
70878,Lorry driver on traffic island,truckman,truckman,assemblage,ISLAND,0
70348,Fairness of eyes only half-visible when about to depart,equity,equity,assemblage,EQUITY,1
104768,"It's painful to hear what drinks cost, though not poor",barb,barb,assemblage,DEAR,0
68128,Stay with baby almost to the end,lastminute,last minute,assemblage,BABYSIT,0
89331,Farm animals we hear in city,stockholm,stockholm,assemblage,CATTLEMARKET,0
24728,"On change of trade, factory offers tedious work",treadmill,treadmill,assemblage,MILLWORK,0
31647,Entertained a thought,amused,amused,assemblage,AMUSED,1
101367,Gather it's petition time,pleat,pleat,assemblage,PETAL,0
48463,Spooner an admirer of Sandy Wilson was he?,boyfriend,boyfriend,assemblage,SANDWICHMAN,0
108424,Get it and assume imprecise?,guesstimate,guesstimate,assemblage,APPROXIMATE,0
133319,"Inexperienced male wildebeest conserving energy, trailing home",ingenu,ingenu,assemblage,GREENHORN,0
120110,Extremely rude group advanced in years is presented in a new way,repackaged,repackaged,assemblage,REPRESENT,0
35404,"Put ""Out of Order"" notes on kitchen stove",derange,derange,assemblage,COOKNOTES,0
99424,Not feeling pain in part of alimentary canal that is gas-generated,analgesia,analgesia,assemblage,ANAESTIC,0
63264,Practicable round safety device,ofuse,of use,assemblage,ON NET,0
53036,Tory leader has pain in bum,tail,tail,assemblage,TORI,0
57783,Probe away to capture revolting peasant? Not right!,stylet,stylet,assemblage,PROBER,0
83711,"Mayo destination cancelled, as imitation",knockoff,knock off,assemblage,FAKE IT,0
34040,Company doctor is amusing when in theatre,comedic,comedic,assemblage,MEDICO,0
130972,Stupid types fail ultimately - as shown in school records,schleps,schleps,assemblage,DUNCEES,0
85963,Spore producers of flower needing a hand up,uredia,uredia,assemblage,ORCHID,0
71661,I'm off to celebrate a narrow football victory?,cheerio,cheerio,assemblage,IMATWIN,0
54432,Fifty-one scolded and set free,liberated,liberated,assemblage,UNLEASHED,0
36007,Drink up in the Vatican? Go carefully,cognac,cognac,assemblage,SIPPER,0
131948,Office workers duck - article passes over,tealadies,tea ladies,assemblage,THE STAFF,0
52914,Doormats where shadows fall on institutions,dogsbodies,dogsbodies,assemblage,MATRONLY,0
87506,Head off tense argument,tiff,tiff,assemblage,AVOA,0
29619,Disappointed officer covers Estonia's premier with feathers,letdown,let down,assemblage,LET DOWN,1
15902,Hard worker in the city sacked long ago,trojan,trojan,assemblage,BEAVER,0
115935,"Pasquale can have extreme anxiety, would you believe it?",ifever,if ever,assemblage,NO GO,0
47449,Unknown girl raised god,zeus,zeus,assemblage,URIA,0
18046,The chief has Jag - early model,archetype,archetype,assemblage,MAHARAJA,0
56956,"Leader having dropped right down, scrutinises excuses rather!",yesplease,yes please,assemblage,THE PROBER,0
24183,One who didn't strike Shakespeare as a sword carrier,scabbard,scabbard,assemblage,NONSTRIKER,0
102724,Beef for the incomplete Dickensian,steerforth,steerforth,assemblage,OLIVERTWIST,0
116312,"Record holder wanting first prize, missing first, left with silver",oldlag,old lag,assemblage,MEDAL WINNER,0
108692,He's in no hurry to take over,slowbowler,slow bowler,assemblage,HEIR APPARENT,0
129849,Dessert created by small program with skill,appletart,apple tart,assemblage,TARTLET,0
124547,Repeat usual rubbish,parrot,parrot,assemblage,REHASH,0
32418,"In general, people possess nothing - royal speculation?",theory,theory,assemblage,OPINION,0
7107,Researcher is a rogue to experimental mice,academic,academic,assemblage,SCIENTIST,0
99874,Rigid habit of old king caught in affair,armour,armour,assemblage,STIFFER,0
107403,Still lacking subject for debate,motionless,motionless,assemblage,SUBJECTLESS,0
105970,Games on a particular day could be footy,pedate,pedate,assemblage,MATCH,0
134077,Order for stone coffin someone from the West Midlands once executed,cistercian,cistercian,assemblage,SARCOPHAGI,0
99212,Cut joint - a quarter eaten,sheared,sheared,assemblage,MARIJU,0
120490,Barbara is the top person at crosswords,kingsolver,kingsolver,assemblage,BARBARAS,0
117404,Bitter tears splashing - they are salty,tartrates,tartrates,assemblage,BRINESALT,0
6313,"She abandons playwright after a write-up, an all-time low",nadir,nadir,assemblage,NADIR,1
110898,Command rowers to skirt agreed river,eyesright,eyes right,assemblage,ORDER STREAM,0
36934,Case-law derives from a lot of combat with detectives and models,judgments,judgments,assemblage,CASELAW,0
87344,Bare one concealed by Catholic sash,baldric,baldric,assemblage,SCAPULA,0
119154,Upright individual's state,onend,on end,assemblage,UP RIGHT,0
125796,Boringly traditional supporter's position,squareleg,square leg,assemblage,SQUARE,0
16666,Whip-round by group for driver?,golfclub,golf club,assemblage,WHIP,0
131605,Nothing stops Mussolini turning up game for a bribe,douceur,douceur,assemblage,SOMETHING,0
3304,"Be attracted by single people, caddish types, and run away",taketoonesheels,take to ones heels,assemblage,LIKE,0
107459,Federation of German Industry's said they're watching you?,beadyeyes,beady eyes,assemblage,BUND,0
130893,A jolly girl's joining the fighting ships,armadas,armadas,assemblage,WARSHIP,0
96761,Dr Gershwin is a woman,moira,moira,assemblage,IDAA,0
14804,A good supporter works hard,grafter,grafter,assemblage,BACKER,0
27336,"Politically correct but pointless, OK?",righto,righto,assemblage,PCUSER,0
45889,Time to reach North American beach,daytona,daytona,assemblage,SHORES,0
66792,A second little boy coming back as a shape-shifter,amoeba,amoeba,assemblage,LYCANT,0
13640,Wipe out a future gangster?,total,total,assemblage,ERASE,0
41097,Useless exercise by pioneer oddly forgotten,inept,inept,assemblage,ABUSE,0
54852,Scientist in fear of a type of CD,angstrom,angstrom,assemblage,BOFFIN,0
35275,Left to cut blemishes shown up by quick survey,strawpoll,straw poll,assemblage,LEFT FLAW,0
28890,Where to find the remainder of the market?,bookstall,bookstall,assemblage,OFFMARKET,0
62200,"Blue pen written about West, if heading that way",steamy,steamy,assemblage,BIROUE,0
106386,"Struggling to evacuate county town of Cornwall, briefly",costive,costive,assemblage,TRUROES,0
133376,Neighbour to plough for us around mid-afternoon or after morning in,ursaminor,ursa minor,assemblage,INTILNOON,0
58532,Noted person about to be given honour - affected type,composer,composer,assemblage,HONOREE,0
36765,Robin getting two ducks? Bad luck!,hoodoo,hoodoo,assemblage,OMENS,0
5600,Apply to get English glam rock band backing,exert,exert,assemblage,SLADE,0
85081,Surliness I shall moderate,illtemper,ill temper,assemblage,IRISH STEW,0
79474,"Carer is out at sunrise, perhaps",nurse,nurse,assemblage,NURSE,1
65253,Fifty-fifty on first of dogs to take rabbit ’ome?,dutch,dutch,assemblage,HOMER,0
54201,Maori chief smuggled gun to IRA,rangatira,rangatira,assemblage,MAUSERING,0
140722,"Sham! Sick country, one has to conclude",illusive,illusive,assemblage,FAKEILL,0
32855,Rider favouring protection for face when cut,proviso,proviso,assemblage,VISORED,0
120040,I'm taken aback by Carter's legal follower's redundancy,rucksack,rucksack,assemblage,REDUNDANT,0
123624,Great Asian captain's claim to being eighth in line and not third,imrankhan,imran khan,assemblage,GREAT WALL,0
106354,Discussed tower that's worth a look!,eyeful,eyeful,assemblage,EYELET,0
77750,Animal from bog taken to centre of staging area,quagga,quagga,assemblage,BADGER,0
9158,Too much land for an empire?,ottoman,ottoman,assemblage,TOOMUCH,0
85117,"One can't catch a fat, old safe-breaker on the box",butterfingers,butterfingers,assemblage,TELEVISION,0
117438,Popular vehicle activator say - as soldiers mostly are,inkhaki,in khaki,assemblage,IN GEAR,0
105004,Trendy person of faith has rejected cathedral impressively,instyle,in style,assemblage,IN AWE,0
39157,Joint endowment's a bit mean,intend,intend,assemblage,STING,0
114289,"University to take off unsigned forms, they conclude",endings,endings,assemblage,CAMPUSE,0
124596,"Slackens off when the sun is out at quarter past eight, say",unscrews,unscrews,assemblage,LETUPON,0
57457,Ring bell on counter where travellers have to pay,tollbar,toll bar,assemblage,TOLL,0
62377,"Fifty follows forty-nine? Well, no!",ill,ill,assemblage,NOX,0
57216,Telescoped signs mean big money,bullion,bullion,assemblage,SIGNS,0
70695,Potato that's turned to iron?,mashie,mashie,assemblage,SPUDS,0
80229,"Having endless cunning, brings up children in debt",arrears,arrears,assemblage,INDEBT,0
75820,Fire wood of the sort Erica gets,kindling,kindling,assemblage,KINDLED,0
77651,Company chap accepting first indications from the accountants - normal ratio,cotangent,cotangent,assemblage,ACCOUNT,0
118274,Cold curry nearly served up with order for spice,cardamom,cardamom,assemblage,MADRASI,0
9371,Mother's pet dog,mastiff,mastiff,assemblage,MAMMALS,0
21269,Some time since Julian Clary neared a disaster,calendaryear,calendar year,assemblage,NEAR MISS,0
78225,Something run by Playboy hostess missing New York - sweet thing,bathbun,bath bun,assemblage,HONEY,0
70004,Composer of operas using percussion instrument in one,bellini,bellini,assemblage,VERDI,0
121314,There's still plenty of time for audience to Lady Gaga - years!,earlydays,early days,assemblage,TILLIE,0
8409,The good journalist worked hard when up,boned,boned,assemblage,DIGIT,0
54341,Enthusiastic gunman gets call,raring,raring,assemblage,GUNNER,0
50863,Said to be slowly cooked by Zeus's lover in the workroom?,studio,studio,assemblage,BRAIZE,0
27652,Aged Cain treated by hospital department,ancient,ancient,assemblage,ELDERLY,0
113698,Shark ultimately swallows one that worked with lines,keats,keats,assemblage,AUTHOR,0
78749,Left-handed first to provide a banger,gavel,gavel,assemblage,LEFTE,0
43411,Bookish types having some wine in Boston at lunchtime?,literati,literati,assemblage,LIBRARIANS,0
59005,"Use it to pick up speed turning round, say",estatecar,estate car,assemblage,GEAR BOX,0
125553,"Argue with bishop and rector about the ""Son of God""?",bicker,bicker,assemblage,DISPUT,0
130512,Went climbing with Ben before journalist comes round,mountaineered,mountaineered,assemblage,MOUNTAINEER,0
130572,Scraps first flights with both sides lost,fistfights,fist fights,assemblage,DOG FIGHTS,0
121152,Permitted to crow about being eccentric,wacko,wacko,assemblage,OKAYS,0
19055,Business expense on company's time,oncost,oncost,assemblage,ONCOST,1
91893,Notes by follower of Pope on measure to reveal source of power,solarcell,solar cell,assemblage,NOTES ON,0
106104,Unwholesome bread found by dog in street,stagnant,stagnant,assemblage,PUTRIDLOAF,0
17002,Sent round one religious and wise,sapient,sapient,assemblage,CIRCLET,0
12035,Cuba needs its dance not a bit,crumb,crumb,assemblage,RHUMBA,0
37764,"Awful effort to comprehend Conservative measure (a bit leftish, say)",offcentre,off centre,assemblage,BAD TRY,0
88127,Dissolute academic - one barrier learner faces,profligate,profligate,assemblage,UNDERGRAD,0
38068,Half a buck swells ordinary tax,tribute,tribute,assemblage,INCOMES,0
140655,Passion finally erupts when Nutmeg's drunk spirits,wraiths,wraiths,assemblage,ARDENCY,0
107291,Bill makes sons watch,sticker,sticker,assemblage,INVOICE,0
125457,Nitrogen does spread over tops of underground lumps - these?,nodules,nodules,assemblage,NODULES,1
75975,Simultaneously make good and raise issue,atonetime,at one time,assemblage,AT ONE,0
130316,"""Clever"" ahead of ""stupid"" initially, with sucker",quicksand,quicksand,assemblage,SMARTALEC,0
21428,Work of Johnson the painter's at auctions that are coming up,rasselas,rasselas,assemblage,JOHNSONS,0
67091,Flat heads of valves and plugs in dynamos,vapid,vapid,assemblage,VALVE,0
69059,Fellow leaves dowdy women with woodcut,rumpsteak,rump steak,assemblage,MAN CUT,0
115297,Engineer cannily takes women's perspective,wangle,wangle,assemblage,SEESAW,0
66806,Very great friend so wounded for the last time?,fatally,fatally,assemblage,PALACES,0
43621,Dismissed trip over river mouth,outfall,outfall,assemblage,ESTUARY,0
116122,Grew frustrated with trial - very clear to see,writlarge,writ large,assemblage,HAD IT,0
55196,Contents of menu put away without a serious effort,endeavour,endeavour,assemblage,LISTLESS,0
38395,Pantomime character getting out of the habit?,demonking,demon king,assemblage,NUN OUT,0
80392,Current articles about marines written on laptop,thermal,thermal,assemblage,KEYBOARDS,0
88938,Cure Rex after defeat,tanking,tanking,assemblage,HEALEDER,0
46877,Composer's heart's bad when climbing,corelli,corelli,assemblage,BACHLER,0
90002,Motivation to share drink,rationale,rationale,assemblage,INSPIRES,0
121236,"Small dog one fed with mint, say",labiate,labiate,assemblage,PEPPETS,0
29772,I'm not one to weaken,impair,impair,assemblage,IMMUNE,0
92572,Discharge some after second interval,semitone,semitone,assemblage,DISMISS,0
24263,Aggravates school head? That's not called for,needless,needless,assemblage,PRINCIPAL,0
17268,Square on the high table,aboveboard,above board,assemblage,ON THE SQUARE,0
24370,"Around noon, top fighter pilots attempt descent",ancestry,ancestry,assemblage,ATTEMPTERS,0
8027,A French and a Western leader are in the dark,unaware,unaware,assemblage,PLATOONS,0
51688,"Leading director, keen and economical",davidlean,davidlean,assemblage,THRIFTYMAN,0
40845,"Act with elegance, say; it helps to get you in",turnstile,turnstile,assemblage,GRACENOTE,0
125836,Time to appear earlier in big dress: Oscar for actress,gretagarbo,greta garbo,assemblage,ON THE RED,0
91039,Fish on film dropping a stick,wand,wand,assemblage,EELS,0
89525,He wrote of the French missile backfiring,dumas,dumas,assemblage,HUGO,0
62654,Express approval when posted,assent,assent,assemblage,SENTS,0
112640,Set about working in mine - hurry!,steponit,step on it,assemblage,IN TO IT,0
15470,Ropy stuff is offered in shop's special promotion for the most part,sisal,sisal,assemblage,TWINE,0
107521,Support for performer in mass - solo is cut out,musicstool,music stool,assemblage,ALTO PART,0
11293,North-east German's on the booze - it's supposedly medicinal,nostrum,nostrum,assemblage,BERLINER,0
30223,"Come another time, getting on before Chile's capital city",recur,recur,assemblage,LATER,0
98955,It's cooler to get on trumpet,fanfare,fanfare,assemblage,COOLER,0
18704,Time for skip to be transported,spellbound,spellbound,assemblage,HOPSKIPP,0
120172,Eventually choose home for badger ahead of Trotsky,settleon,settle on,assemblage,AT LAST,0
66255,Man buried under his female ancestor's town,evesham,evesham,assemblage,MATRON,0
69477,"A top oarsman named locally in ""Treasure Island""",benbow,benbow,assemblage,SILVER,0
110549,Display team seen at Old Trafford?,reddevils,red devils,assemblage,RED DEV,0
81847,English return in clue for poem,eclogue,eclogue,assemblage,SONNET,0
32817,Attractive girl that's following fashion,cutie,cutie,assemblage,BELLA,0
22473,The thanks one gets from a Greek character,theta,theta,assemblage,CHIKA,0
73122,"Follow the example of one Christian, say, about it",imitate,imitate,assemblage,EMULATE,0
46183,Break in shooting all bar one European,infringe,infringe,assemblage,STOPGAP,0
67721,Pester a writer,nagasaki,nagasaki,assemblage,HARASSA,0
36897,"Removal van is coming to Istanbul, every capital in time",eviction,eviction,assemblage,EVACUATE,0
32133,Mistakes made by deserter in time,errata,errata,assemblage,ERRATA,1
118981,Mint coin of exceptional quality,pennyroyal,pennyroyal,assemblage,MINTCONDITION,0
8286,"One sings in cage, cautious, giving out initial warning",canary,canary,assemblage,BIRDIE,0
89477,"Atop note amid new or old coin, one coined specially",nonceword,nonce word,assemblage,ON THE,0
111925,One closed American borders for cars,autos,autos,assemblage,GATES,0
133736,"Bible's out with day, month, year for David or Jonathan?",dimbleby,dimbleby,assemblage,CALENDAR,0
106432,Everyone has to make up a radio programme,theworldatone,the world at one,assemblage,ALL MAKES,0
97323,His opera briefly involved fruit,rosehip,rosehip,assemblage,HANDEL,0
133583,Tales about government united in red tape?,regulations,regulations,assemblage,BUREAUCRACY,0
32788,Shoot as Gunners drop back,rapid,rapid,assemblage,ARSEN,0
125377,Imbecile finally promises end to continuous boom and bust,bosoms,bosoms,assemblage,MORONS,0
120395,"Jockey rides top horse, ultimately, to place again",redeposit,redeposit,assemblage,REMOUNT,0
106006,Public official can overlook alternative,mayor,mayor,assemblage,MAYOR,1
122935,Penny has licence to provide bromide,platitude,platitude,assemblage,PLATITUDES,0
21504,Check on boy returning in disgrace,scandal,scandal,assemblage,REPROOF,0
40381,"Gordon, followed by Frank, strangely, is set to find building land",brownfieldsites,brownfield sites,assemblage,GEOGRAPHY LESSON,0
111130,Out only when facing the bowling,onstrike,on strike,assemblage,IN TEST,0
85761,"Fashionable Sun coverage of KISS, the rock group",inxs,inxs,assemblage,CHIC,0
102889,Using winch as a cranky tool,chainsaw,chainsaw,assemblage,WINDLAS,0
118673,"""Stupid boy"" - headless goon",pike,pike,assemblage,DIDO,0
84907,Recall the study of religion with prayer,recollect,recollect,assemblage,THEOLOGY,0
45150,Close trap over Henry,nigh,nigh,assemblage,SHUT,0
72208,Child wandered about and felt better,improved,improved,assemblage,ROAMED,0
5399,To snog in a boat is old-fashioned,canoodle,canoodle,assemblage,NECKED,0
141966,Arrogant greeting good worker could eventually deny,highandmighty,high and mighty,assemblage,I AM GOOD,0
140987,Underwear that's uncool for fashion leaders? It's not important,smallstuff,small stuff,assemblage,NOT KEY,0
100987,"Joplin's odd beat music hit, a symbol of North American country and hard rock",mapleleafrag,maple leaf rag,assemblage,US ROCK,0
17247,Murdoch may be a knight on retirement,iris,iris,assemblage,SIR,0
29891,Field of European football team not banner-free?,realm,realm,assemblage,SPAIN,0
93315,"Bottomless bowl: covering the rim, a model magnolia",tuliptree,tulip tree,assemblage,BOWL OVER,0
97181,On friendly terms always? Fancy that!,wellinever,well i never,assemblage,AS IS,0
57553,It's screamed by bird in pop group with raised colour,bluemurder,blue murder,assemblage,ALBUM,0
64171,"Losing wicket at the start, spoils period at the crease",innings,innings,assemblage,OVERCAST,0
125103,Turn up repeatedly before noon? That's ridiculous,cockamamie,cockamamie,assemblage,ANTICLOCKWISE,0
74414,Note a number of low points,minima,minima,assemblage,MINIMA,1
28596,Artist put on gas,radon,radon,assemblage,MONET,0
16432,Recommend against commander breaking an engagement,advocate,advocate,assemblage,DISADVISE,0
90098,Course of time with torture,track,track,assemblage,AGONY,0
59639,Hardy lass has time to for a bit of artistic piecework,tessera,tessera,assemblage,EMBROID,0
82326,"Similarly restricted, ex-VP left formidable woman",gorgon,gorgon,assemblage,ALIKE,0
137076,Turning over message not cast in stone?,revocable,revocable,assemblage,TABLETS,0
66429,"English city, spot where head of state dwells",elysee,elysee,assemblage,LONDON,0
55999,Nobel Prize winner whose parents include one resident in US city twice,dalailama,dalai lama,assemblage,CURIE,0
135724,Knight with good heart in battle,gareth,gareth,assemblage,SIRLOIN,0
58898,"Failed to notice any females, in short …",sawnoff,sawn off,assemblage,MISS,0
37247,A turn in northern waters?,nausea,nausea,assemblage,ATURN,0
81315,Top primate gets the vote,apex,apex,assemblage,APEX,1
89347,"Publicise too much, having finished with ex-model",overexpose,overexpose,assemblage,OVERHYPE,0
80510,"Gin is upsetting to girl, becomes jelly!",isinglass,isinglass,assemblage,JELLYFISH,0
118163,Mark down dramatist to speak,checkoff,check off,assemblage,SPEAK OUT,0
33723,Shakespearean character left Italy with a …,portia,portia,assemblage,ROMEO,0
139458,"Being restrained, worker smacked",handcuffed,handcuffed,assemblage,INHIBITED,0
20302,"Robin's partner, perhaps, to have a dip",bathe,bathe,assemblage,BATHE,1
98621,Oriental flower shot in field where one works,industry,industry,assemblage,LOTUSLAND,0
129385,"Constitution's supporter supplied ruler with an agenda, for example",federalist,federalist,assemblage,BACKBENCH,0
113359,"Tiny swimmers, with so little weight, turning up at openings",zoospores,zoospores,assemblage,SPERMWHAL,0
126436,Swindle made to pay - but jailed all the same,confined,confined,assemblage,DEFRAUDED,0
78974,Rubber ball's so round,sorbo,sorbo,assemblage,ORBED,0
128571,"After crucial operation, politician's making the rounds",circulatory,circulatory,assemblage,MINISTERING,0
22811,Times in a cathedral for carpeting,axminster,axminster,assemblage,MATINS,0
42872,Day empty after born in want,needy,needy,assemblage,NEED,0
71874,Go out with someone you went out with one time,exit,exit,assemblage,DATE,0
125780,Dull as last character leaving cul-de-sac?,deaden,deaden,assemblage,DULLAS,0
97038,Persistent sensation of behind getting smack,aftertaste,aftertaste,assemblage,HANGOVER,0
36657,Salary joiner gets to veneer parking sign?,payanddisplay,pay and display,assemblage,PAY TO PARK,0
106757,Boxer and sucker: time for fresh start,tyson,tyson,assemblage,NEWER,0
56679,Plant one roughly on cheek,brassica,brassica,assemblage,SLAPBANG,0
105521,Record and preserve an impasse,logjam,log jam,assemblage,TIE UP,0
39098,Periodical that's about presenting an idol,image,image,assemblage,MAGGI,0
110582,Tie spoon on last,neckwear,neckwear,assemblage,NECKTIES,0
135112,Patsy's stolen surveyor's van - these should help with identification,mugshots,mugshots,assemblage,PLATESID,0
139155,Virtue good … then to relish a version of the Arabian Nights,sinbadthesailor,sinbad the sailor,assemblage,GOOD NAME A THOUSAND,0
10766,"Cook's agent in Caribbean, two-thirds sozzled",bicarb,bicarb,assemblage,CHEFRE,0
20546,She's not quite like other girls,norma,norma,assemblage,SALSA,0
19030,Graduate left authoris-ation,passport,passport,assemblage,LICENSE,0
24994,About time to modify item in air display,altimeter,altimeter,assemblage,AERIALST,0
52493,Relentless girl hit newsman,unabated,unabated,assemblage,RUTHLESS,0
139952,No German follows you in France to find a station,tunein,tune in,assemblage,ID ET,0
20278,"Cock-a-hoop, still following City",ecstatic,ecstatic,assemblage,ECSTATIC,1
56070,Two lots of Mary Jane's brewing equipment,teapot,teapot,assemblage,KETTLE,0
34634,Fly down with courage,bluebottle,bluebottle,assemblage,VALIANTLY,0
126806,"On grass, ace for McEnroe?",superbrat,superbrat,assemblage,LAWNTEES,0
47916,One sets off after Oxford University boat,outrigger,outrigger,assemblage,CAMERATA,0
15258,Entertain exploitation after morning session,amuse,amuse,assemblage,AMUSE,1
