Index,Clue,Solution,Spaced_Solution,gemma_predicted,gpt_solved_answer
76662,"Bob Marley, for example, could be a star",rasta,rasta,double definition,MARLEY,0
104740,"Order, mostly seen in this clue",comma,comma,double definition,ORDER,0
133352,Butterfly to emulate uroboros?,swallowtail,swallowtail,double definition,EMULATEUROBOROS,0
92822,What are you doing here?,crossword,crossword,double definition,DOINGHERE,0
35910,Wonderful boss,super,super,double definition,BOSS,0
50041,"""Bullets""",ammo,ammo,double definition,BULK,0
126552,Dried fruit shapes,prunes,prunes,double definition,FIGS,0
125526,You'd feel better without them!,gloves,gloves,double definition,PAINS,0
76641,Way to get through Fathers and Sons,pass,pass,double definition,ROAD,0
69559,Once a public transport industry,diligence,diligence,double definition,TRAMWAY,0
89861,Small town dropout,dorp,dorp,double definition,TOWN,0
988,French master responsible for courses,chef,chef,double definition,COOK,0
58426,Such tolerance may be a matter of degree,latitude,latitude,double definition,TOLERAN,0
25638,It may be put on disc,identity,identity,double definition,RECORDS,0
105529,"Come on, tell me what to do with unpalatable food!",spititout,spit it out,double definition,"EAT, TO",0
3287,"It's OK, there's no one left",allright,all right,double definition,ALL RIGHT,1
13896,They have small parts in a big picture,insets,insets,double definition,PIXELS,0
132352,Youngsters bound to get along with them,pogosticks,pogo sticks,double definition,KIDS FRIEND,0
120088,Wicked woman caught using traps,witch,witch,double definition,SIREN,0
60856,Thatcher's a nonentity,society,society,double definition,THATCHER,0
27953,African leader is number one in France,moi,moi,double definition,ANI,0
64672,Triumvirate running the tundra?,troika,troika,double definition,TRIO,0
53302,"Where stout, diet?",local,local,double definition,WHERE,0
18125,Underactive German worker is no longer needed,redundant,redundant,double definition,UNDERWORKED,0
42363,Answer to this clue should be clearly stated,putacross,put across,double definition,OUTLINE,0
91692,Performance killing act,execution,execution,double definition,ASSASSIN,0
76471,Flag lifting device,jack,jack,double definition,FLAG,0
78383,Another setback as the result of stiff breeze?,freshblow,fresh blow,double definition,CROSS WIND,0
40987,Stone provides a barrier,agate,agate,double definition,STONE,0
5824,Get up in a lift,raise,raise,double definition,RISE,0
19265,Not carrying anything one shouldn't? Absolutely!,clean,clean,double definition,SANE,0
19108,Submit a return,yield,yield,double definition,EMAIL,0
99538,"Prune - or another fruit, we hear",pare,pare,double definition,PLUM,0
4159,Bird (not strong) found on Scottish island,inch,inch,double definition,ISLE,0
37775,In theory he wants the best,idealist,idealist,double definition,THEORETIC,0
40866,Manages to provide clothing for priests,copes,copes,double definition,CLOTH,0
42887,The usual ones are likely to be the first taken in,suspects,suspects,double definition,NORMALLY,0
83495,One in the eye for an unwilling school creeper?,pupil,pupil,double definition,PUPIL,1
59260,Fungal pattern,mould,mould,double definition,MOLDY,0
1956,Man to cheat on bird,rook,rook,double definition,GULL,0
6976,Open to defeat,undo,undo,double definition,OPEN,0
97443,Flower book,annual,annual,double definition,ORCHID,0
124115,Doubled over and collapsed,foldedup,folded up,double definition,FELL DOWN,0
29991,Ace intro for sales pitch,star,star,double definition,CARD,0
16426,Recommend a defender,advocate,advocate,double definition,ENDORSE,0
82222,On which to stick the sick brick,stretcher,stretcher,double definition,STICKER,0
77887,State in Midwest,maine,maine,double definition,STATE,0
115110,Finger the back of a book,index,index,double definition,INDEX,1
108316,He removes his customers,taxidriver,taxi driver,double definition,HAIRDRESSER,0
26733,"Senior slip, perhaps, dropping two",elder,elder,double definition,SENIOR,0
31641,Made to smile by a thought?,amused,amused,double definition,AMUSED,1
41438,Baptismal name(s) given to an invader,norman,norman,double definition,NAMES,0
119320,Numbers among European aristocracy,counts,counts,double definition,NUMBERS,0
98356,Army command prepare for war,orderarms,order arms,double definition,READY,0
111565,Critical point of eating a biscuit,crunch,crunch,double definition,CRITICAL,0
133055,Fisherman who does will be more pleased than the boatman,catchesacrab,catches a crab,double definition,HAPPIER,0
129846,"Openings to dressers, offices or rooms, say",doors,doors,double definition,DOORS,1
26988,"No point, darling",love,love,double definition,LOVE,1
4157,Little distance from island,inch,inch,double definition,ISLE,0
76036,Mail steamer,packet,packet,double definition,STEAMER,0
86099,Drinking song?,round,round,double definition,CAROL,0
2888,Indicator of some aggravation,needle,needle,double definition,BARREL,0
62988,Architect's plan for advancement,elevation,elevation,double definition,SCHEMING,0
32660,Dance? Did I step on your foot?,excuseme,excuse me,double definition,TREADS,0
127431,Are they responsible for many bad things?,devils,devils,double definition,EVILDO,0
12859,Share in concern,interest,interest,double definition,SHARING,0
111817,"Lady's disease, lacking exercise",hers,hers,double definition,LACK,0
82626,Hot spot in Sheffield for those needing a break,crucible,crucible,double definition,HOTEL,0
4193,Book is in stock,reserve,reserve,double definition,VOLUME,0
20361,Even scores -- could it straighten out oneês hang-ups?,levelpegging,level pegging,double definition,EVENING,0
72647,Gem?,twin,twin,double definition,GEM,0
44224,Show picture of riddle,screen,screen,double definition,PICTURE,0
41402,"Once it's used, part remains",section,section,double definition,REMAINS,0
141252,"Clarets, perhaps, or their Premiership rivals?",reds,reds,double definition,CLUB,0
6077,Footholds in the financial world,stocks,stocks,double definition,STOCKS,1
111748,One whose existence depends on dripping,stalactite,stalactite,double definition,DRIPSTONE,0
110105,Oil producers under pressure have hearts of stone,olives,olives,double definition,OILERS,0
44920,Sneeze said to be in dispute?,atissue,at issue,double definition,ON EDGE,0
64526,"To get cheaper travel, he avoids paying",flybynight,fly by night,double definition,WAY TO GO,0
95200,The greatest length spanned by trunk road,ali,ali,double definition,MILE,0
23310,Old address of Turkish civil service,effendi,effendi,double definition,OTTAWA,0
141627,"The Boys in Blue, or Blur?",fuzz,fuzz,double definition,BLUES,0
125676,Appeared to be soundly joined,seemed,seemed,double definition,SEEMED,1
109288,Cultural inheritance of egotist's refrain?,meme,meme,double definition,ECHO,0
78170,"Given time, perhaps, on Judgement Day",sentenced,sentenced,double definition,APOCALYPSE,0
56213,How this word goes in,downwards,downwards,double definition,INTEGRAL,0
6135,"Blunder, if this worn in summer?",muff,muff,double definition,MIST,0
134857,Jumps on fools,mugs,mugs,double definition,JUMP,0
886,"Being this, he is leaving the land",testate,testate,double definition,LEAVING,0
41693,Cats in the pound?,ounces,ounces,double definition,CATS,0
15666,"He hits you, you're smitten!",eros,eros,double definition,HIT,0
6093,Stops goals,ends,ends,double definition,STOP,0
33636,Reason traditionally lost at Oxford,cause,cause,double definition,REASON,0
71765,Belts from old clothes,clouts,clouts,double definition,BELTS,0
59149,Give a signal and slow down,flag,flag,double definition,SIGN,0
104855,"Squandered University award, we hear",blew,blew,double definition,WASTED,0
32618,Picture not painted by Landseer?,seascape,seascape,double definition,LANDSCAPE,0
27647,"Showed respect for an old lady, but insulted a young one",stoodup,stood up,double definition,GAVE UP,0
116881,Generous party member …,liberal,liberal,double definition,LIBERAL,1
129417,Natural dwarfishness?,undergrowth,undergrowth,double definition,DWARFISM,0
91722,Crew said it's likely to be passed at Chiswick,eyot,eyot,double definition,CREW,0
809,Charge call to account,arraign,arraign,double definition,IMPUTE,0
105691,Part of town public steers clear of,outskirts,outskirts,double definition,OUTSKIRT,0
8931,Cliché of a hi-fi buff,stereotype,stereotype,double definition,CLICHÉ,0
44673,Programming language that's good at compression?,python,python,double definition,JAVA,0
46248,Female subject of an old song cycle,daisy,daisy,double definition,DORIS,0
99632,Please let's have a non-CFC deodorant!,rollon,roll on,double definition,ROLL ON,1
128691,Again ask for employment to gain work,reapply,reapply,double definition,REASK,0
6084,Suspends only half of one's objectives,ends,ends,double definition,HANG,0
48140,"Disreputable, extremely short, wasn't standing up straight",louche,louche,double definition,SHADY,0
41487,Use the office keys?,type,type,double definition,USED,0
47654,To drill can be tedious,boring,boring,double definition,DRILL,0
81411,Wine to show a bit of leg,hock,hock,double definition,CLIP,0
92516,Pass on:,colon,colon,double definition,PASS,0
15272,"In the main, this calf is dangerous",iceberg,iceberg,double definition,MAINLY,0
44251,"Bumpy, therefore odd?",uneven,uneven,double definition,BUMPY,0
88280,Getting to the end of this exhausts one's patience,tether,tether,double definition,ENDING,0
115632,Uncommon feature of British society,royalty,royalty,double definition,UNCOMMON,0
131794,Coolers designed to hold a small criminal?,minibars,minibars,double definition,CUSTODIAL,0
29972,Big name appears nightly,star,star,double definition,NAME,0
73611,Matched and dispatched?,mated,mated,double definition,MATCH,0
80766,He'll tak ye tae the quarry,gillie,gillie,double definition,GUIDE,0
60056,"A match for ""Thus Spake Zoroaster""",avesta,avesta,double definition,EQUAL,0
84729,Demolish Humpty-Dumpty's so convincing argument,knockdown,knock down,double definition,BREAKING,0
13542,Whip used to enforce this community service?,partyline,party line,double definition,COURT ORDER,0
31134,Land on one's head?,panama,panama,double definition,LANDS,0
35792,Target someone who is relatively friendly?,auntsally,aunt sally,double definition,HIT LIST,0
10330,"Paradoxically, it could be best!",worst,worst,double definition,BEST,0
12387,"Bound by discretion, one is silent",tacit,tacit,double definition,BOUND,0
9758,They're used to create curls and waves,rollers,rollers,double definition,HEATERS,0
64733,"Lacking inspiration, he goes for a walk",pedestrian,pedestrian,double definition,WALKING,0
508,Stage directors in groups,boards,boards,double definition,STAGES,0
4537,"Fuzzy, not very fit",ague,ague,double definition,FUZZY,0
21741,"Male/female, evenly distributed",evelyn,evelyn,double definition,MALE/FEMALE,0
68296,Take encouragement in comfort,cheerup,cheer up,double definition,TAKE IT,0
137739,Lock worker's increase in scale,friseur,friseur,double definition,LOCKSMITH,0
83739,Legislation that went against the grain,cornlaws,corn laws,double definition,BAD LAW,0
27101,Pretty short message,twee,twee,double definition,NOTE,0
14967,Oxford banker,isis,isis,double definition,OXON,0
133402,Set one's sights higher and improve,lookup,look up,double definition,SET UP,0
57233,Communicating off the field,intouch,in touch,double definition,ON AIR,0
110247,Not much to drink (much less than a full finger in fact),thimbleful,thimbleful,double definition,THIMBLEFUL,1
17936,Re-used cover of previous issue?,handmedown,hand me down,double definition,BACK TO BACK,0
5317,"Carriage axle bush, for instance",bearing,bearing,double definition,AXLEBOX,0
125627,Alpine flower,glacier,glacier,double definition,EDELWEISS,0
87658,Painter appeared first - this followed!,camera,camera,double definition,PAINTER,0
5991,Dog without lead finding some balls,over,over,double definition,BALL,0
119570,Boatman's a little troubled in the head,salt,salt,double definition,OARS,0
127217,Fruits singularly not given by uncaring types,figs,figs,double definition,NUTS,0
102111,What gets to stick when one's terribly hot in it?,clothing,clothing,double definition,ADHESIVE,0
13732,Golfing connections,links,links,double definition,LINKS,1
85032,Annexe's relieved state?,extension,extension,double definition,ANNEXATION,0
12436,Nervous performing at the Fringe?,onedge,on edge,double definition,ON STAGE,0
18488,Literary props,bookends,book ends,double definition,BOOK ENDS,1
19315,Flight departure,retreat,retreat,double definition,DEPARTURE,0
19277,"Change sides, which is a bad thing",defect,defect,double definition,EVIL,0
115311,"Divorced, eh? Good news for one in for the long term",freepardon,free pardon,double definition,SILVER LINING,0
74020,Age span,period,period,double definition,LIFESPAN,0
78925,Naturally good leg-spinners,spiders,spiders,double definition,SPINNERS,0
575,Fixed quantity in firm,constant,constant,double definition,FIXED,0
94721,Ruth left Bedlam,babel,babel,double definition,MADAM,0
29337,Ventilation for the gallery,louvre,louvre,double definition,VENTIL,0
98413,Black rhyme for Greene's coloured boy,inky,inky,double definition,NIG,0
35599,Bird with no head for danger?,ostrich,ostrich,double definition,DANGER,0
2518,Longs for young ladies,misses,misses,double definition,PINES,0
133690,What Newgate is for Dickens,oldnick,old nick,double definition,OLD BA,0
7962,Where reels of film may be seen - or heard,cannes,cannes,double definition,CINEMA,0
137560,Line clippers?,clothespegs,clothes pegs,double definition,HAIR CUT,0
118779,Have a go at bird,snipe,snipe,double definition,TRYING,0
52450,Late train?,cortege,cortege,double definition,TRAINER,0
56767,Training vessel for aspiring officers?,cadetship,cadetship,double definition,SCHOOLBOAT,0
38460,Tells these jokes,cracks,cracks,double definition,PUNS,0
44921,Sounds like what you might need,atissue,a tissue,double definition,AIDING,0
51340,Sort of policy for the Lib-Dems?,thirdparty,third party,double definition,LIBERAL,0
16990,A certain success is not affected …,natural,natural,double definition,UNHARMED,0
3727,Dickensian dance,twist,twist,double definition,CHARL,0
21115,"Mature, or mature to a point",ripen,ripen,double definition,RIPE,0
80854,Prince with more cats and dogs?,rainier,rainier,double definition,PRINCE,0
140039,What snooker player does when past his best?,goestopot,goes to pot,double definition,IS OUT,0
140315,"Not much attire, going topless",abit,a bit,double definition,A T,0
53729,Instructions once written on tablets?,tencommandments,ten commandments,double definition,OLD TESTAMENT,0
94685,"Tom, on date, sought sexual contact in public",cruised,cruised,double definition,MOTEL,0
67502,"Covering bottom of utensil, often slippery - is it?",teflon,teflon,double definition,COVER,0
4272,Girl with little money - and that obsolete,anna,anna,double definition,LASS,0
16420,"A look-alike, sometimes dead",ringer,ringer,double definition,DOPPEL,0
35067,A paid informer,teacher,teacher,double definition,SPYING,0
70420,Swimmer looking miserable,bleak,bleak,double definition,FISHY,0
28322,Most unlikely model to endure weight,last,last,double definition,MUTT,0
39870,Rude to squander,blue,blue,double definition,RUDE,0
81691,Test we hear? A river,aural,aural,double definition,TESTA,0
56166,Guard gives a warning,lookout,look out,double definition,COLD FEET,0
33115,No heart of stone,diamond,diamond,double definition,HEARTLESS,0
58690,Keen to have one foot in the grave?,dying,dying,double definition,EAGER,0
62462,Lands on the sheltered side,leeshores,lee shores,double definition,LIES AHEAD,0
15881,Once the highest position for an Afghan was a space station,amir,amir,double definition,KABUL,0
87869,Not a scrap of bias,fairfight,fair fight,double definition,CLEAN SLATE,0
72524,Clean citizens here?,bath,bath,double definition,CLEAN,0
25763,Thinner is better,finer,finer,double definition,THINNER,0
30495,Offer rented accommodation,tender,tender,double definition,OFFER,0
122557,There's no good in Mayday melodies,songs,songs,double definition,MAYBE,0
138347,"Ravel, go away",getknotted,get knotted,double definition,RAVELING,0
67884,Smell fine reserve,book,book,double definition,FINE,0
24151,Wellington's section showing how soldiers should march,instep,instep,double definition,WELLINGTON,0
52612,Disputed frontier,borderline,borderline,double definition,DISPUTED,0
5677,Barge carrying less cargo?,lighter,lighter,double definition,BARGE,0
129634,Maintain the same policy?,reinsure,reinsure,double definition,STAYING,0
9392,Initiate Israeli leader,begin,begin,double definition,START,0
110329,"Fish eggs, fruit of the deep",seagrapes,sea grapes,double definition,ROE TUNA,0
64847,Posing like deposed ruler,king,king,double definition,POSE,0
787,A pound of sultanas?,harem,harem,double definition,LUMP,0
69540,Innocent abroad?,naif,naif,double definition,NICE,0
127548,Detachment of soldiers holding clubs in card game,picquet,picquet,double definition,SQUAD,0
32540,Some ladies drink,bevy,bevy,double definition,LADS,0
41014,Complex to explain,elaborate,elaborate,double definition,COMPLICATED,0
65918,Biscuit produced in a mass,wafer,wafer,double definition,CREAM,0
83510,Blocking promotion,plugging,plugging,double definition,BLOCKED,0
39731,"Rocker, say, meeting conductor",chair,chair,double definition,LEAD,0
42159,Go it to date - not so fast!,steady,steady,double definition,SLOW,0
10312,Determined where nomads live?,intent,intent,double definition,TENT,0
19516,Service provider,priest,priest,double definition,AGENT,0
38758,"Relatively speaking, one's kept under wraps",mummy,mummy,double definition,RELAT,0
117600,Rock group's third,tertiary,tertiary,double definition,TRIO,0
40625,Deal with entertainment paid for by another,treat,treat,double definition,COVER,0
55385,"Surprise article, something you may get lost in ?",amaze,amaze,double definition,STORY,0
57790,Argues over part of the make-up of crosswords,rows,rows,double definition,EDIT,0
122642,Let Jack be seen to supply a military presence,showtheflag,show the flag,double definition,MAKE UP ARMY,0
123859,They serve older boys cigarettes,fags,fags,double definition,CIGS,0
19406,Proverbially hard on one's toes?,nails,nails,double definition,STONY,0
5003,Prevail in pronounced bad weather,reign,reign,double definition,STORM,0
75784,A good one is important to one bowling from end to end,length,length,double definition,BOWLER,0
3742,What the chef uses in a tense situation?,knifeedge,knife edge,double definition,POT ROAST,0
141359,Commonly about to hear one who's had it,gonna,gonna,double definition,COMMON,0
107844,Condemned equal rights dispute,quarrel,quarrel,double definition,CONDEMN,0
107321,Dip? You might need such a heater,immersion,immersion,double definition,DIPLOMAT,0
89109,The astronomer is such a dreamy individual!,stargazer,stargazer,double definition,ASTRONOMER,0
28739,Personal impressions that are very individual,fingerprints,fingerprints,double definition,PERSONALITY,0
137628,Catch the sheep?,dolly,dolly,double definition,CATCH,0
84584,Duck reported on mount,ida,ida,double definition,EME,0
75424,Spell a word,term,term,double definition,READ,0
21542,"Author of ""Tom Jones"" is not in",fielding,fielding,double definition,FIELDING,1
67161,"It's not, they say, something of mine",gordian,gordian,double definition,MINEFIELD,0
46336,A camp whisper,aside,aside,double definition,CAMP,0
22342,Girl waits for its performance,carol,carol,double definition,GIRL,0
70594,"Finish, though not Finnish?",polish,polish,double definition,FINISH,0
27614,We probably can put up with his plans,architect,architect,double definition,TOLERATE,0
126347,Eminently suitable to be excluded,cutout,cut out,double definition,FIT FOR,0
65784,"Bowled out, possibly leg it for boundary",limit,limit,double definition,EDGED,0
62669,Company relationships in public transport,business,business,double definition,COMPANY,0
44951,"Boots, perhaps, given red film",chemist,chemist,double definition,WELLIES,0
39450,Lady's maid found showing off in the kitchen,dresser,dresser,double definition,KITCHEN,0
72297,Get hairy before court appearance?,bewig,bewig,double definition,BUSHY,0
53996,Running away to join up?,elopement,elopement,double definition,DESERTED,0
20037,Fish on a fat-free diet,sprat,sprat,double definition,SHRIMPS,0
126746,"Inspecting, unannounced, what teenagers get up to in bathroom?",spotchecking,spot checking,double definition,SPYING ON,0
44283,Growing row over a speaker,moustache,moustache,double definition,GROWLING,0
106169,One who refused to accept tyranny to work as a bank clerk,tell,tell,double definition,CLOWN,0
63500,The bill is here,copshop,cop shop,double definition,HERE'S,0
60291,Officer returned to cocktail bar,lock,lock,double definition,BARO,0
59828,Bone from the centre?,radius,radius,double definition,FEMUR,0
46985,Survival is regarded with reverence,relic,relic,double definition,LIVES,0
88235,Tom Jones's coiffeuse?,delilah,delilah,double definition,STYLIST,0
90544,Support restaurant in which one has been raised,brassiere,brassiere,double definition,SUPPORT,0
89894,Presents for volunteers,offers,offers,double definition,GIFTS,0
130765,Suitable work for a lay reader?,songbook,songbook,double definition,READING,0
4851,Understanding Norman?,wisdom,wisdom,double definition,NORMAN,0
31569,Type of paper placed face up,laid,laid,double definition,TYPE,0
50289,Detailed short note seen in time,minute,minute,double definition,MINUTE,1
13462,Stop and shoot,stem,stem,double definition,STOP,0
39230,"More colourful, though less experienced",greener,greener,double definition,GREENER,1
10993,Left in France? That's rather awkward,gauche,gauche,double definition,AWKWARD,0
96043,A schoolboy howler?,crybaby,crybaby,double definition,BLUNDER,0
24852,Calling for speed,career,career,double definition,RACING,0
57111,Narrow escape after cutting it fine?,closeshave,close shave,double definition,CLOSE CALL,0
105836,"Nincompoops, many losing face",asses,asses,double definition,IDIOTS,0
116294,What the finicky cleaning lady did: something in the groundsman's shed,sawdust,sawdust,double definition,CLEANED,0
84759,Finish off the job?,execute,execute,double definition,CLOSES,0
69567,What the poor man has and the rich man wants,nothing,nothing,double definition,NEEDLE,0
69084,River comes to a halt in the sound,styx,styx,double definition,STOP,0
127990,"Engineer, did you say? Please repeat!",what,what,double definition,RENE,0
35832,A meeting of Continental heads,teteatete,tete a tete,double definition,HEADS,0
34190,Is one's engagement a head-turner?,reversegear,reverse gear,double definition,RING GAME,0
40788,Impressive time of year,august,august,double definition,GRAND,0
97097,Encouragement to perform for very little money once,doit,doit,double definition,PENN,0
60880,"Possibly asleep, certainly inactive",dormant,dormant,double definition,DORMANT,1
44218,Hide or show,screen,screen,double definition,REVEAL,0
115928,Begins to show such order,alphabetical,alphabetical,double definition,SEQUOIAST,0
105063,Temporary structure in the Sun's building,nissenhut,nissen hut,double definition,SUN ROOM,0
86860,Sick to a great degree?,aegrotat,aegrotat,double definition,MALADY,0
112873,Eighty-eight flaws to date? I will have to make some changes!,twofatladies,two fat ladies,double definition,TO DO LIST,0
92815,Antithesis of flare as source of light,taper,taper,double definition,ANTIC,0
53412,Pleasing as a lollipop that's calorie-free,likable,likable,double definition,SWEETEN,0
124064,The favourite that's in form,teacherspet,teachers pet,double definition,FAVOURITE,0
57030,Preserve predicament,pickle,pickle,double definition,CURE,0
87148,He may counsel the sexual offender,therapist,therapist,double definition,ADVISOR,0
12895,Go to pieces in card game,snap,snap,double definition,FOLD,0
21260,"""Singin' a song ____"", in concert",sidebyside,side by side,double definition,AS A,0
124871,Steps taken in yards or metres,measures,measures,double definition,MEASURE,0
3896,Where there's often a gap in character formation,stencil,stencil,double definition,CHARAC,0
113547,"Value force, from what we hear",prize,prize,double definition,VALUE,0
10389,Small part of military detachment,detail,detail,double definition,SECTION,0
28320,Model's bottom,last,last,double definition,SEAT,0
4270,"Having spoken with vision, is accorded a position",sited,sited,double definition,SPOKE,0
117918,A way for Steps to cover material lacking copyright,path,path,double definition,COPY,0
48262,"Now Epiphany, as if any were needed",newyear,new year,double definition,ANY WAY,0
103826,"Put one's foot down, as a matter of duty",stamp,stamp,double definition,DUTY,0
9177,Compass cover,spread,spread,double definition,SHELTER,0
9659,Conviction that can be reversed?,tenet,tenet,double definition,NODAL,0
123098,"It's said capacious hanky's needed, if you're like this",rheumy,rheumy,double definition,GRAND,0
45553,They are taken slowly at the Proms,adagios,adagios,double definition,INTERVAL,0
118599,Enlightenment for the masses?,slimming,slimming,double definition,ILLUMINATION,0
34097,Indulge in conspicuous consumption?,eatlikeahorse,eat like a horse,double definition,GOING TO EXCESS,0
89495,Let everyone outstanding be audibly spoken,allowed,allowed,double definition,ELOQUENCE,0
102086,Second retreat?,back,back,double definition,SEAT,0
690,Holiday bay,recess,recess,double definition,CORNWALL,0
118763,Clooney talk?,chatter,chatter,double definition,DIALOGUE,0
60166,You can read this document whichever way you like,deed,deed,double definition,READ,0
24540,Blue flower?,danube,danube,double definition,CORNFL,0
127121,Want to pen new book to reminisce,lookback,look back,double definition,LONG TIME,0
12978,Garden design,plot,plot,double definition,PLAN,0
7524,Couple stealing gold from home helper,pair,pair,double definition,MAID,0
50253,Ghost in sunglasses?,shades,shades,double definition,SPOOKY,0
140727,Provided for Ellie splashing out - why one's very easily led,lifeofriley,life of riley,double definition,SET FOR,0
129882,One quick to advance caress?,softtouch,soft touch,double definition,FAST TRACK,0
24938,Encourage to use ears for special understanding,insight,insight,double definition,HEAR,0
78940,Might cod be assaulted?,battered,battered,double definition,DEBACLE,0
30635,The appropriate jug for punch?,toby,toby,double definition,CUPP,0
77158,"Partisans on hand, or soldiers on foot",phalanx,phalanx,double definition,FOOTERS,0
64845,"Head of family, note",king,king,double definition,HEAD,0
25271,Pass for a mere youngster,chit,chit,double definition,PASS,0
107821,Dress for Dumbo? What's up?,clothe,clothe,double definition,COSTUME,0
38772,Kind of Western food that's long in the cooking,spaghetti,spaghetti,double definition,SLOWCOOK,0
94904,Able to see where it's said to be placed,sighted,sighted,double definition,VISIBLE,0
26764,Present or past president,grant,grant,double definition,CLINT,0
89768,The minority? Yes indeed,nothalf,not half,double definition,THE MINORITY,0
118993,Prepare for take-off?,unbutton,unbutton,double definition,PREPARE,0
80810,Wheeled carriage beginning to move when this is provided?,ramp,ramp,double definition,AXLE,0
103462,Leaving open,outgoing,outgoing,double definition,UNLOCKED,0
25224,"Something needed by horse or mule, perhaps",shoe,shoe,double definition,SADDLE,0
112942,They monitor recreational activity for Americans,checkers,checkers,double definition,LIFEGUARD,0
101502,Feature of cartographers in Northumberland,nose,nose,double definition,MAP,0
82743,"Hacks no more, say",express,express,double definition,HACKERS,0
57129,Close relative of the walrus,seal,seal,double definition,NEPHEW,0
103724,Saint Benny?,goodman,goodman,double definition,SAINTLY,0
85868,Budget sweetener?,brownsugar,brown sugar,double definition,SUGAR FREE,0
118722,Tale of mystery to undo with difficulty,whodunit,whodunit,double definition,ENIGMATIC,0
120297,"Small mammal with horn, active at sea",chevrotain,chevrotain,double definition,SEAOTTER,0
15978,When to see the moon near the end of August,night,night,double definition,LUNAR,0
125649,"Breathe in, when gone to sleep in winter",hibernate,hibernate,double definition,INHALE,0
29158,Call for something to confirm marriage,ring,ring,double definition,VOW,0
80040,Official statement concerning volte-face,return,return,double definition,REVERSE,0
51600,Identify the precise location,spot,spot,double definition,FIND,0
20865,"Bird, the satirist",swift,swift,double definition,STORK,0
35724,"One of five, one may feel",sense,sense,double definition,FINGER,0
56157,"Screw is attached, then not - one assessing the cost to secure it?",prisonofficer,prison officer,double definition,COSTING,0
41278,Unsuccessful editor's complaint?,badcirculation,bad circulation,double definition,BAD EDIT,0
13938,Middle-aged English travel writer,chaucer,chaucer,double definition,MIDDLE,0
25481,"Jack Ketch's security device, perhaps",bower,bower,double definition,GUARD,0
123331,"Supposedly lucky types, fair people who never speak well of one another (Johnson)",theirish,the irish,double definition,BAD LUCK,0
105678,It's not really intended to be read on the surface in a lounge environment,coffeetablebook,coffee table book,double definition,READING,0
75931,Discharge from the Royal Artillery,salvo,salvo,double definition,CLEAR,0
64639,Inferior theme,subject,subject,double definition,THEME,0
19280,Desert fault,defect,defect,double definition,FAULTS,0
139880,"Unable to proceed in recession, king offloaded shares",cuts,cuts,double definition,KING,0
64972,Swift sentence?,bird,bird,double definition,FAST,0
16785,Small foreign instrument,piccolo,piccolo,double definition,MANDOLIN,0
39571,Understands fares,makesout,makes out,double definition,GETS BY,0
96786,Top contestants' top shots,aces,aces,double definition,TOPS,0
113719,Property like flats,assets,assets,double definition,FLATS,0
86317,Waste which takes a battering?,fritter,fritter,double definition,BATTER,0
24205,Songs the Führer sang?,lieder,lieder,double definition,HITLER,0
49124,Tiny thing bagged for a nicker?,tealeaf,tea leaf,double definition,PENNY,0
68377,Wooden handle,deal,deal,double definition,WOOD,0
106304,His or her model beneficiary,their,their,double definition,HEIRS,0
9317,Demand to be precise,exact,exact,double definition,STAND,0
31508,Catch Fitzgerald's disease,rubella,rubella,double definition,CATCHY,0
47339,Bowler getting out,oldhat,old hat,double definition,OUT FOR,0
6059,Many have soft feathers,down,down,double definition,MANY,0
87380,Highball on a slope?,skier,skier,double definition,SLING,0
60045,Ruined but not executed,undone,undone,double definition,MURDER,0
89222,Caesar's forty said to perform well,excel,excel,double definition,ACTOR,0
84799,Peterhouse represented at Westminster?,safeseat,safe seat,double definition,PETER,0
5066,Goalkeeper's bung,stopper,stopper,double definition,KEEPER,0
11779,Like an Oompa-Loompa's house,orange,orange,double definition,ORANGE,1
101282,They end up winning against the odds,bookmakers,bookmakers,double definition,UNDERDOGS,0
22691,"Be unlucky in raffle, but lucky at Russian roulette",drawablank,draw a blank,double definition,BAD LUCK,0
6411,An inclination to use jargon,cant,cant,double definition,BENT,0
15311,Fruit served in the harem,sultana,sultana,double definition,POMEGRANATE,0
585,Blunt point,direct,direct,double definition,BLUNT,0
67284,Express derision at meal,scoff,scoff,double definition,SCOFF,1
32986,Shakespearean promoter of love first transferred into plant,valentine,valentine,double definition,CUPIDITY,0
96508,Set of teeth chatter uncontrollably,ratchet,ratchet,double definition,CHATTER,0
69796,Guide on the ranch?,steer,steer,double definition,RANCH,0
117649,It's bloody hard to spell!,haemorrhage,haemorrhage,double definition,DIFFICULTY,0
37789,Not subject to protest,object,object,double definition,UNMOVED,0
19078,Kind disposition,nature,nature,double definition,KINDLY,0
30633,French priest sought in Lourdes,cure,cure,double definition,PERE,0
63349,Worthies revealing why schoolchildren are innumerate?,notables,notables,double definition,MATHS,0
40892,A rebel one got out of bed,riser,riser,double definition,SLEEP,0
3615,Halt contest,game,game,double definition,STOP,0
35506,"Speeches are permitted, as spoken",aloud,aloud,double definition,ALLOWED,0
73936,A terrible mess follows a meal,dogsdinner,dogs dinner,double definition,AFTER DINNER,0
3617,Plucky people may have to pluck this,game,game,double definition,CANE,0
56534,Sally's exposure,outing,outing,double definition,NATAL,0
2034,Regularly check computer screen,monitor,monitor,double definition,SCREEN,0
