Index,Clue,Solution,Spaced_Solution,gemma_predicted,gemma_solved_answer
99995,"Rare rat, I suspect, in glass cages",terraria,terraria,anagram,TERRARIA,1
45719,Picadors are involved here and there,sporadic,sporadic,anagram,SPORADIC,1
103996,Guffaw if her goulash is awful,horselaugh,horse laugh,anagram,HORSE LAUGH,1
4215,She requires daily refreshment,lydia,lydia,anagram,DAIRY,0
51563,Column almost collapsing? I'll fill the gap,locum,locum,anagram,INTER,0
122653,X-ray of man or egg - or net product,roentgenogram,roentgenogram,anagram,ORGANOGRAMME,0
32747,Missionary agents live abroad,evangelist,evangelist,anagram,EVANGELIST,1
126386,"Tokay, heated mistakenly, following pages? Don't go to work!",takethedayoff,take the day off,anagram,TAKE THE DAY OFF,1
60671,"Where noise is unsettling, in general",eisenhower,eisenhower,anagram,EVERYWHERE,0
114865,Where a Londoner hates damp spreading,hampstead,hampstead,anagram,HAMPSTEAD,1
76210,Meet price as arranged for tour de force,masterpiece,masterpiece,anagram,MASTERPIECE,1
117150,"Starting over, the ophthalmic surgeons manage to get the wrong instrument!",otoscope,otoscope,anagram,RECORDER,0
29275,Famous Greek plot - a disaster,plato,plato,anagram,PLATO,1
78071,Maybe his place is rented out,resident,resident,anagram,TENANTED,0
41418,Sartre's letters giving rise to apprehension,arrest,arrest,anagram,ARREST,1
99954,"Ballot fixers in attractive colours, not our problem",tacticalvoters,tactical voters,anagram,STUFFING BOXES,0
10596,It's found in church building patterns,transept,transept,anagram,TEMPLATE,0
23223,Order shop sent to stock cover of Elton's Rocket Man,stephenson,stephenson,anagram,DISPENSARY,0
102624,"Assured novel, but wilder movie",sunsetboulevard,sunset boulevard,anagram,SUNSET BOULEVARD,1
5533,Flavouring and cooking man's tripe,spearmint,spearmint,anagram,STAR ANISE,0
52467,Catch ten fresh fish,entangle,entangle,anagram,TRENCHED,0
39033,Old artist mostly upset,aged,aged,anagram,AGED,1
99172,"Singer with no regrets, if paid the rent?",edithpiaf,edith piaf,anagram,TENOR PAID,0
115659,In love and caring fantastically - it's a sort of chemistry,inorganic,inorganic,anagram,INORGANIC,1
41823,Tree could be so creamy,sycamore,sycamore,anagram,SYCAMORE,1
87504,Choir with its quavers breaking new ground,historic,historic,anagram,ORCHITIS,0
76062,Processed heroin available at a price,onhire,on hire,anagram,ON COST,0
127336,"Musical system that can be revised for solo, in fact",tonicsolfa,tonic sol fa,anagram,TONIC SOL FA,1
951,He owed a pound of flesh? A strange notion,antonio,antonio,anagram,ANTONIO,1
114210,Criticises card game's return,pans,pans,anagram,PANS,1
13585,Irene may appear when he's around,ernie,ernie,anagram,SIREN,0
76938,Thwart the unknown in confused times,stymie,stymie,anagram,STYMIE,1
107566,"Rich, turning up, is on cue",pecunious,pecunious,anagram,PRECISION,0
50078,Where to find Lorelei in her distress,rhine,rhine,anagram,RHINE,1
12632,It shows pressure or bias is developing,isobar,isobar,anagram,BASSIS,0
138977,"Executing rogue, sorrowful earl replaces head of axe",implementing,implementing,anagram,IMPLEMENTING,1
15394,"Tell one all we arranged and, if it ain't broke, don't fix it",letwellalone,let well alone,anagram,LET WELL ALONE,1
108427,One's crisis forced annulment,rescission,rescission,anagram,RESCISSION,1
132221,Smart clothes are endlessly turning up for French politician,chirac,chirac,anagram,CHIRAC,1
126424,Determined a doubter will convert,obdurate,obdurate,anagram,OBDURATE,1
70201,Sell one before hotel gets turned over,flog,flog,anagram,SOLD,0
64306,Curve produced by exceptional strain - internal fix needed,intrados,intrados,anagram,SINUSOID,0
96987,Prophet avoiding pride through divine intervention,daniel,daniel,anagram,ELIJAH,0
83068,Mince pies to include a number of drugs,opiates,opiates,anagram,HASHES,0
17724,Steer and nag unexpectedly break off friendship,estrange,estrange,anagram,ESTRANGE,1
39287,Shocking treatment in part upset old prince,elector,elector,anagram,RICHARD,0
28203,Law maker sent round a round robin initially,senator,senator,anagram,SENATOR,1
131110,"""Matron, I developed stomach pains""",tormina,tormina,anagram,GASTRIC,0
39302,Sense of state corruption,taste,taste,anagram,TASTE,1
14019,Playing at Euros: result in sudden-death shoot-out?,russianroulette,russian roulette,anagram,PENALTY SHOOTOUT,0
110954,Maiden featured in special birthday poem,dithyramb,dithyramb,anagram,LIMERICKS,0
18657,Stoned intern put drug in solvent,turpentine,turpentine,anagram,INSOLVENCY,0
67614,Ale fitted with cork once went to dandy''s head,earlock,earlock,anagram,BUNGALE,0
67845,About a thousand units involved in main disturbance,tsunami,tsunami,anagram,TSUNAMI,1
119706,Indian princess from Poona chats animatedly,pocahontas,pocahontas,anagram,POCAHONTAS,1
124670,One seeking or finding nasty old minger,goldminer,gold miner,anagram,GOLD MINER,1
38563,Peter and Paul upset Andrew? It can't be done,perpetualmotion,perpetual motion,anagram,SQUARING THE CIRCLE,0
117244,Type of element that is unstable mostly and molten,nonmetal,non metal,anagram,TIN ALLOY,0
25665,Girl libels AA organisation,isabella,isabella,anagram,ASSEMBLY,0
117317,Fellow in RAF wrote about what he took part in?,wareffort,war effort,anagram,THE AIRMAN,0
130336,Mostly Jim Henson animating chaps,johnnies,johnnies,anagram,MUPPETRY,0
137796,"Happy, if Steve gets changed",festive,festive,anagram,FESTIVE,1
135894,Once more committed a boring and endless reformation,bornagain,born again,anagram,RE-FORMED,0
141671,Perhaps chrome is made primarily into very fine material,micromesh,micromesh,anagram,METALLINE,0
81707,Journalist taken aback by news of the country,sweden,sweden,anagram,SWEDEN,1
35602,"This roc, fantastic bird!",ostrich,ostrich,anagram,OSTRICH,1
125425,"Collection of six American states and glen, clued cryptically?",newengland,new england,anagram,SET VALUES,0
22543,Engineers admitting everyone in China destined never to meet,parallel,parallel,anagram,PARALLEL,1
93999,Guns by hill going off in confusion,blushingly,blushingly,anagram,BULLYING,0
84184,Cheerer stopped getting excited - no words coming directly,reportedspeech,reported speech,anagram,STANDING ORDER,0
60409,Seductress's lacy pants with edging of pearls round,calypso,calypso,anagram,CALYPSO,1
29595,Never once arranged to meet again,reconvene,reconvene,anagram,RECONVENE,1
50779,"Bird to catch, tail first",rhea,rhea,anagram,TERN,0
51725,It may be recommended as a sun resort,nassau,nassau,anagram,SUNTAN,0
76542,Oil giant wrecked artwork,intaglio,intaglio,anagram,OIL PAINT,0
66526,Improperly press one for an answer,response,response,anagram,RESPONSE,1
3057,Nominates reform for US state,minnesota,minnesota,anagram,MINNESOTA,1
40757,Tipsy girlies drinking new wine,riesling,riesling,anagram,RIESLING,1
75944,Use endless charity when performing church service,eucharist,eucharist,anagram,EUCHARIST,1
140044,"Move back in June - decor terrible, on reflection",retrocede,retrocede,anagram,RECONDUCE,0
120958,Apt phrase describes party wear?,paperhats,paper hats,anagram,DRESS CODE,0
23573,"Feeling guilty, has made reparations",ashamed,ashamed,anagram,ATONING,0
9358,On reflection one's not quite resolute enough,loser,loser,anagram,AMPLE,0
112266,Dizzy rascal has quantity for mathematicians,scalar,scalar,anagram,SCALAR,1
21722,"Feed a pet sugar, perhaps",pasturage,pasturage,anagram,SACCHARIN,0
36682,Delicate embroidery originally attached to leather pants,ethereal,ethereal,anagram,LACEWORK,0
10238,Fixed stake over volcano,etna,etna,anagram,ETNA,1
105802,Element's mass men doubly misrepresented,molybdenum,molybdenum,anagram,MOLYBDENUM,1
3099,Mineral disturbed antelopes,pleonaste,pleonaste,anagram,PLEONASTE,1
1934,Descriptive words no good for teeth pig's lost,epithets,epithets,anagram,EPITHETS,1
6756,Tears by poor head's supporters,adherents,adherents,anagram,CARYATIDS,0
4727,Terrier worrying a minimalist going south,militiaman,militiaman,anagram,SQUATTERED,0
87093,"Heavily used when preparing to play the pantomime villain, eastern boy Prince Lew, maybe?",eyebrowpencil,eyebrow pencil,anagram,GREASE PAINT,0
28112,"Weak sort of dispirin, saving horse's heart",insipid,insipid,anagram,FRAILTY,0
111037,One can blame corrupt bias,imbalance,imbalance,anagram,CENSURABLE,0
52026,Secure top of foresail in rough sea,safe,safe,anagram,SAFE,1
81570,Cut when rewritten,hewn,hewn,anagram,EDIT,0
106457,In which one may see mad gal posing naughtily?,ladmag,lad mag,anagram,MAD GAL,0
74250,One of the nouveau riche from Peru in van crash,parvenu,parvenu,anagram,UPSTART,0
95817,"OK, reach a mike an' play this automatic backing device",karaokemachine,karaoke machine,anagram,KICKSTAND,0
31595,Set a clue in Western Australia,eucla,eucla,anagram,STATE,0
108767,"Dramatic and inspiring performances, specially with arm broken",miracleplays,miracle plays,anagram,SPECIAL ARM,0
49601,A sportsman spinning the tale,athlete,athlete,anagram,ATHLETE,1
112953,"Rebel MP has reformed, so he swears!",blasphemer,blasphemer,anagram,PERMISSIBLE,0
38706,Helen & Co refurbished station,echelon,echelon,anagram,ECHELON,1
44074,"French boy's looking up meaning of ""gunk""",slime,slime,anagram,SLIME,1
79559,Firm's idea incomplete unfortunately: it's gone wrong,misfired,misfired,anagram,DERAILED,0
25961,"A bid, perhaps, to get ""loo"" regulated as a game",diabolo,diabolo,anagram,LOTTERY,0
20266,"Large paper plane, the folding",elephant,elephant,anagram,ENVELOPE,0
27724,A spider possibly saved Bruce from it,despair,despair,anagram,WEBSITE,0
133430,"Like warning signs Alan Turing devised, changing number for radius",triangular,triangular,anagram,CAUTIONARY,0
93380,"It's paradise, newly created without Eden's first plant",aspidistra,aspidistra,anagram,ASPIDISTRA,1
50725,Advertiser gives his cat a cuckoo,saatchi,saatchi,anagram,SPONSOR,0
44799,"Tanks in army's front, as bearing westwards",aquaria,aquaria,anagram,CAPSIZE,0
120109,What deters wandering Saudis? Promised land?,dissuasion,dissuasion,anagram,DISSUASION,1
136689,Turns angry - it's trouble over nothing,gyrations,gyrations,anagram,ITERATION,0
76787,Expert change to steam railway,masterly,masterly,anagram,STEAMWAY,0
47627,It's sweltering without a watering place down under,hobart,hobart,anagram,BILLY,0
122882,Plenty of mucus around,tons,tons,anagram,TONS,1
136705,Moved paper getting thrown around,shifted,shifted,anagram,STIRRED,0
139851,"Old Inuit set adrift, weakening",dilution,dilution,anagram,DILUTION,1
114961,"Finding commerce so sadly devoid of ecstasy, I ferry the kids",soccermom,soccer mom,anagram,SCHOOL BUS,0
24387,There is nothing amiss in such speculations,theories,theories,anagram,THEORIES,1
20689,"As an older person, poor Ronnie's disheartened",senior,senior,anagram,SENIOR,1
69631,Accountant finds many assorted islands as a tax haven,cayman,cayman,anagram,CAYMAN,1
29176,Prepared obstacles to hold back river,oder,oder,anagram,MADE,0
6334,Gore has valid application,vidal,vidal,anagram,USAGE,0
105777,What infidels do beside evil rebels,disbelieve,disbelieve,anagram,DISBELIEVE,1
80502,Socratic path could be disastrous,catastrophic,catastrophic,anagram,CATASTROPHIC,1
83346,"Gunner has job, it turns out, in South Africa",johannesburg,johannesburg,anagram,SOUTH AFRICAN,0
22350,Inventor whose produce may be diverse,deviser,deviser,anagram,PRODUCE,0
46616,Time-worn coin,mite,mite,anagram,MINT,0
69462,Dreadful lies about Ham being outcast son of Abraham,ishmael,ishmael,anagram,ISHMAEL,1
134621,Nuclear industry waste product messed up laundered item,depleteduranium,depleted uranium,anagram,NUCLEAR WASTE,0
124589,Opening amber fluid OK,embrasure,embrasure,anagram,OVERTURE,0
79759,Finally reduced map collection,atlas,atlas,anagram,ATLAS,1
114083,"Paul came clean: ""I'm to blame!""",meaculpa,meaculpa,anagram,CONFESSED,0
56672,"Ebbing, a tide keeping down in California city",pasadena,pasadena,anagram,SAN DIEGO,0
68330,March associated with detective stories set in Goa,ngaio,ngaio,anagram,SALLY,0
36009,"Drink, when cold, can go the wrong way",cognac,cognac,anagram,CIDER,0
102202,"Here censors censor sex, as it turns out",sixteenacross,sixteen across,anagram,EXCISE OFFICE,0
73403,"Sport of Kings without one, possibly",skiing,skiing,anagram,SQUASH,0
114729,"Adjusting, freeing, or gathering sails",reefing,reefing,anagram,REEFING,1
30698,"Dressed in a suit, country-style",tunisia,tunisia,anagram,SCLADED,0
110841,Starting point for Trans-Caspian trip?,saintpancras,saint pancras,anagram,TRAIN STATION,0
32211,Carried on organising coup d'état but having to drop out,actedup,acted up,anagram,ACTED UP,1
95300,"Figure another code out, thought not entirely",octahedron,octahedron,anagram,DECIPHERED,0
14461,Charles is upset when son leaves for girl,rachel,rachel,anagram,RACHEL,1
26778,Be a star performing in the picture,abreast,abreast,anagram,FEATURE,0
77738,Manic ITV production about cure for scurvy,vitaminc,vitamin c,anagram,VITAMIN C,1
80508,Radiation always sits around,sieverts,sieverts,anagram,SITS EVER,0
46757,Flying alien contrives to secure a spell in the army?,nationalservice,national service,anagram,NATIONAL SERVICE,1
88653,"Wild, wild raves and gigs on Ecstasy",aggressive,aggressive,anagram,AGGRESSIVE,1
140911,Mead brewed with American and European bean,edamame,edamame,anagram,EDAMAME,1
69777,Marry around end of July - it's damp,dewy,dewy,anagram,DEWY,1
135096,"Haunts of the addicted, heartless men Oedipus ruined",opiumdens,opium dens,anagram,OPIUM DENS,1
90344,A chorister's not involved in these arrangements,orchestrations,orchestrations,anagram,ORCHESTRATIONS,1
71730,Blimey! Is taken aback by fabulous bird,roc,roc,anagram,ROC,1
103343,He needs religious ecstasy to fuel his whirling,dervish,dervish,anagram,DERVISH,1
135123,"In Texas Union, does fashion mean suits?",tuxedos,tuxedos,anagram,TUXEDOS,1
78153,Chairman tried to convert Greek ecclesiastic,archimandrite,archimandrite,anagram,ARCHIMANDRITE,1
44061,Money gets chopped terrine always for a dog,goldenretriever,golden retriever,anagram,GOLDEN RETRIEVER,1
95036,Glorious Revolution's backers back cult. It revolted,kitcatclub,kit cat club,anagram,THE RED ARMY,0
112797,Help on the way (cases yet to be resolved),catseyes,catseyes,anagram,UNSOLVED,0
32339,Senator organised act of betrayal,treason,treason,anagram,TREASON,1
20109,It is stirred into barbiturate in parts,sectional,sectional,anagram,TRIBUTARY,0
61016,It's inferior to the bean stew,beneath,beneath,anagram,POTAGE,0
74284,Contracting is an awful strain on a fellow,astringent,astringent,anagram,CONVENTION,0
7765,Hit lofted catches without strain,stricken,stricken,anagram,SLAPSHOT,0
135330,Fancy dealings with church look anything but straightforward?,sideglance,side glance,anagram,SIDE GLANCE,1
29180,Turning up with competence on island,elba,elba,anagram,ELBA,1
24011,"Tommy's upset about piano, which must mean something",symptom,symptom,anagram,SYMPTOM,1
138735,Punk is beaten up by fifty associates,linksup,links up,anagram,SLIP UP,0
15841,"You're hated, without love, tormented? Look back with regret",ruetheday,rue the day,anagram,RUE THE DAY,1
115274,A VIP sells assorted toiletries,lipsalves,lipsalves,anagram,LIP SALVES,1
57763,To send for change is a Continental resort,ostend,ostend,anagram,CASINO,0
19653,Aaron Copland's first composition involves one instrument,ocarina,ocarina,anagram,S-C-A-L-P-E-L,0
112107,They inform people when fire dies out,edifiers,edifiers,anagram,S-I-R-E-N-S,0
8401,Badly translated old manual so eccentric,anomalous,anomalous,anagram,ANOMALOUS,1
54782,"Best time in two years, given head surgery",heyday,heyday,anagram,S-E-R-U-M-S,0
39014,Elderly artist not quite making a comeback,aged,aged,anagram,AGED,1
12966,"Server's trouble, unfortunately forgetting round",butler,butler,anagram,BUTLER,1
55792,"Fancy rim is deep, which is not skin-deep",epidermis,epidermis,anagram,EPIDERMIS,1
51219,Make cat sit still,static,static,anagram,STATIC,1
140435,Aren't diesel trains made to last?,eternalised,eternalised,anagram,RESIDENTIAL,0
44762,"Returning instrument, which was acquired illegally",loot,loot,anagram,LOOT,1
100011,"Where water speed records were set - not sonic, however",coniston,coniston,anagram,SUBSONIC,0
51462,Vanessa's involved with married lad,redadmiral,red admiral,anagram,RED ADMIRAL,1
99620,Lab re-created a heart for a fish,albacore,albacore,anagram,ALBACORE,1
102157,New Year tends to make us inactive,sedentary,sedentary,anagram,SEDENTARY,1
56069,"Brewer uses potatoes, filtering out oxygen and sulphur",teapot,teapot,anagram,POTATE,0
40895,"""Get up, Knight! The Queen!"" - and he does",riser,riser,anagram,RISEN,0
89104,A setback - very sad to get upset about it,adversity,adversity,anagram,ADVERSITY,1
4039,"Flower eaten by flea, unusual jumper",fairisle,fair isle,anagram,LEAPFROG,0
117458,Articles on a menu arranged by club,athenaeum,athenaeum,anagram,ATHENAEUM,1
93345,Mass of lymphatic tissue giving don ideas,adenoids,adenoids,anagram,ADENOIDS,1
120079,Scottish brewer sprayed one guy with last of beer,younger,younger,anagram,ALBANIA,0
46013,"Corporation boss revealed as radio neglecter, potentially bringing in revenue, primarily?",directorgeneral,director general,anagram,DIRECTOR GENERAL,1
41125,"Unfortunately, Iris faced having skin punctured",scarified,scarified,anagram,SCARIFIED,1
96991,Lion-tamer is an idle outcast,daniel,daniel,anagram,DANIEL,1
88012,"Following orders, excellent to get up during illness",compliant,compliant,anagram,COMPLIANT,1
1275,"We're young people, so let's dance madly",adolescents,adolescents,anagram,ADOLESCENTS,1
132495,Doctor begs nurse for classes,subgenres,subgenres,anagram,MDPLEADEN,0
140492,Stupidly goes by bad parts of round,bogeys,bogeys,anagram,OBEYSB,0
93575,Is Harpo Marx starting to make a witty sally,aphorism,aphorism,anagram,EPIGRAMS,0
123820,Doctor regains gun primarily for applying lubricant,greasing,greasing,anagram,GREASING,1
114038,Stops on this red with no gear changes,reedorgan,reed organ,anagram,ROAD STOPS,0
124009,Male's setback,tup,tup,anagram,NED,0
101068,Addict vetoed dodgy ecstasy,devotee,devotee,anagram,DEVOTEE,1
141675,More difficult in larger form,gnarlier,gnarlier,anagram,INTENSER,0
87894,"Gifted holy converts, many times over",eightyfold,eightyfold,anagram,MULTIPLIED,0
105963,Fruit seeds produced by Spiro Agnew (the last to be dropped for President),orangepips,orange pips,anagram,ORANGE PIPS,1
121917,Corrupt umpire is immoral,impure,impure,anagram,IMPURE,1
129122,"Bolt in trouble, turned up nursing broken toes at end of race",gotoseed,go to seed,anagram,ON THE LAM,0
57910,"A word like ""logo-mines"", perhaps?",neologism,neologism,anagram,ANAGRAMIC,0
107907,Aliens go mad for fuel,gasoline,gasoline,anagram,GASOLINE,1
14479,Boring makers of laws,awls,awls,anagram,AWLS,1
36154,Bail is arranged for those with proofs of innocence,alibis,alibis,anagram,ALIBIS,1
64717,Flag email from criminal,oriflamme,oriflamme,anagram,INDICATOR,0
127608,Early birds found here at Cheshire mill,hatcheries,hatcheries,anagram,SILKWORMS,0
108514,Changes of mind that could get bats run out,aboutturns,about turns,anagram,TURNS ABOUT,0
28827,Break into the Iberian nosh-up,burgle,burgle,anagram,SIESTA,0
65127,Transport unfortunately isn't arriving ...,virgintrains,virgin trains,anagram,SITTING STILL,0
15304,"Centrepiece Peregrine ordered, but not the right one",epergne,epergne,anagram,EPICENT,0
70931,"Hoisting this, the builder strained a ventricle",cantilever,cantilever,anagram,TREADMILLS,0
39617,Like it knocked back?,asti,asti,anagram,SATI,0
118167,Plans to move aside,ideas,ideas,anagram,STEPS,0
2029,Don't travel through Armenia topless and drunk,remain,remain,anagram,SOTTED,0
31162,On land with a wild horse,ashore,ashore,anagram,ASHORE,1
80651,Horses paid out scores,rhapsodies,rhapsodies,anagram,S-P-E-N-T-S-T-E-E-D-S,0
98129,They may turn some into a ferment,emotions,emotions,anagram,EMOTIONS,1
41440,Point to unusual Roman invader of Britain,norman,norman,anagram,S-P-I-C-U-L,0
106302,Controversially his (or her) IT crashed,their,their,anagram,T-H-E-I-R,1
45672,Liar hangs out in idyllic location,shangrila,shangri la,anagram,S-L-A-N-D-E-R-U-P,0
60847,Floating vote again spoiled,evagation,evagation,anagram,V-A-G-A-T-I-O-N,0
7876,Quiet after Rhine trips? It's the wine!,rhenish,rhenish,anagram,S-H-E-R-R-Y,0
41843,Blue rooms out east,morose,morose,anagram,S-A-D-D-E-N,0
109637,City as wild as Jones,sanjose,san jose,anagram,SAN JOSE,1
120218,"Passing oxygen repeatedly in circulation, this more harmful?",poisongas,poison gas,anagram,D-E-A-D-L-Y-O-O,0
11883,Stuffed with chopped dates,sated,sated,anagram,SATED,1
54805,Perhaps only seconds away from Arkansas capital,ankara,ankara,anagram,ALMOST,0
118436,Fido's legs struggling to get round old part of London,isleofdogs,isle of dogs,anagram,DOGS IN CITY,0
71508,"Wonder about first engagement, if forced to make a second bequest",reendow,re endow,anagram,RE-GRANT,0
92830,Eat chips in a way that's not original,pastiche,pastiche,anagram,REHASHED,0
72165,"A red giant explodes, becoming a dark star, perhaps?",tragedian,tragedian,anagram,NIGHTMARE,0
121493,Painter only worked in colours,reynolds,reynolds,anagram,COLORIST,0
21714,Averse to one praying to cast off M&S clothing,anti,anti,anagram,SARI,0
111926,Variation in phone call - it's not uniform,plainclothes,plain clothes,anagram,MIXED SIGNAL,0
34122,He brought about a row - old cricketer,larwood,larwood,anagram,HAROLD,0
1107,Machine operator gives up merrymaking,lever,lever,anagram,REVEL,0
2129,I meant a change to liven things up,animate,animate,anagram,ANIMATE,1
75887,Shrub is in teapot that's cracked,poinsettia,poinsettia,anagram,POTENTILLA,0
141808,"Suffering from cold, maybe curator has shivers",catarrhous,catarrhous,anagram,CATARRHOUS,1
139461,Ruler to damn building that's avant-garde,ultramodern,ultramodern,anagram,ULTRAMODERN,1
45947,Pearl possibly a shade of white?,paler,paler,anagram,PALER,1
101615,Let fire rip to be creative,fertile,fertile,anagram,ARTFUL,0
128640,Marketing method making unhaloed heads roll,hardsell,hard sell,anagram,COLD CALL,0
133948,Relocated abroad and no longer in England,bangalored,bangalored,anagram,EXPATRIATE,0
97022,"Done with magic, converted and marrying within the tribe",endogamic,endogamic,anagram,DOMESTICATED,0
63087,Medication of pills taken with tea,pastille,pastille,anagram,PILOTING,0
64060,Feet all clumsy? Look at this ad!,leaflet,leaflet,anagram,LEAFLET,1
7381,Asked about what might be required when leader's gone,queried,queried,anagram,REQUEST,0
121268,Space traveller - about which I do more to unravel,meteoroid,meteoroid,anagram,ASTRONAUT,0
22570,Drunk comes to a state of incapacity,comatose,comatose,anagram,COMATOSE,1
55199,Try an overdue reform,endeavour,endeavour,anagram,ENDEAVOUR,1
80670,Octave's arranged for bird,avocet,avocet,anagram,AVOCET,1
56781,Wrongly surmise one's made a poor application,misuser,misuser,anagram,MISUSER,1
128794,"Our lingo is rustic, like Gray's mute Milton",inglorious,inglorious,anagram,VERNACULAR,0
128158,Oswald's unlucky formulation,sodslaw,sods law,anagram,ODD CASE,0
133666,Inform sailor about dance,ballet,ballet,anagram,SQUEAL,0
116880,Politician's bill abandoned - about time!,liberal,liberal,anagram,SHORTLY,0
88292,Unfold next compilation when editor's out,extend,extend,anagram,EVOLVE,0
26581,Revive wren horribly pecked by eagle's beak,renew,renew,anagram,RENEW,1
67543,"With reorganisation of station, be firm",obstinate,obstinate,anagram,STATIONED,0
24237,"Criticise cast not taking sides, essentially",asperse,asperse,anagram,CASTIGATE,0
61223,Sea mail at sea with no exceptions,anomalies,anomalies,anagram,SEAMLESSLY,0
114953,"Better half's home cooking required flour, say",starofbethlehem,star of bethlehem,anagram,MADE TO MEASURE,0
130838,Man confused brunette unendingly,bunter,bunter,anagram,BRUNET,0
65404,"Refused it anyway, having had more than enough",surfeited,surfeited,anagram,SATIATED,0
71389,Begin a Zola novel? That's sweet,zabaglione,zabaglione,anagram,AZUCARINAS,0
120876,Travelling through time back to Jonah in poor whale,leviathan,leviathan,anagram,ITINERANT,0
50769,One decants mucky liquid,condensate,condensate,anagram,CONDENSATE,1
98728,Airport complex round back of Dodge City,pretoria,pretoria,anagram,SYNDROME,0
44609,Able to figure nature out without me,numerate,numerate,anagram,ENURABLE,0
63892,Lesbia's translation lets herself down,abseils,abseils,anagram,DEBASES,0
98527,"In love, the man here, sad with love going wrong",headoverheels,head over heels,anagram,HEAD OVER HEELS,1
93746,"Pull back, having eaten badly out here?",teagarden,tea garden,anagram,TOW ASTERN,0
92555,Where list is meddled with once,erstwhile,erstwhile,anagram,LOCATIONS,0
130615,"Maybe skinny dip English rejected, crime when swimming",epidermic,epidermic,anagram,SKIMMINGS,0
44081,Second-hand cylinder could be repaired with it,indirectly,indirectly,anagram,CYLINDROID,0
118741,Prophets of doom fabricated star's mail,alarmists,alarmists,anagram,ALARMISTS,1
115441,Shocker! Had another go at paper when upset,taser,taser,anagram,TASER,1
60476,A singer can use the arrangement,chanteuse,chanteuse,anagram,CHANTEUSE,1
60417,Offers surplus one pound to be doled out - amazing!,fullofsurprises,full of surprises,anagram,PLUS DE PLUS,0
108010,It's argon? Neon? Neither taking on being reactive,inertgas,inert gas,anagram,NOBLE GAS,0
49895,"Pipe blown in cold loo, time to go finally",clarinet,clarinet,anagram,CLARINET,1
1799,Royal corpse is resurrected by Brown,sienna,sienna,anagram,CROWN,0
19663,Danish legend translated without assistance,singlehanded,single handed,anagram,SAGA SAGA,0
40712,"Showing wilfulness, the gods ran amok",headstrong,headstrong,anagram,DOGGEDNESS,0
115226,"Making more extensive disorder in gaol, note",elongation,elongation,anagram,ELONGATION,1
75394,Scrambled eggs endorsed and used in an emergency by the army,greengoddess,green goddess,anagram,DRESS GOWNED,0
27667,Bless me! A strange get-together,assemble,assemble,anagram,ASSEMBLY,0
27570,Unusually stern Goths dropping round with gifts,strengths,strengths,anagram,STRENGTHS,1
10240,"Italian hothead upsetting Italian creator of inferno, blowing top",etna,etna,anagram,ETNA,1
73901,"Like certain writing from Italy, prose that's fancy",epistolary,epistolary,anagram,EPISTOLARY,1
51729,Swap parts of steam baths in island capital,nassau,nassau,anagram,NASSAU,1
64834,French dresser Tom Cruise ordered,costumier,costumier,anagram,COSTUMIER,1
101924,Flower - love it to bits,violet,violet,anagram,VIOLET,1
79667,"Man swimming in river, son reveals",unmasks,unmasks,anagram,UNMASKS,1
3903,Nicest forms with right angle for design template,stencil,stencil,anagram,STENCIL,1
26423,Fire single sniper shot,inspire,inspire,anagram,INSPIRE,1
85110,"Girl, a brat, chewing up the rock",gibraltar,gibraltar,anagram,GIBRALTAR,1
130807,"Seeing Troy destroyed by donating a gift, for example",generosity,generosity,anagram,GENEROSITY,1
121589,Nut roast as cooked for high fliers,astronauts,astronauts,anagram,ASTRONAUTS,1
7128,You need to ride craftily to manage a title,editor,editor,anagram,EDITOR,1
13933,Ambassador renegotiating trade's capital backing,headrest,headrest,anagram,EMISSARY,0
130054,"Tragically, one does get shot in bed",gonetoseed,gone to seed,anagram,GONE TO SEED,1
10064,Distanced by a date-line blunder,alienated,alienated,anagram,ALIENATED,1
98500,"To play, I set up soccer for those who dislike union",eurosceptics,eurosceptics,anagram,SECESSIONIST,0
57757,A delay upset the celebration,gala,gala,anagram,GALA,1
111614,I accept order mistakenly and went to and fro,reciprocated,reciprocated,anagram,RECIPROCATED,1
66528,Angrily press one for an answer,response,response,anagram,RESPONSE,1
63006,"Nouveau roman of wretched Levantine, going East for love",antinovel,antinovel,anagram,VALENTINE,0
133151,Arabs live all over the place - their values may change,variables,variables,anagram,VARIABLES,1
30594,Blue-eyed boys back-tracking a short distance,step,step,anagram,STEP,1
15182,"Bring about change in green energy, in short",engineer,engineer,anagram,ENGINEER,1
87556,Hustle curious enquirer,sleuth,sleuth,anagram,PUSHER,0
132640,Returned rotten fish,dab,dab,anagram,DAB,1
124520,"Riding on rocks, kept in shape by pressure only",nonrigid,non rigid,anagram,OIL PRESSURE,0
111697,Possibly take work in state capital,topeka,topeka,anagram,KOTOPA,0
77638,Contests organised by general in one of his towns?,tourneys,tourneys,anagram,REGATTAS,0
61443,Whoever wrote this dog's dinner must be round the bend!,paul,paul,anagram,MESS,0
21820,Situation where no race is fixed,scenario,scenario,anagram,SCENARIO,1
114263,"Jolly good to punch Hitler, hated terribly",lighthearted,light hearted,anagram,LIGHT-HEARTED,1
5215,Preparation of ricin isn't essential,intrinsic,intrinsic,anagram,INTRINSIC,1
92553,Welsh rite performed once upon a time,erstwhile,erstwhile,anagram,HISTORIED,0
33774,"Having drunk tots, miscue and produce strain",settomusic,set to music,anagram,SET TO MUSIC,1
