Index,Clue,Solution,Spaced_Solution,gemma_predicted,gpt_solved_answer
1325,God's big flag,osiris,osiris,assemblage,BANNER,0
105356,"Pitch-black object with backing left to sin, a naughty boy",tarbarrel,tar barrel,assemblage,BLACK SHEEP,0
29112,The dashing criminal's source of poison?,nightshade,nightshade,assemblage,DASHING,0
6216,Visionary childhood?,infancy,infancy,assemblage,VISION,0
28508,"It's this or nothing at breakfast, say",oatmeal,oatmeal,assemblage,CEREAL,0
80349,Soldier's gone for a meal,repast,repast,assemblage,DINNER,0
21513,Hands out pen from a simple case,openandshut,open and shut,assemblage,GIVE OUT,0
114825,Be critical about an expert supposedly solving everything,panacean,panacean,assemblage,CRITICAL,0
16363,Obvious successor holds a broadcast,overtheair,over the air,assemblage,NEXT IN LINE,0
68940,"Army retreat, then change direction to do this",attack,attack,assemblage,RETREAT,0
141337,Frustrated European loudly had sex,checkmated,checkmated,assemblage,FRUSTRATED,0
28256,Badgers - burrowers needing way in,molests,molests,assemblage,BADGERS,0
25856,Small man backing boss on sacred lotus,nelumbo,nelumbo,assemblage,LOTUS,0
72407,Defective gun's all right inside,broken,broken,assemblage,GUNS,0
117902,"Phone call by layabout (""I'm disgusted"") evokes profound amusement",bellylaugh,belly laugh,assemblage,CALL BACK,0
98735,Pressurise as insurance against missing church,coerce,coerce,assemblage,PRESSURE,0
60427,Bluff queen sent back liquor - about a litre,bamboozle,bamboozle,assemblage,CARTOONS,0
73881,Country base that is without a castle,eire,eire,assemblage,BASE,0
26869,Bows and scrapes to obtain indications of approval,fiddlesticks,fiddlesticks,assemblage,SUBMISSIONS,0
99678,Desires half my wages,yearnings,yearnings,assemblage,WISHES,0
81712,Bend put straight inside which to rule sheets,bedlinen,bed linen,assemblage,THE PAPER,0
16610,"Prepare to take off tons, one by one",taxi,taxi,assemblage,PLAN,0
65650,Plaster for minor injuries standing firm,stucco,stucco,assemblage,BANDAGE,0
132215,Old money is securing items of furniture - is one for an Italian friar?,francisofassisi,francis of assisi,assemblage,"LIRA, A, CASSOCK",0
79285,Rex remains impulsive,rash,rash,assemblage,KING,0
31006,Board has positive answers from two Europeans,ouija,ouija,assemblage,BOARD,0
55821,"Rodents party, beginning to munch through cereal",dormice,dormice,assemblage,MICE,0
96379,Puffer with little weight of matter,grampus,grampus,assemblage,ATOMIC,0
69968,Las Vegas employee with a worse lung problem?,croupier,croupier,assemblage,CASINO,0
37965,Top military support secret police,brass,brass,assemblage,AGENT,0
7319,Look at ways to get peers assembled,lords,lords,assemblage,EYES,0
137321,Commonwealth leader shot - very good one!,turnbull,turnbull,assemblage,GANDHI,0
121425,An imposing character - one of Kafka’s - producing type of missile,antitank,anti tank,assemblage,KAFKAESQUE,0
127498,"Jumper might go over this, missing tie",skippingrope,skipping rope,assemblage,SWEATER,0
113811,African gets the gist with Scotsman,nubian,nubian,assemblage,AFRICAN,0
138409,"Shiny fabric worn in alluring style, ultimately",goldlame,gold lame,assemblage,SILK DRESS,0
135479,Forces people to take food here,messhall,mess hall,assemblage,HARD TACK,0
87573,Unduly pleased with the south face,smug,smug,assemblage,SMUG,1
39549,Antique chair that's broken must be taken into account,archaic,archaic,assemblage,CHAIR,0
6912,Most wealthy independent church to be still around,richest,richest,assemblage,RICHES,0
78801,"Anyone's game, as Manx cat and cat back to back",tossup,toss up,assemblage,ANY OLD,0
18626,Genius of story books,talent,talent,assemblage,WIZARD,0
35138,Building weapon unleashes anger,farm,farm,assemblage,BOMB,0
141896,Bar gets this for beggar that's like a frustrated bird,eggbound,egg bound,assemblage,BARREL,0
98105,Learning about waterfall in part of France,lorraine,lorraine,assemblage,LEARNING,0
132566,Belittle liberal mad to enter fight over leadership in House,badmouth,bad mouth,assemblage,LAP DOG,0
83812,Far-reaching reduction in military establishment,deepcut,deepcut,assemblage,DRASTIC,0
39742,"Duck, plump and mouth-filling",orotund,orotund,assemblage,GEESE,0
125128,"Rule out piece of Chopin, say, covering his head",preclude,preclude,assemblage,CHOPPING,0
38681,"Fruit here, or vegetable",orchard,orchard,assemblage,RHUBARB,0
123744,"A round game, perhaps",cuptie,cup tie,assemblage,TOP DOG,0
75044,Sweet to laze around - I need a fizzy drink,lollipop,lollipop,assemblage,SODA POP,0
75977,Make good porridge together,atonetime,at one time,assemblage,DOING WELL,0
83180,Scratch is beginning to sting,startingpoint,starting point,assemblage,ITCHING PAIN,0
35625,Girl Adler treated in church,cathedral,cathedral,assemblage,DAUGHTER,0
129495,"Look up fish at university in France, a mythical creature",loupgarou,loup garou,assemblage,LOCH NESS,0
125864,"Novel that's hilarious, one getting thanks",lolita,lolita,assemblage,COMEDY,0
47705,"Quiet seaman gets by, looking scruffy",shabby,shabby,assemblage,SAILOR,0
5851,We're told to record a metre as aid to calculation,logarithm,logarithm,assemblage,CALCULATION,0
109445,Vegetable raised in some confusion at Goodwood events,motorraces,motor races,assemblage,SWEET CORN,0
56807,"Not this piece for piano, therefore",another,another,assemblage,NOTES,0
86413,Lump?,plumduff,plum duff,assemblage,COLD ROCK,0
16878,"Covert socialist, extremely rich, in want of a wife",stealthy,stealthy,assemblage,COVERTLY,0
99115,It is appealingly drawn on the lid,eyeliner,eyeliner,assemblage,LIDLESS,0
70810,Skill of the Ettrick Shepherd? His literacy had its uses,hoggart,hoggart,assemblage,SHEPHERD,0
98353,He teaches people to revere leader,mentor,mentor,assemblage,RESPECT,0
126182,Villain that might create problem in camp,badguy,bad guy,assemblage,BAD APP,0
21507,Playschool subject? It's an outrage!,scandal,scandal,assemblage,SCANDAL,1
127260,"Vessels, any number, in bay for time of celebration",burnsnight,burns night,assemblage,PARTY BOAT,0
81023,A little wind makes your head swollen,puffy,puffy,assemblage,PUFFY,1
50994,Snug place for young foxes?,cubbyhole,cubbyhole,assemblage,DENNING,0
136945,"Bishop, say, tries fruit",mangoes,mangoes,assemblage,BISHOPS,0
11010,Be a gymnast and take drugs,dope,dope,assemblage,DOPE,1
107837,Jumper for Nellie the Elephant - or where she performed?,bigtop,big top,assemblage,TOP BOX,0
44616,Sleeveless jacket won't do for this family identification?,coatofarms,coat of arms,assemblage,COAT OF ARMS,1
64958,"A letter P's compound, potassium compound",saltpetre,saltpetre,assemblage,POTASSIUM,0
131396,Competing boxer's seconds question almighty setback?,showdog,show dog,assemblage,SET BACK,0
80011,American friend seen around university most of the time,usually,usually,assemblage,CONSTANT,0
76385,"Rent hotel or school in south-east Clydesdale, for one",shirehorse,shire horse,assemblage,SCHOOL BUS,0
82896,"English team having drawn, no one left",exited,exited,assemblage,ENGLAND,0
116563,Mammoth starter unfortunately brought up is sausages,salamis,salamis,assemblage,BANGERS,0
103534,Oxygen carrier left next to prison,redcell,red cell,assemblage,GAS CAN,0
82295,I'm heading for exit after old bag becomes ex,onetime,one time,assemblage,OLD BAG,0
90955,Trumpeters appearing in county after Brazilian player's brought back,elephants,elephants,assemblage,TRUMPETER,0
137912,Conservative strongly backing demand,callfor,call for,assemblage,CALL FOR,1
73802,Preceding to enter by gate at the front,going,going,assemblage,PRIOR,0
87982,Not expecting the girl to have the goods,unawares,unawares,assemblage,UNEXPECTED,0
76048,Test space craft with no tail,challenge,challenge,assemblage,ASTRONAUT,0
103377,Composer appearing after end of last movement,travel,travel,assemblage,BACH,0
77546,Vegetable served after a special introduction to Alan Sugar backfired,asparagus,asparagus,assemblage,CAULIFLOWER,0
98788,Writer flipped over opening to last part of play,tolstoy,tolstoy,assemblage,AUTHOR,0
119171,Start putting fresh lead on carpet,kickoff,kick off,assemblage,LEAD IN,0
3381,Up-to-date cultivation of the soil?,tillage,tillage,assemblage,TILLAGE,1
24068,Thickening painful growths put end to gout on part of foot,cornstarch,cornstarch,assemblage,THICKENING,0
41480,"Given backing, heavyweight behind strong bid",notrump,no trump,assemblage,ON BID,0
102483,French fighter's motorway madness,mirage,mirage,assemblage,FIGHTER,0
97769,Hesitation about having booze served at front of gallery buildings,realestate,real estate,assemblage,ART GALLERIES,0
20415,An attractive item that has nothing of interest to a motorist,magneto,magneto,assemblage,MAGNETIC,0
40137,Animal refuge that is about right for a certain group,coterie,coterie,assemblage,SANCTUARY,0
87912,"Short jacket for male in fake fur, worn by comic",bumfreezer,bumfreezer,assemblage,BOMBER JACKET,0
115744,Insect on animal's a source of annoyance,bugbear,bugbear,assemblage,NUISANCE,0
46446,Contractor's footnote on tick,triceps,triceps,assemblage,SUBCONTRACT,0
19903,Desiring change in location close to fighting,ringside,ringside,assemblage,WANDERING,0
88814,He wrote Cleopatra's reported reply to Antony's asking if she was still faithful?,omarkhayyam,omar khayyam,assemblage,SHAKESPEARE,0
30385,Frame Dave's mate - relatively finished!,chassis,chassis,assemblage,FRAMED,0
41890,Incite prison in revolt,stirup,stir up,assemblage,STIR UP,1
88056,Fabric occupied a building,satin,satin,assemblage,CLOTH,0
46609,"A Nepalese, say, is earnest about monarch",easterner,easterner,assemblage,SERIOUSLY,0
128690,Gather work is put to use again,reapply,reapply,assemblage,REWORK,0
12925,Seer turning coy on investigation,research,research,assemblage,INQUIRY,0
31876,Preserve grim sincerity,candour,candour,assemblage,SAVING,0
985,"Cook red beef, not an insect",chef,chef,assemblage,BEEF,0
85602,French mediator's argy-bargy,fracas,fracas,assemblage,MEDIATOR,0
14889,Home provided for a pound for quiet creature about to be so!,almshouse,almshouse,assemblage,SILENTLY,0
93629,Went for the green finish on household range,drove,drove,assemblage,WENT,0
85131,Altogether Ben fails to set up pass,enbloc,en bloc,assemblage,TO DO,0
84857,Immature aloofness almost leads to beauty,childish,childish,assemblage,NAIVETY,0
52860,The heart of a German city church,essence,essence,assemblage,DORTMUND,0
1538,"Girl who makes you nearly glow, then look back",gloria,gloria,assemblage,GLOWY,0
119218,"Get dad drunk, say, involving a couple of parties",bipartite,bipartite,assemblage,DADGUMIT,0
94357,Reproducer of Trojan holding note at a pub,hectograph,hectograph,assemblage,REPRODUCER,0
91889,Fan finds trouble follows a heartless lie,aficionado,aficionado,assemblage,FANATICAL,0
6738,"Sky thus clearer, as university sportsman runs",bluer,bluer,assemblage,CLEAR,0
76746,One book on birds for advanced students in America,internes,internes,assemblage,TEXTBOOK,0
76100,University in conservative soap opera setting,cambridge,cambridge,assemblage,CORNELL,0
91254,Colour purplish brown won't begin to be cut,reduce,reduce,assemblage,PURPLE,0
110946,Non-illuminated bend up front leads to the opposite,sunlit,sunlit,assemblage,BENDY,0
43854,"Hastened, say, to climb Alps?",range,range,assemblage,RACED,0
65071,Boyfriend getting girl doctor to change rota,inamorato,inamorato,assemblage,GIRLFRIEND,0
53004,Disagree with long pronouncement in paper,takeissue,take issue,assemblage,WORD PLAY,0
97786,Ridicule the regional tableware,teaset,tea set,assemblage,CUP OF,0
137651,Vehicle manoeuvre - real comedy act?,rightturn,right turn,assemblage,CAR COMEDY,0
19437,"Our Wednesday, or a godlike ""duck noise"" joke",odin,odin,assemblage,OUR,0
99592,Male facing stress when leaving US city,memphis,memphis,assemblage,MALE,0
27800,"Abroad, confused between left and right",labrador,labrador,assemblage,ABROAD,0
7984,"Neat shot, though not centred with precision",nicety,nicety,assemblage,SHOOT,0
72062,"Hardwood - pine, say - pleasant when toasted",teacake,teacake,assemblage,PINEAPP,0
125309,Boy born on top of stretcher?,brick,brick,assemblage,STRET,0
118913,Vehicle on notable run aiming to be eco-friendly,carbonneutral,carbon neutral,assemblage,ECOCARS,0
136300,"People of power head south, drinking old red wine",potentates,potentates,assemblage,WINELOVER,0
135834,Is linked by time? That's extremely premature,hastiest,hastiest,assemblage,PREMATURE,0
131353,Bar Venice? Split the drink between the three of them,adriaticsea,adriatic sea,assemblage,BARISTA,0
29065,Mad behaviour of people on the way,roadrage,road rage,assemblage,MADCAP,0
41194,Goddess makes man survive,hebe,hebe,assemblage,GOD,0
72432,Old magistrate about the day before,reeve,reeve,assemblage,MAGISTR,0
24494,Cooked eel with crackers is basic,elemental,elemental,assemblage,CRACKERS,0
52564,Character against drink,chianti,chianti,assemblage,CHARACTER,0
115385,Put up with nothing short of Asian island,borne,borne,assemblage,BALI,0
52677,"Gates, maybe, soft before time",pearly,pearly,assemblage,GATES,0
21040,Quality of King and Queen recognised in very many quarters,sereneness,sereneness,assemblage,QUALITY,0
60364,Put on weight and looked older,staged,staged,assemblage,AGED,0
61310,Just buying and selling,fairtrade,fair trade,assemblage,TRADING,0
43886,Luxembourg possesses a capital,lhasa,lhasa,assemblage,LUXE,0
72983,Good man consumed by power,state,state,assemblage,MAN,0
107993,Key to weakness revealed outside our scene of action,courtoflaw,court of law,assemblage,KEY TO,0
67992,"Deliberately crash into vehicle, knocking piece off front",ram,ram,assemblage,RAM,1
87497,Motley beast or bad boy once,assorted,assorted,assemblage,ROGUEISH,0
134298,Director backing Britain? Jolly good fellow!,kubrick,kubrick,assemblage,BARDIC,0
139240,Fail badly with a Japanese verse,tanka,tanka,assemblage,HAIKU,0
70032,Left sheet listing one's financial assets,portfolio,portfolio,assemblage,ASSETS,0
48518,"Snooping, a small number make notes",nosing,nosing,assemblage,SNOOPS,0
2505,Couple stop as way to end a game of tennis,tiebreak,tiebreak,assemblage,DOUBLES,0
110950,Got back to front,regainedthelead,regained the lead,assemblage,BACK TO FRONT,0
81286,So not about to be given sequence of notes to follow?,tonedeaf,tone deaf,assemblage,SO NOT,0
31800,Upending tin over most of spicy Mexican food,nacho,nacho,assemblage,TACOS,0
108770,"Firm slice finds corner, say",setpiece,set piece,assemblage,COLD CUT,0
466,This gauges resources and signifies a river,meanstest,means test,assemblage,RIVER BED,0
94556,Shop closing early before mass attack,storm,storm,assemblage,STORE,0
49880,Irishman in charge of Scottish club,celtic,celtic,assemblage,CELTIC,1
46282,One to pour out wine for starters,antipasti,antipasti,assemblage,SOMMELIER,0
42638,Drinker of rum and winter warmers will get liver damage,longjohnsilver,long john silver,assemblage,HEAVY DRINKER,0
125622,Cautious bids ordered - it was dangerous for old sailors,charybdis,charybdis,assemblage,DANGEROUS,0
115869,"Earth not even, pulled up tuber",eddo,eddo,assemblage,TUBER,0
29916,General passages written up inspired by Indian city?,agricola,agricola,assemblage,GANGES,0
27519,Weapon standard rising? That's right!,rapier,rapier,assemblage,RIFLE,0
25066,"See, say, unidentified writer's catalogue of principles",canon,canon,assemblage,ESSAY,0
127180,Plots involving high-speed races,machinations,machinations,assemblage,RACETRACKS,0
96398,"From afar, about to get accommodation close to Derby",remotely,remotely,assemblage,LODGING,0
48694,Chimney first built in the past brings back trouble,lumbago,lumbago,assemblage,SMOKING,0
100258,Help idiot start to improve posture,assistance,assistance,assemblage,ASSISTANT,0
87522,Instigate storing flower in kind of cup,stirrup,stirrup,assemblage,STIRRUP,1
40560,But does the chattering class come to the point here?,focusgroup,focus group,assemblage,POINTLESS,0
138627,"Calls offspring ""round the bend""!",ringsup,rings up,assemblage,CALLS,0
138876,Like some exercise? I carried back some French wine bottles,aerobic,aerobic,assemblage,AEROBIC,1
142069,"Big deal, right? Won't work - like government's contact-tracing app",worldbeating,world beating,assemblage,CONTACTLESS,0
85975,"Generators died, rotating such a lot",dynamos,dynamos,assemblage,DIEHARD,0
4568,Order article from Gulf State,oman,oman,assemblage,DATE,0
82430,Topless Antipodeans going to Thailand make Greek tense,aorist,aorist,assemblage,AUSSIE,0
115034,Plumpness? Point to retiring aristocrat and me,embonpoint,embonpoint,assemblage,CORPULENCE,0
64601,In charge of opening up the polar regions?,icecaps,icecaps,assemblage,ARCTICS,0
63482,Provide at last half what's due,endow,endow,assemblage,QUOTE,0
51240,Give up supporting Japanese game,forgo,forgo,assemblage,NIKKO,0
17835,Complete section of boxing match cancelled,roundoff,round off,assemblage,CLEAN SWEEP,0
28362,Comment about student's achievement?,remark,remark,assemblage,COMMENT,0
135482,Indicated empty lavatory in a very obvious way,pointedly,pointedly,assemblage,EVIDENTLY,0
58343,Spanish leaders present in province,sphere,sphere,assemblage,ANDALUS,0
84318,Bias isn't commonly seen in cosmetic treatment,warpaint,war paint,assemblage,SKIN DEEP,0
102879,Pitch closed after popular race,intonation,intonation,assemblage,CHAMPIONS,0
25794,Killjoy has loot left,spoilsport,spoilsport,assemblage,KILLJOY,0
109106,Foreign copper gets doctor free,mountie,mountie,assemblage,DOCTOR,0
111482,Source of milk for army medic in capital?,moscow,moscow,assemblage,MILK,0
56084,Crafty move before close of play,shifty,shifty,assemblage,CUNNING,0
76016,"After struggling free, bird makes secure place in the sails",reefknot,reef knot,assemblage,SAFE HAVEN,0
92363,"Second that is to say ""shut up""",stowit,stow it,assemblage,SO DO,0
137221,Row over golf: good golfer admits they don't have balls,geldings,geldings,assemblage,GOLFER,0
25646,Main course for travellers,seapassage,sea passage,assemblage,MAIN DISH,0
99922,Turn defeat into a stroke of luck,windfall,windfall,assemblage,FORTUNE,0
65414,Make repairs to stillage: that is the law's obligations,legalities,legalities,assemblage,STATUTES,0
139478,Horseman and I went off to the north,dettori,dettori,assemblage,CAVALRY,0
47473,Argentinian girl has a row with Araucaria,galtieri,galtieri,assemblage,GIRLFRI,0
31150,Hitch horse to pole,snag,snag,assemblage,HITCH,0
53208,Singular way to ramble,strange,strange,assemblage,SINGULAR,0
80541,Where witches venture,coventry,coventry,assemblage,BROOMST,0
142146,Tendentious bid may be put forward after no end of hesitation,doubled,doubled,assemblage,TENDENT,0
90398,Patron with a legal right in court,client,client,assemblage,PATRON,0
93136,A little bit of geography needs to get a dog,tad,tad,assemblage,MAP,0
56610,Close to urban area without good informal dress,nightgown,nightgown,assemblage,CLOSEOUT,0
85029,Wing's no longer taking the strain,extension,extension,assemblage,WINGSPAN,0
129069,"Combination of sex, love and desire for player",violist,violist,assemblage,SEXAPPEAL,0
40339,Defamatory address to America on line with one phone call,libellous,libellous,assemblage,SLANDEROUS,0
9904,Think tooth - it chewed,cogitate,cogitate,assemblage,THOUGHT,0
58777,Uncontaminated drug extract,puree,puree,assemblage,PURE,0
46301,Swimmer's given beer? Rubbish,codswallop,codswallop,assemblage,SWIMMER'S,0
21120,Mature scripture writer,ripen,ripen,assemblage,MATURE,0
113491,Started touring after struggling to entertain very much,begreatfun,be great fun,assemblage,TOURING,0
16370,Enthusiast is after trunk of tree,chestnut,chestnut,assemblage,ENTHUSIAST,0
88170,Small bicycle accessory - I dropped a tool,spanner,spanner,assemblage,PUMPED,0
87076,Train from Bath East,tube,tube,assemblage,BATH,0
82521,Inform the enemy when most are watching,primetime,prime time,assemblage,CROSS FIRE,0
102334,Splendid adage for one not working against the grain,rippingsaw,ripping saw,assemblage,WORKING CLASS,0
94219,Utter ability for conducting public affairs,statecraft,statecraft,assemblage,SPEAKABILITY,0
87378,A little colour for one idiot pirouetting,tinge,tinge,assemblage,TINT,0
103670,Words of action from the Baker Street enthusiasts?,irregularverbs,irregular verbs,assemblage,SPEAKING VOLUMES,0
1300,Soldier left off train gets late transport . . .,hearse,hearse,assemblage,CARRIAGE,0
128748,"In file, part of script to Pixar film (director's cut)",linedup,lined up,assemblage,PART OF,0
79205,Unfinished second drink,latte,latte,assemblage,SECOND,0
135913,Story with a poor beginning but a capital ending,ragstoriches,rags to riches,assemblage,TALL TALE,0
109046,"Copper pot endlessly cooked nice meal, lacking energy",policeman,policeman,assemblage,CASSEROLE,0
110970,Short column with smooth outline,profile,profile,assemblage,COLUMNAR,0
96867,Fish etc with return of a point in the ground,seafood,seafood,assemblage,TROUTS,0
83950,Break in street with work finished,stopover,stopover,assemblage,BREAKOUT,0
22899,Support the boards - but behind the scenes,backstage,backstage,assemblage,UNDERPIN,0
9557,Flirting gets Penny a relationship,dalliance,dalliance,assemblage,PENCHANT,0
52829,Hats off to county and central Asian city,tashkent,tashkent,assemblage,KAZAKHST,0
47247,Duck keeps quiet: mother acquires top layer of skin,epidermal,epidermal,assemblage,DERMATO,0
59599,Casual worker has time to make emulsion,tempera,tempera,assemblage,TEMPORAL,0
70751,Sausage that's very soft embraced by cooking pioneer,pepperoni,pepperoni,assemblage,SOUFFLE,0
137111,"Abomination of a clue, Paul's first to get the boot!",laceup,lace up,assemblage,GET OUT,0
136216,"Native American at the Alamo, say, quietly getting overinvolved?",missioncreep,mission creep,assemblage,OVERBOARD,0
101619,See what should be on plate by agreement,locarno,locarno,assemblage,PLATEAU,0
140011,"Resistant to change, try ignoring case of piles",stabile,stabile,assemblage,STATIC,0
113354,Drop sign having changed hands,cancel,cancel,assemblage,SIGNAL,0
7628,Finally witnessing US vice leads to Edward Snowden making judgement,guess,guess,assemblage,FINAL,0
92770,"Bush's offensive, unsightly prospect receiving no backing - a mistake",waronterror,war on terror,assemblage,CASE OF MISTAKE,0
118135,Agreed to go round Australia with a back-up instrument,kazoo,kazoo,assemblage,AGREE,0
132132,"Protests, One Direction finally failing to secure top spots",speaksout,speaks out,assemblage,RALLYING,0
75003,Weep over last broken glass,crystal,crystal,assemblage,LAMENTS,0
37373,Cultivation site used by pickpocket?,flowerpot,flowerpot,assemblage,PICKPOCKET,0
63393,Lane found in court by queen's secluded area,cloister,cloister,assemblage,CLOISTER,1
133312,Firm moves into sort of market with no room left,brimfull,brim full,assemblage,COLD CALL,0
67841,Cause of devastation leader in Times newspaper: is Guardian man in pursuit?,tsunami,tsunami,assemblage,CARNAGE,0
88211,One having minor responsibilities in a law journal,legalguardian,legal guardian,assemblage,JOURNALIST,0
127408,This angry expression by fox,crosswordpuzzle,crossword puzzle,assemblage,FURIOUS FACE,0
14343,It's sung a second before New Year in Vietnam,motet,motet,assemblage,AULD LANG,0
10654,Prime murder victim's name left off,abel,abel,assemblage,NAME,0
45524,It's wicked in the dark,nightlight,night light,assemblage,EVIL NIGHT,0
1375,Stranger calling for a big glass,rummer,rummer,assemblage,TUMBLE,0
97921,A nymph like this may be seen in the neighbourhood,arethusa,arethusa,assemblage,DRUIDIC,0
119938,"In succession to throne, oddly, viscount's last",onthetrot,on the trot,assemblage,AT THE END,0
51289,A brave chap gutted about old Greek commander,agamemnon,agamemnon,assemblage,ALEKSANDR,0
118007,Fight with fairy for camera,boxbrownie,box brownie,assemblage,WAR CAMERA,0
27008,Concluding remark in central body,corpse,corpse,assemblage,CLOSING,0
72393,Sarah takes the Roman road to find this plant,salvia,salvia,assemblage,HERB,0
134258,"Horse so sick, tamed and patted on the back",brokenwinded,broken winded,assemblage,SICK HORSE,0
93423,"Skint revolutionary about to knock off, I see",boracic,boracic,assemblage,BUSTED,0
133870,Make fast? On the contrary (one local runner),unbolt,unbolt,assemblage,TIGHTEN,0
10673,Unconscious moments of Spooner's toad-like informers,fortywinks,forty winks,assemblage,FROG PRINCE,0
26860,"About to drop off original Monets, number left inside",somnolent,somnolent,assemblage,ABANDONED,0
91355,"The smart money, not much of it in the county, isn't taking the risk",chickensout,chickens out,assemblage,COUNTY FAIR,0
137332,Lout in black jumper turned up,boor,boor,assemblage,LOUT,0
136808,Odds favouring bishop's competence,probability,probability,assemblage,PROBABILITY,1
132656,Half-square key with a movement in need of oiling,squeaky,squeaky,assemblage,KEYNOTE,0
113485,"Has turned around a variation's start with a new note, it's plain",savannah,savannah,assemblage,SIMPLETON,0
17364,Where Shirley Valentine worked for the Greek state in a National Trust building,taverna,taverna,assemblage,TAVERN,0
139610,Welcomer has installed superior musical device for visitor,houseguest,house guest,assemblage,WELCOME MAT,0
27459,Find oneself nothing French to eat cooked outside,orientate,orientate,assemblage,FOODSTUFF,0
141220,"In general, sedimentary material with nasty smell and coarse",marlborough,marlborough,assemblage,SANDSTONES,0
60769,Where lawyers drink with a major player?,barbara,barbara,assemblage,BARISTA,0
81375,In Scotland they say 'Thicko! Stupid!',dunsinane,dunsinane,assemblage,DUNDERHEAD,0
82723,Confusion that doesn't have one's head in a whirl,tailspin,tailspin,assemblage,HEADLESS,0
80710,Cooler Athenian expression heard to display irrational enthusiasm,fanaticism,fanaticism,assemblage,ENTHUSIAST,0
13858,Note covered in pieces of rice cake,eclair,eclair,assemblage,NOTES,0
2903,Piece of round matter,opus,opus,assemblage,ATOM,0
127846,Dance work substituted for last element of festival,galop,galop,assemblage,SAMBA,0
122833,To dissect a very little matter is easy at first,anatomise,anatomise,assemblage,ANALYSE,0
30670,Crawler gives thanks with natural disposition,tarantula,tarantula,assemblage,THANKSGIVING,0
100423,IOU for time between rivers,debenture,debenture,assemblage,OUTSOURCING,0
95671,"Close to this, flogging belatedly?",sellbydate,sell by date,assemblage,CLOSE TO,0
15837,Trump's unacceptable act,outdo,outdo,assemblage,TRUMP,0
85037,"Reveal Caledonian's very, very short",uncover,uncover,assemblage,UNCOVER,1
91018,German statesman's doctrine dividing king and nipper after uprising,bismarck,bismarck,assemblage,KANTIAN,0
45658,Fleece that is very new,rookie,rookie,assemblage,FLEECY,0
13951,The same set-up applied to company doctor,medico,medico,assemblage,DOCTOR,0
65188,Declared a number was incorrect,averred,averred,assemblage,DENIED,0
75009,Wallenstein his s-spine-tingler,schiller,schiller,assemblage,WALLENSTEIN,0
86620,Man donates freely for memorial,headstone,headstone,assemblage,DONATION,0
9067,Research done initially during study in China,dresden,dresden,assemblage,RESEARCH,0
89411,"Not the cost of living, apparently",deathrate,death rate,assemblage,LIVING COST,0
9663,To tackle the problem yet again called for fortitude,resolve,resolve,assemblage,ADDRESS,0
67783,"King and queen, perhaps, reversed course of action",tack,tack,assemblage,KING,0
118122,Police dogs are trained to detect this number tag,hashsign,hash sign,assemblage,BARKING,0
49448,Pattern formerly sufficient,example,example,assemblage,PATTERN,0
71552,China and Cuba on stony ground,crockery,crockery,assemblage,CUBAN,0
139963,Promoted team's benefit,upside,upside,assemblage,BOOSTED,0
121002,Brilliant combination of the Hebrew and the Spanish,jewel,jewel,assemblage,BRIGHT,0
138740,Time to arrest every person racing cars here,daytonabeach,daytona beach,assemblage,RACE TRACK,0
35123,"King, one to act crazy!",knut,knut,assemblage,KING,0
27761,Principal feature of a leading Roman church,arch,arch,assemblage,PILL,0
124471,"Crude alcohol, good with pickled trout",gutrot,gutrot,assemblage,GIN,0
92169,Very small head teacher stalking McFly?,midget,midget,assemblage,MINI,0
61664,Key duet composition,etude,etude,assemblage,ETUDE,1
72863,Old king kept a hold on the state,agrippa,agrippa,assemblage,KINGDOM,0
66400,Player put on top of the charts,north,north,assemblage,TOPER,0
24111,Clever Dick's alter ego?,smartalec,smart alec,assemblage,DICKENS,0
34972,"Suffer with a bitter feeling, not one that will afflict you for ever",incurable,incurable,assemblage,RESENTFUL,0
116951,Warning that's right about which man's after my own heart?,augury,augury,assemblage,ALARM,0
29631,"Girl, given Chinese food, wanting more",avarice,avarice,assemblage,GREEDY,0
20408,"Country star in Hollywood, not hot single American",estonia,estonia,assemblage,CARRIE,0
16210,"Standard of the Socialist Worker escaped the Daily Mail, according to Spooner",redflag,red flag,assemblage,RED HERRING,0
28802,Thread attaching fringes of lungi and shawl to back of cape,lisle,lisle,assemblage,LACE,0
136896,Line lost in presenting account to posh colleague with forked tongue?,bilingually,bilingually,assemblage,ACCOUNTANT,0
63714,Meditation here from Massenet: ie wasting time once!,thais,thais,assemblage,MEDIT,0
126962,"Ditch soldiers, at first, to make savings",retrench,retrench,assemblage,COSTCUT,0
82715,See a lot of woman getting dressed,clad,clad,assemblage,SEAM,0
101874,"After turbulent stretches of water, express disappointment with cutter",ripsaw,ripsaw,assemblage,DISMAY,0
71904,No Greek character is socially unacceptable,nonu,non u,assemblage,OFA,0
119239,Standard lines of rebuff,parry,parry,assemblage,REBUFF,0
57639,Traveller's ear turns up with internal organ,gulliver,gulliver,assemblage,EARTHEN,0
125940,Shabby dog's two orders?,downatheel,down at heel,assemblage,BARKING,0
121794,Manny R's friend gets stuck into some opposition,antonymy,antonymy,assemblage,MANNERS,0
20573,Repeated point about excerpts leading to obscurity,eclipse,eclipse,assemblage,MYSTERY,0
67362,"Goddess, after film, cried uncontrollably - this is no juvenile trauma!",midlifecrisis,midlife crisis,assemblage,CHILDHOOD,0
