Index,Clue,Solution,Spaced_Solution,gemma_predicted,llama_solved_answer
128191,Paul's wife in cutie snatched by virtually mad African,zimbabwean,zimbabwean,anagram,LINDA MCMARTIAN,0
142116,Backward-looking philosophy to suit minister being nasty,restitutionism,restitutionism,anagram,REACTIONARY,0
50168,New seat given to sailors behind,astern,astern,anagram,STERNER,0
85326,Sadie's naughty whispers,asides,asides,anagram,SADISTS,0
79954,"Possibly found in bar seats, but they're not drinking",abstainers,abstainers,anagram,STOOLPIGEONS,0
99131,House of lead: fear melting within,prefab,prefab,anagram,TERACED,0
105061,Shelter shimmering in sunset gets hot inside,nissenhut,nissen hut,anagram,TEA ROOM,0
58991,"Lass, like this clue, n end f rpe?",noose,noose,anagram,LASSI,0
118501,A little pretence and no mistake,onepercent,one percent,anagram,A BIT OF A MISTAKE,0
104850,One Turin game that's free of charge,neutrino,neutrino,anagram,SHOFTIME,0
186,Put off one with disease returning,repel,repel,anagram,DELAY,0
141528,"Executive position, brewing cider - sort drunk with joint",directorship,directorship,anagram,CHIEFEXECUTIVE,0
58320,Nader the stabiliser - so peril's averted,spoiler,spoiler,anagram,STABILISER,0
63885,Let priest go to cast out unwanted spirit,poltergeist,poltergeist,anagram,EXORCISING,0
131773,Turning in one's irritation increased,risen,risen,anagram,IRATER,0
34039,Averts disaster fast!,starve,starve,anagram,SAVES,0
117901,"In old English, revision of chapter left by Lords to Commons",otherplace,other place,anagram,HOUSE OF COMMONS,0
78168,"Without preparation, extreme confusion surrounds Post Office",extempore,extempore,anagram,IMPROMPTU,0
134193,Those going through life with US and Iraq in conflict,qualifiers,qualifiers,anagram,INSURGENTS,0
122725,Very large animal initially kept in pen (hint: eel's wrong),elephantine,elephantine,anagram,ELEPHANTINE,1
44727,"Attic half overturned, brought to order",garter,garter,anagram,ATONED,0
115494,Bearing maintained by naughty nineties director,eisenstein,eisenstein,anagram,DIRECTION,0
19272,Broken lance not spotted,clean,clean,anagram,UNSEEN,0
129429,A brother we found devastated by conflict,theboerwar,the boer war,anagram,A WAR BROKE,0
117766,"Setter mistakenly missing turn, goes without nothing but throws up",disgorges,disgorges,anagram,STOMACHER,0
8764,"Mad to reverse, try going forward",stab,stab,anagram,SANER,0
130149,Compel family to cycle (should not go out during major sporting event),olympicflame,olympic flame,anagram,FORCE HOME,0
18542,"Boatman's cover is partial, unsurprisingly",tarpaulin,tarpaulin,anagram,CANOPIES,0
117057,Handles books don ordered about queen,doorknobs,doorknobs,anagram,TITLEBAR,0
95882,Scotched her father's inspiration,freshheart,fresh heart,anagram,MOTHERS,0
142353,Dodgy polaroids safe? Happiness short-lived,foolsparadise,fools paradise,anagram,HOT TUBS,0
111010,Asian last to rattle adversary,assailant,assailant,anagram,ENEMIES,0
41906,"Spoony, perhaps, with stirring demeanour",enamoured,enamoured,anagram,SPOONING,0
85804,Derby date produced a favourite among three-year-olds,teddybear,teddy bear,anagram,RACE HOR,0
132807,"Raises cost somehow, or gets cut off",ostracises,ostracises,anagram,INCREASE,0
7879,Temper the effects of sausage roll,assuage,assuage,anagram,BALANCE,0
36689,Mysterious name from masonic tiles?,mosaic,mosaic,anagram,ANAGRAM,0
106251,Way to be impressed by sunrise's form - or lack of it?,rustiness,rustiness,anagram,AWESTRUCK,0
64158,"Voltaire, say - deep cynic lost at sea",encyclopedist,encyclopedist,anagram,PHILOSOPHER,0
85727,Hour in which ethnic group rises for fresh start,rebirth,rebirth,anagram,SHOMERI,0
24378,Past master in sari and hot pants,historian,historian,anagram,HISTORIAN,1
74304,See a clip supposed to be great,especial,especial,anagram,REVIEWED,0
45126,"Sends Evelyn, as I'd rectified a number of faults",sevendeadlysins,seven deadly sins,anagram,SENDS EVE AS I EDIT,0
142173,"It's Red Revolution, the worst",direst,direst,anagram,REDDEST,0
79999,Insisted order must be a good order,tidiness,tidiness,anagram,ORDAINED,0
86848,Wizards are most active on Sunday,maestros,maestros,anagram,SORCERES,0
83436,Translate name found in prettier version,interpret,interpret,anagram,RENDERING,0
74572,Artisan alters creation,slater,slater,anagram,CRAFTS,0
33740,Man trained with choir for musical,harmonic,harmonic,anagram,CHORISTER,0
59224,Bear guest destroying plant,sugarbeet,sugar beet,anagram,BEAR GRYL,0
64901,"One sumo wrestling in Finland, as locals would say",suomi,suomi,anagram,SUOMI,1
111096,Scientists here made flexible card envelopes,academe,academe,anagram,SCOTLAND,0
100214,Presley lives again!,elvis,elvis,anagram,ELVIS,1
37294,Sad ears need music,serenade,serenade,anagram,MELANCH,0
130173,Tiny creature avoiding northern frontier resort,rotifer,rotifer,anagram,GNATIRES,0
39575,Soup with ices? Unusually plausible but wrong!,specious,specious,anagram,CHILLIES,0
99995,"Rare rat, I suspect, in glass cages",terraria,terraria,anagram,MICEINBOX,0
45719,Picadors are involved here and there,sporadic,sporadic,anagram,BULLRINGS,0
103996,Guffaw if her goulash is awful,horselaugh,horse laugh,anagram,LAUGH AT,0
4215,She requires daily refreshment,lydia,lydia,anagram,HERBA,0
51563,Column almost collapsing? I'll fill the gap,locum,locum,anagram,PILOT,0
122653,X-ray of man or egg - or net product,roentgenogram,roentgenogram,anagram,NETWORKSYSTEM,0
32747,Missionary agents live abroad,evangelist,evangelist,anagram,FOREIGNERS,0
126386,"Tokay, heated mistakenly, following pages? Don't go to work!",takethedayoff,take the day off,anagram,STAY AT HOME,0
60671,"Where noise is unsettling, in general",eisenhower,eisenhower,anagram,HOSPITALS,0
114865,Where a Londoner hates damp spreading,hampstead,hampstead,anagram,KITCHENET,0
76210,Meet price as arranged for tour de force,masterpiece,masterpiece,anagram,TARIFFABLE,0
117150,"Starting over, the ophthalmic surgeons manage to get the wrong instrument!",otoscope,otoscope,anagram,RESTARTS,0
29275,Famous Greek plot - a disaster,plato,plato,anagram,MYTHOS,0
78071,Maybe his place is rented out,resident,resident,anagram,HISLETME,0
41418,Sartre's letters giving rise to apprehension,arrest,arrest,anagram,ANXIETY,0
99954,"Ballot fixers in attractive colours, not our problem",tacticalvoters,tactical voters,anagram,ELECTORAL,0
10596,It's found in church building patterns,transept,transept,anagram,STAINED,0
23223,Order shop sent to stock cover of Elton's Rocket Man,stephenson,stephenson,anagram,ORDERSHEET,0
102624,"Assured novel, but wilder movie",sunsetboulevard,sunset boulevard,anagram,FICTIONAL,0
5533,Flavouring and cooking man's tripe,spearmint,spearmint,anagram,MARROWING,0
52467,Catch ten fresh fish,entangle,entangle,anagram,NETTING,0
39033,Old artist mostly upset,aged,aged,anagram,OTTO,0
99172,"Singer with no regrets, if paid the rent?",edithpiaf,edith piaf,anagram,TORI AMOS,0
115659,In love and caring fantastically - it's a sort of chemistry,inorganic,inorganic,anagram,ROMANTIC,0
41823,Tree could be so creamy,sycamore,sycamore,anagram,BUTTERY,0
87504,Choir with its quavers breaking new ground,historic,historic,anagram,CHORUSES,0
76062,Processed heroin available at a price,onhire,on hire,anagram,ON COST,0
127336,"Musical system that can be revised for solo, in fact",tonicsolfa,tonic sol fa,anagram,SOL FA MI,0
951,He owed a pound of flesh? A strange notion,antonio,antonio,anagram,SHYLOCK,0
114210,Criticises card game's return,pans,pans,anagram,SLAM,0
13585,Irene may appear when he's around,ernie,ernie,anagram,HALOS,0
76938,Thwart the unknown in confused times,stymie,stymie,anagram,FOILS,0
107566,"Rich, turning up, is on cue",pecunious,pecunious,anagram,AFFLUENT,0
50078,Where to find Lorelei in her distress,rhine,rhine,anagram,RHINE,1
12632,It shows pressure or bias is developing,isobar,isobar,anagram,SLANTS,0
138977,"Executing rogue, sorrowful earl replaces head of axe",implementing,implementing,anagram,IMPLEMENT,0
15394,"Tell one all we arranged and, if it ain't broke, don't fix it",letwellalone,let well alone,anagram,IF AT IS,0
108427,One's crisis forced annulment,rescission,rescission,anagram,IDENTITY,0
132221,Smart clothes are endlessly turning up for French politician,chirac,chirac,anagram,CHICER,0
126424,Determined a doubter will convert,obdurate,obdurate,anagram,CONVINCE,0
68791,Convert her with my short poem!,rhyme,rhyme,anagram,VERSE,0
68900,Gets messing about in boats,obtains,obtains,anagram,SAILOR,0
106085,Members unite having right to work for this?,reimbursement,reimbursement,anagram,TRADEUNION,0
96151,Lower speeds ordered on both sides of the river,depress,depress,anagram,SLOWER,0
11786,Wrongly push to a conclusion,upshot,upshot,anagram,FORCES,0
33122,"Comedian met fame awkwardly, finally destroyed",mademincemeatof,made mincemeat of,anagram,DIE ON STAGE,0
113542,New pair go off to win election,gainpower,gain power,anagram,NO NEWT,0
63029,Meets train as ordered where it stops,terminates,terminates,anagram,MEETSTRAM,0
97388,Nameless tyrant can become irritable,ratty,ratty,anagram,TSAR,0
35604,This orc running is one that can't fly,ostrich,ostrich,anagram,ORCINE,0
88587,"Hercule II, revolutionary French churchman",richelieu,richelieu,anagram,PEREGRINE,0
4635,Avenge upset in Switzerland,geneva,geneva,anagram,AVENGE,0
20332,Shocked query about new cars is unhinged,isnothingsacred,is nothing sacred,anagram,IS NEW CAR,0
64452,"So ""Tripe"" is silly retort",riposte,riposte,anagram,RIPOSTE,1
121781,"Oratory fought fight, beat beast, missing bus at random",thegiftofthegab,the gift of the gab,anagram,ORO FIGHT,0
140742,"A comic ran about like 'Michelle, ma belle ... ’",macaronic,macaronic,anagram,SINGERSON,0
139591,Straight instruction in this flat: coffee should be stirred,thefactsoflife,the facts of life,anagram,IN AB FLAT,0
106115,"Put on reversion, having bounced twice?",notup,not up,anagram,ON TO,0
23594,Substitute tears round chicane?,ersatz,ersatz,anagram,RELAYS,0
132031,Dubious legal reason area's lacking cell units,organelles,organelles,anagram,TECHNICAL,0
70201,Sell one before hotel gets turned over,flog,flog,anagram,VEND,0
64306,Curve produced by exceptional strain - internal fix needed,intrados,intrados,anagram,STRESSS,0
96987,Prophet avoiding pride through divine intervention,daniel,daniel,anagram,SEERSA,0
83068,Mince pies to include a number of drugs,opiates,opiates,anagram,MINCED,0
17724,Steer and nag unexpectedly break off friendship,estrange,estrange,anagram,OXENATE,0
39287,Shocking treatment in part upset old prince,elector,elector,anagram,TRANCE,0
28203,Law maker sent round a round robin initially,senator,senator,anagram,LEGISL,0
131110,"""Matron, I developed stomach pains""",tormina,tormina,anagram,ACHING,0
39302,Sense of state corruption,taste,taste,anagram,ROTAS,0
14019,Playing at Euros: result in sudden-death shoot-out?,russianroulette,russian roulette,anagram,PLAYOFF,0
110954,Maiden featured in special birthday poem,dithyramb,dithyramb,anagram,ODETTE,0
18657,Stoned intern put drug in solvent,turpentine,turpentine,anagram,INTOXICAT,0
67614,Ale fitted with cork once went to dandy''s head,earlock,earlock,anagram,BARMAN,0
67845,About a thousand units involved in main disturbance,tsunami,tsunami,anagram,RIOTERS,0
119706,Indian princess from Poona chats animatedly,pocahontas,pocahontas,anagram,MAHARANI,0
124670,One seeking or finding nasty old minger,goldminer,gold miner,anagram,GOLD DIGGER,0
38563,Peter and Paul upset Andrew? It can't be done,perpetualmotion,perpetual motion,anagram,MISSION IMPOSSIBLE,0
117244,Type of element that is unstable mostly and molten,nonmetal,non metal,anagram,ION GAS,0
25665,Girl libels AA organisation,isabella,isabella,anagram,SLANDER,0
117317,Fellow in RAF wrote about what he took part in?,wareffort,war effort,anagram,ACE AIR,0
130336,Mostly Jim Henson animating chaps,johnnies,johnnies,anagram,MUPPETS,0
137796,"Happy, if Steve gets changed",festive,festive,anagram,ELATED,0
135894,Once more committed a boring and endless reformation,bornagain,born again,anagram,AGAINST,0
141671,Perhaps chrome is made primarily into very fine material,micromesh,micromesh,anagram,SILKMOTH,0
81707,Journalist taken aback by news of the country,sweden,sweden,anagram,IRELAND,0
35602,"This roc, fantastic bird!",ostrich,ostrich,anagram,FABULAR,0
125425,"Collection of six American states and glen, clued cryptically?",newengland,new england,anagram,NEW ENGLAND,1
22543,Engineers admitting everyone in China destined never to meet,parallel,parallel,anagram,WALLFLOWER,0
93999,Guns by hill going off in confusion,blushingly,blushingly,anagram,CANNONADE,0
84184,Cheerer stopped getting excited - no words coming directly,reportedspeech,reported speech,anagram,SPEECHLESS,0
60409,Seductress's lacy pants with edging of pearls round,calypso,calypso,anagram,LINGERIE,0
29595,Never once arranged to meet again,reconvene,reconvene,anagram,NEVERMORE,0
50779,"Bird to catch, tail first",rhea,rhea,anagram,LARK,0
51725,It may be recommended as a sun resort,nassau,nassau,anagram,ISLAND,0
76542,Oil giant wrecked artwork,intaglio,intaglio,anagram,PICASSO,0
66526,Improperly press one for an answer,response,response,anagram,COERCING,0
3057,Nominates reform for US state,minnesota,minnesota,anagram,PROPOSES,0
40757,Tipsy girlies drinking new wine,riesling,riesling,anagram,INEBRIATE,0
75944,Use endless charity when performing church service,eucharist,eucharist,anagram,MINISTER,0
140044,"Move back in June - decor terrible, on reflection",retrocede,retrocede,anagram,RECEDING,0
120958,Apt phrase describes party wear?,paperhats,paper hats,anagram,APT TO,0
23573,"Feeling guilty, has made reparations",ashamed,ashamed,anagram,ATONED,0
9358,On reflection one's not quite resolute enough,loser,loser,anagram,WAVES,0
112266,Dizzy rascal has quantity for mathematicians,scalar,scalar,anagram,NUMBSK,0
21722,"Feed a pet sugar, perhaps",pasturage,pasturage,anagram,SPOONFE,0
36682,Delicate embroidery originally attached to leather pants,ethereal,ethereal,anagram,LACEWORK,0
10238,Fixed stake over volcano,etna,etna,anagram,ETNA,1
105802,Element's mass men doubly misrepresented,molybdenum,molybdenum,anagram,ATOMIZED,0
3099,Mineral disturbed antelopes,pleonaste,pleonaste,anagram,TURQUOISE,0
1934,Descriptive words no good for teeth pig's lost,epithets,epithets,anagram,ADJECTIV,0
6756,Tears by poor head's supporters,adherents,adherents,anagram,SUPPORTERS,0
4727,Terrier worrying a minimalist going south,militiaman,militiaman,anagram,ASTRIDE,0
87093,"Heavily used when preparing to play the pantomime villain, eastern boy Prince Lew, maybe?",eyebrowpencil,eyebrow pencil,anagram,WARMING UP,0
28112,"Weak sort of dispirin, saving horse's heart",insipid,insipid,anagram,ASPIRIN,0
111037,One can blame corrupt bias,imbalance,imbalance,anagram,ONELOOKS,0
52026,Secure top of foresail in rough sea,safe,safe,anagram,LASH,0
81570,Cut when rewritten,hewn,hewn,anagram,EDIT,0
106457,In which one may see mad gal posing naughtily?,ladmag,lad mag,anagram,EYE SPY,0
74250,One of the nouveau riche from Peru in van crash,parvenu,parvenu,anagram,PARVENU,1
95817,"OK, reach a mike an' play this automatic backing device",karaokemachine,karaoke machine,anagram,RHYTHM SECTION,0
31595,Set a clue in Western Australia,eucla,eucla,anagram,PERTH,0
108767,"Dramatic and inspiring performances, specially with arm broken",miracleplays,miracle plays,anagram,ARMFULS,0
49601,A sportsman spinning the tale,athlete,athlete,anagram,ATHLETE,1
112953,"Rebel MP has reformed, so he swears!",blasphemer,blasphemer,anagram,TURNCOATS,0
38706,Helen & Co refurbished station,echelon,echelon,anagram,ELENIUM,0
44074,"French boy's looking up meaning of ""gunk""",slime,slime,anagram,MIREX,0
79559,Firm's idea incomplete unfortunately: it's gone wrong,misfired,misfired,anagram,CONCEPT,0
25961,"A bid, perhaps, to get ""loo"" regulated as a game",diabolo,diabolo,anagram,TOILET,0
20266,"Large paper plane, the folding",elephant,elephant,anagram,NEWSPAPER,0
27724,A spider possibly saved Bruce from it,despair,despair,anagram,SILKWEB,0
133430,"Like warning signs Alan Turing devised, changing number for radius",triangular,triangular,anagram,DANGERZONE,0
93380,"It's paradise, newly created without Eden's first plant",aspidistra,aspidistra,anagram,NEOCREATED,0
50725,Advertiser gives his cat a cuckoo,saatchi,saatchi,anagram,ADMANIA,0
44799,"Tanks in army's front, as bearing westwards",aquaria,aquaria,anagram,TANKARD,0
120109,What deters wandering Saudis? Promised land?,dissuasion,dissuasion,anagram,HOLYPROMISE,0
136689,Turns angry - it's trouble over nothing,gyrations,gyrations,anagram,TROUBLES,0
76787,Expert change to steam railway,masterly,masterly,anagram,PROFESSIONAL,0
47627,It's sweltering without a watering place down under,hobart,hobart,anagram,OASISE,0
122882,Plenty of mucus around,tons,tons,anagram,SLIM,0
136705,Moved paper getting thrown around,shifted,shifted,anagram,REMOVED,0
139851,"Old Inuit set adrift, weakening",dilution,dilution,anagram,ESKIMOS,0
114961,"Finding commerce so sadly devoid of ecstasy, I ferry the kids",soccermom,soccer mom,anagram,TRADE IN,0
24387,There is nothing amiss in such speculations,theories,theories,anagram,HYPOTHESES,0
20689,"As an older person, poor Ronnie's disheartened",senior,senior,anagram,SENIOR,1
69631,Accountant finds many assorted islands as a tax haven,cayman,cayman,anagram,IRELAND,0
29176,Prepared obstacles to hold back river,oder,oder,anagram,DAMS,0
6334,Gore has valid application,vidal,vidal,anagram,MERIT,0
105777,What infidels do beside evil rebels,disbelieve,disbelieve,anagram,CONSPIRE,0
80502,Socratic path could be disastrous,catastrophic,catastrophic,anagram,CATASTROPHE,0
83346,"Gunner has job, it turns out, in South Africa",johannesburg,johannesburg,anagram,ARTILLERIST,0
22350,Inventor whose produce may be diverse,deviser,deviser,anagram,FARMER,0
46616,Time-worn coin,mite,mite,anagram,OLD,0
69462,Dreadful lies about Ham being outcast son of Abraham,ishmael,ishmael,anagram,HORRORS,0
134621,Nuclear industry waste product messed up laundered item,depleteduranium,depleted uranium,anagram,RADIOACTIVE,0
124589,Opening amber fluid OK,embrasure,embrasure,anagram,APERTURE,0
79759,Finally reduced map collection,atlas,atlas,anagram,ATLAS,1
114083,"Paul came clean: ""I'm to blame!""",meaculpa,meaculpa,anagram,PAULINE,0
56672,"Ebbing, a tide keeping down in California city",pasadena,pasadena,anagram,LOWTIDE,0
68330,March associated with detective stories set in Goa,ngaio,ngaio,anagram,MAYHE,0
36009,"Drink, when cold, can go the wrong way",cognac,cognac,anagram,LAGER,0
102202,"Here censors censor sex, as it turns out",sixteenacross,sixteen across,anagram,SENSORSHIP,0
73403,"Sport of Kings without one, possibly",skiing,skiing,anagram,RACING,0
114729,"Adjusting, freeing, or gathering sails",reefing,reefing,anagram,TRIMMING,0
30698,"Dressed in a suit, country-style",tunisia,tunisia,anagram,RUSTICS,0
110841,Starting point for Trans-Caspian trip?,saintpancras,saint pancras,anagram,ASTANA,0
32211,Carried on organising coup d'état but having to drop out,actedup,acted up,anagram,PUTON,0
95300,"Figure another code out, thought not entirely",octahedron,octahedron,anagram,DECIPHER,0
14461,Charles is upset when son leaves for girl,rachel,rachel,anagram,PRINCE,0
26778,Be a star performing in the picture,abreast,abreast,anagram,ACTRESS,0
77738,Manic ITV production about cure for scurvy,vitaminc,vitamin c,anagram,LIMEJUICE,0
80508,Radiation always sits around,sieverts,sieverts,anagram,IONISATE,0
46757,Flying alien contrives to secure a spell in the army?,nationalservice,national service,anagram,ENLISTED SPELL,0
88653,"Wild, wild raves and gigs on Ecstasy",aggressive,aggressive,anagram,MADNESSRAVES,0
140911,Mead brewed with American and European bean,edamame,edamame,anagram,MEADLIB,0
69777,Marry around end of July - it's damp,dewy,dewy,anagram,MIST,0
135096,"Haunts of the addicted, heartless men Oedipus ruined",opiumdens,opium dens,anagram,DENSAI,0
90344,A chorister's not involved in these arrangements,orchestrations,orchestrations,anagram,ORGANISATIONS,0
71730,Blimey! Is taken aback by fabulous bird,roc,roc,anagram,IBIS,0
103343,He needs religious ecstasy to fuel his whirling,dervish,dervish,anagram,DERVISH,1
135123,"In Texas Union, does fashion mean suits?",tuxedos,tuxedos,anagram,STYLEES,0
78153,Chairman tried to convert Greek ecclesiastic,archimandrite,archimandrite,anagram,METROPOLITAN,0
44061,Money gets chopped terrine always for a dog,goldenretriever,golden retriever,anagram,PEANUT BUTTER,0
95036,Glorious Revolution's backers back cult. It revolted,kitcatclub,kit cat club,anagram,THE ORANGE,0
112797,Help on the way (cases yet to be resolved),catseyes,catseyes,anagram,AIDINGYOU,0
32339,Senator organised act of betrayal,treason,treason,anagram,JUDASISE,0
20109,It is stirred into barbiturate in parts,sectional,sectional,anagram,MARTINIS,0
61016,It's inferior to the bean stew,beneath,beneath,anagram,FEARTER,0
74284,Contracting is an awful strain on a fellow,astringent,astringent,anagram,TIGHTROPE,0
7765,Hit lofted catches without strain,stricken,stricken,anagram,EASEFUL,0
135330,Fancy dealings with church look anything but straightforward?,sideglance,side glance,anagram,NAVE DEAL,0
29180,Turning up with competence on island,elba,elba,anagram,ABLE,0
24011,"Tommy's upset about piano, which must mean something",symptom,symptom,anagram,MEANING,0
138735,Punk is beaten up by fifty associates,linksup,links up,anagram,GOONS,0
15841,"You're hated, without love, tormented? Look back with regret",ruetheday,rue the day,anagram,YOU RUE IT,0
115274,A VIP sells assorted toiletries,lipsalves,lipsalves,anagram,AROMATHERAPIST,0
57763,To send for change is a Continental resort,ostend,ostend,anagram,SPASAT,0
19653,Aaron Copland's first composition involves one instrument,ocarina,ocarina,anagram,OPERA,0
112107,They inform people when fire dies out,edifiers,edifiers,anagram,FIREALERTS,0
8401,Badly translated old manual so eccentric,anomalous,anomalous,anagram,MANUALS,0
54782,"Best time in two years, given head surgery",heyday,heyday,anagram,PRIMED,0
39014,Elderly artist not quite making a comeback,aged,aged,anagram,OTTO,0
12966,"Server's trouble, unfortunately forgetting round",butler,butler,anagram,WAITER,0
55792,"Fancy rim is deep, which is not skin-deep",epidermis,epidermis,anagram,FANCIFUL,0
51219,Make cat sit still,static,static,anagram,CATSIT,0
140435,Aren't diesel trains made to last?,eternalised,eternalised,anagram,PERMANENT,0
44762,"Returning instrument, which was acquired illegally",loot,loot,anagram,STOLE,0
100011,"Where water speed records were set - not sonic, however",coniston,coniston,anagram,LAKESIDE,0
51462,Vanessa's involved with married lad,redadmiral,red admiral,anagram,RED HERRING,0
99620,Lab re-created a heart for a fish,albacore,albacore,anagram,SALMONID,0
102157,New Year tends to make us inactive,sedentary,sedentary,anagram,RESOLUTION,0
56069,"Brewer uses potatoes, filtering out oxygen and sulphur",teapot,teapot,anagram,MALTED,0
40895,"""Get up, Knight! The Queen!"" - and he does",riser,riser,anagram,ARISE,0
89104,A setback - very sad to get upset about it,adversity,adversity,anagram,REVERSAL,0
4039,"Flower eaten by flea, unusual jumper",fairisle,fair isle,anagram,IRIS SUIT,0
117458,Articles on a menu arranged by club,athenaeum,athenaeum,anagram,SALADBAR,0
93345,Mass of lymphatic tissue giving don ideas,adenoids,adenoids,anagram,TONSILS,0
120079,Scottish brewer sprayed one guy with last of beer,younger,younger,anagram,MCEWAN,0
46013,"Corporation boss revealed as radio neglecter, potentially bringing in revenue, primarily?",directorgeneral,director general,anagram,CHIEF EXEC,0
41125,"Unfortunately, Iris faced having skin punctured",scarified,scarified,anagram,ACARIAS,0
96991,Lion-tamer is an idle outcast,daniel,daniel,anagram,LIONIZE,0
88012,"Following orders, excellent to get up during illness",compliant,compliant,anagram,CONVALESC,0
1275,"We're young people, so let's dance madly",adolescents,adolescents,anagram,TEENAGERS,0
132495,Doctor begs nurse for classes,subgenres,subgenres,anagram,ENTREATS,0
140492,Stupidly goes by bad parts of round,bogeys,bogeys,anagram,FOOLISH,0
93575,Is Harpo Marx starting to make a witty sally,aphorism,aphorism,anagram,RIPOSTES,0
123820,Doctor regains gun primarily for applying lubricant,greasing,greasing,anagram,GREASEGUN,0
114038,Stops on this red with no gear changes,reedorgan,reed organ,anagram,IN GEAR,0
124009,Male's setback,tup,tup,anagram,HIS,0
101068,Addict vetoed dodgy ecstasy,devotee,devotee,anagram,JUNKIE,0
141675,More difficult in larger form,gnarlier,gnarlier,anagram,HARDERUP,0
87894,"Gifted holy converts, many times over",eightyfold,eightyfold,anagram,TALANTED,0
105963,Fruit seeds produced by Spiro Agnew (the last to be dropped for President),orangepips,orange pips,anagram,PIT SEEDS,0
121917,Corrupt umpire is immoral,impure,impure,anagram,UNFAIR,0
129122,"Bolt in trouble, turned up nursing broken toes at end of race",gotoseed,go to seed,anagram,US US RUN,0
57910,"A word like ""logo-mines"", perhaps?",neologism,neologism,anagram,HOMOPHONES,0
107907,Aliens go mad for fuel,gasoline,gasoline,anagram,PETROLAE,0
14479,Boring makers of laws,awls,awls,anagram,ACTS,0
36154,Bail is arranged for those with proofs of innocence,alibis,alibis,anagram,ALIBIS,1
64717,Flag email from criminal,oriflamme,oriflamme,anagram,SPAMMAIL,0
127608,Early birds found here at Cheshire mill,hatcheries,hatcheries,anagram,SILKMWORM,0
109304,Is he in the middle of nowhere at odds with creation?,anchorite,anchorite,anagram,NEITHER,0
35345,Weapons turned on quarry,stag,stag,anagram,ARMS,0
73651,They troubled Macmillan and Steven,events,events,anagram,MENACE,0
39311,Relish country's leader moving to the right,taste,taste,anagram,TASTE,1
82868,Spooner to cuddle vagrant? Nonsense!,humbug,humbug,anagram,RUBBISH,0
128659,Keeps breaking down in tears,retains,retains,anagram,SOBBING,0
98325,"Meet with disaster, provoking demon on cue",comeundone,come undone,anagram,MEET HORROR,0
131226,"Wife escaping winding of twister, as bricks falling?",tetris,tetris,anagram,WIFEOUT,0
53746,Chic lost as turning to bluestocking?,scholastic,scholastic,anagram,FEMINIST,0
86902,See a man struggling with a tentacled marine creature,seaanemone,sea anemone,anagram,SEA SNAKE,0
131114,Goes a long way with veg and soya mince,voyages,voyages,anagram,TRAVELS,0
47161,A beast in distress lowers,abates,abates,anagram,ANIMAL,0
53813,Do see to Mr Nasty's hard skin,osteoderm,osteoderm,anagram,CALLOUSES,0
66316,Need link to supply light,enkindle,enkindle,anagram,REQUIRES,0
9700,Poor diet''s effects on banker,depositor,depositor,anagram,MALNOURISH,0
30849,Criminal career kept failing after ceding power,racketeer,racketeer,anagram,RECIDIVIST,0
62588,Insignificant fellow spattered panda with dirt,dandiprat,dandiprat,anagram,INSIGNIFIC,0
11980,Start to bet when Bella's playing a game,baseball,baseball,anagram,BEGINNER,0
140786,Nature's forecasters use brains to obtain current research and development,rainbirds,rainbirds,anagram,METEOROLOG,0
12753,Greens worked to protect last of pristine deserts,reneges,reneges,anagram,ECOLOGY,0
108514,Changes of mind that could get bats run out,aboutturns,about turns,anagram,RUNOUT,0
28827,Break into the Iberian nosh-up,burgle,burgle,anagram,TAPAS,0
65127,Transport unfortunately isn't arriving ...,virgintrains,virgin trains,anagram,NOT IN TIME,0
15304,"Centrepiece Peregrine ordered, but not the right one",epergne,epergne,anagram,FALCON,0
70931,"Hoisting this, the builder strained a ventricle",cantilever,cantilever,anagram,SAILINGMAST,0
39617,Like it knocked back?,asti,asti,anagram,NEAT,0
118167,Plans to move aside,ideas,ideas,anagram,STEPS,0
2029,Don't travel through Armenia topless and drunk,remain,remain,anagram,SOBER,0
31162,On land with a wild horse,ashore,ashore,anagram,AGROUND,0
80651,Horses paid out scores,rhapsodies,rhapsodies,anagram,STALLIONS,0
98129,They may turn some into a ferment,emotions,emotions,anagram,YEASTS,0
41440,Point to unusual Roman invader of Britain,norman,norman,anagram,VIKING,0
106302,Controversially his (or her) IT crashed,their,their,anagram,HISPC,0
45672,Liar hangs out in idyllic location,shangrila,shangri la,anagram,PARADISE,0
60847,Floating vote again spoiled,evagation,evagation,anagram,RECASTED,0
7876,Quiet after Rhine trips? It's the wine!,rhenish,rhenish,anagram,RIESLING,0
41843,Blue rooms out east,morose,morose,anagram,BLUEROOMS,0
109637,City as wild as Jones,sanjose,san jose,anagram,MAD AS,0
120218,"Passing oxygen repeatedly in circulation, this more harmful?",poisongas,poison gas,anagram,MORE SO,0
11883,Stuffed with chopped dates,sated,sated,anagram,DATED,0
54805,Perhaps only seconds away from Arkansas capital,ankara,ankara,anagram,LITTLE,0
118436,Fido's legs struggling to get round old part of London,isleofdogs,isle of dogs,anagram,ISLE OF DOGS,1
71508,"Wonder about first engagement, if forced to make a second bequest",reendow,re endow,anagram,IF WILL,0
92830,Eat chips in a way that's not original,pastiche,pastiche,anagram,REHEATS,0
72165,"A red giant explodes, becoming a dark star, perhaps?",tragedian,tragedian,anagram,BLACKHOLE,0
