Index,Clue,Solution,Spaced_Solution,gemma_predicted,gemma_solved_answer
89985,Avoid bog in river crossing,forfend,forfend,container,DEFENDS,0
98134,"Fish to go off course, one no good getting caught",stingray,stingray,container,WAYWARD,0
8449,"Kind of bun, besides, being dunked?",chelsea,chelsea,container,CHELSEA,1
90758,Time in ugly retreats,hideouts,hideouts,container,HIDEOUTS,1
53347,Period of trouble keeping control of image,april,april,container,ANGER,0
132622,Doc embraces member backing eastern chum,comrade,comrade,container,PARTNER,0
125566,Upset Poet Laureate during illness,displease,displease,container,DISPLEASE,1
110875,Loan sharks supply drug addicts around the city,usurers,usurers,container,RETAILERS,0
77923,A doctor full of filth - potential abuser of patient?,admirer,admirer,container,HEALERS,0
74773,Scientist is sick in basket,boffin,boffin,container,BOFFIN,1
5211,Crack very visible in bottom of shoe,solve,solve,container,HEELS,0
118552,"Bloody woman holding heads of people and lowering beneath river, perfect",exemplary,exemplary,container,IMPECCABLE,0
20318,Movement of man in hazard,andante,andante,container,GALLOPS,0
92371,"Note bum note, including note right now",atonce,at once,container,UNDO,0
75363,"Melodious piece of English used in Peterborough, formerly",songlike,songlike,container,SONGLIKE,1
103454,Arab channel now received in smart part of London,wadi,wadi,container,AREA,0
123079,Capital overly protecting the state,tokyo,tokyo,container,OSLO,0
41874,Charge again to see large duck in show,reload,reload,container,RELOAD,1
70444,Preserve weapon a boy found in Eastern state,marmalade,marmalade,container,ARMAMENTS,0
118536,New student's missing father somewhere in Surrey,esher,esher,container,LEARN,0
15226,"Canal worker, one doomed to carry fallen idol?",gondolier,gondolier,container,GONDOLIER,1
54103,Girl putting screen round painting,grisaille,grisaille,container,GRISAILLE,1
67522,Contract put away during evaluation,treaty,treaty,container,PACTUM,0
106569,"Society girl embraces friend, a noted fellow",schumann,schumann,container,COMPANION,0
72680,Very important to make everybody sing about a mad man,worldshattering,world shattering,container,GLOBALDISTURB,0
122407,Red colouring of Minnelli caught in unexpected rain,alizarin,alizarin,container,ALIZARIN,1
105154,"European seen in London club, a place that attracts many",mecca,mecca,container,ARENA,0
36107,A poet penning nothing on a ship,aboard,aboard,container,ASHORE,0
75470,Prevent Alan forsaking star,debar,debar,container,BLOCK,0
97615,Bloody beautiful woman secures ring,venous,venous,container,VENOUS,1
4335,Cleric rejecting company of cleric,dean,dean,container,PRIEST,0
38543,Height of land round ancient city,stature,stature,container,ELEVATE,0
127470,Chain Hitler's men required to restrain old comedian,starbucks,starbucks,container,RESTRAINS,0
129294,"Funny man provides wine, holding party in Africa",hancock,hancock,container,HANCOCK,1
59575,"One lacking love and pain, sitting in a home",nesting,nesting,container,NESTING,1
128049,"Mistakes turning up - cold, horrible Geri splitting band",spicegirls,spice girls,container,ICE MAIDEN,0
34978,Advance warning about the foreign taste,predilection,predilection,container,ANTICIPATION,0
51282,English lad gathers new wood,ebony,ebony,container,ASHEN,0
5737,Sailor bitten by little rays,starlight,starlight,container,STARLIGHT,1
104335,Graves possibly enveloped by endless lament in Washington or Berlin,irving,irving,container,MOURNS,0
32874,Sailor entertains son for emperor,tsar,tsar,container,TSAR,1
16670,A shark is certain to be found in the city,usurer,usurer,container,LOANER,0
131187,Scotch queen protected from displaying facial hair,whiskery,whiskery,container,HAIRLESS,0
128168,Private doctor comes in this month,inmost,inmost,container,INMOST,1
108952,Rose drove quickly round the rabble,sprouted,sprouted,container,SCURRIED,0
95344,"Cringe to be in debt, going into credit",cower,cower,container,SHYLY,0
106256,"Trusted friend's name appearing in end of Act I, possibly",confidante,confidante,container,CONFIDANTE,1
108069,A number return into stronghold in the van,foremost,foremost,container,HEADLAND,0
14900,Refined individual in Holland cleared out,honed,honed,container,SHARP,0
50630,Rapid rise in high spirits - blackleg almost taken in,escalation,escalation,container,EXCITEMENT,0
1150,He will be embraced by wildly ardent disciple,adherent,adherent,container,ASSISTER,0
51326,The bloke's embracing crossword setters' voluptuous women,houris,houris,container,GENTSY,0
133270,Silent hiding place for pipe,musette,musette,container,RETREAT,0
129967,Kit appears in show with animals - he's no friend of Othello,roderigo,roderigo,container,RODERIGO,1
48839,Beer is consumed in passageway,aisle,aisle,container,ALLEY,0
131944,They combine in angry speeches about energy legislation,reactants,reactants,container,OPPONENTS,0
107388,City needs to give permission to carry document,omsk,omsk,container,VISA,0
64356,Lying bum flogged modern houses,recumbent,recumbent,container,RESIDENCES,0
118597,One called up for floater in river,draftee,draftee,container,RECRUIT,0
38091,Writer and architect clad in decorative fabric,lawrence,lawrence,container,LAWRENCE,1
47745,Weak and ineffective insect swallowed a pair of bees,flabby,flabby,container,LIMBER,0
128298,Vouch about Southey's first rhyme,versify,versify,container,REWRITE,0
93050,A guard contracts sickness in profusion,affluence,affluence,container,AFFLUENCE,1
29586,Distance Tory leader goes into pond,metre,metre,container,OCEAN,0
93997,Earth on limb in part that makes footballers go down,relegation,relegation,container,DEMOTIONS,0
129692,Stale when married? That's about right,tired,tired,container,WORN OUT,0
56287,"Close to Sidney, half-disguised in a meeting",beside,beside,container,BESIDE,1
141975,Keeping any driver from parking bum in ringside seat,pedestrianising,pedestrianising,container,REPRESENTATIONAL,0
55990,Creature in river?,hippo,hippo,container,OTTER,0
23337,Officer is eating meat of antelope,chamois,chamois,container,GAZELLE,0
35223,Aimlessly draw benefit after swallowing overdose,doodle,doodle,container,DOODLE,1
122143,Snack done perfectly that is providing sandwich for son,toastie,toastie,container,TOASTIE,1
139725,"Increasingly nervous, one pierces top",jumpier,jumpier,container,ANXIOUS,0
84805,Soldier enters top twenty in France,chartres,chartres,container,REGIMENTS,0
20514,Instructive tale about academic not beyond forgiveness,pardonable,pardonable,container,TEACHABLENESS,0
34327,"If cold in the country, use this fur",chinchilla,chinchilla,container,MINKCOATING,0
85730,Personnel including family groupings back in the Renaissance,rebirth,rebirth,container,LINEAGE,0
36075,Swine has large following in capital,belfast,belfast,container,BOSTONS,0
10056,Every bill coming in he sent back,each,each,container,RENT,0
35905,Penny-pinching meal's great,super,super,container,THRIFT,0
2996,Wise man conceals women's article in Dorset,swanage,swanage,container,SAGEWOMAN,0
2694,"Marked and marked, keeping one constant",noticed,noticed,container,REIGNED,0
34108,Old uncle embraces Anglican compere,emcee,emcee,container,EMCEE,1
5154,Anteater buried nose initially inside one climbing,echidna,echidna,container,HABITAT,0
124649,Cockscombs getting time off in civil service,crests,crests,container,PEAKS,0
111969,Little creature goes in to road engineer,telford,telford,container,BADGERS,0
138385,"Produced positives and negatives when treated as a celebrity, going topless?",ionised,ionised,container,IONISED,1
125594,Relation bitten by wild dog - almost frightening!,daunting,daunting,container,RELATING,0
30708,Politician protected by first-class defence,alibi,alibi,container,SHIELD,0
27726,Literary giant in the cave of Trophonius,despair,despair,container,DANTEAL,0
90319,Left in charge but run away,flee,flee,container,LOAN,0
61139,Muffler quietly placed between auditory orifices,earplug,earplug,container,SILENCE,0
40600,Florida resort without a role for a soprano,mimi,mimi,container,TARA,0
67348,Backtrack with Poles moving in …,sponsor,sponsor,container,RETRACE,0
75132,French city or town Austrian leader captured,orleans,orleans,container,VIENNA,0
16695,Friar Tuck runs into trouble,brother,brother,container,PROBLEM,0
119505,Sea god suppressing yen to attempt seduction,tryiton,try it on,container,TRYITON,1
111452,Knight risked capturing Stuart queen,banneret,banneret,container,BANNERET,1
47008,Pig's head in cream - recipe sent back by member of class,reptile,reptile,container,REPTILE,1
98988,Trouble in bed? Politician's nail breaks,complaint,complaint,container,REPROACHS,0
31555,"Trudge past Ireland, land not visible in a storm",traipse,traipse,container,TRAIPSE,1
91002,A rook nested in smaller species' overcrowded area,warren,warren,container,HABITS,0
37943,"Followed girl, within reason",ensued,ensued,container,RESULT,0
127737,Vehicle wound round a bird,salooncar,saloon car,container,CARAVAN,0
90489,Skilled amateur in union creating scene,tableau,tableau,container,TABLEAU,1
69264,Something to serve as intelligence about the sovereign,writ,writ,container,WRIT,1
109915,Go without a garment in parody,travesty,travesty,container,TRAVESTY,1
42513,Learner encountered bad weather in driving area,trainee,trainee,container,STUDENT,0
132478,How much of the main substance is present? It's madness to include lithium,salinity,salinity,container,SALINITY,1
119723,After start of play lady embraces man in the gods,pantheon,pantheon,container,PLATFORM,0
25867,"Look, chaps - round, juicy fruit!",melon,melon,container,PEACH,0
12371,Hoop of iron - not the orthodox form,fringe,fringe,container,CIRCLE,0
12819,Old people entertaining Latin soothsayer,oracle,oracle,container,SENIOR,0
82848,"Pour drink, leaving a bit of sediment in the top part",descant,descant,container,DESCANT,1
76236,Soldier tucked into old crone's dish,haggis,haggis,container,HAGGIS,1
133614,Drunkard scoffs extremely luscious desserts in biannual events,solstices,solstices,container,SOLSTICES,1
139994,Lifts paper he's holding,hefts,hefts,container,HEFTS,1
41998,Uproar about one's bill,noise,noise,container,RAGES,0
73359,Catty remark about a party in a field,meadow,meadow,container,VENUES,0
101749,The Queen installing a swimming pool in a sacred spot,halidom,halidom,container,HALIDOM,1
48774,A Liberal in prison,caliban,caliban,container,REBATES,0
47214,Rotten theologian in crooked deal,addled,addled,container,ADDLED,1
81507,Chuck set about old clergyman? That's badly done!,shoddy,shoddy,container,SHODDY,1
36341,One dressed in black: flipping stoned mourner?,niobe,niobe,container,WAILS,0
117765,Will find postal order in one's wallet,purpose,purpose,container,PURPOSE,1
118612,Upholders of glass ceiling are on board,sexists,sexists,container,CREWMEN,0
135737,Love sex from behind hugging old singer's wife,yokoono,yoko ono,container,LINOONE,0
10870,"Alluring, full of Eastern sparkle",gleam,gleam,container,SHINE,0
82468,Rookie wearing militia's diving gear,scuba,scuba,container,CADET,0
120427,First lady wears clothes of satin - they were magnificent in the film,seven,seven,container,SEVEN,1
7251,Spirit captures wild gnu in swamp,engulf,engulf,container,ENGULF,1
75268,Advantage securing a judge in contact with ground level,barefoot,barefoot,container,BAREFOOT,1
74411,Refusal of agreement to keep Irish province,denial,denial,container,REJECT,0
69160,"Money once pocketed by runner sent back, it's learned",educated,educated,container,RETAINED,0
35683,Sound smack around whelp's head,twang,twang,container,CLANG,0
91211,Top worn by a barbarian,beast,beast,container,BEAST,1
52867,Old ascetic drinks cold spirits,essence,essence,container,REFINED,0
44539,American coach keeps bill for calculator,abacus,abacus,container,COUNTS,0
18522,"No parking in front of club, say",utter,utter,container,BLOCK,0
36703,"Not late, but nearly lost a point",early,early,container,TIMED,0
127562,Old houses terribly dry east of Edinburgh's outskirts - so dry,dehydrated,dehydrated,container,STONEHEATHS,0
88637,He won't get out quickly with one iron in both hands,lifer,lifer,container,LIFER,1
43999,Smash hit enthralling an island republic,haiti,haiti,container,IRONS,0
19766,German city circulating a list of necessities,essentials,essentials,container,REQUIREMENTS,0
3600,Make a fuss about the centre of Dartmouth - a Devonshire speciality,creamtea,cream tea,container,CREAMTEA,1
2071,Novice appears in the Seraglio in New York,harlem,harlem,container,HARLEM,1
17375,Scribe has last word about a new university attended by relative,amanuensis,amanuensis,container,RELATIVES,0
89966,"West going north trapped by minor crush, easily sickened",squeamish,squeamish,container,RELUCTANT,0
24443,"Triumphant cry, eclipsing old record top mark",alpha,alpha,container,ALPHA,1
138902,"I punch counter, grabbing hot veggie snack",bhaji,bhaji,container,BHAJI,1
38472,Mug against accepting love token,coupon,coupon,container,VOUCHER,0
67449,Priest taking musical toy round city in Michigan,kalamazoo,kalamazoo,container,KALAMAZOO,1
12804,Moralist girl entertained by joke,puritan,puritan,container,PURITAN,1
2605,Right to include one in cultural curio,rarity,rarity,container,ASSETS,0
138371,Political supporter's note secured in advance,commie,commie,container,COMMIE,1
80246,"Imagines one goes out with potential partners, trapping a quarter",ideates,ideates,container,DATESIN,0
35997,Wickedness? What's boring about wickedness?,devilry,devilry,container,DEVILRY,1
14685,"Drunk left in the end, cut short",blotto,blotto,container,STAGED,0
39516,"Stream let out, rising again",resurgent,resurgent,container,RECURRING,0
106264,Number of political leaders won't admit embracing Conservative inclination,tendency,tendency,container,TENDENCY,1
32193,One's getting in support to carry on the fight,resist,resist,container,ENDURE,0
62132,Restraint that's surprising after company stops one retiring,economy,economy,container,RESTRAIN,0
82461,Quiet inside with sergeant major outside,stumm,stumm,container,DUMBS,0
48999,"Indication of intelligence in, for example, this coterie",clique,clique,container,CLIQUE,1
120763,Lots of celebrations outside Japanese school,dozens,dozens,container,REVEAL,0
37074,Taste before consuming popular fruit,tangerine,tangerine,container,ORANGEADE,0
101036,Flourishes as spring comes in,abounds,abounds,container,BLOSSOM,0
45844,Joke about money results in student's punishment,gating,gating,container,REPRIM,0
101271,One wanders round hospital for waste containers,ashtrays,ashtrays,container,RECEPTOR,0
69217,Horse's rump given whip around third part of course,croup,croup,container,STERN,0
66687,Record answer given by councillor entering race,transcribe,transcribe,container,REPRESENT,0
30810,Innocent one in church body,naive,naive,container,HUMAN,0
137757,Browned dish - stuff with posh filling,saute,saute,container,STEAK,0
125181,One who struggles with pages in larger novel,grappler,grappler,container,GRAPPLER,1
35703,"Food, hot beef sandwiches",chow,chow,container,CHOW,1
83467,"Old lover, informal clothes, topless, far from erotic",asexual,asexual,container,CASUALS,0
135078,Migrants are found in boat,tuareg,tuareg,container,TUAREG,1
121496,Boy interrupted by horrible woman was nervous,twitched,twitched,container,FLINCHED,0
9035,Show time in the butler's room,pageantry,pageantry,container,PAGEANTRY,1
72172,Nice expensive copy inside - not so expensive,cheaper,cheaper,container,COSTIER,0
19382,Unique shellfish sailor discarded,alone,alone,container,OCEAN,0
135053,Drum one doctor found in short story,timbal,timbal,container,RHYMES,0
20513,Bible story about fellow deserving forgiveness,pardonable,pardonable,container,PARDONABLE,1
82703,"The Spanish, say, take time out to find a deputy",delegate,delegate,container,DELEGATE,1
134545,"Lower position defining party, a dinosaur",diplodocus,diplodocus,container,SUBORDINATE,0
121007,Youngster from Australia secures place for Ashes tour,journey,journey,container,JOURNEY,1
53755,Condescend to include second arrangement of lines or shapes,design,design,container,DESIGN,1
92827,"Relating to the elements, reaching exciting conclusions once carbon's extracted",climatic,climatic,container,CLIMATIC,1
11088,Bird discovered by dramatist outside Los Angeles,ortolan,ortolan,container,ROBINHO,0
39219,"Study in group including, leading politician",inspect,inspect,container,REVIEWS,0
33811,A singular error masks good attribute,assign,assign,container,DETAIL,0
96084,Country retreat to house a senior churchman,ruraldean,rural dean,container,RURALDEAN,1
37360,"After climbing, broadcaster screens running for ages",yonks,yonks,container,YONKS,1
44091,On the lookout for six pounds invested in big one,vigilant,vigilant,container,VIGILANT,1
69250,"Depressed and, swallowing hard stuff, expired",dispirited,dispirited,container,DEFEATEDLY,0
105877,South African doctor brought in by military aircraft,bomber,bomber,container,BOMBER,1
105189,Vehicle runs into parrot,lorry,lorry,container,TRUCK,0
10036,Bank stopping competition to make big profits,cleanup,clean up,container,TAKEUP,0
67056,Ratty and Mole holding up a pick-up truck,petulant,petulant,container,IRRITANT,0
79446,Emperor's function to keep rule in India,trajan,trajan,container,TRAJAN,1
38647,Restrain third man outside hospital,chain,chain,container,REINS,0
35926,Fish a politician found in cabin,halibut,halibut,container,PARTISAN,0
33213,Temporary home for cheeky kids without boundaries,camp,camp,container,NEST,0
16510,"Callas losing head in ""Your tiny hand is frozen""?",aria,aria,container,LYRE,0
60680,A lot of pain keeping a chair for an unwanted guest,tapeworm,tapeworm,container,TAPEWORM,1
66615,Madonna with Child in stonework,masonry,masonry,container,MASONRY,1
12168,Anglican keeps rodent in chest,crate,crate,container,SHALE,0
76679,Call for energy in mountain climb,plea,plea,container,AXIS,0
70489,Swiss food man's consumed right before,gruyere,gruyere,container,GRUYERE,1
20915,Diver finding short answer in business combine,merganser,merganser,container,PARTNERSHIP,0
13312,Person in support of leader,pioneer,pioneer,container,BACKERS,0
124486,British in contest felt atmosphere,vibe,vibe,container,VIBE,1
71027,Government adopts trade union legislation,statute,statute,container,STATUTE,1
93734,"Small group covering article in soil, turned over",triad,triad,container,TRIAD,1
18511,"Golf club lacks parking, say",utter,utter,container,ADMIT,0
131331,Lincoln's habit of putting everything into the other thing?,tallhat,tall hat,container,HIGH CAP,0
89808,"In confines of space, weightless? Drift off",snooze,snooze,container,FLOATY,0
36505,Penny goes into market for a while,spell,spell,container,DELAY,0
38266,Cuts little bits of enamel article into flower,teethes,teethes,container,PETALS,0
74075,Foreign money found in scrap by chance,atrandom,at random,container,ATRANDOM,1
72484,We object - A&E's good in practice,usage,usage,container,USAGE,1
47294,Earnestly ask what's inside nest in tree,beseech,beseech,container,REQUEST,0
89159,Way to cook potatoes required game inside,duchesse,duchesse,container,POTATOES,0
99484,Imagine old favourite catching cold,expect,expect,container,RECALL,0
95917,Farm animal in support bandage looking bad-tempered,scowling,scowling,container,BROODING,0
117823,Quiet girl holds record,repose,repose,container,SILENT,0
25023,Pick up article in valley,glean,glean,container,GRASP,0
22095,Footwear worn by English stars,bootes,bootes,container,SLIPPERS,0
69698,Unknown taken in by eccentric man that can be taught to speak,myna,myna,container,IDEA,0
89355,Like sick child keen to hug provider of books,croupy,croupy,container,LOVING,0
96072,"Boy carries small change for a Euro, which is odd",eccentric,eccentric,container,ABNORMAL,0
134451,Solitary man guarding front of goal going into extra time,longer,longer,container,LONGER,1
39376,Exciting excursion for a fellow in women's clothing,safari,safari,container,SAFARI,1
95601,Agricultural equipment's loose ends in pub,baler,baler,container,RAKES,0
42620,Smack with Ecstasy kept under the hatches,below,below,container,BELOW,1
99873,Protection for a king in love,armour,armour,container,SHIELD,0
69510,Child to accept sign of disapproval as well,toboot,to boot,container,SOON,0
25995,In the dark about knight wearing regimentals,uninformed,uninformed,container,IGNORANCE,0
132932,Suspect it's injected to prepare for a reaction,sensitise,sensitise,container,VULNERATE,0
108436,Put sparkle into receding Fenland river around some villages,enliven,enliven,container,ENLIVEN,1
86360,"Forceful strain, including Thatcher first and last",strong,strong,container,STRONG,1
130102,A cur ill-disposed to get into festivity - more so than usual,particularly,particularly,container,PARTICULARLY,1
69860,Composer cutting out four characters in opera,tosca,tosca,container,TOSCA,1
81626,Tailless predator that flies round America goes to European city,lausanne,lausanne,container,SANDWICH,0
125871,"They expose limbs, given sweets - is drink included?",miniskirts,miniskirts,container,MINISKIRTS,1
36474,"West's out of season, getting put into a hole",inter,inter,container,INTER,1
87247,Assurance from a doctor about pallor in odd places,aplomb,aplomb,container,CALMER,0
139611,"Acting, but troubled inside and lacking confidence",doubting,doubting,container,DOUBTING,1
6104,Start consuming a meal,launch,launch,container,LAUNCH,1
54684,Mark climbing positions beset by bad omens,semicolon,semicolon,container,SEMICOLON,1
30542,Jaws about first Egyptian pyramid builder,cheops,cheops,container,CHEOPS,1
47597,Student of the sun absorbing extremes of temperature,scholar,scholar,container,LEARNER,0
37561,Team in Ireland jogged and avoided special preparation,elixir,elixir,container,ELIXIR,1
130284,"Dogs consuming bit of fruit - beginning to eat, they expel gas in America",tailpipes,tailpipes,container,BACKFIRES,0
117467,Noise as a geek secures the cross-channel server,dinnerlady,dinner lady,container,SYSTEM ADMIN,0
70872,Knowledge about a hot place in Pakistan,lahore,lahore,container,KARACHI,0
18198,Old jerk in time for peep show?,erotica,erotica,container,HISTORY,0
117764,Aim to find money bag outside post office,purpose,purpose,container,OBJECTS,0
32004,Dear little rodent coming back into place of rest,beloved,beloved,container,NESTLED,0
27897,Looked hard about m-me as I did so?,stammered,stammered,container,STAMMERED,1
106412,Snoops around for sign of Zorro's treasures,prizes,prizes,container,PRIZES,1
135906,Worry about Tory leader joining large organisation restricting free trade,cartel,cartel,container,BUNDLE,0
136454,Extra papers in the Guardian,wide,wide,container,AREA,0
29869,"Soldier involved with girl, which is painful",angina,angina,container,MARINE,0
90465,Deprived of feather (initially) in cap,bereft,bereft,container,ABSENT,0
84473,Gives access to passages round mountain top,admits,admits,container,ENTERS,0
29630,"Greed is a weakness, a redhead admitted",avarice,avarice,container,DESIRES,0
126522,Descent of Democrat excluded from transfer of power,evolution,evolution,container,EVOLUTION,1
18054,Waif shows vital energy when boarding vessel,urchin,urchin,container,SPIRIT,0
69849,Expression of surprise about a publication in Ulster,omagh,omagh,container,ASTON,0
40432,Study that is occupied by archdeacon with New Testament handy,convenient,convenient,container,COMPREHENSIVE,0
110556,"Well woman visits teacher, missing a university",gusher,gusher,container,READER,0
26830,Object when wearing torn clothing,raiment,raiment,container,GARMENT,0
56328,"With, for example, outside influence",sway,sway,container,BIAS,0
35408,"Drive mad queen into jeopardy, almost",derange,derange,container,DISCORD,0
116490,"Without help at first, is unable to sing",chant,chant,container,CHANT,1
53293,"Robbed a craftsman, holding up a series of shops",arcade,arcade,container,ARCADE,1
79362,"One quarter into gloomy, mournful song by soloist",monody,monody,container,ELEGY,0
82514,"Heartless love, something superficial and hard about it",callous,callous,container,CALLOUS,1
81907,Bread gets left inside jar,clash,clash,container,CRUST,0
77274,"""John holds me"" - this leads to correction or clarification",imean,i mean,container,UNDO,0
17590,Sturdy old banger's bonnet covered in iron oxide,robust,robust,container,RUSTED,0
91859,"Scorer of double hat trick, entertaining pinnacle of Elland Road",verdi,verdi,container,VERDI,1
878,Quote cut during actual performance,recital,recital,container,SERMONS,0
48594,It's hard to understand a goody getting right into evil behaviour,abstruse,abstruse,container,OBVIOUSLY,0
20370,He endeavours to sit astride horse and set off,trigger,trigger,container,STRIDES,0
134355,Spending two days gardening with inside knowledge,weekending,weekending,container,HORTICULTURE,0
52416,Wild animal best caged initially when on board,bobcat,bobcat,container,RACCOON,0
28331,Something causing wound? Material initially sent up includes absorbent fabric,splinter,splinter,container,BANDAGES,0
114467,Records including your old string players,lyrists,lyrists,container,VIOLINS,0
2258,Hinted setter's bed contains a lot of bugs,implicit,implicit,container,IMPLICIT,1
29634,A right in a wrong is still a wrong,avarice,avarice,container,IMMORAL,0
25868,People about to see fruit,melon,melon,container,PEACH,0
65503,Critic sounds full of disgust at the bloodshed,slaughter,slaughter,container,SLAUGHTER,1
69303,Discriminatory fifth-rankers catching seventh note,elitist,elitist,container,ARISTAS,0
66563,"Swiss banker consumes carved roast, being a man of taste",gastronome,gastronome,container,EPICUREANS,0
112392,Spot representative in stately home,pimple,pimple,container,PIMPLE,1
651,Love in its present form is a bit green,oasis,oasis,container,OASIS,1
54907,Head grasps the point: make it stick,paste,paste,container,GLUES,0
104906,"First man on planet keeps side, which is to the left",marxism,marxism,container,LEFTISM,0
35,Article involving misrepresentation of foreigner,alien,alien,container,ALIEN,1
117596,Air that way maintains right height for bird,songthrush,song thrush,container,NORTH EAST,0
135756,Intended to put one's name in a legal document,designed,designed,container,DESIGNED,1
27407,Scumbag in wingless car?,heel,heel,container,HEEL,1
82444,New song about knight in realm of fantasy,narnia,narnia,container,AVALON,0
138922,Nectar: it's spread around top of pork crackling,crepitant,crepitant,container,REPAINTED,0
9203,Swimmer cut grass round hotel,minnow,minnow,container,REEDED,0
80127,"Thought highly of, but always dipping into wine",revered,revered,container,ADMIRED,0
73619,Germany in with broadness of beam,width,width,container,DEPTH,0
86844,Note carrier soaked and all in,wallet,wallet,container,PURSEY,0
64123,Man of the cloth always involved in split,reverend,reverend,container,MINISTER,0
88001,"Inflict a soaking, though partner keeps rain off",marinate,marinate,container,IMPREGNATE,0
115850,"Take part, bagging large total",complete,complete,container,PARTICIPATE,0
78139,Isolates wavy lines between quarters,enisles,enisles,container,ISLANDS,0
62215,Plain sailing finally during month without leadership,ugly,ugly,container,EASE,0
87976,Swallowed piece of pineapple complete outside pub,wateringhole,watering hole,container,OVERFLOWS,0
78760,Tea ladies initially interrupted by exercises in place of worship,chapel,chapel,container,SANCTUM,0
92988,"Gad about, dashing round eastern half of Kyiv",gallivant,gallivant,container,GALLIVANT,1
106980,"Extremes of terror in air - with weapons, treats violently",strongarms,strong arms,container,STRONGARMS,1
50316,Drag prince round university,haul,haul,container,TUGS,0
136488,"""It's stifling in Post Office"", newspaperman snapped",photoed,photoed,container,PHOTOED,1
80574,Part of the UK restricted by offensive discipline,punish,punish,container,REPRIM,0
109173,Pop's spiked with most of whiskey spirits,dryads,dryads,container,DRYADS,1
18720,"Between partners at the table, knock back 'umongous drink",negus,negus,container,NEGUS,1
30023,RAF man sitting inside only console,solace,solace,container,HAVENS,0
65031,Make about a thousand burn,cremate,cremate,container,ESTIMATES,0
13480,Quick to contain injury in dispensary,pharmacy,pharmacy,container,PHARMACY,1
113982,"A lot of explosive, too unstable in the oven",kiloton,kiloton,container,NITROUS,0
18346,Intelligence in Egyptian town centre obliterated by booze,liquor,liquor,container,SPIRIT,0
136265,Drink claiming Australian with large belly,paunch,paunch,container,PAUNCH,1
127525,Revered ring for ace is sunken,hollowed,hollowed,container,SANCTIONED,0
140073,"Business people, a number getting to grips with shattered dreams",tradesmen,tradesmen,container,PROFITEERS,0
105434,Ally has no right to be an evil one,fiend,fiend,container,HELPS,0
66665,Artist right about bird,corot,corot,container,TITAN,0
92963,Leave note in it for mum,quiet,quiet,container,WRITE,0
134054,"Lunatic put away - having admitted mistake, I succeeded",madeagoofit,made a go of it,container,MADEAGOOFIT,1
48976,Drunk? Turf out of employment!,soused,soused,container,REJECT,0
77921,Maiden ensnared by a more desperate stalker?,admirer,admirer,container,ADMIRER,1
86085,Bad part of summer at its height in American city,naughty,naughty,container,WICKED,0
124818,One by one is full of blubber without exception,sweepingly,sweepingly,container,SWEEPINGLY,1
8811,This may bore lawman caught up in affray,bradawl,bradawl,container,BRADAWL,1
10032,"It's key to adult having fun around Hull or Grimsby, say",seaport,seaport,container,HARBOUR,0
103835,"Instruments to put ""p"" into pastries",pipes,pipes,container,PIPES,1
71935,Weakness turned centrist into God,debility,debility,container,DEBILITY,1
56870,Gloomy otologist?,drear,drear,container,BLEAK,0
116299,Gore losing head in journey needs visual aid,floodlight,floodlight,container,FLOODLIGHT,1
36173,Appetite overwhelms commander that will eat everything,locust,locust,container,HUNGER,0
48314,"Currency? Ex officio, the City is included",euro,euro,container,RAND,0
114355,"Grim, beset by considerable smells",odours,odours,container,AROMAS,0
130989,No writer got into a row for a utensil,tinopener,tin opener,container,IRON ROD,0
81191,Parent taking long and lyrical measure,modicum,modicum,container,QUANTUM,0
22538,Line from Pearl Jam covers the lot,parallel,parallel,container,PLATFORM,0
88160,Stock up with helpers in break,replenish,replenish,container,REINFORCE,0
21519,"First of drugs put in place: ecstasy, then dope",sedate,sedate,container,PACIFY,0
138659,Book about killer not yet ready,tocome,to come,container,TOCOME,1
96162,Old instrument and piano at home in collection,spinet,spinet,container,HARPIS,0
134139,Inhales aroma permeating smalls,sniffs,sniffs,container,WAFTED,0
83700,Slough keeps articles enclosed,sheathed,sheathed,container,SHEATHED,1
127544,Deals with crowds holding pacifist back,processes,processes,container,PROCEDURES,0
111940,"Necking drinks, pursue patter",salestalk,sales talk,container,SALESTALK,1
128293,Brown hesitant about growth,swarthy,swarthy,container,SWARTHY,1
68519,Loud insect drowning a request for silence,flashy,flashy,container,FLASHY,1
118931,"Invent stuff, fifty packed in boxes?",telllies,tell lies,container,MAKE UP,0
123292,Bark at idiot in US intelligence,cassia,cassia,container,SPICES,0
43836,"Spectrum of colour, lacking nothing",range,range,container,ARRAY,0
108716,A large number in crazy kerchiefs,bandanas,bandanas,container,QUANTUMS,0
96295,Checks about a hundred Fiats,edicts,edicts,container,EDICTS,1
87035,Swindler tours the borders of Modena,crimson,crimson,container,ROUAGES,0
66085,"I call it sunscreen, externally applied",visitor,visitor,container,VISITOR,1
13524,Tune named after northern Scottish town,nairn,nairn,container,ARDIL,0
138118,"Comparing internal material, knife edges cutting through",likening,likening,container,RELATING,0
10672,Two score win over thousands in nap,fortywinks,forty winks,container,FORTYWINKS,1
5875,City street in comfort,chester,chester,container,RELAXES,0
71014,Singing voice wanting to hedge a bet with more than one melody,contrapuntal,contrapuntal,container,COMPLIMENTARY,0
113381,Woman in high-pressure area within British company,bridget,bridget,container,BRIDGET,1
91939,Locks guarding entrance to Scottish minister's residence,manse,manse,container,MANSE,1
