Index,Clue,Solution,Spaced_Solution,gemma_predicted,llama_solved_answer
57257,Labour to keep arbitrator in clover,trefoil,trefoil,container,TOILERS,0
80682,Left in peace at a square in Madrid,plaza,plaza,container,ALONE,0
60885,Plan to secure new role is adequate,tolerable,tolerable,container,SUFFICE,0
122333,Sweet things in book collection most delightful,nicest,nicest,container,TREATS,0
12474,Responsible for what's inside fuse,behind,behind,container,COREDS,0
52202,"Brought up changes to delete, outlining state",elevated,elevated,container,REVERSE,0
61366,Flinch from having bell in church,cringe,cringe,container,SHRINK,0
1970,"Primate swallows vegetables to satisfy hunger, perhaps",appease,appease,container,GORILLA,0
2724,Frail insect eating a single document,flimsy,flimsy,container,DELICE,0
85826,Grass home for d-devil housing an explosive,indianhemp,indian hemp,container,DEVILGR,0
45774,Fliers distributed; sheet contains mockery,persiflage,persiflage,container,LEAFLET,0
117667,"Moan, if drink's drunk hot",whine,whine,container,WHINE,1
45657,Artist twice entering dock,cubist,cubist,container,WHARFS,0
131162,"Digit's good, dividing number reportedly better",forefinger,forefinger,container,TOETALLY,0
116658,Is card between pair of diamonds swell?,distend,distend,container,SPADES,0
8739,Gather there no getting out of hell,infer,infer,container,HADES,0
141937,Place vessels around large plot,layplans,lay plans,container,ACRE,0
107597,"They grip food, both hands stuffed inside edges",pliers,pliers,container,FORKS,0
142221,"Having coat on boat, catching river fish",mackerel,mackerel,container,SAILING,0
141187,A king boarding plane that's less reliable,flakier,flakier,container,AIRBUS,0
7682,Stake fixed by partners in French city,nantes,nantes,container,PARIS,0
84399,"One saving another animal, implanting organ",deliverer,deliverer,container,DONATOR,0
20821,"Midge swallowed by medic, an artist",durer,durer,container,REMUS,0
87715,Doctor maintained by benefit gets an easy ride,doddle,doddle,container,CABMAN,0
79361,Tenor's heart evident in doleful lament,monody,monody,container,ARIAS,0
68454,Bit good to split seed with first of tools,segment,segment,container,PARTNER,0
64611,Performed by singers restraining novice with a sedative,chloral,chloral,container,SUNGOD,0
91258,Fruitcake's quality was keeping cows in gas,wackiness,wackiness,container,NUTTINESS,0
139161,"What you might need, when at first you spot wasp in apartment",flyswat,flyswat,container,NEEDLE,0
31814,Coward takes in catch coming back in the Med,lebanon,lebanon,container,MEDITER,0
63445,Family member that's wearing glasses,species,species,container,SPECTRE,0
48057,Silver in heavenly ornament,astragal,astragal,container,NECKLACE,0
50596,Green fabric bags I almost go crazy about,ecological,ecological,container,EMERALDS,0
85528,Priest holding bird's bone,femur,femur,container,MINIM,0
139761,In favour of US president sacking Democrat,for,for,container,PRO,0
67491,"Old god not entirely into dance, a wasted evening?",boozeup,booze up,container,IDLE NIGHT,0
114950,Large area runs round European court,hectares,hectares,container,ACREAGE,0
139973,"What solicitor did, brought in to defend international group",importuned,importuned,container,LAWYERED,0
97755,Girl's call about fruit,cherry,cherry,container,LASSIE,0
89985,Avoid bog in river crossing,forfend,forfend,container,AVOIDS,0
98134,"Fish to go off course, one no good getting caught",stingray,stingray,container,STRAYED,0
8449,"Kind of bun, besides, being dunked?",chelsea,chelsea,container,TEACAKE,0
90758,Time in ugly retreats,hideouts,hideouts,container,HOURSIN,0
53347,Period of trouble keeping control of image,april,april,container,REIGN,0
132622,Doc embraces member backing eastern chum,comrade,comrade,container,FRIENDS,0
125566,Upset Poet Laureate during illness,displease,displease,container,INDISPOSE,0
110875,Loan sharks supply drug addicts around the city,usurers,usurers,container,LENDERS,0
77923,A doctor full of filth - potential abuser of patient?,admirer,admirer,container,MEDICAL,0
22005,Old poser showing bit of leg accepting money for kiss,sphinx,sphinx,container,MODELT,0
7467,Pin prick finally punctures needlewoman,skewer,skewer,container,SEAMER,0
26276,"One given bird, gripped by desire for string of offences",crimewave,crime wave,container,PAROLE,0
52308,What's distressing volunteers protecting room full of gold?,trauma,trauma,container,ORDEAL,0
8032,"Couple have right to seperate, that's plain",prairie,prairie,container,APARTS,0
134994,Louisianan prison guards just reduced by half,cajun,cajun,container,ANGOLA,0
140110,Newspaperman about to participate in challenge,dacre,dacre,container,EDITOR,0
84863,FBI agent holding rule to be unsound,flawed,flawed,container,FLAWED,1
74773,Scientist is sick in basket,boffin,boffin,container,EINSTE,0
5211,Crack very visible in bottom of shoe,solve,solve,container,TOESH,0
118552,"Bloody woman holding heads of people and lowering beneath river, perfect",exemplary,exemplary,container,IMPECCABLE,0
20318,Movement of man in hazard,andante,andante,container,PERILS,0
92371,"Note bum note, including note right now",atonce,at once,container,AT ONCE,1
75363,"Melodious piece of English used in Peterborough, formerly",songlike,songlike,container,AIRBLUES,0
103454,Arab channel now received in smart part of London,wadi,wadi,container,ALBA,0
123079,Capital overly protecting the state,tokyo,tokyo,container,ATHENS,0
41874,Charge again to see large duck in show,reload,reload,container,REBILL,0
70444,Preserve weapon a boy found in Eastern state,marmalade,marmalade,container,CONSERVE,0
118536,New student's missing father somewhere in Surrey,esher,esher,container,ADAMS,0
15226,"Canal worker, one doomed to carry fallen idol?",gondolier,gondolier,container,GONDOLIER,1
54103,Girl putting screen round painting,grisaille,grisaille,container,LANDSCAPE,0
67522,Contract put away during evaluation,treaty,treaty,container,RECESS,0
106569,"Society girl embraces friend, a noted fellow",schumann,schumann,container,HIGHLIFE,0
72680,Very important to make everybody sing about a mad man,worldshattering,world shattering,container,EMINEM,0
32410,People accepting alternative hypothesis,theory,theory,container,THEORY,1
124889,Ring in copper polished and protected,cushioned,cushioned,container,COVERING,0
20034,Orthodox geometrical adjective describing a cardinal point,canonical,canonical,container,ORTHOGONAL,0
124294,Nothing wrong in displays - things just seeming to be wrong?,paradoxes,paradoxes,container,ILLUSIONS,0
12257,Portion of object found in article,tithe,tithe,container,PARTS,0
133411,Safe container for tungsten alloy,pewter,pewter,container,TUNGST,0
77134,"Country reflected in outskirts of Brasilia, South American capital",bogota,bogota,container,URUGUAY,0
10628,Solitary individual caught between opposing sides,loner,loner,container,LONER,1
37802,"The top pub in the place, perhaps",pinnacle,pinnacle,container,LOCALITY,0
122407,Red colouring of Minnelli caught in unexpected rain,alizarin,alizarin,container,SCARLET,0
105154,"European seen in London club, a place that attracts many",mecca,mecca,container,MECCA,1
36107,A poet penning nothing on a ship,aboard,aboard,container,ODIST,0
75470,Prevent Alan forsaking star,debar,debar,container,HALTS,0
97615,Bloody beautiful woman secures ring,venous,venous,container,GORGES,0
4335,Cleric rejecting company of cleric,dean,dean,container,ABBE,0
38543,Height of land round ancient city,stature,stature,container,ALTITUDE,0
127470,Chain Hitler's men required to restrain old comedian,starbucks,starbucks,container,CHAINREACTOR,0
129294,"Funny man provides wine, holding party in Africa",hancock,hancock,container,COMEDIAN,0
59575,"One lacking love and pain, sitting in a home",nesting,nesting,container,APATHIC,0
128049,"Mistakes turning up - cold, horrible Geri splitting band",spicegirls,spice girls,container,MISTAKES,0
34978,Advance warning about the foreign taste,predilection,predilection,container,FOREWARNING,0
51282,English lad gathers new wood,ebony,ebony,container,ENGLAND,0
5737,Sailor bitten by little rays,starlight,starlight,container,SUNSTROK,0
104335,Graves possibly enveloped by endless lament in Washington or Berlin,irving,irving,container,TOMBS,0
32874,Sailor entertains son for emperor,tsar,tsar,container,TSAR,1
16670,A shark is certain to be found in the city,usurer,usurer,container,TIGER,0
131187,Scotch queen protected from displaying facial hair,whiskery,whiskery,container,MONARCH,0
128168,Private doctor comes in this month,inmost,inmost,container,GPJUNE,0
108952,Rose drove quickly round the rabble,sprouted,sprouted,container,RUSHED,0
95344,"Cringe to be in debt, going into credit",cower,cower,container,OWES,0
106256,"Trusted friend's name appearing in end of Act I, possibly",confidante,confidante,container,CONFIDANT,0
108069,A number return into stronghold in the van,foremost,foremost,container,REINFORC,0
14900,Refined individual in Holland cleared out,honed,honed,container,DUKE,0
50630,Rapid rise in high spirits - blackleg almost taken in,escalation,escalation,container,ELATION,0
1150,He will be embraced by wildly ardent disciple,adherent,adherent,container,HUGUENOT,0
51326,The bloke's embracing crossword setters' voluptuous women,houris,houris,container,FELONS,0
133270,Silent hiding place for pipe,musette,musette,container,STASHED,0
129967,Kit appears in show with animals - he's no friend of Othello,roderigo,roderigo,container,IAGOPLAY,0
48839,Beer is consumed in passageway,aisle,aisle,container,ALEYS,0
131944,They combine in angry speeches about energy legislation,reactants,reactants,container,DEBATES,0
107388,City needs to give permission to carry document,omsk,omsk,container,OMAN,0
64356,Lying bum flogged modern houses,recumbent,recumbent,container,FIBBERS,0
118597,One called up for floater in river,draftee,draftee,container,OTTER,0
38091,Writer and architect clad in decorative fabric,lawrence,lawrence,container,AUTHORED,0
47745,Weak and ineffective insect swallowed a pair of bees,flabby,flabby,container,FEABLE,0
128298,Vouch about Southey's first rhyme,versify,versify,container,ATTESTS,0
93050,A guard contracts sickness in profusion,affluence,affluence,container,ABUNDANT,0
29586,Distance Tory leader goes into pond,metre,metre,container,MILEO,0
93997,Earth on limb in part that makes footballers go down,relegation,relegation,container,LANDSLIDE,0
129692,Stale when married? That's about right,tired,tired,container,HUSBAND,0
56287,"Close to Sidney, half-disguised in a meeting",beside,beside,container,NEARBY,0
141975,Keeping any driver from parking bum in ringside seat,pedestrianising,pedestrianising,container,RESERVATIONS,0
55990,Creature in river?,hippo,hippo,container,OTTER,0
23337,Officer is eating meat of antelope,chamois,chamois,container,ELANDS,0
35223,Aimlessly draw benefit after swallowing overdose,doodle,doodle,container,DRIFT,0
122143,Snack done perfectly that is providing sandwich for son,toastie,toastie,container,TEASAND,0
139725,"Increasingly nervous, one pierces top",jumpier,jumpier,container,TREPID,0
84805,Soldier enters top twenty in France,chartres,chartres,container,SERGEANT,0
20514,Instructive tale about academic not beyond forgiveness,pardonable,pardonable,container,PARABLES,0
34327,"If cold in the country, use this fur",chinchilla,chinchilla,container,SABLECOAT,0
85730,Personnel including family groupings back in the Renaissance,rebirth,rebirth,container,STAFFS,0
36075,Swine has large following in capital,belfast,belfast,container,PIGMENT,0
10056,Every bill coming in he sent back,each,each,container,SEND,0
35905,Penny-pinching meal's great,super,super,container,MEALS,0
2996,Wise man conceals women's article in Dorset,swanage,swanage,container,SAGEST,0
2694,"Marked and marked, keeping one constant",noticed,noticed,container,NOTATED,0
34108,Old uncle embraces Anglican compere,emcee,emcee,container,EMCEE,1
5154,Anteater buried nose initially inside one climbing,echidna,echidna,container,ARBOUR,0
124649,Cockscombs getting time off in civil service,crests,crests,container,CIVICS,0
111969,Little creature goes in to road engineer,telford,telford,container,BADGER,0
138385,"Produced positives and negatives when treated as a celebrity, going topless?",ionised,ionised,container,DEVELOP,0
125594,Relation bitten by wild dog - almost frightening!,daunting,daunting,container,COUSINS,0
30708,Politician protected by first-class defence,alibi,alibi,container,MINCE,0
27726,Literary giant in the cave of Trophonius,despair,despair,container,ORACLE,0
90319,Left in charge but run away,flee,flee,container,ELOP,0
61139,Muffler quietly placed between auditory orifices,earplug,earplug,container,SILENCER,0
40600,Florida resort without a role for a soprano,mimi,mimi,container,KEYS,0
67348,Backtrack with Poles moving in …,sponsor,sponsor,container,RETRACE,0
75132,French city or town Austrian leader captured,orleans,orleans,container,VIENNA,0
16695,Friar Tuck runs into trouble,brother,brother,container,FRATERN,0
119505,Sea god suppressing yen to attempt seduction,tryiton,try it on,container,NEA AT,0
111452,Knight risked capturing Stuart queen,banneret,banneret,container,SIRWALTER,0
47008,Pig's head in cream - recipe sent back by member of class,reptile,reptile,container,CRANIUM,0
98988,Trouble in bed? Politician's nail breaks,complaint,complaint,container,TOENAILS,0
31555,"Trudge past Ireland, land not visible in a storm",traipse,traipse,container,SLOGGED,0
91002,A rook nested in smaller species' overcrowded area,warren,warren,container,CROWDED,0
37943,"Followed girl, within reason",ensued,ensued,container,REASON,0
127737,Vehicle wound round a bird,salooncar,saloon car,container,CAR ROUND,0
90489,Skilled amateur in union creating scene,tableau,tableau,container,ARTISAN,0
69264,Something to serve as intelligence about the sovereign,writ,writ,container,REGI,0
109915,Go without a garment in parody,travesty,travesty,container,SPOOFED,0
42513,Learner encountered bad weather in driving area,trainee,trainee,container,STUDENT,0
132478,How much of the main substance is present? It's madness to include lithium,salinity,salinity,container,PERCENT,0
119723,After start of play lady embraces man in the gods,pantheon,pantheon,container,GALLERIA,0
25867,"Look, chaps - round, juicy fruit!",melon,melon,container,PEACH,0
12371,Hoop of iron - not the orthodox form,fringe,fringe,container,FERRULE,0
12819,Old people entertaining Latin soothsayer,oracle,oracle,container,SENORS,0
82848,"Pour drink, leaving a bit of sediment in the top part",descant,descant,container,DECANTS,0
76236,Soldier tucked into old crone's dish,haggis,haggis,container,WARLOCK,0
133614,Drunkard scoffs extremely luscious desserts in biannual events,solstices,solstices,container,TOPIINGS,0
139994,Lifts paper he's holding,hefts,hefts,container,RAISES,0
41998,Uproar about one's bill,noise,noise,container,ADMAN,0
73359,Catty remark about a party in a field,meadow,meadow,container,MEOWED,0
101749,The Queen installing a swimming pool in a sacred spot,halidom,halidom,container,SANCTA,0
48774,A Liberal in prison,caliban,caliban,container,LABOUR,0
47214,Rotten theologian in crooked deal,addled,addled,container,PRIEST,0
81507,Chuck set about old clergyman? That's badly done!,shoddy,shoddy,container,REMISS,0
36341,One dressed in black: flipping stoned mourner?,niobe,niobe,container,MOURN,0
117765,Will find postal order in one's wallet,purpose,purpose,container,LOCATE,0
118612,Upholders of glass ceiling are on board,sexists,sexists,container,STEWARDS,0
135737,Love sex from behind hugging old singer's wife,yokoono,yoko ono,container,ELVIS,0
10870,"Alluring, full of Eastern sparkle",gleam,gleam,container,GLAMO,0
82468,Rookie wearing militia's diving gear,scuba,scuba,container,NEATO,0
120427,First lady wears clothes of satin - they were magnificent in the film,seven,seven,container,SATIN,0
7251,Spirit captures wild gnu in swamp,engulf,engulf,container,GENIES,0
75268,Advantage securing a judge in contact with ground level,barefoot,barefoot,container,LEVERAGE,0
74411,Refusal of agreement to keep Irish province,denial,denial,container,ULSTER,0
69160,"Money once pocketed by runner sent back, it's learned",educated,educated,container,EARNED,0
35683,Sound smack around whelp's head,twang,twang,container,SLAPS,0
91211,Top worn by a barbarian,beast,beast,container,TUNIC,0
52867,Old ascetic drinks cold spirits,essence,essence,container,HERMIT,0
44539,American coach keeps bill for calculator,abacus,abacus,container,ABACUS,1
18522,"No parking in front of club, say",utter,utter,container,BANCS,0
36703,"Not late, but nearly lost a point",early,early,container,EARLY,1
127562,Old houses terribly dry east of Edinburgh's outskirts - so dry,dehydrated,dehydrated,container,DESICCATE,0
88637,He won't get out quickly with one iron in both hands,lifer,lifer,container,IRONER,0
43999,Smash hit enthralling an island republic,haiti,haiti,container,HITLER,0
19766,German city circulating a list of necessities,essentials,essentials,container,ESSENCE,0
3600,Make a fuss about the centre of Dartmouth - a Devonshire speciality,creamtea,cream tea,container,DARTMO,0
2071,Novice appears in the Seraglio in New York,harlem,harlem,container,TYROONE,0
17375,Scribe has last word about a new university attended by relative,amanuensis,amanuensis,container,SECRETARY,0
89966,"West going north trapped by minor crush, easily sickened",squeamish,squeamish,container,QUEASILY,0
24443,"Triumphant cry, eclipsing old record top mark",alpha,alpha,container,HOORAY,0
138902,"I punch counter, grabbing hot veggie snack",bhaji,bhaji,container,PUNCH,0
38472,Mug against accepting love token,coupon,coupon,container,MUGGER,0
67449,Priest taking musical toy round city in Michigan,kalamazoo,kalamazoo,container,PASTORS,0
12804,Moralist girl entertained by joke,puritan,puritan,container,ETHICS,0
2605,Right to include one in cultural curio,rarity,rarity,container,RELICS,0
138371,Political supporter's note secured in advance,commie,commie,container,DONORS,0
80246,"Imagines one goes out with potential partners, trapping a quarter",ideates,ideates,container,DREAMT,0
35997,Wickedness? What's boring about wickedness?,devilry,devilry,container,EVILDO,0
14685,"Drunk left in the end, cut short",blotto,blotto,container,TIPPLE,0
39516,"Stream let out, rising again",resurgent,resurgent,container,RIVERED,0
106264,Number of political leaders won't admit embracing Conservative inclination,tendency,tendency,container,TENDENCY,1
32193,One's getting in support to carry on the fight,resist,resist,container,AIDERS,0
62132,Restraint that's surprising after company stops one retiring,economy,economy,container,DAMPER,0
82461,Quiet inside with sergeant major outside,stumm,stumm,container,INNER,0
48999,"Indication of intelligence in, for example, this coterie",clique,clique,container,CLUES,0
120763,Lots of celebrations outside Japanese school,dozens,dozens,container,PARTIES,0
37074,Taste before consuming popular fruit,tangerine,tangerine,container,SAMPLES,0
101036,Flourishes as spring comes in,abounds,abounds,container,BLOOMS,0
45844,Joke about money results in student's punishment,gating,gating,container,FINES,0
101271,One wanders round hospital for waste containers,ashtrays,ashtrays,container,BEDPANS,0
69217,Horse's rump given whip around third part of course,croup,croup,container,CRUMP,0
66687,Record answer given by councillor entering race,transcribe,transcribe,container,COUNCILER,0
30810,Innocent one in church body,naive,naive,container,ALTAR,0
137757,Browned dish - stuff with posh filling,saute,saute,container,TORTA,0
125181,One who struggles with pages in larger novel,grappler,grappler,container,AUTHORS,0
35703,"Food, hot beef sandwiches",chow,chow,container,EATS,0
83467,"Old lover, informal clothes, topless, far from erotic",asexual,asexual,container,EXLOVER,0
135078,Migrants are found in boat,tuareg,tuareg,container,RAFTER,0
121496,Boy interrupted by horrible woman was nervous,twitched,twitched,container,HISTRION,0
9035,Show time in the butler's room,pageantry,pageantry,container,PANTOMIME,0
72172,Nice expensive copy inside - not so expensive,cheaper,cheaper,container,PRICIER,0
19382,Unique shellfish sailor discarded,alone,alone,container,CLAMS,0
135053,Drum one doctor found in short story,timbal,timbal,container,TUBADOR,0
20513,Bible story about fellow deserving forgiveness,pardonable,pardonable,container,PARABLES,0
82703,"The Spanish, say, take time out to find a deputy",delegate,delegate,container,VIZIERES,0
134545,"Lower position defining party, a dinosaur",diplodocus,diplodocus,container,LOWERING,0
121007,Youngster from Australia secures place for Ashes tour,journey,journey,container,LADDER,0
53755,Condescend to include second arrangement of lines or shapes,design,design,container,DESCEND,0
92827,"Relating to the elements, reaching exciting conclusions once carbon's extracted",climatic,climatic,container,METEORIC,0
11088,Bird discovered by dramatist outside Los Angeles,ortolan,ortolan,container,ROADRUN,0
39219,"Study in group including, leading politician",inspect,inspect,container,SEMINAR,0
33811,A singular error masks good attribute,assign,assign,container,VIRTUE,0
96084,Country retreat to house a senior churchman,ruraldean,rural dean,container,MANSE HOUSE,0
37360,"After climbing, broadcaster screens running for ages",yonks,yonks,container,BBCES,0
44091,On the lookout for six pounds invested in big one,vigilant,vigilant,container,VIGILANT,1
69250,"Depressed and, swallowing hard stuff, expired",dispirited,dispirited,container,DEJECTED,0
105877,South African doctor brought in by military aircraft,bomber,bomber,container,MEDICS,0
105189,Vehicle runs into parrot,lorry,lorry,container,CARAT,0
10036,Bank stopping competition to make big profits,cleanup,clean up,container,MONOP,0
67056,Ratty and Mole holding up a pick-up truck,petulant,petulant,container,TOYOTA,0
79446,Emperor's function to keep rule in India,trajan,trajan,container,RAJAH,0
38647,Restrain third man outside hospital,chain,chain,container,CURB,0
35926,Fish a politician found in cabin,halibut,halibut,container,TROUT,0
33213,Temporary home for cheeky kids without boundaries,camp,camp,container,TENT,0
16510,"Callas losing head in ""Your tiny hand is frozen""?",aria,aria,container,ARIA,1
60680,A lot of pain keeping a chair for an unwanted guest,tapeworm,tapeworm,container,ACHING,0
66615,Madonna with Child in stonework,masonry,masonry,container,MADONNA,0
12168,Anglican keeps rodent in chest,crate,crate,container,PRIEST,0
76679,Call for energy in mountain climb,plea,plea,container,YELL,0
70489,Swiss food man's consumed right before,gruyere,gruyere,container,FONDUE,0
20915,Diver finding short answer in business combine,merganser,merganser,container,SYNDICATE,0
13312,Person in support of leader,pioneer,pioneer,container,BACKER,0
124486,British in contest felt atmosphere,vibe,vibe,container,AIRS,0
71027,Government adopts trade union legislation,statute,statute,container,ENACTS,0
93734,"Small group covering article in soil, turned over",triad,triad,container,CLODS,0
18511,"Golf club lacks parking, say",utter,utter,container,IRONS,0
131331,Lincoln's habit of putting everything into the other thing?,tallhat,tall hat,container,HAB IT,0
89808,"In confines of space, weightless? Drift off",snooze,snooze,container,ASLEEP,0
36505,Penny goes into market for a while,spell,spell,container,CENTS,0
4818,Relative English written in French resort,niece,niece,container,UNCLE,0
97861,"Leaving university, coming out with this?",debt,debt,container,DEGS,0
10399,Say there's nothing in immorality,voice,voice,container,SAYSO,0
45004,Energy input to something growing in the earth?,planet,planet,container,ROOTS,0
130793,Everything seized by Asiatic invader thrown over ravine,nullah,nullah,container,LOOTED,0
86651,"Expand highway to be inside bend, nearly",broaden,broaden,container,ENLARGE,0
44426,Don't have a place for rubbish outside the station,abstain,abstain,container,DEPOTS,0
124256,"Ultimate in rejection that hurts, partners claimed something unique",nonsuch,nonsuch,container,PAINFUL,0
123041,"Puzzle is Boatman's tale: love lost, embracing life at last",mystery,mystery,container,ENIGMA,0
38266,Cuts little bits of enamel article into flower,teethes,teethes,container,DAISIES,0
74075,Foreign money found in scrap by chance,atrandom,at random,container,LUCKY,0
72484,We object - A&E's good in practice,usage,usage,container,EXCEL,0
47294,Earnestly ask what's inside nest in tree,beseech,beseech,container,INQUIRE,0
89159,Way to cook potatoes required game inside,duchesse,duchesse,container,BOILERS,0
99484,Imagine old favourite catching cold,expect,expect,container,CONJUR,0
95917,Farm animal in support bandage looking bad-tempered,scowling,scowling,container,BULLISH,0
117823,Quiet girl holds record,repose,repose,container,SILENT,0
25023,Pick up article in valley,glean,glean,container,GLEBE,0
22095,Footwear worn by English stars,bootes,bootes,container,SHOES,0
69698,Unknown taken in by eccentric man that can be taught to speak,myna,myna,container,PARRO,0
89355,Like sick child keen to hug provider of books,croupy,croupy,container,BOOKIE,0
96072,"Boy carries small change for a Euro, which is odd",eccentric,eccentric,container,EUROCENTS,0
134451,Solitary man guarding front of goal going into extra time,longer,longer,container,LONER,0
39376,Exciting excursion for a fellow in women's clothing,safari,safari,container,TRIPER,0
95601,Agricultural equipment's loose ends in pub,baler,baler,container,PLUGH,0
42620,Smack with Ecstasy kept under the hatches,below,below,container,STASH,0
99873,Protection for a king in love,armour,armour,container,CROWN,0
69510,Child to accept sign of disapproval as well,toboot,to boot,container,NO GO,0
25995,In the dark about knight wearing regimentals,uninformed,uninformed,container,IGNORANT,0
132932,Suspect it's injected to prepare for a reaction,sensitise,sensitise,container,SUSPECT,0
108436,Put sparkle into receding Fenland river around some villages,enliven,enliven,container,GITTER,0
86360,"Forceful strain, including Thatcher first and last",strong,strong,container,TENORS,0
130102,A cur ill-disposed to get into festivity - more so than usual,particularly,particularly,container,PARTIESMORE,0
69860,Composer cutting out four characters in opera,tosca,tosca,container,MOZART,0
81626,Tailless predator that flies round America goes to European city,lausanne,lausanne,container,HAWKPARIS,0
125871,"They expose limbs, given sweets - is drink included?",miniskirts,miniskirts,container,TREACLEERS,0
36474,"West's out of season, getting put into a hole",inter,inter,container,WINTER,0
87247,Assurance from a doctor about pallor in odd places,aplomb,aplomb,container,DOCTORS,0
139611,"Acting, but troubled inside and lacking confidence",doubting,doubting,container,UNACTORS,0
6104,Start consuming a meal,launch,launch,container,EATERS,0
54684,Mark climbing positions beset by bad omens,semicolon,semicolon,container,PORTENTS,0
30542,Jaws about first Egyptian pyramid builder,cheops,cheops,container,IMHOTEP,0
47597,Student of the sun absorbing extremes of temperature,scholar,scholar,container,SOLARIS,0
37561,Team in Ireland jogged and avoided special preparation,elixir,elixir,container,RUNOUT,0
130284,"Dogs consuming bit of fruit - beginning to eat, they expel gas in America",tailpipes,tailpipes,container,HOTDOGS,0
117467,Noise as a geek secures the cross-channel server,dinnerlady,dinner lady,container,NERD WEB,0
70872,Knowledge about a hot place in Pakistan,lahore,lahore,container,SINDHIA,0
18198,Old jerk in time for peep show?,erotica,erotica,container,PEEPSHOW,0
117764,Aim to find money bag outside post office,purpose,purpose,container,PURPOSE,1
32004,Dear little rodent coming back into place of rest,beloved,beloved,container,DEARMOUSE,0
27897,Looked hard about m-me as I did so?,stammered,stammered,container,REFLECTED,0
106412,Snoops around for sign of Zorro's treasures,prizes,prizes,container,LOOTS,0
135906,Worry about Tory leader joining large organisation restricting free trade,cartel,cartel,container,PROTE,0
136454,Extra papers in the Guardian,wide,wide,container,IONS,0
29869,"Soldier involved with girl, which is painful",angina,angina,container,ACHES,0
90465,Deprived of feather (initially) in cap,bereft,bereft,container,PLUMED,0
84473,Gives access to passages round mountain top,admits,admits,container,USHERS,0
29630,"Greed is a weakness, a redhead admitted",avarice,avarice,container,AVARICE,1
126522,Descent of Democrat excluded from transfer of power,evolution,evolution,container,DEVOLUTION,0
18054,Waif shows vital energy when boarding vessel,urchin,urchin,container,LIFEFU,0
69849,Expression of surprise about a publication in Ulster,omagh,omagh,container,OHION,0
40432,Study that is occupied by archdeacon with New Testament handy,convenient,convenient,container,SCRIPTORY,0
110556,"Well woman visits teacher, missing a university",gusher,gusher,container,NUNNED,0
26830,Object when wearing torn clothing,raiment,raiment,container,DEMURER,0
56328,"With, for example, outside influence",sway,sway,container,WITH,0
35408,"Drive mad queen into jeopardy, almost",derange,derange,container,DERANGE,1
116490,"Without help at first, is unable to sing",chant,chant,container,ALONE,0
53293,"Robbed a craftsman, holding up a series of shops",arcade,arcade,container,FLEEC,0
79362,"One quarter into gloomy, mournful song by soloist",monody,monody,container,LAMENT,0
82514,"Heartless love, something superficial and hard about it",callous,callous,container,CALLOUS,1
81907,Bread gets left inside jar,clash,clash,container,LOAFS,0
77274,"""John holds me"" - this leads to correction or clarification",imean,i mean,container,IAME,0
17590,Sturdy old banger's bonnet covered in iron oxide,robust,robust,container,RUSTY,0
91859,"Scorer of double hat trick, entertaining pinnacle of Elland Road",verdi,verdi,container,LEEDS,0
878,Quote cut during actual performance,recital,recital,container,REHEARS,0
48594,It's hard to understand a goody getting right into evil behaviour,abstruse,abstruse,container,GOODNESS,0
20370,He endeavours to sit astride horse and set off,trigger,trigger,container,HORSEMAN,0
134355,Spending two days gardening with inside knowledge,weekending,weekending,container,WEEDINGS,0
52416,Wild animal best caged initially when on board,bobcat,bobcat,container,BEASTS,0
28331,Something causing wound? Material initially sent up includes absorbent fabric,splinter,splinter,container,BANDAGE,0
114467,Records including your old string players,lyrists,lyrists,container,VIOLINS,0
2258,Hinted setter's bed contains a lot of bugs,implicit,implicit,container,HINTERS,0
29634,A right in a wrong is still a wrong,avarice,avarice,container,AWRIGHT,0
25868,People about to see fruit,melon,melon,container,PEOPLE,0
65503,Critic sounds full of disgust at the bloodshed,slaughter,slaughter,container,REVIEWER,0
69303,Discriminatory fifth-rankers catching seventh note,elitist,elitist,container,RACISTS,0
66563,"Swiss banker consumes carved roast, being a man of taste",gastronome,gastronome,container,CONNOISSEUR,0
112392,Spot representative in stately home,pimple,pimple,container,ESTATE,0
651,Love in its present form is a bit green,oasis,oasis,container,OLIVE,0
54907,Head grasps the point: make it stick,paste,paste,container,ADHER,0
104906,"First man on planet keeps side, which is to the left",marxism,marxism,container,ADAMANT,0
35,Article involving misrepresentation of foreigner,alien,alien,container,ALIEN,1
117596,Air that way maintains right height for bird,songthrush,song thrush,container,ALBATROSS,0
135756,Intended to put one's name in a legal document,designed,designed,container,SIGNING,0
27407,Scumbag in wingless car?,heel,heel,container,RODS,0
82444,New song about knight in realm of fantasy,narnia,narnia,container,DRAGON,0
138922,Nectar: it's spread around top of pork crackling,crepitant,crepitant,container,GLAZINGS,0
9203,Swimmer cut grass round hotel,minnow,minnow,container,OTTERS,0
80127,"Thought highly of, but always dipping into wine",revered,revered,container,ESTEEM,0
73619,Germany in with broadness of beam,width,width,container,DEBIT,0
86844,Note carrier soaked and all in,wallet,wallet,container,STANCH,0
64123,Man of the cloth always involved in split,reverend,reverend,container,PRIESTLY,0
88001,"Inflict a soaking, though partner keeps rain off",marinate,marinate,container,DRENCHES,0
115850,"Take part, bagging large total",complete,complete,container,PARTAKE,0
78139,Isolates wavy lines between quarters,enisles,enisles,container,INSULAE,0
62215,Plain sailing finally during month without leadership,ugly,ugly,container,EASE,0
