Index,Clue,Solution,Spaced_Solution,gemma_predicted,gemma_solved_answer
133384,Stressed but having fewer wrinkles than you should?,underlined,underlined,double definition,DISTRESSED,0
92737,Becomes engaged in predicaments,plights,plights,double definition,PLIGHTS,1
124619,Psychiatrists? They're all savages,headshrinkers,headshrinkers,double definition,HEAD SHRINKERS,1
53843,Type of green,emerald,emerald,double definition,LETTUCE,0
76662,"Bob Marley, for example, could be a star",rasta,rasta,double definition,RASTA,1
104740,"Order, mostly seen in this clue",comma,comma,double definition,ORDER,0
133352,Butterfly to emulate uroboros?,swallowtail,swallowtail,double definition,SWALLOWTAIL,1
92822,What are you doing here?,crossword,crossword,double definition,STATIONED,0
35910,Wonderful boss,super,super,double definition,SUPER,1
50041,"""Bullets""",ammo,ammo,double definition,DOTS,0
126552,Dried fruit shapes,prunes,prunes,double definition,PRUNES,1
125526,You'd feel better without them!,gloves,gloves,double definition,THORNS,0
76641,Way to get through Fathers and Sons,pass,pass,double definition,READ,0
69559,Once a public transport industry,diligence,diligence,double definition,DILIGENCE,1
89861,Small town dropout,dorp,dorp,double definition,STOP,0
988,French master responsible for courses,chef,chef,double definition,CHEF,1
58426,Such tolerance may be a matter of degree,latitude,latitude,double definition,LATITUDE,1
25638,It may be put on disc,identity,identity,double definition,BRAKEPAD,0
105529,"Come on, tell me what to do with unpalatable food!",spititout,spit it out,double definition,SPIT IT OUT,1
3287,"It's OK, there's no one left",allright,all right,double definition,ALL CLEAR,0
13896,They have small parts in a big picture,insets,insets,double definition,MOSAIC,0
132352,Youngsters bound to get along with them,pogosticks,pogo sticks,double definition,KIDS GLOVES,0
120088,Wicked woman caught using traps,witch,witch,double definition,SNARE,0
60856,Thatcher's a nonentity,society,society,double definition,STRAWMAN,0
27953,African leader is number one in France,moi,moi,double definition,UNO,0
64672,Triumvirate running the tundra?,troika,troika,double definition,TROIKA,1
53302,"Where stout, diet?",local,local,double definition,STATE,0
18125,Underactive German worker is no longer needed,redundant,redundant,double definition,REDUNDANT,1
42363,Answer to this clue should be clearly stated,putacross,put across,double definition,THE ANSWER,0
91692,Performance killing act,execution,execution,double definition,EXECUTION,1
76471,Flag lifting device,jack,jack,double definition,JACK,1
78383,Another setback as the result of stiff breeze?,freshblow,fresh blow,double definition,KNOCK BACK,0
40987,Stone provides a barrier,agate,agate,double definition,BLOCK,0
5824,Get up in a lift,raise,raise,double definition,RAISE,1
19265,Not carrying anything one shouldn't? Absolutely!,clean,clean,double definition,CLEAN,1
19108,Submit a return,yield,yield,double definition,YIELD,1
99538,"Prune - or another fruit, we hear",pare,pare,double definition,PARE,1
4159,Bird (not strong) found on Scottish island,inch,inch,double definition,SKUA,0
37775,In theory he wants the best,idealist,idealist,double definition,IDEALIST,1
40866,Manages to provide clothing for priests,copes,copes,double definition,COPES,1
42887,The usual ones are likely to be the first taken in,suspects,suspects,double definition,REGULARS,0
83495,One in the eye for an unwilling school creeper?,pupil,pupil,double definition,PUPIL,1
59260,Fungal pattern,mould,mould,double definition,MOULD,1
1956,Man to cheat on bird,rook,rook,double definition,ROBIN,0
6976,Open to defeat,undo,undo,double definition,ROUT,0
97443,Flower book,annual,annual,double definition,ROSARY,0
124115,Doubled over and collapsed,foldedup,folded up,double definition,FOLDED UP,1
29991,Ace intro for sales pitch,star,star,double definition,SOAP,0
16426,Recommend a defender,advocate,advocate,double definition,ADVOCATE,1
82222,On which to stick the sick brick,stretcher,stretcher,double definition,CORKBOARD,0
77887,State in Midwest,maine,maine,double definition,OHIO,0
115110,Finger the back of a book,index,index,double definition,INDEX,1
108316,He removes his customers,taxidriver,taxi driver,double definition,TAXI DRIVER,1
26733,"Senior slip, perhaps, dropping two",elder,elder,double definition,ELDER,1
31641,Made to smile by a thought?,amused,amused,double definition,AMUSED,1
41438,Baptismal name(s) given to an invader,norman,norman,double definition,RAIDER,0
119320,Numbers among European aristocracy,counts,counts,double definition,COUNTS,1
98356,Army command prepare for war,orderarms,order arms,double definition,ORDER ARMS,1
111565,Critical point of eating a biscuit,crunch,crunch,double definition,CRISIS,0
133055,Fisherman who does will be more pleased than the boatman,catchesacrab,catches a crab,double definition,CATCHES A HAUL,0
129846,"Openings to dressers, offices or rooms, say",doors,doors,double definition,DOORS,1
26988,"No point, darling",love,love,double definition,DEAR,0
4157,Little distance from island,inch,inch,double definition,INCH,1
76036,Mail steamer,packet,packet,double definition,POSTER,0
86099,Drinking song?,round,round,double definition,SHANTY,0
2888,Indicator of some aggravation,needle,needle,double definition,STRESS,0
62988,Architect's plan for advancement,elevation,elevation,double definition,STAIRCASE,0
32660,Dance? Did I step on your foot?,excuseme,excuse me,double definition,DANCED ON,0
127431,Are they responsible for many bad things?,devils,devils,double definition,ERRORS,0
56213,How this word goes in,downwards,downwards,double definition,INSERTION,0
6135,"Blunder, if this worn in summer?",muff,muff,double definition,SLIP,0
134857,Jumps on fools,mugs,mugs,double definition,SAPS,0
886,"Being this, he is leaving the land",testate,testate,double definition,EMIGREE,0
41693,Cats in the pound?,ounces,ounces,double definition,LITTER,0
15666,"He hits you, you're smitten!",eros,eros,double definition,AMOR,0
6093,Stops goals,ends,ends,double definition,ENDS,1
33636,Reason traditionally lost at Oxford,cause,cause,double definition,SENSE,0
71765,Belts from old clothes,clouts,clouts,double definition,STRIPS,0
59149,Give a signal and slow down,flag,flag,double definition,FLAG,1
104855,"Squandered University award, we hear",blew,blew,double definition,BLEW,1
32618,Picture not painted by Landseer?,seascape,seascape,double definition,LANDSCAPE,0
27647,"Showed respect for an old lady, but insulted a young one",stoodup,stood up,double definition,CURTSEY,0
116881,Generous party member …,liberal,liberal,double definition,LIBERAL,1
129417,Natural dwarfishness?,undergrowth,undergrowth,double definition,MINIATURISM,0
91722,Crew said it's likely to be passed at Chiswick,eyot,eyot,double definition,FOUR,0
809,Charge call to account,arraign,arraign,double definition,INVOICE,0
105691,Part of town public steers clear of,outskirts,outskirts,double definition,TOWNSHIPS,0
8931,Cliché of a hi-fi buff,stereotype,stereotype,double definition,STEREOTYPE,1
44673,Programming language that's good at compression?,python,python,double definition,PYTHON,1
46248,Female subject of an old song cycle,daisy,daisy,double definition,DIANA,0
99632,Please let's have a non-CFC deodorant!,rollon,roll on,double definition,PASS IT,0
128691,Again ask for employment to gain work,reapply,reapply,double definition,REAPPLY,1
6084,Suspends only half of one's objectives,ends,ends,double definition,AIMS,0
48140,"Disreputable, extremely short, wasn't standing up straight",louche,louche,double definition,LISTED,0
41487,Use the office keys?,type,type,double definition,TYPE,1
47654,To drill can be tedious,boring,boring,double definition,BORING,1
81411,Wine to show a bit of leg,hock,hock,double definition,PORT,0
92516,Pass on:,colon,colon,double definition,RELAY,0
15272,"In the main, this calf is dangerous",iceberg,iceberg,double definition,SEACALF,0
44251,"Bumpy, therefore odd?",uneven,uneven,double definition,UNEVEN,1
88280,Getting to the end of this exhausts one's patience,tether,tether,double definition,TRIALS,0
115632,Uncommon feature of British society,royalty,royalty,double definition,SPECIAL,0
131794,Coolers designed to hold a small criminal?,minibars,minibars,double definition,CHILLERS,0
29972,Big name appears nightly,star,star,double definition,STAR,1
73611,Matched and dispatched?,mated,mated,double definition,SLAIN,0
80766,He'll tak ye tae the quarry,gillie,gillie,double definition,HUNTER,0
60056,"A match for ""Thus Spake Zoroaster""",avesta,avesta,double definition,KINDLE,0
84729,Demolish Humpty-Dumpty's so convincing argument,knockdown,knock down,double definition,SOLID CASE,0
13542,Whip used to enforce this community service?,partyline,party line,double definition,PARTY LINE,1
31134,Land on one's head?,panama,panama,double definition,ISLAND,0
35792,Target someone who is relatively friendly?,auntsally,aunt sally,double definition,SOFT TOUCH,0
10330,"Paradoxically, it could be best!",worst,worst,double definition,WORST,1
12387,"Bound by discretion, one is silent",tacit,tacit,double definition,TACIT,1
9758,They're used to create curls and waves,rollers,rollers,double definition,CURLERS,0
64733,"Lacking inspiration, he goes for a walk",pedestrian,pedestrian,double definition,SPIRITLESS,0
508,Stage directors in groups,boards,boards,double definition,BODIES,0
4537,"Fuzzy, not very fit",ague,ague,double definition,SOFT,0
21741,"Male/female, evenly distributed",evelyn,evelyn,double definition,MESHED,0
68296,Take encouragement in comfort,cheerup,cheer up,double definition,CHEER UP,1
137739,Lock worker's increase in scale,friseur,friseur,double definition,UPSCALE,0
83739,Legislation that went against the grain,cornlaws,corn laws,double definition,CORN LAWS,1
27101,Pretty short message,twee,twee,double definition,CUTE,0
14967,Oxford banker,isis,isis,double definition,ISIS,1
133402,Set one's sights higher and improve,lookup,look up,double definition,STEP UP,0
57233,Communicating off the field,intouch,in touch,double definition,IN TOUCH,1
110247,Not much to drink (much less than a full finger in fact),thimbleful,thimbleful,double definition,THIMBLEFUL,1
17936,Re-used cover of previous issue?,handmedown,hand me down,double definition,HAND ME DOWN,1
5317,"Carriage axle bush, for instance",bearing,bearing,double definition,BEARING,1
125627,Alpine flower,glacier,glacier,double definition,GENTIAN,0
87658,Painter appeared first - this followed!,camera,camera,double definition,SECOND,0
5991,Dog without lead finding some balls,over,over,double definition,ORBS,0
119570,Boatman's a little troubled in the head,salt,salt,double definition,OARS,0
127217,Fruits singularly not given by uncaring types,figs,figs,double definition,COLD,0
102111,What gets to stick when one's terribly hot in it?,clothing,clothing,double definition,SWEATBOX,0
13732,Golfing connections,links,links,double definition,LINKS,1
85032,Annexe's relieved state?,extension,extension,double definition,EXTENSION,1
12436,Nervous performing at the Fringe?,onedge,on edge,double definition,ON EDGE,1
18488,Literary props,bookends,book ends,double definition,BOOK ENDS,1
19315,Flight departure,retreat,retreat,double definition,TAKEOFF,0
19277,"Change sides, which is a bad thing",defect,defect,double definition,DEFECT,1
115311,"Divorced, eh? Good news for one in for the long term",freepardon,free pardon,double definition,LIFE SENTENCE,0
74020,Age span,period,period,double definition,PERIOD,1
78925,Naturally good leg-spinners,spiders,spiders,double definition,SPIDERS,1
575,Fixed quantity in firm,constant,constant,double definition,CONSTANT,1
94721,Ruth left Bedlam,babel,babel,double definition,CHAOS,0
29337,Ventilation for the gallery,louvre,louvre,double definition,AIRING,0
98413,Black rhyme for Greene's coloured boy,inky,inky,double definition,BLUE,0
35599,Bird with no head for danger?,ostrich,ostrich,double definition,HAZARDS,0
2518,Longs for young ladies,misses,misses,double definition,MISSES,1
133690,What Newgate is for Dickens,oldnick,old nick,double definition,THE GAOL,0
7962,Where reels of film may be seen - or heard,cannes,cannes,double definition,CINEMA,0
137560,Line clippers?,clothespegs,clothes pegs,double definition,SAILING SHIP,0
118779,Have a go at bird,snipe,snipe,double definition,S-T-A-B-S,0
52450,Late train?,cortege,cortege,double definition,CORTEGE,1
56767,Training vessel for aspiring officers?,cadetship,cadetship,double definition,CADETSHIP,1
38460,Tells these jokes,cracks,cracks,double definition,CRACKS,1
44921,Sounds like what you might need,atissue,a tissue,double definition,A SCENT,0
51340,Sort of policy for the Lib-Dems?,thirdparty,third party,double definition,THIRD PARTY,1
16990,A certain success is not affected …,natural,natural,double definition,SUREWIN,0
3727,Dickensian dance,twist,twist,double definition,WALTZ,0
21115,"Mature, or mature to a point",ripen,ripen,double definition,S-H-A-R-P,0
80854,Prince with more cats and dogs?,rainier,rainier,double definition,RAINIER,1
140039,What snooker player does when past his best?,goestopot,goes to pot,double definition,MISSES IT,0
140315,"Not much attire, going topless",abit,a bit,double definition,A BIT,1
53729,Instructions once written on tablets?,tencommandments,ten commandments,double definition,THE COMMANDMENTS,0
94685,"Tom, on date, sought sexual contact in public",cruised,cruised,double definition,CATCALL,0
67502,"Covering bottom of utensil, often slippery - is it?",teflon,teflon,double definition,ENAMEL,0
4272,Girl with little money - and that obsolete,anna,anna,double definition,ANNA,1
16420,"A look-alike, sometimes dead",ringer,ringer,double definition,STATUE,0
35067,A paid informer,teacher,teacher,double definition,TIPSTER,0
70420,Swimmer looking miserable,bleak,bleak,double definition,LOACH,0
28322,Most unlikely model to endure weight,last,last,double definition,ODDS,0
39870,Rude to squander,blue,blue,double definition,CURT,0
81691,Test we hear? A river,aural,aural,double definition,TRENT,0
56166,Guard gives a warning,lookout,look out,double definition,LOOK OUT,1
33115,No heart of stone,diamond,diamond,double definition,PITLESS,0
58690,Keen to have one foot in the grave?,dying,dying,double definition,ACUTE,0
62462,Lands on the sheltered side,leeshores,lee shores,double definition,LIE ASHORE,0
15881,Once the highest position for an Afghan was a space station,amir,amir,double definition,SPOT,0
87869,Not a scrap of bias,fairfight,fair fight,double definition,FAIR SHAKE,0
72524,Clean citizens here?,bath,bath,double definition,BATH,1
25763,Thinner is better,finer,finer,double definition,SUPER,0
30495,Offer rented accommodation,tender,tender,double definition,TENDER,1
122557,There's no good in Mayday melodies,songs,songs,double definition,SONGS,1
138347,"Ravel, go away",getknotted,get knotted,double definition,GET TANGLED,0
67884,Smell fine reserve,book,book,double definition,NOSE,0
24151,Wellington's section showing how soldiers should march,instep,instep,double definition,IN STEP,1
52612,Disputed frontier,borderline,borderline,double definition,BORDERLINE,1
5677,Barge carrying less cargo?,lighter,lighter,double definition,LIGHTER,1
129634,Maintain the same policy?,reinsure,reinsure,double definition,RENEWING,0
9392,Initiate Israeli leader,begin,begin,double definition,BEGIN,1
110329,"Fish eggs, fruit of the deep",seagrapes,sea grapes,double definition,SEA GRAPES,1
64847,Posing like deposed ruler,king,king,double definition,STAR,0
787,A pound of sultanas?,harem,harem,double definition,LIRAS,0
69540,Innocent abroad?,naif,naif,double definition,NAIF,1
127548,Detachment of soldiers holding clubs in card game,picquet,picquet,double definition,SQUADRON,0
32540,Some ladies drink,bevy,bevy,double definition,MEAD,0
41014,Complex to explain,elaborate,elaborate,double definition,ELABORATE,1
65918,Biscuit produced in a mass,wafer,wafer,double definition,SCONE,0
83510,Blocking promotion,plugging,plugging,double definition,STOPPING,0
39731,"Rocker, say, meeting conductor",chair,chair,double definition,SAYER,0
42159,Go it to date - not so fast!,steady,steady,double definition,ADAGIO,0
10312,Determined where nomads live?,intent,intent,double definition,INTENT,1
19516,Service provider,priest,priest,double definition,SERVER,0
38758,"Relatively speaking, one's kept under wraps",mummy,mummy,double definition,SKINS,0
117600,Rock group's third,tertiary,tertiary,double definition,STRATUMS,0
40625,Deal with entertainment paid for by another,treat,treat,double definition,TREAT,1
55385,"Surprise article, something you may get lost in ?",amaze,amaze,double definition,AMAZE,1
57790,Argues over part of the make-up of crosswords,rows,rows,double definition,ROWS,1
122642,Let Jack be seen to supply a military presence,showtheflag,show the flag,double definition,SEND THE ARMY,0
123859,They serve older boys cigarettes,fags,fags,double definition,TRAY,0
19406,Proverbially hard on one's toes?,nails,nails,double definition,STONE,0
5003,Prevail in pronounced bad weather,reign,reign,double definition,REIGN,1
75784,A good one is important to one bowling from end to end,length,length,double definition,ALLEY,0
3742,What the chef uses in a tense situation?,knifeedge,knife edge,double definition,KNIFE EDGE,1
141359,Commonly about to hear one who's had it,gonna,gonna,double definition,HEIRS,0
107844,Condemned equal rights dispute,quarrel,quarrel,double definition,DAMNED,0
107321,Dip? You might need such a heater,immersion,immersion,double definition,IMMERSION,1
89109,The astronomer is such a dreamy individual!,stargazer,stargazer,double definition,STARGAZER,1
28739,Personal impressions that are very individual,fingerprints,fingerprints,double definition,FINGERPRINTS,1
137628,Catch the sheep?,dolly,dolly,double definition,HEARD,0
84584,Duck reported on mount,ida,ida,double definition,ALP,0
75424,Spell a word,term,term,double definition,TERM,1
21542,"Author of ""Tom Jones"" is not in",fielding,fielding,double definition,FIELDING,1
67161,"It's not, they say, something of mine",gordian,gordian,double definition,MINERAL,0
46336,A camp whisper,aside,aside,double definition,SOUGH,0
22342,Girl waits for its performance,carol,carol,double definition,OPERA,0
70594,"Finish, though not Finnish?",polish,polish,double definition,POLISH,1
27614,We probably can put up with his plans,architect,architect,double definition,TENTATIVE,0
126347,Eminently suitable to be excluded,cutout,cut out,double definition,CUT OUT,1
65784,"Bowled out, possibly leg it for boundary",limit,limit,double definition,LEGIT,0
62669,Company relationships in public transport,business,business,double definition,COACHING,0
44951,"Boots, perhaps, given red film",chemist,chemist,double definition,REDTAPE,0
39450,Lady's maid found showing off in the kitchen,dresser,dresser,double definition,S-P-A-T-U-L-A,0
72297,Get hairy before court appearance?,bewig,bewig,double definition,TRIAL,0
53996,Running away to join up?,elopement,elopement,double definition,ELOPEMENT,1
20037,Fish on a fat-free diet,sprat,sprat,double definition,SKATE,0
126746,"Inspecting, unannounced, what teenagers get up to in bathroom?",spotchecking,spot checking,double definition,SPOT CHECKING,1
44283,Growing row over a speaker,moustache,moustache,double definition,SPREADING,0
106169,One who refused to accept tyranny to work as a bank clerk,tell,tell,double definition,TILL,0
63500,The bill is here,copshop,cop shop,double definition,THE BILL,0
60291,Officer returned to cocktail bar,lock,lock,double definition,RAIL,0
59828,Bone from the centre?,radius,radius,double definition,MIDRIB,0
46985,Survival is regarded with reverence,relic,relic,double definition,ALIVE,0
88235,Tom Jones's coiffeuse?,delilah,delilah,double definition,BARBER,0
90544,Support restaurant in which one has been raised,brassiere,brassiere,double definition,UNDERPINS,0
89894,Presents for volunteers,offers,offers,double definition,OFFERS,1
130765,Suitable work for a lay reader?,songbook,songbook,double definition,BEDLINEN,0
4851,Understanding Norman?,wisdom,wisdom,double definition,FATHOM,0
31569,Type of paper placed face up,laid,laid,double definition,LAID,1
50289,Detailed short note seen in time,minute,minute,double definition,MINUTE,1
13462,Stop and shoot,stem,stem,double definition,STEM,1
39230,"More colourful, though less experienced",greener,greener,double definition,GREENER,1
10993,Left in France? That's rather awkward,gauche,gauche,double definition,GAUCHE,1
96043,A schoolboy howler?,crybaby,crybaby,double definition,SCHOLAR,0
24852,Calling for speed,career,career,double definition,URGING,0
57111,Narrow escape after cutting it fine?,closeshave,close shave,double definition,CLOSE SHAVE,1
105836,"Nincompoops, many losing face",asses,asses,double definition,ASSES,1
116294,What the finicky cleaning lady did: something in the groundsman's shed,sawdust,sawdust,double definition,SWEEPER,0
84759,Finish off the job?,execute,execute,double definition,EXECUTE,1
69567,What the poor man has and the rich man wants,nothing,nothing,double definition,NOTHING,1
69084,River comes to a halt in the sound,styx,styx,double definition,STYX,1
127990,"Engineer, did you say? Please repeat!",what,what,double definition,ECHO,0
35832,A meeting of Continental heads,teteatete,tete a tete,double definition,HEAD TO HEAD,0
34190,Is one's engagement a head-turner?,reversegear,reverse gear,double definition,WEDDING RING,0
40788,Impressive time of year,august,august,double definition,AUGUST,1
97097,Encouragement to perform for very little money once,doit,doit,double definition,SPUR,0
60880,"Possibly asleep, certainly inactive",dormant,dormant,double definition,DORMANT,1
44218,Hide or show,screen,screen,double definition,SCREEN,1
115928,Begins to show such order,alphabetical,alphabetical,double definition,ALPHABETICAL,1
105063,Temporary structure in the Sun's building,nissenhut,nissen hut,double definition,SUNTAN BED,0
86860,Sick to a great degree?,aegrotat,aegrotat,double definition,FEVERISH,0
112873,Eighty-eight flaws to date? I will have to make some changes!,twofatladies,two fat ladies,double definition,THE KEY BOARD,0
92815,Antithesis of flare as source of light,taper,taper,double definition,TAPER,1
53412,Pleasing as a lollipop that's calorie-free,likable,likable,double definition,POPSILE,0
124064,The favourite that's in form,teacherspet,teachers pet,double definition,FAVOURED SON,0
57030,Preserve predicament,pickle,pickle,double definition,PICKLE,1
87148,He may counsel the sexual offender,therapist,therapist,double definition,THERAPIST,1
12895,Go to pieces in card game,snap,snap,double definition,SNAP,1
21260,"""Singin' a song ____"", in concert",sidebyside,side by side,double definition,SIDE BY SIDE,1
124871,Steps taken in yards or metres,measures,measures,double definition,MEASURES,1
3896,Where there's often a gap in character formation,stencil,stencil,double definition,SPACING,0
113547,"Value force, from what we hear",prize,prize,double definition,PRIZE,1
10389,Small part of military detachment,detail,detail,double definition,DETAIL,1
28320,Model's bottom,last,last,double definition,BASE,0
4270,"Having spoken with vision, is accorded a position",sited,sited,double definition,SITED,1
117918,A way for Steps to cover material lacking copyright,path,path,double definition,FREE,0
48262,"Now Epiphany, as if any were needed",newyear,new year,double definition,ANY MORE,0
103826,"Put one's foot down, as a matter of duty",stamp,stamp,double definition,STAMP,1
9177,Compass cover,spread,spread,double definition,SHEATH,0
9659,Conviction that can be reversed?,tenet,tenet,double definition,TENET,1
123098,"It's said capacious hanky's needed, if you're like this",rheumy,rheumy,double definition,RHEUMY,1
45553,They are taken slowly at the Proms,adagios,adagios,double definition,ADAGIOS,1
118599,Enlightenment for the masses?,slimming,slimming,double definition,SKYLIGHT,0
34097,Indulge in conspicuous consumption?,eatlikeahorse,eat like a horse,double definition,EAT LIKE A HORSE,1
89495,Let everyone outstanding be audibly spoken,allowed,allowed,double definition,ALLOWED,1
102086,Second retreat?,back,back,double definition,BACK,1
690,Holiday bay,recess,recess,double definition,RECESS,1
118763,Clooney talk?,chatter,chatter,double definition,GEORGIC,0
60166,You can read this document whichever way you like,deed,deed,double definition,DEED,1
24540,Blue flower?,danube,danube,double definition,VIOLET,0
127121,Want to pen new book to reminisce,lookback,look back,double definition,LOOK BACK,1
12978,Garden design,plot,plot,double definition,PLOT,1
7524,Couple stealing gold from home helper,pair,pair,double definition,AIDE,0
50253,Ghost in sunglasses?,shades,shades,double definition,SHADES,1
140727,Provided for Ellie splashing out - why one's very easily led,lifeofriley,life of riley,double definition,LIKE A PUPPY,0
129882,One quick to advance caress?,softtouch,soft touch,double definition,SOFT TOUCH,1
24938,Encourage to use ears for special understanding,insight,insight,double definition,INSIGHT,1
78940,Might cod be assaulted?,battered,battered,double definition,COLLIDED,0
30635,The appropriate jug for punch?,toby,toby,double definition,SACK,0
77158,"Partisans on hand, or soldiers on foot",phalanx,phalanx,double definition,PIKEMEN,0
64845,"Head of family, note",king,king,double definition,PATE,0
25271,Pass for a mere youngster,chit,chit,double definition,COLT,0
107821,Dress for Dumbo? What's up?,clothe,clothe,double definition,S-S-T-R-A-P,0
38772,Kind of Western food that's long in the cooking,spaghetti,spaghetti,double definition,SPAGHETTI,1
94904,Able to see where it's said to be placed,sighted,sighted,double definition,SIGHTED,1
26764,Present or past president,grant,grant,double definition,TENSE,0
89768,The minority? Yes indeed,nothalf,not half,double definition,THE FEW,0
118993,Prepare for take-off?,unbutton,unbutton,double definition,UNCLOTHE,0
80810,Wheeled carriage beginning to move when this is provided?,ramp,ramp,double definition,MULE,0
103462,Leaving open,outgoing,outgoing,double definition,UNSEALED,0
25224,"Something needed by horse or mule, perhaps",shoe,shoe,double definition,SHOE,1
112942,They monitor recreational activity for Americans,checkers,checkers,double definition,S-U-P-P-O-R-T-S,0
101502,Feature of cartographers in Northumberland,nose,nose,double definition,C-O-R-N,0
82743,"Hacks no more, say",express,express,double definition,S-H-O-R-T-E-N,0
57129,Close relative of the walrus,seal,seal,double definition,S-E-A-L,1
103724,Saint Benny?,goodman,goodman,double definition,B-E-N-E-D-I-C,0
85868,Budget sweetener?,brownsugar,brown sugar,double definition,C-H-E-A-P-S-U-G-A-R,0
118722,Tale of mystery to undo with difficulty,whodunit,whodunit,double definition,U-N-R-A-V-E-L-S,0
120297,"Small mammal with horn, active at sea",chevrotain,chevrotain,double definition,RHINOCEROS,0
15978,When to see the moon near the end of August,night,night,double definition,LUNAR,0
125649,"Breathe in, when gone to sleep in winter",hibernate,hibernate,double definition,HIBERNATE,1
29158,Call for something to confirm marriage,ring,ring,double definition,RING,1
80040,Official statement concerning volte-face,return,return,double definition,REPORT,0
51600,Identify the precise location,spot,spot,double definition,SPOT,1
20865,"Bird, the satirist",swift,swift,double definition,SWIFT,1
35724,"One of five, one may feel",sense,sense,double definition,SENSE,1
56157,"Screw is attached, then not - one assessing the cost to secure it?",prisonofficer,prison officer,double definition,COST ESTIMATOR,0
41278,Unsuccessful editor's complaint?,badcirculation,bad circulation,double definition,ILL-ILLUSTRATED,0
13938,Middle-aged English travel writer,chaucer,chaucer,double definition,TOURIST,0
25481,"Jack Ketch's security device, perhaps",bower,bower,double definition,NOOSE,0
123331,"Supposedly lucky types, fair people who never speak well of one another (Johnson)",theirish,the irish,double definition,RED HEADS,0
105678,It's not really intended to be read on the surface in a lounge environment,coffeetablebook,coffee table book,double definition,LIVING ROOM RUG,0
75931,Discharge from the Royal Artillery,salvo,salvo,double definition,RANGE,0
64639,Inferior theme,subject,subject,double definition,SUBJECT,1
19280,Desert fault,defect,defect,double definition,DEFECT,1
139880,"Unable to proceed in recession, king offloaded shares",cuts,cuts,double definition,CUTS,1
64972,Swift sentence?,bird,bird,double definition,FAST,0
16785,Small foreign instrument,piccolo,piccolo,double definition,SPINNET,0
39571,Understands fares,makesout,makes out,double definition,MAKES OUT,1
96786,Top contestants' top shots,aces,aces,double definition,ACES,1
113719,Property like flats,assets,assets,double definition,ESTATE,0
86317,Waste which takes a battering?,fritter,fritter,double definition,RUBBISH,0
24205,Songs the Führer sang?,lieder,lieder,double definition,LIEDER,1
49124,Tiny thing bagged for a nicker?,tealeaf,tea leaf,double definition,SOWS EAR,0
68377,Wooden handle,deal,deal,double definition,DEAL,1
106304,His or her model beneficiary,their,their,double definition,THEIR,1
9317,Demand to be precise,exact,exact,double definition,EXACT,1
31508,Catch Fitzgerald's disease,rubella,rubella,double definition,SCOTOMA,0
47339,Bowler getting out,oldhat,old hat,double definition,HAT OFF,0
6059,Many have soft feathers,down,down,double definition,DOWN,1
87380,Highball on a slope?,skier,skier,double definition,PITCH,0
60045,Ruined but not executed,undone,undone,double definition,UNDONE,1
89222,Caesar's forty said to perform well,excel,excel,double definition,EXCEL,1
84799,Peterhouse represented at Westminster?,safeseat,safe seat,double definition,ST PETERS,0
5066,Goalkeeper's bung,stopper,stopper,double definition,STOPPER,1
11779,Like an Oompa-Loompa's house,orange,orange,double definition,LITTLE,0
101282,They end up winning against the odds,bookmakers,bookmakers,double definition,DARKHORSES,0
22691,"Be unlucky in raffle, but lucky at Russian roulette",drawablank,draw a blank,double definition,DRAW A BLANK,1
37316,Second mate who raises the issue?,stepmother,stepmother,double definition,STEPMOTHER,1
94114,Secure report of a congregation that's little more than gross?,clinch,clinch,double definition,COARSE,0
109957,"Grouse shooting imminent, so surrender!",thegamesup,the games up,double definition,SAY UNCLE,0
70918,"Work of a forger, bent but possibly lucky",horseshoe,horseshoe,double definition,HORSESHOE,1
39930,"Broadly similar, gold cups",largo,largo,double definition,CUPEL,0
34344,Rip off clothing item,fleece,fleece,double definition,FLEECE,1
114861,Isolation: it could be found in an old apple orchard,quarantine,quarantine,double definition,DETACHMENT,0
107783,Having a choice makes them cross,electors,electors,double definition,ELECTIVE,0
28621,The leg properly positioned to receive ball?,onside,onside,double definition,SOCKET,0
118218,Expression used to attract attention,look,look,double definition,LOOK,1
50860,A Broadcasting House workshop?,studio,studio,double definition,STUDIO,1
98614,Big brother?,abbot,abbot,double definition,ELDER,0
75661,"Is dismissed, but doesn't go",playson,plays on,double definition,STANDS UP,0
32434,"Member of the police force, if qualified",officer,officer,double definition,OFFICER,1
29626,Furniture with seats?,cabinet,cabinet,double definition,BENCHES,0
44267,Bottom employing this spacecraft?,shuttle,shuttle,double definition,CAPSIZE,0
82735,Paper train,express,express,double definition,SCROLLS,0
103633,Row of houses,domestic,domestic,double definition,TERRACES,0
48310,Hold a show trial,rehearse,rehearse,double definition,EXHIBITS,0
139512,"Young producer, calculating type",multiplier,multiplier,double definition,PROGRAMMER,0
108607,Harry Potter,niggle,niggle,double definition,TINKER,0
134171,They leave their coats on the wall,plasterers,plasterers,double definition,PLASTERERS,1
91507,Flat rate?,rent,rent,double definition,RENT,1
71069,One with woad maybe heard applied to straits,dyer,dyer,double definition,BLUE,0
62109,Such a one may need concerted pain treatment,accidentprone,accident prone,double definition,PRESSURE POINT,0
87511,One with a box in the nursery?,arboriculturist,arboriculturist,double definition,HORTICULTURISTS,0
119028,Where to find a paid informer?,classroom,classroom,double definition,NEWSAGENT,0
53845,"An isle - Greenland, perhaps",emerald,emerald,double definition,ICELAND,0
