Index,Clue,Solution,Spaced_Solution,gemma_predicted,gemma_solved_answer
5114,Little swimmer is away from the King and Queen,elver,elver,assemblage,TETRA,0
12528,What makes Trent's last marine mammal stagger?,totter,totter,assemblage,TOTTER,1
45453,Priest almost always found to be right in book,recto,recto,assemblage,PRIOR,0
82517,Winds up clock initially and then forgets,closes,closes,assemblage,ERASES,0
62084,"Characteristic of a rogue, taking umbrage over responsibilities",picaresque,picaresque,assemblage,ROGUEISHLY,0
77018,Style displayed by a retired European senior army man,artdeco,art deco,assemblage,THE LOOK,0
124151,Radical vehicle young man left outside Number Ten,carboxyl,carboxyl,assemblage,RADICALS,0
15267,Depraved noble doesn't begin to accept proposal for coastal walk,esplanade,esplanade,assemblage,PROMENADE,0
33362,The Spanish calf's head is thus served up on a plate,ossicle,ossicle,assemblage,PLATTER,0
37565,Essential solution sees priest kiss taxmen once,elixir,elixir,assemblage,ESSENT,0
129592,What scientific theory may be established in columnar layout?,testable,testable,assemblage,COLUMNAR,0
82540,Mark for every run,scarper,scarper,assemblage,SCRATCH,0
114351,"Miss, female, follows vessel into open space",mournfor,mourn for,assemblage,SPACE OUT,0
59779,Officer has association with us at work,colleague,colleague,assemblage,ASSOCIATE,0
54388,"Play's opening: in the lead, having knocked back drink, Herbert Tree starts",firstnight,first night,assemblage,FRONT STAGE,0
59008,"Vehicle condition needs attention, back to front",estatecar,estate car,assemblage,ESTATE CAR,1
93669,Congenital idiot starts taking note round the fleet,inborn,inborn,assemblage,INNATE,0
51737,Britain is short of funds - there are problems here,blackspot,black spot,assemblage,STICKY AREA,0
22668,Conceal an increase in the premium?,coverup,cover up,assemblage,COVER UP,1
126763,Part of train with kind of light meals provider,carvery,carvery,assemblage,CANTEEN,0
107378,Yet he enjoys some standing at meetings,chairman,chairman,assemblage,SESSIONS,0
55613,Growth of Manchu students carrying little weight,fungus,fungus,assemblage,TUMOUR,0
137674,Move bottom and dance where bars have swingers who score?,tablefootball,table football,assemblage,STOCK EXCHANGE,0
132454,"Fall in love, yet become discouraged",loseheart,lose heart,assemblage,LOSE HEART,1
128042,Sole scourers - cat without tail around its prey?,pumices,pumices,assemblage,PUMICES,1
104839,"Russian dish baked without filling, virtually inedible at first",blini,blini,assemblage,BLINI,1
5448,"Run gas through emptiest empty space, backwards",aerate,aerate,assemblage,ESCAPE,0
141763,Fashion worth wearing in the event,hammerthrow,hammer throw,assemblage,SUDDEN DEATH,0
114511,Poet has single girl introduced to mountain climbing,rossetti,rossetti,assemblage,SAPPHO,0
1644,It involves places and composition,landscape,landscape,assemblage,PLACEMENT,0
116945,"Nun, scratching head, pegs out smalls",undies,undies,assemblage,SISTER,0
71179,Tom's cry of derision,catcall,catcall,assemblage,CATCALL,1
12187,Catch sight of clairvoyance unknown,espy,espy,assemblage,ESPY,1
94332,"Wander over island, one in NZ",maori,maori,assemblage,ROAM,0
115079,"Wasted away as a left back at Hyde, say",atrophied,atrophied,assemblage,EMACIATED,0
128427,Society's outsiders moved quietly in a heartbeat,systole,systole,assemblage,SYSTOLE,1
16117,Able to tune radio set at last,adroit,adroit,assemblage,ADROIT,1
77464,Boy is given time to leave off,desist,desist,assemblage,DESIST,1
21431,Impressive record once in charge,epic,epic,assemblage,EPIC,1
31789,A third of close relations requires just a little spin?,triplet,triplet,assemblage,TORSION,0
102824,Britten opera poster put up by posh churchman,billybudd,billy budd,assemblage,BILLY BUDD,1
54416,Temperature taken by measurement with voided mercury ruler,ptolemy,ptolemy,assemblage,SCEPTRE,0
19468,Contributor to the Listener committing a murder,eardrum,eardrum,assemblage,LISTENER,0
20409,Independence ultimately ain't so bad for the country,estonia,estonia,assemblage,ALBANIA,0
110644,"Ruffians on holiday, blubbing?",tearaways,tearaways,assemblage,ROUGHNECKS,0
7137,Computer program overturned current operations research,editor,editor,assemblage,EDITOR,1
112064,Silly fashion upset head of textiles,daft,daft,assemblage,DAFT,1
55838,"Lift has yet to arrive, stuck on ninth in skyscraper",elate,elate,assemblage,ELATE,1
44704,Trouble-making name in Webster's duchy on hill in springtime,inflammatory,inflammatory,assemblage,DISTURBINGLY,0
76327,American largely ignored by people showing judgement,acumen,acumen,assemblage,CENSOR,0
1430,Slug with tail squashed by French politician,gaullist,gaullist,assemblage,FRAGMENT,0
43192,German siren from tradition that is left over,lorelei,lorelei,assemblage,LORELEI,1
10816,"Plant flower, heading off to record store",tamarisk,tamarisk,assemblage,S-T-O-C-K-I-N-G,0
66793,In a trice English graduate gets a bug,amoeba,amoeba,assemblage,A-P-H-I-D-S,0
19135,Neat attendant,cowherd,cowherd,assemblage,ORDERLY,0
1717,Bread for man with central heating,chapati,chapati,assemblage,CHAPATI,1
4523,Soldiers' miserable time is up,troop,troop,assemblage,TROOP,1
10880,Mother gets on for Mars,damages,damages,assemblage,DAMAGES,1
59910,Two-part choral work has no place for heartless imp of a boy,anthony,anthony,assemblage,C-A-N-T-A-T-A,0
91985,Hornby novel abridged for electronic reproduction,hifi,hi fi,assemblage,C-O P-Y,0
74701,A secret service once pursuing an American Church Father,anastasius,anastasius,assemblage,A-T-H-A-N-A-S-I-U-S,0
94492,Blush like a wanton unlikely to run,colourfast,colourfast,assemblage,COLOURFAST,1
0,Many see through collapse,crumble,crumble,assemblage,S-U-B-S-I-D-E,0
112971,Rate of one cheeky bash at a classic cuckold,amphitryon,amphitryon,assemblage,P-A-C-E-S-E-T-T-E-R,0
102848,Compound at Calais is about to be reinstated,ester,ester,assemblage,E-S-T-E-R,1
16816,People in A&E returned to get liquid injected,enema,enema,assemblage,S-E-R-U-M,0
45616,Second-best comic,scream,scream,assemblage,S-A-T-I-R-E,0
134664,Person with fancy lace cuff,manacle,manacle,assemblage,S-T-Y-L-I-S-H,0
118419,"""Surveying for First Great Eastern lines,"" Yeats begins",geodesy,geodesy,assemblage,G-E-L-I-N-E-S,0
52114,The French are after refreshing quiet drink,tequila,tequila,assemblage,S-P-R-I-T-Z-E,0
11348,Auto brand succeeded with a change of direction,saturn,saturn,assemblage,S-U-B-A-R-U,0
13043,Winner has the courage to drink heavily,hitthebottle,hit the bottle,assemblage,T-H-E-B-I-G-W-I-N-N-E-R,0
28785,A way to mount opera in arenas,stadia,stadia,assemblage,A-R-E-N-A-S,0
79940,Where to see stars a short time before song on stage,planetaria,planetaria,assemblage,O-B-S-E-R-V-A-T-O-R-Y,0
62385,Complaint on farm that is behind a bit,scrapie,scrapie,assemblage,A-I-L-M-E-N-T,0
142244,Crow loses tail and several feathers around neck,boas,boas,assemblage,BOAS,1
75980,"Once together on paper, briefly",atonetime,at one time,assemblage,ON ONE PAGE,0
124472,"Bad drink and grub, oddly, it's wrong to send back",gutrot,gut rot,assemblage,SIN BIN,0
17784,King's playable after one club,iron,iron,assemblage,IRON,1
11318,Entrance of a victorious procession curtailed,atrium,atrium,assemblage,TRIUMP,0
76814,British people giving support,brace,brace,assemblage,BRACE,1
55769,Information going to one boy is applicable to the whole class,generic,generic,assemblage,GENERIC,1
7693,Fruit starters for office lunch in vegetarian eatery,olive,olive,assemblage,OLIVE,1
67070,"It''s grating to be a bore, but not new",grid,grid,assemblage,FILE,0
57862,Start again from the River Meuse,resume,resume,assemblage,RESUME,1
22992,Constant desire to cut old hag's head off,itch,itch,assemblage,ITCH,1
64616,Spook horse in show with mike,phantom,phantom,assemblage,PHANTOM,1
117946,Long sleeper had to rent carrier with shellfish,ripvanwinkle,rip van winkle,assemblage,THE BED...,0
127740,"Wind in vet, behind producing air",ventilate,ventilate,assemblage,VENTILATE,1
6540,"Vivid in future, possibly",intense,intense,assemblage,BRIGHT,0
109531,"Element producing revulsion, added to sulphur",sodium,sodium,assemblage,SODIUM,1
134715,Insular Spaniard former PM is able to set right,majorcan,majorcan,assemblage,SIMAYCAN,0
129584,Helping upset diva with heartless apology,advisory,advisory,assemblage,ADVISORY,1
137952,Gracious Evita reportedly turned up to embrace workers,operatives,operatives,assemblage,BENEVOLENT,0
94778,Stick with sweet lines about love and end of hostility,lolly,lolly,assemblage,GLUES,0
34981,Architectural features of poor housing received by the lower classes,prostyles,prostyles,assemblage,CORNICES,0
79039,What might go woof soundly sat on by wild bird,stormypetrel,stormy petrel,assemblage,DOGS BED...,0
107516,"Church leader, passionate primate, good for providing snifter",chotapeg,chota peg,assemblage,BRANDY SNIFF,0
101660,Form of estate agent's brochure?,semicircular,semicircular,assemblage,PROSPECTUSES,0
1325,God's big flag,osiris,osiris,assemblage,BANNED,0
105356,"Pitch-black object with backing left to sin, a naughty boy",tarbarrel,tar barrel,assemblage,JET BLACK,0
29112,The dashing criminal's source of poison?,nightshade,nightshade,assemblage,DASHBOARD,0
6216,Visionary childhood?,infancy,infancy,assemblage,ORACLES,0
28508,"It's this or nothing at breakfast, say",oatmeal,oatmeal,assemblage,EGGS...,0
80349,Soldier's gone for a meal,repast,repast,assemblage,DINNER,0
135479,Forces people to take food here,messhall,mess hall,assemblage,FEED LOTS,0
87573,Unduly pleased with the south face,smug,smug,assemblage,SMUG,1
39549,Antique chair that's broken must be taken into account,archaic,archaic,assemblage,CONSIDER,0
6912,Most wealthy independent church to be still around,richest,richest,assemblage,RICHEST,1
78801,"Anyone's game, as Manx cat and cat back to back",tossup,toss up,assemblage,TOSS UP,1
18626,Genius of story books,talent,talent,assemblage,TALENT,1
35138,Building weapon unleashes anger,farm,farm,assemblage,GARAGE,0
141896,Bar gets this for beggar that's like a frustrated bird,eggbound,egg bound,assemblage,SOP GLASS,0
98105,Learning about waterfall in part of France,lorraine,lorraine,assemblage,LOMBARDY,0
132566,Belittle liberal mad to enter fight over leadership in House,badmouth,bad mouth,assemblage,RUN DOWN,0
83812,Far-reaching reduction in military establishment,deepcut,deepcut,assemblage,RADICAL,0
39742,"Duck, plump and mouth-filling",orotund,orotund,assemblage,OROTUND,1
125128,"Rule out piece of Chopin, say, covering his head",preclude,preclude,assemblage,EXCLUDED,0
38681,"Fruit here, or vegetable",orchard,orchard,assemblage,SQUASH,0
123744,"A round game, perhaps",cuptie,cup tie,assemblage,TEN PIN,0
75044,Sweet to laze around - I need a fizzy drink,lollipop,lollipop,assemblage,SODA POP,0
75977,Make good porridge together,atonetime,at one time,assemblage,DO ONE'S BEST,0
83180,Scratch is beginning to sting,startingpoint,starting point,assemblage,STARTING PRICE,0
35625,Girl Adler treated in church,cathedral,cathedral,assemblage,CATHEDRAL,1
129495,"Look up fish at university in France, a mythical creature",loupgarou,loup garou,assemblage,FIRE DRAKE,0
125864,"Novel that's hilarious, one getting thanks",lolita,lolita,assemblage,MODERN,0
47705,"Quiet seaman gets by, looking scruffy",shabby,shabby,assemblage,SHABBY,1
5851,We're told to record a metre as aid to calculation,logarithm,logarithm,assemblage,LOGARITHM,1
109445,Vegetable raised in some confusion at Goodwood events,motorraces,motor races,assemblage,HORSE RACES,0
56807,"Not this piece for piano, therefore",another,another,assemblage,NONETHELESS,0
86413,Lump?,plumduff,plum duff,assemblage,SOFT SOAP,0
16878,"Covert socialist, extremely rich, in want of a wife",stealthy,stealthy,assemblage,SECRETLY,0
99115,It is appealingly drawn on the lid,eyeliner,eyeliner,assemblage,EYELINER,1
70810,Skill of the Ettrick Shepherd? His literacy had its uses,hoggart,hoggart,assemblage,SHEEPISH,0
98353,He teaches people to revere leader,mentor,mentor,assemblage,REVERE,0
126182,Villain that might create problem in camp,badguy,bad guy,assemblage,BAD EGG,0
21507,Playschool subject? It's an outrage!,scandal,scandal,assemblage,SCANDAL,1
127260,"Vessels, any number, in bay for time of celebration",burnsnight,burns night,assemblage,BURNS NIGHT,1
81023,A little wind makes your head swollen,puffy,puffy,assemblage,PUFFY,1
50994,Snug place for young foxes?,cubbyhole,cubbyhole,assemblage,CUBBYHOLE,1
136945,"Bishop, say, tries fruit",mangoes,mangoes,assemblage,BANANAS,0
11010,Be a gymnast and take drugs,dope,dope,assemblage,DOPE,1
107837,Jumper for Nellie the Elephant - or where she performed?,bigtop,big top,assemblage,BIG TOP,1
44616,Sleeveless jacket won't do for this family identification?,coatofarms,coat of arms,assemblage,COAT OF ARMS,1
64958,"A letter P's compound, potassium compound",saltpetre,saltpetre,assemblage,PHOSPHATE,0
131396,Competing boxer's seconds question almighty setback?,showdog,show dog,assemblage,DOWN DOG,0
80011,American friend seen around university most of the time,usually,usually,assemblage,USUALLY,1
76385,"Rent hotel or school in south-east Clydesdale, for one",shirehorse,shire horse,assemblage,SHIRE HORSE,1
82896,"English team having drawn, no one left",exited,exited,assemblage,EXITED,1
116563,Mammoth starter unfortunately brought up is sausages,salamis,salamis,assemblage,SALAMIS,1
103534,Oxygen carrier left next to prison,redcell,red cell,assemblage,AIR TANK,0
82295,I'm heading for exit after old bag becomes ex,onetime,one time,assemblage,HAG OUT,0
90955,Trumpeters appearing in county after Brazilian player's brought back,elephants,elephants,assemblage,ELEPHANTS,1
137912,Conservative strongly backing demand,callfor,call for,assemblage,CALL FOR,1
73802,Preceding to enter by gate at the front,going,going,assemblage,PRIOR,0
87982,Not expecting the girl to have the goods,unawares,unawares,assemblage,PROPERTY,0
76048,Test space craft with no tail,challenge,challenge,assemblage,PROBATION,0
103377,Composer appearing after end of last movement,travel,travel,assemblage,MOZART,0
77546,Vegetable served after a special introduction to Alan Sugar backfired,asparagus,asparagus,assemblage,ASPARAGUS,1
98788,Writer flipped over opening to last part of play,tolstoy,tolstoy,assemblage,EPILOGS,0
119171,Start putting fresh lead on carpet,kickoff,kick off,assemblage,STEP RUG,0
3381,Up-to-date cultivation of the soil?,tillage,tillage,assemblage,CURRENT,0
24068,Thickening painful growths put end to gout on part of foot,cornstarch,cornstarch,assemblage,CORNEATION,0
41480,"Given backing, heavyweight behind strong bid",notrump,no trump,assemblage,ON OFFER,0
102483,French fighter's motorway madness,mirage,mirage,assemblage,MIRAGE,1
110946,Non-illuminated bend up front leads to the opposite,sunlit,sunlit,assemblage,CONVEX,0
43854,"Hastened, say, to climb Alps?",range,range,assemblage,SPED,0
65071,Boyfriend getting girl doctor to change rota,inamorato,inamorato,assemblage,REORIENT,0
53004,Disagree with long pronouncement in paper,takeissue,take issue,assemblage,TAKE ISSUE,1
97786,Ridicule the regional tableware,teaset,tea set,assemblage,RIB SET,0
137651,Vehicle manoeuvre - real comedy act?,rightturn,right turn,assemblage,THREE POINT,0
19437,"Our Wednesday, or a godlike ""duck noise"" joke",odin,odin,assemblage,ODIN,1
99592,Male facing stress when leaving US city,memphis,memphis,assemblage,MADISON,0
27800,"Abroad, confused between left and right",labrador,labrador,assemblage,OVERSEAS,0
7984,"Neat shot, though not centred with precision",nicety,nicety,assemblage,NICETY,1
72062,"Hardwood - pine, say - pleasant when toasted",teacake,teacake,assemblage,CYPRESS,0
125309,Boy born on top of stretcher?,brick,brick,assemblage,TENN Y,0
118913,Vehicle on notable run aiming to be eco-friendly,carbonneutral,carbon neutral,assemblage,CARBON NEUTRAL,1
136300,"People of power head south, drinking old red wine",potentates,potentates,assemblage,SUPPORTERS,0
135834,Is linked by time? That's extremely premature,hastiest,hastiest,assemblage,ABORTIVE,0
131353,Bar Venice? Split the drink between the three of them,adriaticsea,adriatic sea,assemblage,SPLITTING THE BILL,0
29065,Mad behaviour of people on the way,roadrage,road rage,assemblage,ROAD RAGE,1
41194,Goddess makes man survive,hebe,hebe,assemblage,HERA,0
72432,Old magistrate about the day before,reeve,reeve,assemblage,REEVE,1
24494,Cooked eel with crackers is basic,elemental,elemental,assemblage,ELEMENTAL,1
52564,Character against drink,chianti,chianti,assemblage,ANTIGEN,0
115385,Put up with nothing short of Asian island,borne,borne,assemblage,BORNE,1
52677,"Gates, maybe, soft before time",pearly,pearly,assemblage,PORTAL,0
21040,Quality of King and Queen recognised in very many quarters,sereneness,sereneness,assemblage,SQUARENESS,0
60364,Put on weight and looked older,staged,staged,assemblage,STONED,0
61310,Just buying and selling,fairtrade,fair trade,assemblage,FAIR TRADE,1
43886,Luxembourg possesses a capital,lhasa,lhasa,assemblage,LUXOR,0
72983,Good man consumed by power,state,state,assemblage,POWER,0
107993,Key to weakness revealed outside our scene of action,courtoflaw,court of law,assemblage,POINT OF VIEW,0
67992,"Deliberately crash into vehicle, knocking piece off front",ram,ram,assemblage,CAR,0
87497,Motley beast or bad boy once,assorted,assorted,assemblage,STRIPED,0
134298,Director backing Britain? Jolly good fellow!,kubrick,kubrick,assemblage,SWELLS,0
139240,Fail badly with a Japanese verse,tanka,tanka,assemblage,TANKA,1
70032,Left sheet listing one's financial assets,portfolio,portfolio,assemblage,PORTFOLIO,1
48518,"Snooping, a small number make notes",nosing,nosing,assemblage,SNOOPY,0
2505,Couple stop as way to end a game of tennis,tiebreak,tiebreak,assemblage,TIEBREAK,1
110950,Got back to front,regainedthelead,regained the lead,assemblage,REGAINED THE LEAD,1
81286,So not about to be given sequence of notes to follow?,tonedeaf,tone deaf,assemblage,TONE DEAF,1
31800,Upending tin over most of spicy Mexican food,nacho,nacho,assemblage,NACHO,1
108770,"Firm slice finds corner, say",setpiece,set piece,assemblage,OFF CUTS,0
466,This gauges resources and signifies a river,meanstest,means test,assemblage,WATER MARK,0
94556,Shop closing early before mass attack,storm,storm,assemblage,STORM,1
49880,Irishman in charge of Scottish club,celtic,celtic,assemblage,PATRIC,0
46282,One to pour out wine for starters,antipasti,antipasti,assemblage,DECANTER,0
42638,Drinker of rum and winter warmers will get liver damage,longjohnsilver,long john silver,assemblage,RUM AND COATS,0
125622,Cautious bids ordered - it was dangerous for old sailors,charybdis,charybdis,assemblage,CHARYBDIS,1
115869,"Earth not even, pulled up tuber",eddo,eddo,assemblage,EDDO,1
29916,General passages written up inspired by Indian city?,agricola,agricola,assemblage,STRATAGY,0
27519,Weapon standard rising? That's right!,rapier,rapier,assemblage,RAPIER,1
25066,"See, say, unidentified writer's catalogue of principles",canon,canon,assemblage,CODEX,0
127180,Plots involving high-speed races,machinations,machinations,assemblage,CONSPIRACIES,0
96398,"From afar, about to get accommodation close to Derby",remotely,remotely,assemblage,REMOTELY,1
48694,Chimney first built in the past brings back trouble,lumbago,lumbago,assemblage,SAGACOS,0
100258,Help idiot start to improve posture,assistance,assistance,assemblage,ADJUSTMENT,0
87522,Instigate storing flower in kind of cup,stirrup,stirrup,assemblage,STIRRUP,1
40560,But does the chattering class come to the point here?,focusgroup,focus group,assemblage,TOOTH PASTE,0
138627,"Calls offspring ""round the bend""!",ringsup,rings up,assemblage,TURNS UP,0
138876,Like some exercise? I carried back some French wine bottles,aerobic,aerobic,assemblage,AEROBIC,1
142069,"Big deal, right? Won't work - like government's contact-tracing app",worldbeating,world beating,assemblage,SMALL-SCALE,0
85975,"Generators died, rotating such a lot",dynamos,dynamos,assemblage,DYNAMOS,1
4568,Order article from Gulf State,oman,oman,assemblage,OMAN,1
82430,Topless Antipodeans going to Thailand make Greek tense,aorist,aorist,assemblage,AORIST,1
115034,Plumpness? Point to retiring aristocrat and me,embonpoint,embonpoint,assemblage,PORTLINESS,0
64601,In charge of opening up the polar regions?,icecaps,icecaps,assemblage,ICECAPS,1
63482,Provide at last half what's due,endow,endow,assemblage,OWING,0
51240,Give up supporting Japanese game,forgo,forgo,assemblage,FORGO,1
17835,Complete section of boxing match cancelled,roundoff,round off,assemblage,ROUND OFF,1
28362,Comment about student's achievement?,remark,remark,assemblage,REMARK,1
135482,Indicated empty lavatory in a very obvious way,pointedly,pointedly,assemblage,POINTEDLY,1
58343,Spanish leaders present in province,sphere,sphere,assemblage,REGION,0
84318,Bias isn't commonly seen in cosmetic treatment,warpaint,war paint,assemblage,EYE LINER,0
102879,Pitch closed after popular race,intonation,intonation,assemblage,INTONATION,1
25794,Killjoy has loot left,spoilsport,spoilsport,assemblage,SPOILSPORT,1
109106,Foreign copper gets doctor free,mountie,mountie,assemblage,UNBOUND,0
111482,Source of milk for army medic in capital?,moscow,moscow,assemblage,MOSCOW,1
56084,Crafty move before close of play,shifty,shifty,assemblage,SHIFTY,1
76016,"After struggling free, bird makes secure place in the sails",reefknot,reef knot,assemblage,REEF KNOT,1
92363,"Second that is to say ""shut up""",stowit,stow it,assemblage,STOW UP,0
137221,Row over golf: good golfer admits they don't have balls,geldings,geldings,assemblage,STERILE,0
25646,Main course for travellers,seapassage,sea passage,assemblage,SEA ROUTE,0
99922,Turn defeat into a stroke of luck,windfall,windfall,assemblage,WINDFALL,1
65414,Make repairs to stillage: that is the law's obligations,legalities,legalities,assemblage,LIABILITIES,0
139478,Horseman and I went off to the north,dettori,dettori,assemblage,DRAGOON,0
47473,Argentinian girl has a row with Araucaria,galtieri,galtieri,assemblage,CONIFERS,0
31150,Hitch horse to pole,snag,snag,assemblage,SNAG,1
53208,Singular way to ramble,strange,strange,assemblage,SAUNTER,0
80541,Where witches venture,coventry,coventry,assemblage,COVENTRY,1
142146,Tendentious bid may be put forward after no end of hesitation,doubled,doubled,assemblage,BIASED,0
90398,Patron with a legal right in court,client,client,assemblage,PATRON,0
93136,A little bit of geography needs to get a dog,tad,tad,assemblage,DOG,0
10673,Unconscious moments of Spooner's toad-like informers,fortywinks,forty winks,assemblage,BLACK OUTS,0
26860,"About to drop off original Monets, number left inside",somnolent,somnolent,assemblage,SOMNOLENT,1
91355,"The smart money, not much of it in the county, isn't taking the risk",chickensout,chickens out,assemblage,PLAYING SAFE,0
137332,Lout in black jumper turned up,boor,boor,assemblage,BOOR,1
136808,Odds favouring bishop's competence,probability,probability,assemblage,PROBABILITY,1
132656,Half-square key with a movement in need of oiling,squeaky,squeaky,assemblage,SQUEAKY,1
113485,"Has turned around a variation's start with a new note, it's plain",savannah,savannah,assemblage,SAVANNAH,1
17364,Where Shirley Valentine worked for the Greek state in a National Trust building,taverna,taverna,assemblage,CHATEAU,0
139610,Welcomer has installed superior musical device for visitor,houseguest,house guest,assemblage,HOUSE GUEST,1
27459,Find oneself nothing French to eat cooked outside,orientate,orientate,assemblage,ORIENTATE,1
141220,"In general, sedimentary material with nasty smell and coarse",marlborough,marlborough,assemblage,GENERICALLY,0
60769,Where lawyers drink with a major player?,barbara,barbara,assemblage,BARROOM,0
81375,In Scotland they say 'Thicko! Stupid!',dunsinane,dunsinane,assemblage,GLOWKINLY,0
82723,Confusion that doesn't have one's head in a whirl,tailspin,tailspin,assemblage,SQUALLOR,0
80710,Cooler Athenian expression heard to display irrational enthusiasm,fanaticism,fanaticism,assemblage,FANATICISM,1
13858,Note covered in pieces of rice cake,eclair,eclair,assemblage,ECCLES,0
2903,Piece of round matter,opus,opus,assemblage,SORT,0
127846,Dance work substituted for last element of festival,galop,galop,assemblage,SAMBA,0
122833,To dissect a very little matter is easy at first,anatomise,anatomise,assemblage,ANATOMISE,1
30670,Crawler gives thanks with natural disposition,tarantula,tarantula,assemblage,CONSTITUT,0
100423,IOU for time between rivers,debenture,debenture,assemblage,PROMISSOR,0
95671,"Close to this, flogging belatedly?",sellbydate,sell by date,assemblage,NEAR TO HAND,0
15837,Trump's unacceptable act,outdo,outdo,assemblage,OUTDO,1
85037,"Reveal Caledonian's very, very short",uncover,uncover,assemblage,UNCOVER,1
91018,German statesman's doctrine dividing king and nipper after uprising,bismarck,bismarck,assemblage,BISMARCK,1
45658,Fleece that is very new,rookie,rookie,assemblage,SHEARS,0
13951,The same set-up applied to company doctor,medico,medico,assemblage,COMMON,0
65188,Declared a number was incorrect,averred,averred,assemblage,UTTERED,0
75009,Wallenstein his s-spine-tingler,schiller,schiller,assemblage,S-S-P-I-N-E-T,0
86620,Man donates freely for memorial,headstone,headstone,assemblage,HEDONATES,0
9067,Research done initially during study in China,dresden,dresden,assemblage,STUDIED,0
89411,"Not the cost of living, apparently",deathrate,death rate,assemblage,STILL LIFE,0
9663,To tackle the problem yet again called for fortitude,resolve,resolve,assemblage,RESOLVE,1
67783,"King and queen, perhaps, reversed course of action",tack,tack,assemblage,ARCH,0
118122,Police dogs are trained to detect this number tag,hashsign,hash sign,assemblage,CODE NAME,0
49448,Pattern formerly sufficient,example,example,assemblage,EXAMPLE,1
71552,China and Cuba on stony ground,crockery,crockery,assemblage,CROCKERY,1
139963,Promoted team's benefit,upside,upside,assemblage,UPSIDE,1
121002,Brilliant combination of the Hebrew and the Spanish,jewel,jewel,assemblage,SHINY,0
138740,Time to arrest every person racing cars here,daytonabeach,daytona beach,assemblage,PITSTOP AREA,0
35123,"King, one to act crazy!",knut,knut,assemblage,LEAR,0
27761,Principal feature of a leading Roman church,arch,arch,assemblage,ARCH,1
124471,"Crude alcohol, good with pickled trout",gutrot,gutrot,assemblage,BRUTAL,0
92169,Very small head teacher stalking McFly?,midget,midget,assemblage,MANTIS,0
61664,Key duet composition,etude,etude,assemblage,TONAL,0
72863,Old king kept a hold on the state,agrippa,agrippa,assemblage,STATUTE,0
66400,Player put on top of the charts,north,north,assemblage,CELLO,0
24111,Clever Dick's alter ego?,smartalec,smart alec,assemblage,SHARP TACK,0
34972,"Suffer with a bitter feeling, not one that will afflict you for ever",incurable,incurable,assemblage,TRANSIENT,0
116951,Warning that's right about which man's after my own heart?,augury,augury,assemblage,BEWARE,0
29631,"Girl, given Chinese food, wanting more",avarice,avarice,assemblage,AVARICE,1
20408,"Country star in Hollywood, not hot single American",estonia,estonia,assemblage,ALGERIA,0
16210,"Standard of the Socialist Worker escaped the Daily Mail, according to Spooner",redflag,red flag,assemblage,RED FLAG,1
28802,Thread attaching fringes of lungi and shawl to back of cape,lisle,lisle,assemblage,LISLE,1
136896,Line lost in presenting account to posh colleague with forked tongue?,bilingually,bilingually,assemblage,SERPENTINE,0
63714,Meditation here from Massenet: ie wasting time once!,thais,thais,assemblage,STUDY,0
126962,"Ditch soldiers, at first, to make savings",retrench,retrench,assemblage,SCRIMPED,0
82715,See a lot of woman getting dressed,clad,clad,assemblage,CLAD,1
101874,"After turbulent stretches of water, express disappointment with cutter",ripsaw,ripsaw,assemblage,SCYTHE,0
71904,No Greek character is socially unacceptable,nonu,non u,assemblage,OUT,0
106449,Six against a fast bowler of old in a test,vivavoce,viva voce,assemblage,CASE STUDY,0
106250,Cry o' battle to shift large plant,yellowarchangel,yellow archangel,assemblage,WARCRY PLANT,0
20427,Last minute gathering to one side,laterally,laterally,assemblage,T-ASSEMBLY,0
47662,It's a drawback having yen for precious stone,ruby,ruby,assemblage,RUBY,1
108637,The Italian regular struggling to become irregular,guerrilla,guerrilla,assemblage,UNSTEADY,0
81149,"Held down slates, we hear, being concealed",keptunderwraps,kept under wraps,assemblage,KEPT UNDER WRAPS,1
137921,Hill discovered the right glands,highland,highland,assemblage,THYROIDS,0
51077,Officer getting vessel to change direction,subaltern,subaltern,assemblage,COMMANDER,0
6454,Lob with spin to go over the same ground and cause destruction,obliterate,obliterate,assemblage,OBLITERATE,1
24784,Saying something clever before telephone operator starts,motto,motto,assemblage,MOTTO,1
122261,"Girl to go, about to go to boy",gwendolen,gwendolen,assemblage,ADOLESCENT,0
115207,Labels fellow a good shot,marksman,marksman,assemblage,MARKSMAN,1
29950,A return game between two sides in the country,rural,rural,assemblage,INDIA,0
100607,Scrap over dramatist,orton,orton,assemblage,IBSEN,0
110190,"After church, stranger's in better spirits",cheerier,cheerier,assemblage,CHEERIER,1
114884,Modern flanged arrangement is not what one's used to,newfangled,newfangled,assemblage,UNFAMILIAR,0
16162,Young lady put away discussion,debate,debate,assemblage,DEBATE,1
73733,Twice jump a little way for a man on board,bishop,bishop,assemblage,BISHOP,1
67351,Girl in Band A,sasha,sasha,assemblage,SASHA,1
104285,Light grey French perfume ingredient,ambergris,ambergris,assemblage,AMBERGRIS,1
8667,Reveals former attitudes,exposes,exposes,assemblage,EXPOSES,1
43958,Assign a key part,award,award,assemblage,ALLOT,0
17136,Check power of support,reinforce,reinforce,assemblage,RESTRAINT,0
23879,"Foreman's right missed, proving a mistake",gaffe,gaffe,assemblage,ERROR,0
