Index,Clue,Solution,gemma_predicted,Spaced_Solution,llama_solved_answer
128191,Paul's wife in cutie snatched by virtually mad African,zimbabwean,anagram,zimbabwean,LINDA MCMARTIAN,0
142116,Backward-looking philosophy to suit minister being nasty,restitutionism,anagram,restitutionism,REACTIONARY,0
50168,New seat given to sailors behind,astern,anagram,astern,STERNER,0
85326,Sadie's naughty whispers,asides,anagram,asides,SADISTS,0
79954,"Possibly found in bar seats, but they're not drinking",abstainers,anagram,abstainers,STOOLPIGEONS,0
99131,House of lead: fear melting within,prefab,anagram,prefab,TERACED,0
105061,Shelter shimmering in sunset gets hot inside,nissenhut,anagram,nissen hut,TEA ROOM,0
58991,"Lass, like this clue, n end f rpe?",noose,anagram,noose,LASSI,0
118501,A little pretence and no mistake,onepercent,anagram,one percent,A BIT OF A MISTAKE,0
104850,One Turin game that's free of charge,neutrino,anagram,neutrino,SHOFTIME,0
186,Put off one with disease returning,repel,anagram,repel,DELAY,0
141528,"Executive position, brewing cider - sort drunk with joint",directorship,anagram,directorship,CHIEFEXECUTIVE,0
58320,Nader the stabiliser - so peril's averted,spoiler,anagram,spoiler,STABILISER,0
63885,Let priest go to cast out unwanted spirit,poltergeist,anagram,poltergeist,EXORCISING,0
131773,Turning in one's irritation increased,risen,anagram,risen,IRATER,0
34039,Averts disaster fast!,starve,anagram,starve,SAVES,0
117901,"In old English, revision of chapter left by Lords to Commons",otherplace,anagram,other place,HOUSE OF COMMONS,0
78168,"Without preparation, extreme confusion surrounds Post Office",extempore,anagram,extempore,IMPROMPTU,0
134193,Those going through life with US and Iraq in conflict,qualifiers,anagram,qualifiers,INSURGENTS,0
122725,Very large animal initially kept in pen (hint: eel's wrong),elephantine,anagram,elephantine,ELEPHANTINE,1
44727,"Attic half overturned, brought to order",garter,anagram,garter,ATONED,0
115494,Bearing maintained by naughty nineties director,eisenstein,anagram,eisenstein,DIRECTION,0
19272,Broken lance not spotted,clean,anagram,clean,UNSEEN,0
129429,A brother we found devastated by conflict,theboerwar,anagram,the boer war,A WAR BROKE,0
117766,"Setter mistakenly missing turn, goes without nothing but throws up",disgorges,anagram,disgorges,STOMACHER,0
8764,"Mad to reverse, try going forward",stab,anagram,stab,SANER,0
130149,Compel family to cycle (should not go out during major sporting event),olympicflame,anagram,olympic flame,FORCE HOME,0
18542,"Boatman's cover is partial, unsurprisingly",tarpaulin,anagram,tarpaulin,CANOPIES,0
117057,Handles books don ordered about queen,doorknobs,anagram,doorknobs,TITLEBAR,0
95882,Scotched her father's inspiration,freshheart,anagram,fresh heart,MOTHERS,0
142353,Dodgy polaroids safe? Happiness short-lived,foolsparadise,anagram,fools paradise,HOT TUBS,0
111010,Asian last to rattle adversary,assailant,anagram,assailant,ENEMIES,0
41906,"Spoony, perhaps, with stirring demeanour",enamoured,anagram,enamoured,SPOONING,0
85804,Derby date produced a favourite among three-year-olds,teddybear,anagram,teddy bear,RACE HOR,0
132807,"Raises cost somehow, or gets cut off",ostracises,anagram,ostracises,INCREASE,0
7879,Temper the effects of sausage roll,assuage,anagram,assuage,BALANCE,0
36689,Mysterious name from masonic tiles?,mosaic,anagram,mosaic,ANAGRAM,0
106251,Way to be impressed by sunrise's form - or lack of it?,rustiness,anagram,rustiness,AWESTRUCK,0
64158,"Voltaire, say - deep cynic lost at sea",encyclopedist,anagram,encyclopedist,PHILOSOPHER,0
85727,Hour in which ethnic group rises for fresh start,rebirth,anagram,rebirth,SHOMERI,0
24378,Past master in sari and hot pants,historian,anagram,historian,HISTORIAN,1
74304,See a clip supposed to be great,especial,anagram,especial,REVIEWED,0
45126,"Sends Evelyn, as I'd rectified a number of faults",sevendeadlysins,anagram,seven deadly sins,SENDS EVE AS I EDIT,0
142173,"It's Red Revolution, the worst",direst,anagram,direst,REDDEST,0
79999,Insisted order must be a good order,tidiness,anagram,tidiness,ORDAINED,0
86848,Wizards are most active on Sunday,maestros,anagram,maestros,SORCERES,0
83436,Translate name found in prettier version,interpret,anagram,interpret,RENDERING,0
74572,Artisan alters creation,slater,anagram,slater,CRAFTS,0
33740,Man trained with choir for musical,harmonic,anagram,harmonic,CHORISTER,0
59224,Bear guest destroying plant,sugarbeet,anagram,sugar beet,BEAR GRYL,0
64901,"One sumo wrestling in Finland, as locals would say",suomi,anagram,suomi,SUOMI,1
111096,Scientists here made flexible card envelopes,academe,anagram,academe,SCOTLAND,0
100214,Presley lives again!,elvis,anagram,elvis,ELVIS,1
37294,Sad ears need music,serenade,anagram,serenade,MELANCH,0
130173,Tiny creature avoiding northern frontier resort,rotifer,anagram,rotifer,GNATIRES,0
39575,Soup with ices? Unusually plausible but wrong!,specious,anagram,specious,CHILLIES,0
99995,"Rare rat, I suspect, in glass cages",terraria,anagram,terraria,MICEINBOX,0
45719,Picadors are involved here and there,sporadic,anagram,sporadic,BULLRINGS,0
103996,Guffaw if her goulash is awful,horselaugh,anagram,horse laugh,LAUGH AT,0
4215,She requires daily refreshment,lydia,anagram,lydia,HERBA,0
51563,Column almost collapsing? I'll fill the gap,locum,anagram,locum,PILOT,0
122653,X-ray of man or egg - or net product,roentgenogram,anagram,roentgenogram,NETWORKSYSTEM,0
32747,Missionary agents live abroad,evangelist,anagram,evangelist,FOREIGNERS,0
126386,"Tokay, heated mistakenly, following pages? Don't go to work!",takethedayoff,anagram,take the day off,STAY AT HOME,0
60671,"Where noise is unsettling, in general",eisenhower,anagram,eisenhower,HOSPITALS,0
114865,Where a Londoner hates damp spreading,hampstead,anagram,hampstead,KITCHENET,0
76210,Meet price as arranged for tour de force,masterpiece,anagram,masterpiece,TARIFFABLE,0
117150,"Starting over, the ophthalmic surgeons manage to get the wrong instrument!",otoscope,anagram,otoscope,RESTARTS,0
29275,Famous Greek plot - a disaster,plato,anagram,plato,MYTHOS,0
78071,Maybe his place is rented out,resident,anagram,resident,HISLETME,0
41418,Sartre's letters giving rise to apprehension,arrest,anagram,arrest,ANXIETY,0
99954,"Ballot fixers in attractive colours, not our problem",tacticalvoters,anagram,tactical voters,ELECTORAL,0
10596,It's found in church building patterns,transept,anagram,transept,STAINED,0
23223,Order shop sent to stock cover of Elton's Rocket Man,stephenson,anagram,stephenson,ORDERSHEET,0
102624,"Assured novel, but wilder movie",sunsetboulevard,anagram,sunset boulevard,FICTIONAL,0
5533,Flavouring and cooking man's tripe,spearmint,anagram,spearmint,MARROWING,0
52467,Catch ten fresh fish,entangle,anagram,entangle,NETTING,0
39033,Old artist mostly upset,aged,anagram,aged,OTTO,0
99172,"Singer with no regrets, if paid the rent?",edithpiaf,anagram,edith piaf,TORI AMOS,0
115659,In love and caring fantastically - it's a sort of chemistry,inorganic,anagram,inorganic,ROMANTIC,0
41823,Tree could be so creamy,sycamore,anagram,sycamore,BUTTERY,0
87504,Choir with its quavers breaking new ground,historic,anagram,historic,CHORUSES,0
76062,Processed heroin available at a price,onhire,anagram,on hire,ON COST,0
127336,"Musical system that can be revised for solo, in fact",tonicsolfa,anagram,tonic sol fa,SOL FA MI,0
951,He owed a pound of flesh? A strange notion,antonio,anagram,antonio,SHYLOCK,0
114210,Criticises card game's return,pans,anagram,pans,SLAM,0
13585,Irene may appear when he's around,ernie,anagram,ernie,HALOS,0
76938,Thwart the unknown in confused times,stymie,anagram,stymie,FOILS,0
107566,"Rich, turning up, is on cue",pecunious,anagram,pecunious,AFFLUENT,0
50078,Where to find Lorelei in her distress,rhine,anagram,rhine,RHINE,1
12632,It shows pressure or bias is developing,isobar,anagram,isobar,SLANTS,0
138977,"Executing rogue, sorrowful earl replaces head of axe",implementing,anagram,implementing,IMPLEMENT,0
15394,"Tell one all we arranged and, if it ain't broke, don't fix it",letwellalone,anagram,let well alone,IF AT IS,0
108427,One's crisis forced annulment,rescission,anagram,rescission,IDENTITY,0
132221,Smart clothes are endlessly turning up for French politician,chirac,anagram,chirac,CHICER,0
126424,Determined a doubter will convert,obdurate,anagram,obdurate,CONVINCE,0
68791,Convert her with my short poem!,rhyme,anagram,rhyme,VERSE,0
68900,Gets messing about in boats,obtains,anagram,obtains,SAILOR,0
106085,Members unite having right to work for this?,reimbursement,anagram,reimbursement,TRADEUNION,0
96151,Lower speeds ordered on both sides of the river,depress,anagram,depress,SLOWER,0
11786,Wrongly push to a conclusion,upshot,anagram,upshot,FORCES,0
33122,"Comedian met fame awkwardly, finally destroyed",mademincemeatof,anagram,made mincemeat of,DIE ON STAGE,0
113542,New pair go off to win election,gainpower,anagram,gain power,NO NEWT,0
63029,Meets train as ordered where it stops,terminates,anagram,terminates,MEETSTRAM,0
97388,Nameless tyrant can become irritable,ratty,anagram,ratty,TSAR,0
35604,This orc running is one that can't fly,ostrich,anagram,ostrich,ORCINE,0
88587,"Hercule II, revolutionary French churchman",richelieu,anagram,richelieu,PEREGRINE,0
4635,Avenge upset in Switzerland,geneva,anagram,geneva,AVENGE,0
20332,Shocked query about new cars is unhinged,isnothingsacred,anagram,is nothing sacred,IS NEW CAR,0
64452,"So ""Tripe"" is silly retort",riposte,anagram,riposte,RIPOSTE,1
121781,"Oratory fought fight, beat beast, missing bus at random",thegiftofthegab,anagram,the gift of the gab,ORO FIGHT,0
140742,"A comic ran about like 'Michelle, ma belle ... ’",macaronic,anagram,macaronic,SINGERSON,0
139591,Straight instruction in this flat: coffee should be stirred,thefactsoflife,anagram,the facts of life,IN AB FLAT,0
106115,"Put on reversion, having bounced twice?",notup,anagram,not up,ON TO,0
23594,Substitute tears round chicane?,ersatz,anagram,ersatz,RELAYS,0
132031,Dubious legal reason area's lacking cell units,organelles,anagram,organelles,TECHNICAL,0
70201,Sell one before hotel gets turned over,flog,anagram,flog,VEND,0
64306,Curve produced by exceptional strain - internal fix needed,intrados,anagram,intrados,STRESSS,0
96987,Prophet avoiding pride through divine intervention,daniel,anagram,daniel,SEERSA,0
83068,Mince pies to include a number of drugs,opiates,anagram,opiates,MINCED,0
17724,Steer and nag unexpectedly break off friendship,estrange,anagram,estrange,OXENATE,0
39287,Shocking treatment in part upset old prince,elector,anagram,elector,TRANCE,0
28203,Law maker sent round a round robin initially,senator,anagram,senator,LEGISL,0
131110,"""Matron, I developed stomach pains""",tormina,anagram,tormina,ACHING,0
39302,Sense of state corruption,taste,anagram,taste,ROTAS,0
14019,Playing at Euros: result in sudden-death shoot-out?,russianroulette,anagram,russian roulette,PLAYOFF,0
110954,Maiden featured in special birthday poem,dithyramb,anagram,dithyramb,ODETTE,0
18657,Stoned intern put drug in solvent,turpentine,anagram,turpentine,INTOXICAT,0
67614,Ale fitted with cork once went to dandy''s head,earlock,anagram,earlock,BARMAN,0
67845,About a thousand units involved in main disturbance,tsunami,anagram,tsunami,RIOTERS,0
119706,Indian princess from Poona chats animatedly,pocahontas,anagram,pocahontas,MAHARANI,0
124670,One seeking or finding nasty old minger,goldminer,anagram,gold miner,GOLD DIGGER,0
38563,Peter and Paul upset Andrew? It can't be done,perpetualmotion,anagram,perpetual motion,MISSION IMPOSSIBLE,0
117244,Type of element that is unstable mostly and molten,nonmetal,anagram,non metal,ION GAS,0
25665,Girl libels AA organisation,isabella,anagram,isabella,SLANDER,0
117317,Fellow in RAF wrote about what he took part in?,wareffort,anagram,war effort,ACE AIR,0
130336,Mostly Jim Henson animating chaps,johnnies,anagram,johnnies,MUPPETS,0
137796,"Happy, if Steve gets changed",festive,anagram,festive,ELATED,0
135894,Once more committed a boring and endless reformation,bornagain,anagram,born again,AGAINST,0
141671,Perhaps chrome is made primarily into very fine material,micromesh,anagram,micromesh,SILKMOTH,0
81707,Journalist taken aback by news of the country,sweden,anagram,sweden,IRELAND,0
35602,"This roc, fantastic bird!",ostrich,anagram,ostrich,FABULAR,0
125425,"Collection of six American states and glen, clued cryptically?",newengland,anagram,new england,NEW ENGLAND,1
22543,Engineers admitting everyone in China destined never to meet,parallel,anagram,parallel,WALLFLOWER,0
93999,Guns by hill going off in confusion,blushingly,anagram,blushingly,CANNONADE,0
84184,Cheerer stopped getting excited - no words coming directly,reportedspeech,anagram,reported speech,SPEECHLESS,0
60409,Seductress's lacy pants with edging of pearls round,calypso,anagram,calypso,LINGERIE,0
29595,Never once arranged to meet again,reconvene,anagram,reconvene,NEVERMORE,0
50779,"Bird to catch, tail first",rhea,anagram,rhea,LARK,0
51725,It may be recommended as a sun resort,nassau,anagram,nassau,ISLAND,0
76542,Oil giant wrecked artwork,intaglio,anagram,intaglio,PICASSO,0
66526,Improperly press one for an answer,response,anagram,response,COERCING,0
3057,Nominates reform for US state,minnesota,anagram,minnesota,PROPOSES,0
40757,Tipsy girlies drinking new wine,riesling,anagram,riesling,INEBRIATE,0
75944,Use endless charity when performing church service,eucharist,anagram,eucharist,MINISTER,0
140044,"Move back in June - decor terrible, on reflection",retrocede,anagram,retrocede,RECEDING,0
120958,Apt phrase describes party wear?,paperhats,anagram,paper hats,APT TO,0
23573,"Feeling guilty, has made reparations",ashamed,anagram,ashamed,ATONED,0
9358,On reflection one's not quite resolute enough,loser,anagram,loser,WAVES,0
112266,Dizzy rascal has quantity for mathematicians,scalar,anagram,scalar,NUMBSK,0
21722,"Feed a pet sugar, perhaps",pasturage,anagram,pasturage,SPOONFE,0
36682,Delicate embroidery originally attached to leather pants,ethereal,anagram,ethereal,LACEWORK,0
10238,Fixed stake over volcano,etna,anagram,etna,ETNA,1
105802,Element's mass men doubly misrepresented,molybdenum,anagram,molybdenum,ATOMIZED,0
3099,Mineral disturbed antelopes,pleonaste,anagram,pleonaste,TURQUOISE,0
1934,Descriptive words no good for teeth pig's lost,epithets,anagram,epithets,ADJECTIV,0
6756,Tears by poor head's supporters,adherents,anagram,adherents,SUPPORTERS,0
4727,Terrier worrying a minimalist going south,militiaman,anagram,militiaman,ASTRIDE,0
87093,"Heavily used when preparing to play the pantomime villain, eastern boy Prince Lew, maybe?",eyebrowpencil,anagram,eyebrow pencil,WARMING UP,0
28112,"Weak sort of dispirin, saving horse's heart",insipid,anagram,insipid,ASPIRIN,0
111037,One can blame corrupt bias,imbalance,anagram,imbalance,ONELOOKS,0
52026,Secure top of foresail in rough sea,safe,anagram,safe,LASH,0
81570,Cut when rewritten,hewn,anagram,hewn,EDIT,0
106457,In which one may see mad gal posing naughtily?,ladmag,anagram,lad mag,EYE SPY,0
74250,One of the nouveau riche from Peru in van crash,parvenu,anagram,parvenu,PARVENU,1
95817,"OK, reach a mike an' play this automatic backing device",karaokemachine,anagram,karaoke machine,RHYTHM SECTION,0
31595,Set a clue in Western Australia,eucla,anagram,eucla,PERTH,0
108767,"Dramatic and inspiring performances, specially with arm broken",miracleplays,anagram,miracle plays,ARMFULS,0
49601,A sportsman spinning the tale,athlete,anagram,athlete,ATHLETE,1
112953,"Rebel MP has reformed, so he swears!",blasphemer,anagram,blasphemer,TURNCOATS,0
38706,Helen & Co refurbished station,echelon,anagram,echelon,ELENIUM,0
44074,"French boy's looking up meaning of ""gunk""",slime,anagram,slime,MIREX,0
79559,Firm's idea incomplete unfortunately: it's gone wrong,misfired,anagram,misfired,CONCEPT,0
25961,"A bid, perhaps, to get ""loo"" regulated as a game",diabolo,anagram,diabolo,TOILET,0
20266,"Large paper plane, the folding",elephant,anagram,elephant,NEWSPAPER,0
27724,A spider possibly saved Bruce from it,despair,anagram,despair,SILKWEB,0
133430,"Like warning signs Alan Turing devised, changing number for radius",triangular,anagram,triangular,DANGERZONE,0
93380,"It's paradise, newly created without Eden's first plant",aspidistra,anagram,aspidistra,NEOCREATED,0
50725,Advertiser gives his cat a cuckoo,saatchi,anagram,saatchi,ADMANIA,0
44799,"Tanks in army's front, as bearing westwards",aquaria,anagram,aquaria,TANKARD,0
120109,What deters wandering Saudis? Promised land?,dissuasion,anagram,dissuasion,HOLYPROMISE,0
136689,Turns angry - it's trouble over nothing,gyrations,anagram,gyrations,TROUBLES,0
76787,Expert change to steam railway,masterly,anagram,masterly,PROFESSIONAL,0
47627,It's sweltering without a watering place down under,hobart,anagram,hobart,OASISE,0
122882,Plenty of mucus around,tons,anagram,tons,SLIM,0
136705,Moved paper getting thrown around,shifted,anagram,shifted,REMOVED,0
139851,"Old Inuit set adrift, weakening",dilution,anagram,dilution,ESKIMOS,0
114961,"Finding commerce so sadly devoid of ecstasy, I ferry the kids",soccermom,anagram,soccer mom,TRADE IN,0
24387,There is nothing amiss in such speculations,theories,anagram,theories,HYPOTHESES,0
20689,"As an older person, poor Ronnie's disheartened",senior,anagram,senior,SENIOR,1
69631,Accountant finds many assorted islands as a tax haven,cayman,anagram,cayman,IRELAND,0
29176,Prepared obstacles to hold back river,oder,anagram,oder,DAMS,0
6334,Gore has valid application,vidal,anagram,vidal,MERIT,0
105777,What infidels do beside evil rebels,disbelieve,anagram,disbelieve,CONSPIRE,0
80502,Socratic path could be disastrous,catastrophic,anagram,catastrophic,CATASTROPHE,0
83346,"Gunner has job, it turns out, in South Africa",johannesburg,anagram,johannesburg,ARTILLERIST,0
22350,Inventor whose produce may be diverse,deviser,anagram,deviser,FARMER,0
46616,Time-worn coin,mite,anagram,mite,OLD,0
69462,Dreadful lies about Ham being outcast son of Abraham,ishmael,anagram,ishmael,HORRORS,0
134621,Nuclear industry waste product messed up laundered item,depleteduranium,anagram,depleted uranium,RADIOACTIVE,0
124589,Opening amber fluid OK,embrasure,anagram,embrasure,APERTURE,0
79759,Finally reduced map collection,atlas,anagram,atlas,ATLAS,1
114083,"Paul came clean: ""I'm to blame!""",meaculpa,anagram,meaculpa,PAULINE,0
56672,"Ebbing, a tide keeping down in California city",pasadena,anagram,pasadena,LOWTIDE,0
68330,March associated with detective stories set in Goa,ngaio,anagram,ngaio,MAYHE,0
36009,"Drink, when cold, can go the wrong way",cognac,anagram,cognac,LAGER,0
102202,"Here censors censor sex, as it turns out",sixteenacross,anagram,sixteen across,SENSORSHIP,0
73403,"Sport of Kings without one, possibly",skiing,anagram,skiing,RACING,0
114729,"Adjusting, freeing, or gathering sails",reefing,anagram,reefing,TRIMMING,0
30698,"Dressed in a suit, country-style",tunisia,anagram,tunisia,RUSTICS,0
110841,Starting point for Trans-Caspian trip?,saintpancras,anagram,saint pancras,ASTANA,0
32211,Carried on organising coup d'état but having to drop out,actedup,anagram,acted up,PUTON,0
95300,"Figure another code out, thought not entirely",octahedron,anagram,octahedron,DECIPHER,0
14461,Charles is upset when son leaves for girl,rachel,anagram,rachel,PRINCE,0
26778,Be a star performing in the picture,abreast,anagram,abreast,ACTRESS,0
77738,Manic ITV production about cure for scurvy,vitaminc,anagram,vitamin c,LIMEJUICE,0
80508,Radiation always sits around,sieverts,anagram,sieverts,IONISATE,0
46757,Flying alien contrives to secure a spell in the army?,nationalservice,anagram,national service,ENLISTED SPELL,0
88653,"Wild, wild raves and gigs on Ecstasy",aggressive,anagram,aggressive,MADNESSRAVES,0
140911,Mead brewed with American and European bean,edamame,anagram,edamame,MEADLIB,0
69777,Marry around end of July - it's damp,dewy,anagram,dewy,MIST,0
135096,"Haunts of the addicted, heartless men Oedipus ruined",opiumdens,anagram,opium dens,DENSAI,0
90344,A chorister's not involved in these arrangements,orchestrations,anagram,orchestrations,ORGANISATIONS,0
71730,Blimey! Is taken aback by fabulous bird,roc,anagram,roc,IBIS,0
103343,He needs religious ecstasy to fuel his whirling,dervish,anagram,dervish,DERVISH,1
135123,"In Texas Union, does fashion mean suits?",tuxedos,anagram,tuxedos,STYLEES,0
78153,Chairman tried to convert Greek ecclesiastic,archimandrite,anagram,archimandrite,METROPOLITAN,0
44061,Money gets chopped terrine always for a dog,goldenretriever,anagram,golden retriever,PEANUT BUTTER,0
95036,Glorious Revolution's backers back cult. It revolted,kitcatclub,anagram,kit cat club,THE ORANGE,0
112797,Help on the way (cases yet to be resolved),catseyes,anagram,catseyes,AIDINGYOU,0
32339,Senator organised act of betrayal,treason,anagram,treason,JUDASISE,0
20109,It is stirred into barbiturate in parts,sectional,anagram,sectional,MARTINIS,0
61016,It's inferior to the bean stew,beneath,anagram,beneath,FEARTER,0
74284,Contracting is an awful strain on a fellow,astringent,anagram,astringent,TIGHTROPE,0
7765,Hit lofted catches without strain,stricken,anagram,stricken,EASEFUL,0
135330,Fancy dealings with church look anything but straightforward?,sideglance,anagram,side glance,NAVE DEAL,0
29180,Turning up with competence on island,elba,anagram,elba,ABLE,0
24011,"Tommy's upset about piano, which must mean something",symptom,anagram,symptom,MEANING,0
138735,Punk is beaten up by fifty associates,linksup,anagram,links up,GOONS,0
15841,"You're hated, without love, tormented? Look back with regret",ruetheday,anagram,rue the day,YOU RUE IT,0
115274,A VIP sells assorted toiletries,lipsalves,anagram,lipsalves,AROMATHERAPIST,0
57763,To send for change is a Continental resort,ostend,anagram,ostend,SPASAT,0
19653,Aaron Copland's first composition involves one instrument,ocarina,anagram,ocarina,OPERA,0
112107,They inform people when fire dies out,edifiers,anagram,edifiers,FIREALERTS,0
8401,Badly translated old manual so eccentric,anomalous,anagram,anomalous,MANUALS,0
54782,"Best time in two years, given head surgery",heyday,anagram,heyday,PRIMED,0
39014,Elderly artist not quite making a comeback,aged,anagram,aged,OTTO,0
12966,"Server's trouble, unfortunately forgetting round",butler,anagram,butler,WAITER,0
55792,"Fancy rim is deep, which is not skin-deep",epidermis,anagram,epidermis,FANCIFUL,0
51219,Make cat sit still,static,anagram,static,CATSIT,0
140435,Aren't diesel trains made to last?,eternalised,anagram,eternalised,PERMANENT,0
44762,"Returning instrument, which was acquired illegally",loot,anagram,loot,STOLE,0
100011,"Where water speed records were set - not sonic, however",coniston,anagram,coniston,LAKESIDE,0
51462,Vanessa's involved with married lad,redadmiral,anagram,red admiral,RED HERRING,0
99620,Lab re-created a heart for a fish,albacore,anagram,albacore,SALMONID,0
102157,New Year tends to make us inactive,sedentary,anagram,sedentary,RESOLUTION,0
56069,"Brewer uses potatoes, filtering out oxygen and sulphur",teapot,anagram,teapot,MALTED,0
40895,"""Get up, Knight! The Queen!"" - and he does",riser,anagram,riser,ARISE,0
89104,A setback - very sad to get upset about it,adversity,anagram,adversity,REVERSAL,0
4039,"Flower eaten by flea, unusual jumper",fairisle,anagram,fair isle,IRIS SUIT,0
117458,Articles on a menu arranged by club,athenaeum,anagram,athenaeum,SALADBAR,0
93345,Mass of lymphatic tissue giving don ideas,adenoids,anagram,adenoids,TONSILS,0
120079,Scottish brewer sprayed one guy with last of beer,younger,anagram,younger,MCEWAN,0
46013,"Corporation boss revealed as radio neglecter, potentially bringing in revenue, primarily?",directorgeneral,anagram,director general,CHIEF EXEC,0
41125,"Unfortunately, Iris faced having skin punctured",scarified,anagram,scarified,ACARIAS,0
96991,Lion-tamer is an idle outcast,daniel,anagram,daniel,LIONIZE,0
88012,"Following orders, excellent to get up during illness",compliant,anagram,compliant,CONVALESC,0
1275,"We're young people, so let's dance madly",adolescents,anagram,adolescents,TEENAGERS,0
132495,Doctor begs nurse for classes,subgenres,anagram,subgenres,ENTREATS,0
140492,Stupidly goes by bad parts of round,bogeys,anagram,bogeys,FOOLISH,0
93575,Is Harpo Marx starting to make a witty sally,aphorism,anagram,aphorism,RIPOSTES,0
123820,Doctor regains gun primarily for applying lubricant,greasing,anagram,greasing,GREASEGUN,0
114038,Stops on this red with no gear changes,reedorgan,anagram,reed organ,IN GEAR,0
124009,Male's setback,tup,anagram,tup,HIS,0
101068,Addict vetoed dodgy ecstasy,devotee,anagram,devotee,JUNKIE,0
141675,More difficult in larger form,gnarlier,anagram,gnarlier,HARDERUP,0
87894,"Gifted holy converts, many times over",eightyfold,anagram,eightyfold,TALANTED,0
105963,Fruit seeds produced by Spiro Agnew (the last to be dropped for President),orangepips,anagram,orange pips,PIT SEEDS,0
121917,Corrupt umpire is immoral,impure,anagram,impure,UNFAIR,0
129122,"Bolt in trouble, turned up nursing broken toes at end of race",gotoseed,anagram,go to seed,US US RUN,0
57910,"A word like ""logo-mines"", perhaps?",neologism,anagram,neologism,HOMOPHONES,0
107907,Aliens go mad for fuel,gasoline,anagram,gasoline,PETROLAE,0
14479,Boring makers of laws,awls,anagram,awls,ACTS,0
36154,Bail is arranged for those with proofs of innocence,alibis,anagram,alibis,ALIBIS,1
64717,Flag email from criminal,oriflamme,anagram,oriflamme,SPAMMAIL,0
127608,Early birds found here at Cheshire mill,hatcheries,anagram,hatcheries,SILKMWORM,0
109304,Is he in the middle of nowhere at odds with creation?,anchorite,anagram,anchorite,NEITHER,0
35345,Weapons turned on quarry,stag,anagram,stag,ARMS,0
73651,They troubled Macmillan and Steven,events,anagram,events,MENACE,0
39311,Relish country's leader moving to the right,taste,anagram,taste,TASTE,1
82868,Spooner to cuddle vagrant? Nonsense!,humbug,anagram,humbug,RUBBISH,0
128659,Keeps breaking down in tears,retains,anagram,retains,SOBBING,0
98325,"Meet with disaster, provoking demon on cue",comeundone,anagram,come undone,MEET HORROR,0
131226,"Wife escaping winding of twister, as bricks falling?",tetris,anagram,tetris,WIFEOUT,0
53746,Chic lost as turning to bluestocking?,scholastic,anagram,scholastic,FEMINIST,0
86902,See a man struggling with a tentacled marine creature,seaanemone,anagram,sea anemone,SEA SNAKE,0
131114,Goes a long way with veg and soya mince,voyages,anagram,voyages,TRAVELS,0
47161,A beast in distress lowers,abates,anagram,abates,ANIMAL,0
53813,Do see to Mr Nasty's hard skin,osteoderm,anagram,osteoderm,CALLOUSES,0
66316,Need link to supply light,enkindle,anagram,enkindle,REQUIRES,0
9700,Poor diet''s effects on banker,depositor,anagram,depositor,MALNOURISH,0
30849,Criminal career kept failing after ceding power,racketeer,anagram,racketeer,RECIDIVIST,0
62588,Insignificant fellow spattered panda with dirt,dandiprat,anagram,dandiprat,INSIGNIFIC,0
11980,Start to bet when Bella's playing a game,baseball,anagram,baseball,BEGINNER,0
140786,Nature's forecasters use brains to obtain current research and development,rainbirds,anagram,rainbirds,METEOROLOG,0
12753,Greens worked to protect last of pristine deserts,reneges,anagram,reneges,ECOLOGY,0
108514,Changes of mind that could get bats run out,aboutturns,anagram,about turns,RUNOUT,0
28827,Break into the Iberian nosh-up,burgle,anagram,burgle,TAPAS,0
65127,Transport unfortunately isn't arriving ...,virgintrains,anagram,virgin trains,NOT IN TIME,0
15304,"Centrepiece Peregrine ordered, but not the right one",epergne,anagram,epergne,FALCON,0
70931,"Hoisting this, the builder strained a ventricle",cantilever,anagram,cantilever,SAILINGMAST,0
39617,Like it knocked back?,asti,anagram,asti,NEAT,0
118167,Plans to move aside,ideas,anagram,ideas,STEPS,0
2029,Don't travel through Armenia topless and drunk,remain,anagram,remain,SOBER,0
31162,On land with a wild horse,ashore,anagram,ashore,AGROUND,0
80651,Horses paid out scores,rhapsodies,anagram,rhapsodies,STALLIONS,0
98129,They may turn some into a ferment,emotions,anagram,emotions,YEASTS,0
41440,Point to unusual Roman invader of Britain,norman,anagram,norman,VIKING,0
106302,Controversially his (or her) IT crashed,their,anagram,their,HISPC,0
45672,Liar hangs out in idyllic location,shangrila,anagram,shangri la,PARADISE,0
60847,Floating vote again spoiled,evagation,anagram,evagation,RECASTED,0
7876,Quiet after Rhine trips? It's the wine!,rhenish,anagram,rhenish,RIESLING,0
41843,Blue rooms out east,morose,anagram,morose,BLUEROOMS,0
109637,City as wild as Jones,sanjose,anagram,san jose,MAD AS,0
120218,"Passing oxygen repeatedly in circulation, this more harmful?",poisongas,anagram,poison gas,MORE SO,0
11883,Stuffed with chopped dates,sated,anagram,sated,DATED,0
54805,Perhaps only seconds away from Arkansas capital,ankara,anagram,ankara,LITTLE,0
118436,Fido's legs struggling to get round old part of London,isleofdogs,anagram,isle of dogs,ISLE OF DOGS,1
71508,"Wonder about first engagement, if forced to make a second bequest",reendow,anagram,re endow,IF WILL,0
92830,Eat chips in a way that's not original,pastiche,anagram,pastiche,REHEATS,0
72165,"A red giant explodes, becoming a dark star, perhaps?",tragedian,anagram,tragedian,BLACKHOLE,0
