Index,Clue,Solution
19447,Early reading-desk found in back furrow with drum,tambour
141430,Journalist stayed in Parisian stone flats,piedsaterre
14231,"Good person, a laugher showing resilience",stamina
28529,Merchant and traveller displays the spirit o' the game,marcopolo
125079,Maybe Bristol politician getting exposed is not suffering any damage,unimpaired
91393,Wilder top of fallen flower,faster
16718,Who the author mentioned in disbelief?,dickens
77642,Runs coming with one big hit more likely to get you caught out,riskier
46644,"Come to pass, maybe, in Yorkshire",happen
81338,Unknown quantity as missile plant,yarrow
115834,Goldfish buried in mummies' tombs,mausoleums
107676,Notify primate about capital abbot originally left,apprise
23803,Middle Eastern fuel qualifier when refined,iraqi
87622,Shipwreck leading to an oil discharge on a Caribbean island,hispaniola
78022,Pitch of the road,macadam
19444,God right to desert French artist?,odin
37287,Look round for a way to throw a fight,castabout
85606,Guy from Dubrovnik hasn't got the right paint,coat
23507,Dump resident on old lady - shame,stigma
41593,Pamper commander's circle,cosset
51379,Battle celebrated by Orange type,blenheim
11728,Home depot contains harmful fitting,instillation
108041,Extract item from box of ornaments?,clip
11735,Smell smoke,reek
79494,Criterion for replacing dirty cask,yardstick
140959,Watches gathering bee getting stuff from woods,timbers
112631,Run to earth with the lines set in place?,trackdown
38853,Seaman in Cork not good member of crew,bosun
61266,Stock complaint from canonised cricket commentator?,staggers
121817,Pole dancing with sex? Four charged,explosive
30969,"Imposed as a duty on the vicar, for example",incumbent
107653,Accomplished boxers will be upset if they have to be,carriedout
36557,Need spin for PM,eden
37627,Chest protected by father's waterproof,parka
6683,Rued looking up Miss Smith's recipe network,bewailed
113358,"Tale's beginning, in fact, in touching way",tactually
72079,Be very successful at campanology?,ringthebell
121430,Possible message from holed ship?,sos
102600,"Showed determination when couldn't complete puzzle, then home",gotstuckin
95638,"Close, so raced up to a disturbance",narrow
78628,Greedy person swallows leg just out of the oven?,piping
77650,Nice walk I'd arranged on unknown Roman road,icknieldway
86637,Arab playing with Brian's rugby team,barbarians
106805,A badger in lift touring hot country,ghana
6986,Story told to encourage when caught in this?,tailback
78634,Annoyed at little green man's invitation?,cross
17037,One is left without a souvenir,remainder
100975,"Court crime officer is after ""Cat"", once a champion driver",tigerwoods
117806,Clubs unknown - iron or wood?,cypress
5649,A bit of a spur some hero welcomes,rowel
105069,Cannabis grown by extremely hirsute politician,hemp
79280,Cutter from the east,scimitar
42004,Northern sister nursing young sow breaks perfumier's connection with mainland,channeltunnel
92441,What setters get from trying to make clues right?,ulcers
74650,Think of friend about to revise,meditate
131402,Snake-like creature's undiscerning malignant software,blindworm
84960,Time for virgin to return and break out,erupt
120057,"Ignore wife in labour, longing to be back in Scottish islands",orkney
138719,"Records, say, see Arsenal dribbling around D",calendars
118080,Not much distance between spectators at either end: Celtic goes down at the start of extra time,closeset
62265,Group going in for ultra-vision,travis
39147,Get company in to cork the bottle?,screwtop
86869,Clinton was here (nothing wrong with former President),oxford
61834,Overturned vehicle on Cyprus with snout,baccy
10131,Farmed in a civilised way,cultivated
137693,"Between back walls, stack and line up masonry",brickwork
5549,"Tricky maths, introduction to algebra, bringing complaint",asthma
136217,Little fellow in conflict with car - this will provide comprehensive support,welfarestate
44668,"One in three-D version: King Stephen, say",dethroner
130331,US district and country trades duck for uranium,columbia
120495,Confiscate one thousand quid,impound
123428,Clarify dodgy clue that's holding a little back,elucidate
111384,Justify clash and tirade,warrant
27070,Star lacking core providing speed,celerity
86468,Time allowed for preparation once varied with it,notice
107822,Group wearing famous red dress,clothe
76983,"Find someone to play the scoundrel, old singer",castrato
79319,City life with female arranged in outbuilding,sheffield
115754,Called back to growl,gnar
99605,Wicked fly going around gets zapped,killed
80629,"Whale's ear boxed by princess, briefly",beluga
12074,Low gear involved finding place to leave a boat,moorage
84378,Veronica is OK after drug use,speedwell
44675,Perhaps Palin's modern language,python
95823,School's back-up (reserve) computer,notebook
96478,Detective story - read end!,astudyinscarlet
6322,Greek girl embraced by this Roman,hellenic
95713,"A blast this, room shelled in sound of mild explosion",atishoo
30634,"Fix You, Coldplay's left on box",cure
103725,To enthral a malicious woman we held back,bewitch
62370,First to read new Little Miss Punk children's book,rumpelstiltskin
48088,Tesco ragout goes down well in Paris,escargot
13770,"Backbone needed by Campbell, an amateur in the city",birmingham
127479,Finishing touches in sketch you made - needs colours,hues
32190,"Stand up to kilos, metres etc, interfering with holiday",resist
18296,Don't hit a girl,miss
36049,Girl holds information for the programme,agenda
74631,Boy in charge of sound …,sonic
78364,Where trouble's expected to end in a fight,mill
43665,Wrong colour suit to deliver coal?,blackdiamonds
64468,Knock what's said on departing into desert,ratatat
92180,That's Latin for you!,idest
44037,Writer finds way into literary festival,hardy
88100,A good line in stock?,pedigree
101972,"Hysteric, overstretched soprano heard as La Bohème?",screamingmeemie
82784,Support for clergy in theatrical setting,backcloth
55667,Given room but taken advantage of - that's not on,putup
88900,"A maiden over the top, about to be hugged - I must go after chubby boys",amoretti
91338,Threaten one member's demise,impend
125571,Is in danger of falling for accountants?,totters
90897,Movable feasts?,mealsonwheels
125222,Heavens above!,skies
141456,Skin delicate originally on Queen Mother,derma
77672,In Strasbourg I must accept one follower of May,june
62409,Touch bird gently by design,pattern
8588,Ethiopian leader opening tournament,event
86197,Island where the pub doesn't charge?,innisfree
72865,Roman general had a hold on father,agrippa
118808,Enigmatist is heartless bod interrupting circus entertainer - needs to get humbler,climbdown
62037,Morning - chief time to get stuck in,matin
3137,Like compilers noticing anagrams with cry of surprise,incognito
31754,It was hell before transport came,erebus
16499,"Instead, ancestral afternoon entertainment is provided",teadance
70510,Set about old devil in the backstreet,snicket
113406,Private correspondence means nothing to the landlord,loveletter
100952,"Miss cheese, served up with wine about one",mademoiselle
100686,"Never, never, never fall for such a euphemism!",easyterms
100373,Indifference of company led by international organisation,unconcern
132426,"One abandoning throne, wanting occupation",tolet
95764,Change popular stimulant for analgesic,morphine
134973,Buoys let loose without much reason,obtusely
110124,"Play golf with Olympian, getting thrashed",pygmalion
25625,Left words for bride and groom in Venice,lido
104626,This man's Merlot perhaps lacking body? On the contrary,edwin
34496,"Shrub, one that's in rising demand",lilac
25674,About ten engineers turned to go in,enter
138837,Race around holding letter finally found at back of study in a cupboard,credenza
33070,Support heavyweight sea creatures,plankton
123259,This is spinning plus a source of radiation,pulsar
111833,Homer's first poncy hairdo can produce neurosis,hypochondria
50888,Tell king to cheer up,relate
40578,"Though English, it's Scottish",bute
127545,"Everything we hear is ideal, but endlessly complicated",audible
90837,Reckoned it's deliberate,calculated
9451,Up in arms freebooter is beheaded,irate
97512,"At this stage, bird injected with drug, finished",hereupon
112238,Music critic consulted over Beethoven's Fifth,shaw
21897,Executor's first to divulge what's left in the will,estate
57481,"Hostile incursions into Greek island, say",inroads
110468,"Suddenly appear depressed, being treated like rubbish?",blowin
47216,Confused tot given guidance,addled
96723,Condition of lush sauces by Arab American,dipsomania
37601,"Turns to go off at quarter to six, nine short",rotates
99951,Arab statesman involved in womanising,omani
3130,In small boat travelling into unknown,incognito
128724,Stir miso soup faster,piumosso
11446,Crimean War settlement here,yalta
140063,Most stylish relative I joke about,jauntiest
18107,"He will have marked cards, of course",tipster
141571,"Initially so passive, I perk up as spring goes on",spirally
19187,See edges taken off by the ears,otic
96069,"Nancy takes ego trip, which is lethal",cyanogen
129300,Exploded with fury when there's commission to pay,brokerage
8540,Round v-vessels containing silver substitute,stopgap
65515,"Move unexpectedly, taking nothing from the best room",lunge
19936,"Despite what's been said, a rat fell out",afterall
141399,South-east Asian fellow's upset young Arab?,foal
11987,Nark gets clear before legal eagle starts,nettle
18270,Portion of tandoori cottage cheese,ricotta
122798,Bask with leader in tabloid articles,sunbathe
141591,"Quiet and timid, like Mickey, Jerry or Stuart?",mousy
42097,Terminal heart trouble,earth
61738,Friendly address is cold without its first effect on the skin,oldchap
94999,More complex row about instrument,thornier
120396,Caught wild bird or chicken,craven
34227,Force leader's an outstanding painter,chiefconstable
123535,Report of beak on beast with horns where speed limit is likely,builtup
108256,"Buffoon's vessel, labeled ""unkind"", not starting",pantagruel
7516,Piano tune as duet,pair
98845,Actor with head baffled by figures,octahedra
90209,One won't stand for teacher penning dry English,sitter
26310,Musical instrument missing in Bordeaux,claret
49472,Try to look smart in order to go courting?,pressonessuit
120633,Girl turns up to iron out place of relief for process that may include relief,mapmaking
72562,Married to conceal broken hearts - that's the point of separation,watershed
99043,Shed puts paid to the island,islay
125669,Score recorders almost speak to me in resurrecting New York line,tallymen
55354,Young female accompanist,duenna
56984,Entry of piece from Navarone turns soprano into tenor,pavarotti
137141,Release includes one volume that's reserved,secretive
101517,Boring publicity men I take into account,prosaic
15984,Perhaps Lancelot ousts king in the dark,night
36068,Plan made by spy without time to meet lawyer,agenda
61967,Comprehends how company politician makes progress,comprises
47891,Stuff the Swiss rolled out for breakfast?,muesli
97876,One with a dead-end job?,kamikazepilot
11733,Smell from bay about to go,reek
62479,Contemplated minute and second hand,mused
58291,Capital atmosphere in a small business house,cairo
125288,Estimated cost of passage taken,quotation
105194,Bottomless pit accessed through baby's mouth,abysm
84887,Economist's suggestion for a cannibal's feast?,friedman
6664,"Contents of a pack including drink - that's ironic, to say the least!",litotes
86266,A coin found by idler becomes a collector's item,album
41260,Animal took a piece of food inside,okapi
121507,Drama student may be fast to embrace translated Greats,stagestruck
125698,Sweetie admitting passion for dependant,hangeron
89158,"Way to serve potatoes, just stuffed with game",duchesse
134694,Turn back slow runners between defensive lines,midfield
6213,Sweet Manx language,maltese
97891,Drops put underground in the West Riding,dewsbury
108234,A bird could be harmful if headless,fulmar
64458,Press turns up outside UN and it's a bit sticky,gunge
1812,Body in vehicle trunk?,carcase
82861,Meadow has first of primroses in spring,leap
85769,French monarch's solution? Fighting not fleeing,louis
141154,Raided by the police and broken,busted
111658,Fix a business chap a drink,pinacolada
124190,Does song show elements of commendable quality?,goodness
39400,If darling gets left out in dance that's unbecoming,infradig
35277,Wood is often hard,knotty
41159,It brings a lump to one's throat,adamsapple
821,"Unfortunately, dieter's eaten last of gateau, it's learned",erudite
123418,"Decorate from top to bottom, or vice versa",repaper
122487,"In ceremony, noise interrupts speech",ordination
134050,Boy to instruct officer over deceit? The dog!,bordercollie
90176,"Particle gives spy clue, perhaps",molecule
36826,"Walk, finding way to turn",stroll
29368,"Stupid dunce, holding creative skill up, not yet found out?",untraced
44848,Original character in lady encapsulated by bright talent,flair
131403,A bit of rubbish Les cast outside,snaffle
20160,Foretold about one that made affirmation,predicated
50671,An artist takes in abandoned ships,armada
47412,"Design takes month, with gold",decor
133918,Acts that violate acts,crimes
102149,He turned on blokes breaking dad's spectacles,phenomena
7291,I am stuck in traffic - abusive words result,tirade
129750,"It was honourable, for Japanese double-decker was open-top?",bushido
43990,"Dancing girl lay behind house, the object of desire",holygrail
135548,Entertainer who needed a get-out clause?,harryhoudini
84137,Votes about further education? About Desperate Dan!,referenda
81517,"Protest, showing some degenerate tarts no mercy in return",remonstrate
15822,Better or worst?,outdo
128709,Hitchcock's work? Be upset in parts,thebirds
25838,First set off Bob to list Answer's Blowin' In The Wind,oboist
79774,Royal meeting leaderless immigrant finally changed his nationality,scottish
39340,Beam first on roof then,rafter
86176,Time to look outside cell,peter
61995,Dame Edna's initial career as terrible mother,medea
86380,Logic duo displayed in volunteer's mission statement,icouldgo
121324,One studying most of ancient Britons observes publicans,licensees
114240,"Fighting, setter gets dessert back out of the oven again",warmedup
83571,"Live author, hard to follow like the Jabberwock slayer",beamish
137299,Quarter aspiration after jet engine starts,jewish
104834,"In need of a life, you seize broadcast of old Jewish party",sadducees
141527,Born to Run in tights? Journalist is very drunk,bladdered
101487,Be charitable to soldier leading calf by hand,givealms
102997,Words initially put together in a piece of writing about friend,acronyms
59333,Bird needs heart with wings clipped,erne
74762,It may catch one in the act,safetynet
88119,Real gunfire shot having taken turn here?,riflerange
23126,Tea licence for Swiss Cottage,chalet
16889,I tape record criminally?,pirate
15626,Rome's fateful date in Gobi desert,ides
9751,Don't take what's taken on departure,leave
23817,Oscar set puzzle for philosopher,socrates
130614,Outbreak blocked by resistance of the outer skin,epidermic
95416,Sceptic acting so badly,agnostic
138759,Accompanying date naked? Absent yourself!,withdraw
104652,Pains will penetrate rigid trunk,seachest
52567,Church leader in Ireland not in favour of red,chianti
85829,Come to a party,wake
81064,Referee with his belt turning to cow?,whistleblower
44881,"Welcome to Cleveland, darling!",redcarpet
109124,Guy on shed from town in Somerset,taunt
130504,Gym users taking oxygen for energy are arguably a dispiriting lot,exorcisers
28260,Lively son to be nosy,spry
96587,Corporation has pan for meat dish,potroast
132607,Positive attitude in small company letters,cando
125770,Produced doctrine about Advent's limits,created
20886,Assail doctor in committee,bombard
26094,Resentful god overthrown,sore
52570,Vital energy versus wine,chianti
90559,Cold lake embraced by stupid swimmer,coalfish
15439,"Out of curiosity, one's raised by English twins ordered on line",eyebrow
24534,"Large stone lion, possibly circled by winged creature",monolith
115272,"Joining the Globe, aim to be a writer",ballpoint
73328,Twin Cities captured by first-rate artist? That's capital,accra
2417,Group's chiastic rhyme scheme,abba
82538,Upwardly mobile salesmen seize vehicle and do a bunk,scarper
65487,Long story without point,yearn
88932,Person wobbling had to shilly-shally,humandha
138987,Qualification from writing about movement in European arts,masters
45401,Fine man,eric
116229,One of the ship's company has a possible cut limb,crewmember
109011,"Party taking knock about European Union, following victory",raveup
69663,Get Margaret off the line?,unpeg
140682,Does rascal show on TV small round bottom?,impersonates
48178,"American guys, they deal with business",agents
126867,Classic comprises great lines,saintleger
110745,"A lunatic, crazy about the sea",nautical
47629,"""Port's stolen"", boozer admitted",hobart
99495,French novelist working for Biblical judge,gideon
2362,A pound of sultanas?,seraglio
28811,Be in the first parts of contest - that's where it's at,battleground
130260,Opportunity for murder? Nothing else to do,timetokill
83348,Schedules mean items will be thrown overboard,timetables
140132,Accounts by modern-style English lawmaker,isaacnewton
57190,Clouds rising from Maghrib mines,nimbi
57145,Bar call demanding response,counterclaim
32849,Peak shortly after taking professional qualification,proviso
61181,Plan a porno picture?,blueprint
9342,River swallowed up fine material,taffeta
120919,Laugh at dummy,mock
15872,Year in prison shade,cyan
112102,Shaken Queen restrains one of the horses,equine
71575,Pasta recipe created for tyrant,satrap
111209,"At first, Megan upset Harry, throwing away a gift of perfume",myrrh
40261,Round the Cape and turn in late,overdue
90226,"Exhibition of Spode's ""Troy"" ersatz vessels",destroyers
136050,Was a disheartened Dave Cameron his work?,boccaccio
76801,The crew went sick and died in misery,wretched
56538,Strong drink,stout
36563,West Country project in part of Scandinavia (not the south-west),eden
25543,Settle on a solution in the crossword,alight
118346,Tiny little advertisement Sky used five times,weekdays
91888,"Fan finds a fish, say, at island party",aficionado
42130,Poles separated? There's clue in that!,antipodes
8497,Small island turning black,sable
7007,Beat nervous tension,stress
54793,One church's method of entertainment,iceshow
33315,Emphatically he who could be Flemish...,himself
86983,Holy record found in European community - English message of a religious nature?,epilogue
5326,Song with piece of lyric that uplifts and moves lots of people,airline
91188,"A blues composition, fit for purpose",usable
26504,(rank outsider) The Undertaker,trier
29690,Theatre of the obscenely rich,lyric
3533,Provide two servings of dry wine in a jiffy,bisect
107453,Bruce's namesake's got one a plant,forsythia
41317,Stumble on crude oil in Africa,tripoli
91390,Superficial drawback to being frank about one's orientation,outward
118883,Quick drinks for horses?,snorters
17656,Musical with a little bit to learn in a little break,hairline
40437,Salt one had put on bird's tail,titanate
113484,German turns up keeping a vehicle in grassland,savannah
16028,Made redundant by a cross editor,axed
105322,Drug firm has one in to flog,cocaine
84722,"""Crossing a Line"" by a dramatist",traversal
34615,Tongue of stout shoe,brogue
46833,Let care be arranged for tragic female,electra
56742,Playing live together,inconcert
139313,State of Orbán leaving American wanting to scoff,hungry
86042,"Made an obeisance - on the short side, perhaps",curtsied
30147,Not allowed cheers? I don't like that!,taboo
2088,Nearly everybody's calm drinking hot drink,alcohol
98695,They show frightening ability in their field,scarecrows
85512,Sound opening pace,gait
44543,This man may advertise food and old port,sandwich
66744,Expenditure on song that's no longer popular,outlay
60169,Free call-back in charge reversal by the crown,emancipate
92908,The man from whom Samuel imbibed wisdom,eli
90399,Applicant's hostile answer struck out in court,client
114979,"Like an egg from duck, empty",ovoid
104059,Man met end making revision,amendment
9065,Initially desirable residence for study of china,dresden
86853,Filth in America is up - it's past the time to be chirpy,stridulate
8943,Singular-looking giant?,cyclops
62008,Last of the vintage in the shade,ecru
72926,Pub where brown cleric gets round in,tavern
101103,"Concrete assessment of politician's setback, ensnared by loose woman",slumptest
64161,Blade's about to become increasingly promiscuous?,claymore
26779,A point made about old railway network needing to be up-to-date,abreast
11051,Any number going round in one's head,noggin
18751,Poet's unworthy of town in South Wales,neath
105237,Get second chicken from this butcher,slayer
28043,Don''t grant a prayer or. . .,refusecollector
101734,I provide maintenance for previous winner that doesn't start,upholder
62247,Short story gripping English student group,year
5843,Make a pot worth ordering,throw
68062,Limited cure,specific
136504,"Like a rabbit, say, albeit modified in corporeal form",bobtailed
42860,Record holder's go on board,turntable
11387,Confuse leader moving tool,adze
88110,Bird to stain vessel,martin
111079,Little girl in circus is mounted,riding
28816,Lens capturing some pachyderm in toto,telephoto
99982,Publishing house introducing historian to journalists,clarendonpress
76346,Heard lots about garrison town,aldershot
84283,Speaker keeps one drink for founder,originator
23159,"Inn evidently fully booked? On the contrary, atmosphere charming",debonair
40481,Bird to miss out catching insect,fantail
103918,"Latin scholar makes note on ship in italics, perhaps",classicist
84529,Potential risk one in France may take in winter,skirun
59206,Weak thing - buck up!,reed
121427,"Still available to accommodate the German, as promised",undertaken
27021,Composure of bishop getting a puncture,balance
34310,A number work very hard,strain
29119,Fuss from supporter about where French hotel has fallen short,brouhaha
121784,It was used to make links at Gretna Green,forge
11059,"Has time, when taking silver, to be shocked",aghast
132506,"Going like a rocket, when fitted with carbon tip",ascending
140755,High level of the gender problem,nthdegree
104327,Manage to exercise,run
99261,Position of mystic meeting transmuting energy into time,stance
60426,Where children are to be found between two and five?,creche
25756,It requires courage to have one - rather than love!,battle
53500,Underwear? We may well have seconds,boxers
73455,US city not entirely accepting south has a rotten atmosphere,miasma
123215,Orchestra gets direction to its venue,halle
14086,"Kiss a number, coming back round after that",next
56590,Calamitous reverses with no time for a smoke,cigar
115555,"Pasture ultimately silent, as ground needed",essential
116608,Pushy parent ultimately spreading disease,typhus
52765,Time ran out for muezzin supporter,minaret
28312,Write music: a little number for the gallery,notate
39948,Staff regret keeping key money,retinue
77729,"Plum wine, we hear, which flies off the shelves",bestseller
74610,Mishandled pistol went off,spoilt
104907,"Revolutionary cardinal imprisoned at Queen's address, perhaps for leftwing ideology",marxism
85629,Famous person's family title,householdname
29935,Parliament has money for the wine,chambertin
11686,Never let backs go round the team,eleven
68411,"Porky? It is something cutting through little sister, say",sparerib
127254,Sun has to be demeaning to women?,sexist
57400,A number without the ability when rising to get on,entrain
139064,Police team having wildly exciting time?,riotsquad
127900,"Pronounced as ""venson""? I haven't a clue!",noidea
30890,"Spell ""trinket""",charm
125308,Take care over truck being recorded,minuted
97652,"Scab found in plant? Alas, not as friendly!",fraternal
2107,Children go back to front on slide,skid
3095,Welsh go dancing the cancan?,legshow
8851,Worker first gets requests to be agreeable,pleasant
979,Heartless head cook,chef
89634,Meal left for two couples maybe to consume,flour
60975,"Dance with hat out west, nothing more",bolero
79891,"In prayer, deified sun, gazing up a little",agnusdei
91923,One who jumps man with gun,starter
58512,One's included in slight difference of opinion - it's a problem,nuisance
57366,Temporarily dismiss person who's paid villain,prorogue
73757,"Guide rope finally put in place, ton secured",escort
79545,God's in love with Punch,carthorse
137079,"One who offers praise, waving team's icon",encomiast
65631,Races when going to bed,ascot
55827,"Before victory, South led amazing trick",swindle
121004,Prize for sexagenarian finding spring in a kiss,buspass
91790,"Fruit has gone off - lemon, too",ogenmelon
15502,"""Bit of a Bloomer Arising"" (Lawrence Harris)",floret
118935,Plate inserted in stomach to sense craving for food,gluttonous
35795,Target a friend of the family?,auntsally
26743,Result of many taking risks,crash
69007,Some fanciful name for part of the arm,ulna
65320,The strain of the French Revolution,marseillaise
46656,Faked evidence of factory growth,plant
34957,Noble game in song reflected by precocious score,earlygoal
137428,Realign energy in turn with love across the channel,reorientate
85219,Roman judgement days satisfied constituents,diesfasti
85179,Silly clue I had for geometry master,euclid
96830,"Extremely wary, in case needing to cross lake",leeriest
127290,Garden tools bound to go after opening of spectacular retail outlet,shoeshop
53089,A group often described as vicious,circle
129362,Light source attached to heel of glass slipper?,sled
48969,"Card trick involving ace, the same being turned over in advance",comedian
111934,Take advantage of 'obgoblin's stockings,impose
111973,Sporty types in pub or South Devon railway?,dartsteam
127144,Phone about disruption of trade causing delay,retarding
70537,Fractured if ice grips building,edifice
4663,Rent hall in order to mesmerise people,enthrall
62687,Piece of harness,bit
29054,Colour of Sherlock's study?,scarlet
107762,Mature student good for English in two advertisements,postgrad
8440,Provision of much else as well,chelsea
75601,Flora Dean arranged a dance,farandole
57409,"Support, from chair, fuss about sick animal",armadillo
9749,Surrender the French way,leave
131674,"Bad weather that's most cold, right?",icestorm
133019,Put a foot wrong doing right about turn,err
116935,Propeller of jumbo jet?,elephantstrunk
110516,Pelt with dried berries,pepper
107335,Dramatist has entree cooked with a tiny slice of chervil,terence
4510,Type of paste used by salmon daily,almond
75295,Book adapted for millionth serial,thesilmarillion
135061,Moment when these birds became extinct,moas
48804,Language used for little entrance in Scotland,lingo
67063,"Ultimately golf, not cricket, is a source of entertainment",funfair
95786,Rub Pat the wrong way? That's sudden!,abrupt
59820,Bank right to reject payment,reef
71408,Greek relative circling island under the moon,ionian
28659,State how Trump refers to race? Trouble follows,colorado
57921,Favour partner for girl,grace
72634,"Somewhere in Germany, solid wood splits",cologne
47587,"Tropical vegetable, say, design in high performance car",eggplant
62997,Old Peruvian potentate writing two articles about Utah's poor mountain climbing,atahualpa
121302,"Fruit soaking up one's drink, disperses",dissipates
13909,"Yes, truly an inspiration",yeah
80572,"Use force about turning in, that's fine",punish
121636,Order to breeder coming round after time assumed,postulated
96934,Great snake suffering 'eat loss - comprehend?,grasp
100047,Fish appeared to be off,smelt
93540,Raise yokel to strangle duck,hoick
66370,Knock over sketch and get let off,skittle
20602,Initial typeset without reversion,stet
107635,Proceed to do as the GP might do with a recent graduate,putintopractice
593,Manage without an intermediary,direct
107134,Policy covering aliens and some of their homes,planets
19390,Firm sent round to preserve incomplete old instrument,cembalo
812,Call to account for a weather report,arraign
21467,Perhaps the worst disease in living memory,alzheimers
42163,Chop up dates and finally enjoy being regular,steady
14451,A close shave?,scrape
107135,A regiment prepared to shoot,germinate
96524,What Coleridge's wedding guest did with suspect bones,metatarsus
75099,Take courses in French and Armenian initially,eat
109473,Idiot breaking rule put in new post,reassign
136333,"Time to get mixed up letters, but not advanced puzzles",tangrams
11035,Nebraska upset over appeal result,ensue
68482,"Naughty child to lie when in trouble, being insolent",impolite
45993,Flag some citizens ignore,ensign
66303,Swim before one can walk,crawl
48649,French setter keeping various echelons for hotelier Basil,johncleese
73763,Quiet sort of arboreal animal,polarbear
69339,"Bread I order inside, belonging to one shedding tears for offspring",niobean
135594,Esteem shown for those that are fit,healthyrespect
10012,"Under Prohibition, without an audience, it's very boring",dreary
112972,Boy raised hand entirely for his own indulgence,selfist
46968,Three-minute warning before breakfast?,eggtimer
88457,"Doctor is apt, going round part of hospital, to see them?",patients
32575,Instrument for a pound a point,althorn
5406,Rastafarian held at more than arm's length,afar
110591,Churchman's rendering of waterway,decanal
121051,Attended a glittering performance and was knocked out?,sawstars
27858,Fish one consumed in foundation,basis
82995,The masses listened to broadcast,herd
34632,"Bobby's unhappy, in need of courage",bluebottle
126227,Hairy man's sanctimonious daughter,hispid
65166,Smart attempt to encircle a city,chicago
20423,Eleventh hour revival from the side,laterally
4040,Origin of colourful designs? Just a tissue of lies,fairisle
36215,"Have great respect for Paul, perhaps",revere
89830,Bouquet for patient fellow's work on hooter,nosejob
6748,Status of small container set out,caste
103030,Car and lorry close after crash,rollsroyce
57288,Writhe on crumbling doorstep,threshold
11699,MP teased about mad rush,stampede
71802,"Lever needs push, we hear",pedal
51365,Stay true,staunch
476,Day's impression sees pack down,datestamp
13897,What yours truly does after wearing gussets,insets
37457,"Change for a quid at the ""Flag"" from drinks",daiquiris
86528,Program gives computer company trouble initially,applet
84333,Appropriate cut-out for a computer,laptop
28815,Long shot at pachyderm dropping insect in toto,telephoto
111605,Keeps warm and quiet,muffles
131987,"Put cover over well, like an old hand",capably
29624,It can be converted into a cupboard,cabinet
92392,Monarch deprived of gold holds up an incinerator of rubber,emerypaper
43557,Make love at opening of door in cave,wookeyhole
74467,Even cleaner shows delicacy,rollmop
123825,Hoarder - gentleman collecting right and left,squirrel
4643,Head of oldest and most outlandish prehistoric beast,mastodon
55319,"A number smash up the inn, yet set free",ninety
14875,Fish raised temperature so correct,edit
121032,Food includes cold stuffing,farce
73712,Aggressive female banker,amazon
100946,Rank play by forwards,lineout
78234,A hewer of wood and a drawer of water,turner
38393,"In speech, commend one in the Upper Chamber",lord
90828,Half-heartedly remedy smell in street,crescent
32048,Grain yield report,seed
35090,Gets in information about object of savings policy,nestegg
88695,Women moved out of complete dump,hole
78877,Ancestral building - a royal house,lancaster
114649,Conclude the meeting of French and Italian leader,deduce
23617,Partition between pigs and birds,swallows
94420,Green at heart? Jealous ego? It could make you ill,ecoli
76753,Fail to qualify and get the bird,pipit
17708,"Girl from outer parts of London, we hear",ellen
27170,Protect college from criticism,ensure
48441,He saw himself as winning on the pools,narcissus
129970,Frank lugs Elsie around,guileless
100484,Nags drunken tinker for no good reason,needlessly
35083,Cope with pub that's used by bikers,handlebar
126049,"With hot drinks, listen out for the largest fish",whaleshark
87390,Love a fair helping of bother?,adoration
107875,"A lifesaver, as bloom catches showers",brainsurgeon
71965,Reportedly pedal president's buggy,pushchair
108682,"It could be folded once, or twice - it's ambiguous",doublemeaning
91120,"Vessel's drink, hot inside",ship
138072,English run grim economy badly: things'll get ugly!,nomoremrniceguy
15280,Bold trapeze artists have this up for projection,tenon
25915,See flow chart is repositioned straight,asthecrowflies
94677,"Bertha, if asked, provides port",haifa
6052,The fuzz appear in blue,down
112278,"Breaking rule, I brought up complaint",wail
112966,Account arrives into state,narration
69071,Finish off film and drive away …,shoo
136560,Curved instrument or tool that's cut off outside,shoehorn
4081,"Very, very fair",soso
38479,"Office worker, former model",template
86240,Anger shown by blackleg in women's hospital,wrath
71638,"Date lacks a very soft, soothing influence",ointment
89191,Everything in exhibition is superficial,shallow
88300,"Read law carelessly, leading to unfair treatment",rawdeal
31165,"A mule, say, carrying king on the beach",ashore
118416,"""Beautiful game"" quoted by leading journalist, referring to Beckham, usually on top",fairhaired
54954,Attractive aspect of fairly old England?,engaging
119460,"Survivor's inheritance, it's raised in metric weight",tontine
46930,Drink left on coaster,port
79004,"High-class crew returned, having lost little time",deluxe
129627,"Be hot, turning crimson and irritated",bothered
29120,Happy hour in pub right away leads to hugs and excitement,brouhaha
29997,Dealer's left distributing the LSD and ecstasy,eldesthand
66149,Israel dissolved in drink when loosening up,liberalisation
2572,Game prima donna made revealing tax protest,godiva
2357,One gets in a flap at its opening time,envelope
117451,"Living dangerously, the last refusnik joined rebellion",risking
61633,English-style college,eton
40066,I can start after reversing aggregate score,music
90968,He left Jew a drink,brew
50639,Bit of pink pottery used by writer?,inkpot
115540,Girl and boy with ducks,evades
31486,Examination about part of Israeli city,viva
109012,Point so widely accepted the amateur way,southeast
121183,Coordinates new colour schemes,decorations
123464,"Repellent poisoner spiking drink, source of beer in it",hopsack
75678,"People referred to date, or perhaps as far back as can be remembered",theyeardot
29798,Ultimately Sheriff Woody in film's dead,fallen
50681,A fellow overtakes third in marathon to get silver,argent
112818,Mail centre becomes profit oriented,mercantile
134902,"After more shots, touring international's pathetic catch",tiddlier
