Index,Clue,Solution,gemma_predicted
44336,Restrain employee taking smack,handcuff,assemblage
67206,Bird is injected with thiamine,ibis,container
129187,Gentleman grappling with tens of complicated relationships,entanglements,anagram
120294,Suddenly Arthur's beginning to suspect Lancelot,allatonce,assemblage
48454,Footprint creates initially unvoiced terror,tread,assemblage
65354,Charges for original film shots,rushes,double definition
84760,Banker having shrewd effect,execute,assemblage
7095,Fellow of no practical use?,academic,double definition
97241,Sponsor of art ultimately was consumer,tate,assemblage
62043,"Note circling reptile is a threat, in the main",uboat,container
63687,"Watch next to key, a surprising sight",eyeopener,assemblage
96332,Majority is cut in Bosnia,mostar,assemblage
75090,"Joked about TV programme, one with leaves",gateleggedtable,assemblage
23111,Very verily,really,double definition
44083,"Language barrier in American intelligence, being backward",arabic,anagram
110110,"Fleas dancing below stairs, Uriah Heep's speciality",selfabasement,assemblage
98393,"It's not cheap, making legal documents sound",ritz,double definition
74527,Part of speech that's authentic,echt,hidden word
77941,You'll be lost without these,bearings,double definition
71737,English naval officer is about to impress,commandeer,container
105218,Directions limiting poet producing epic verse,epopee,container
131553,Utopian plan son's told tales about,idealised,assemblage
42893,Young man inexperienced with a gun,colt,double definition
55756,Seize an egg collection,clutch,double definition
53018,Insure sign?,underwrite,double definition
102607,"When terribly lost, read navigation guide",lodestar,anagram
93905,Singular Anglo-Saxon orientation,attitude,double definition
98579,"Like some numbers, within moderation always",rational,hidden word
2449,Lord Muck in effusion by Charlie Chaplin,goldrush,assemblage
47179,"Morgan, say, and Paddy dress down",carpet,assemblage
95116,Primate admitting self-elevation is the highest point,apogee,container
42960,Sweet lumps on hat,gobstopper,double definition
137457,"Poor Billy, regularly infested with moth",beggarly,container
138426,Who would bother a runner?,harrier,double definition
95618,Yank involved in weightlifting,jerk,double definition
49096,"A favourite of ""Gardeners World""",cosmos,double definition
88338,Vegetable in garden for a change,orach,anagram
103214,Broken zip not that unknown - fasten with another fastener,safetypin,anagram
25434,Game not started by a back,ridge,assemblage
103367,Opening removed and fixed,outset,assemblage
109241,Simple or complicated requests,implores,anagram
91059,Fortune presently in besieged city,lucknow,assemblage
119800,A spinner's short period in work,gyro,container
8558,Unusual topic related to the eye,optic,anagram
21064,"Tucked in to fish, partly dressed",coated,assemblage
71370,Entertaining party a communist thought the world of,adored,assemblage
18331,Odd dialect in fortress,citadel,anagram
25371,Traditional nunnery by holy island lake,conventional,assemblage
28348,In the morning wild boar is heavenly food,ambrosia,assemblage
87026,Lightweight worker in goods packing?,boxer,double definition
38773,It is eaten from this Paget dish,spaghetti,anagram
28177,Disunity shown in the former Yugoslavia?,split,double definition
25189,Lawgiver is left in flowing river,legislator,anagram
46277,They do up house: home counties housing spikes,shoelaces,container
29524,Eager to change fellows thought at first to be in accord,agreement,assemblage
113631,One is better out of it,sickness,double definition
97194,Faith leader shot close to synagogue,pope,assemblage
74352,Eliza Doolittle's refined arts?,hertfordshire,anagram
1792,"Plane perhaps hijacked by buccaneer, turning back",tree,container
111215,Parson first in seat to see what's coming,preview,container
76959,Nothing less holds nothing threatening,ominous,container
127854,Former partners keep pamphlet of selected passages,extracts,container
109664,One expecting to hear broadcast,heir,double definition
42907,"Say, what could be missing after punch in the mouth? A drink!",aperitif,assemblage
104569,Prepared to pass through study,readied,container
55717,Make annoyed and angry about unfinished ceremony,irritate,container
106448,What may be spoilt by daisies and big rats?,supergrasses,double definition
81603,Unfeeling male absorbed in the nitty-gritty,numb,container
52187,A number swindled - that's dishonest,crooked,assemblage
102172,Permit for sale of spirits and ale,poeticlicence,assemblage
73538,Smack around side of face: buzz off!,clearout,container
122511,"Part of play, playwright clutching opening to act - he covers the background in theatre",scenepainter,assemblage
98251,Supreme international body,missworld,double definition
54350,Writer goes round stone consumer's place,bistro,container
81357,Maybe Franklin's backer switched poles,inventor,double definition
107398,Force occupants of central Venice to be displaced by macho types,vehemence,container
68792,It's what Barry and Gary do,rhyme,double definition
37578,Resembled a damaged knee-cap on the outside,likened,anagram
34802,Weapon held up by a corporal?,lance,double definition
101621,Sauna without a massage causing overheating,sunstroke,assemblage
112464,Composer's displaced river birds,bitterns,anagram
46677,Screw going round prison in fear,panicky,container
1441,Margin of error in general practice,leeway,double definition
12533,Stagger time with swimmer,totter,assemblage
88537,Reissued order to a fighter in the ring,toreador,anagram
71530,Difficult defendant finally up for it,thorny,assemblage
95005,The inclusion of three identical points produces a titter,teehee,assemblage
115645,Sparkling drink gets fragrance after a little work,opalescent,assemblage
25417,"Rover in boat, a dugout",gadabout,assemblage
16962,"Most insignificant little bird circling European river, endlessly rising",tiniest,container
62697,A drop of ice,icicle,double definition
20175,Old chap with passion for news reporting,coverage,assemblage
10817,River is close to oak tree,tamarisk,assemblage
105919,Fool sailor on a ship,jackass,assemblage
91974,Blades trio Arsenal bound,oars,hidden word
77414,"Guns against water, not including storm",barrage,double definition
75583,He rings bell running through Essex to Norfolk,sexton,hidden word
88524,"Routine to study and speak when beheaded, so to speak",breadandbutter,assemblage
99491,Collage a scientist almost accepts quietly,pasteup,assemblage
76602,Flower festival finally in front and fashionable,lupin,assemblage
52011,Where the less important fishes learn?,secondaryschool,double definition
99940,Many ignored extremely dumpy adolescent,umpteen,assemblage
64612,From orphan to mother - that's the spirit!,phantom,assemblage
114480,E. John's backing out of Italian rock,oolite,anagram
5264,"A backward idiot, apart from all else",aloof,assemblage
86449,Superior aid distribution or rapid transport,airdrop,assemblage
19289,"A Fowler, perhaps, spoiled Rene's date",eastender,anagram
2130,"Revive cannibal's victim, as Spooner might ’ave said",animate,assemblage
54089,"Going round by word of mouth, part gets assimilated",orbital,container
50645,Tablet's coating causing harm in mouth,plaque,double definition
106770,Like a loo to be luxurious?,lavish,assemblage
74150,Saul's blowers?,bellows,double definition
95639,Cramped northern shaft,narrow,assemblage
1522,Inferior articles that don't last long,seconds,double definition
32283,Statesman swapping energy for a mystic symbol,mandala,assemblage
36590,Pasquale given less than full assent? That's mean!,meagre,assemblage
89600,"Greatness, sadly, sets one apart",estranges,anagram
56537,"Looking annoyed, wanting power trip",outing,double definition
58154,Albatrosses both taking turn to incubate brood,obsess,hidden word
47658,Old city set up beside a stone,ruby,assemblage
87582,Unpleasantly satisfied when turning sticks,smug,anagram
5047,Part of Roman villa block,anvil,hidden word
68576,Tails begin to stop wagging - how sad!,shadows,anagram
31138,Country where God has executed priest?,panama,assemblage
129260,"Angstrom bewitched women ultimately, pick-ups being his forte",strongman,anagram
25427,In to complain: customer with bone,incus,assemblage
22160,Purgative offered when Moggy car hit Rolls,cathartic,assemblage
46171,Weather required for electric fires,elements,double definition
92388,Mule makin' a mess of teatime food,muffin,assemblage
6351,Signary used in the plant,syringa,anagram
135103,"May has been one time I can be away (rest, I'm in plays)",cabinetminister,assemblage
80295,Firm supporter of poisoner,cobra,assemblage
42197,Some porn he circulated could account for sexual arousal,pheromones,anagram
1876,Deity some see as a tyrant,satyr,hidden word
33879,Club being given new temporary accommodation makes one unhappy,discontent,assemblage
111552,Quantity of drink fired soldier,litre,assemblage
68930,A little seabird or marsh bird,bittern,assemblage
137344,Rubber rings held by campaigners next to motorway,condom,assemblage
118729,Old man to settle on a tree,papaya,assemblage
107273,Kiss scholars in celebration,xmas,assemblage
117557,Deliveryman's ruse: upsetting hair product on journey,legspin,assemblage
77888,Leading European state,maine,assemblage
78935,Strikers here in union fight,matchbox,assemblage
33413,Enthusiast for conservation? One adapts to the environment,ecotype,assemblage
116756,Upending Brad in a barrel is courageous,valiant,container
130732,Presiding officers trading power for new shoes?,sneakers,anagram
97441,Flower one sees periodically,annual,double definition
106294,Prepare for conflict that's a back number,rearm,assemblage
141168,"Round openings with no actual fit, regularly",oculi,hidden word
35235,Things warm and mineral creating excitement,furore,assemblage
121689,A king given independence in new surroundings is a bit odd,freakish,container
24565,Hear about a new type of pen without getting excited,tranquilly,container
140167,Raises false alarm as crow flies not straight,crieswolf,anagram
46226,Old soldier taking flight,archer,double definition
136748,They provided new items here and original Christmas gifts,threewisemen,anagram
103240,Fine light which signals spring,verywell,assemblage
13684,Point on bird's back,stern,assemblage
119271,Meat Hazard placed in trap,griskin,container
104891,Reminds one that it's time for church?,ringsabell,double definition
124062,"Shout and dance, say",bawl,double definition
109281,Drive around in carriage with zeal,fervidly,container
31538,Not a mod chair,rocker,double definition
63155,"Perishes, without help, from illness",diabetes,container
811,"Complain about a rule, we hear",arraign,double definition
57658,"Sign of something wrong with performance? See about that, just!",exactly,container
110458,Support with a brilliant ball,aidance,assemblage
135718,Reluctant lover's initial vow,loath,assemblage
134760,Put your foot down as a plantsman,heelin,double definition
95415,A song about tourist information centre initially uncertain,agnostic,anagram
16633,Cut a dash,drop,double definition
16949,Underwear makes one tense,singlet,assemblage
87937,"Poor pre-election period, back with a change of heart",hardup,assemblage
30630,Make better pickle,cure,double definition
109758,"Senior cleric, unfortunately never competent",venerable,anagram
3761,Symbol of sovereignty King Charles had to acknowledge,crown,assemblage
4204,A child of necessity is given to falsehood,invention,double definition
131808,Parent left to vacate Asian island for Asian city,mumbai,assemblage
35354,Male finally beats children's game,stag,assemblage
108503,Any hitch may be attributable to this bulb going out,hyacinth,anagram
75006,Bellow's last novel is Glass,crystal,assemblage
71686,Bladder and hearts lost in city street,cyst,assemblage
22728,"Checked in, in a rush",reined,container
35474,"Paramount, say the majority",uttermost,assemblage
141958,He demands a contribution from tenor and American guitarist,taxman,assemblage
87675,Subject's alter ego leads plot: the ultimate robbery,geography,assemblage
103705,Sent money and relaxed,remitted,double definition
62952,Tie leaves back,strap,anagram
68058,Ordered off before end of game,bade,assemblage
73381,Dance company following society's conventions,moresco,assemblage
6095,Boundaries some defend successfully,ends,hidden word
48333,Noel's tower of strength,reindeer,double definition
74022,Term for each moon day,period,assemblage
6396,British nurses agree about study in local area,beergarden,assemblage
2152,Accommodation with hot water in Yorkshire,house,double definition
96579,"King, getting Queen fine dish, so avoided commotion",kerfuffle,assemblage
38440,Kids drink it,goatsmilk,double definition
134993,Language of medic (a junior),cajun,hidden word
71147,Female muse suspicious about artist in class-conscious system,feudalism,assemblage
70138,Jumbo pilot?,mahout,double definition
127164,Time in replicated environment provides excitement,stimulation,container
38080,Car benefiting driver leaving river behind,ford,double definition
71619,One caught by the actual crime,thievery,container
119431,Savage as Dracula,bloodthirsty,double definition
39556,State where the keys are,florida,double definition
139118,"Make fewer pronouncements, being displaced",stateless,assemblage
11074,Inventor who dynamited half belongings?,nobel,double definition
2165,Key to the mess?,hash,double definition
13974,It was created with latitude in the scriptures,world,container
52944,"On delivery of circular, be strict - tear it up!",obstetric,assemblage
91726,Powerful politician before (say) Brown's time,prescott,assemblage
32595,Perform poem in that dreadful silence!,dotodeath,assemblage
122163,An old joke?,jest,double definition
26538,He makes a choice at the earliest hour,william,assemblage
45912,Good start with a little water for cooking,grill,assemblage
110655,Historian's report of Cumbrian city,carlyle,double definition
105488,Announced fruit's value,gauge,double definition
28061,Empire-building queen and cabinet maker,premier,double definition
53713,Sordid details,lowdown,double definition
16209,Dangerous flower goes to Tannenbaum,redflag,assemblage
61074,Happen to see bird nesting as resident,occupier,container
95092,"Having ensnared male, sexy cuddles on the agenda",scheduled,container
36471,Plant when season's not begun,inter,hidden word
38420,A bit of rigging works in the end,topsail,assemblage
28990,"Broadcast ""Pluto"" by itself",disperse,assemblage
67636,"Like Old Marley, unproductive as a stud",deadasadoornail,double definition
63169,Attractive catch in illusionism,magnetic,container
46189,Philosopher passing through American Customs,usages,container
31042,Dialect that comes from the mouth,estuary,double definition
17583,Sturdy or else broken,robust,assemblage
64537,"Teaches a number in English, perhaps",enlightens,anagram
84221,"Bottle company prompt, coming about midday",courage,container
44990,Related to one's origin in South Africa,natal,double definition
120652,"Sell pint that's dodgy, getting wasted",illspent,anagram
110473,"Silly talk by a so-called ""Dubya"" makes one laugh",guffaw,assemblage
12330,Weed the bed,couch,double definition
89970,Turning points in making purchases,fulcra,double definition
112066,Revealing story of Swiss resistance?,telltale,assemblage
28167,It might help a serious smoker,inhaler,double definition
135777,"Sailor's cry, abandoning a boat",hoy,assemblage
61787,Prove to be more than striking song,outnumber,assemblage
81856,Poster plugging good show is boasting,bravado,container
126582,What could make florist pay for baker's item?,filopastry,anagram
5241,As curtains might be tied,drawn,double definition
34,A man comes back a stranger,alien,assemblage
8256,A bird others turn to,skua,anagram
126705,"Dismissed, then sure to be leaving",outbound,assemblage
101891,Folk hero's bonnet,hood,double definition
70741,Monitoring leaves that don't start falling,eavesdropping,assemblage
36093,On a plank,aboard,double definition
125333,Window leaves producer on the coast,bay,double definition
36717,"Ring animal back, alright?",okay,assemblage
122998,"View love, left wing",pinion,assemblage
48620,Essex men,basildon,assemblage
51820,Don went down with a cry of pain,fellow,assemblage
14424,Something suggestive of the rise of corporations,smut,anagram
108346,Conran's first interior design standard,criterion,assemblage
90882,Unexpected gripe about live changes producing special benefit,privilege,anagram
91275,Tongue was strained greeting a couple from Lithuania,swahili,assemblage
11567,Fashion arbiter of Welsh taste,rarebit,anagram
13637,Comprehensive kid gets a quid,total,assemblage
73950,Notorious actress and oddly bleary FBI agent,bergman,assemblage
135105,"Shaving, father receives phone call",paring,assemblage
31522,Plant setter's getting for the time being,interim,assemblage
111133,Fruit getting stuffed with date and walnut toppings for tellers of tales,oldwives,container
105684,"Having rowdy sex is to live, basically",roughit,assemblage
140075,Rump of venison possibly festers,stagnates,assemblage
6382,Tropical plant's a mess when crushed by earth,sesame,anagram
50977,In favour of accepting a pound in coin,florin,container
123823,Rejects chipped plate with pasty in it,disallows,container
40993,Marble article placed in front of entrance,agate,assemblage
69641,A Merry Christmas is often likely,onthecards,double definition
32576,"What could play music in particular key, hard stuff",althorn,assemblage
135914,Forsyte heroine puts off cutting out article for Iris,fleurdelys,assemblage
76829,Stays if made content,satisfy,container
22058,This fellow sounds serious,ernest,double definition
45412,After which one's in the majority,seventeen,double definition
28291,"Turn into (maybe) lira, see?",realise,anagram
57375,New deal for vote loser? Hardly,roosevelt,anagram
5641,"Winds about, missing the German ways",means,container
9351,Runner defeated in close race,loser,assemblage
43609,How Keats wrote upside down,inverse,double definition
79305,C-cacophonous cautionary condition,cloud,assemblage
79354,"Female in a feeble way in sultan's place, in need",womanish,container
99012,"Was evasive, having received hot property",fenced,double definition
140239,Swears at area transport,abuses,assemblage
28278,Set for scan and playback?,ready,assemblage
39962,He'll store brews for the landlord,hosteller,anagram
121693,"Sound device in better film, after something corny?",eartrumpet,assemblage
53063,Dress I put on about spring,origin,assemblage
42501,"Artist, one writing plays for adults included",painter,assemblage
29728,"Poem, say, inscribed in cathedral",elegy,container
100911,Refuse to go through all the cases,decline,double definition
117222,Monsters out of hospital go to fatherland,wales,container
135976,Measures the mast beams,yards,double definition
39942,Handicap by turning right and heading back,trammel,anagram
6781,Refrains from upsetting sides on the way back,desists,anagram
110525,Imagines being ordered into uniform,calledup,double definition
54276,One doesn't want to do this at a bank,loseonesbalance,double definition
57663,Go through childhood with small gang of people around,growup,container
100218,Order discovered in laboratory animal in feature which contains DNA,chromatin,assemblage
110364,"Something online for minors, I say, drinking liquor",choochoo,container
138105,Sick in Australia (see hospital below),chunder,assemblage
87387,Many? Not so long and thanks for fish,manta,assemblage
53280,Warming drink that takes some beating,eggnog,double definition
128339,Brown's work for England made sons rebel,angelsanddemons,anagram
113959,"Essay penned by school square, a killer",strychnine,container
104392,"Vicious in a swarm, moreover",besides,container
52548,One accepts student as dim,unlit,container
13073,The devil to come up to?,scratch,double definition
70965,Zoroastrian flower in opera,parsifal,assemblage
122067,"Bring back some relic, if use relates to a Muslim",sufic,hidden word
133404,Cherish men forgoing male hour during function,enshrine,container
71078,Nothing can interrupt drink and drug,aloe,container
116380,Perhaps some of those at the company meeting don't have their own cases?,shareholders,double definition
87795,Tonic for yuppie flu found in truck,pickmeup,container
67971,Male bodybuilder ostensibly starts to become a he-man,rambo,assemblage
25389,Clubs find out about a church blessing,clearance,assemblage
111429,"Upper-class bigot is to peer, roughly, as middle class to lower?",petitbourgeois,anagram
16759,Letter from Greece about favoured animals,rhino,container
8710,Saw road agent removing wings,adage,hidden word
134887,Principle of not striking?,pacifism,double definition
33075,Hot spot not initially available?,ingle,assemblage
2588,Mature Conservative entering State Department,agency,assemblage
117372,Boy found embracing girl is beaten,lashed,anagram
46256,"Turns away from little green man, hair standing on end",alienates,assemblage
30481,"Replacing of ""ruth"" by ""quarter""",fourth,double definition
21894,"Car with Spanish identification, say",estate,assemblage
37922,Educational centre?,middleschool,assemblage
18939,Labourer's time with tanker,toiler,assemblage
72186,"People being treated, say, with forbearance",patience,double definition
80305,What can't be caught can be made bad in lieu,inaudible,anagram
91559,Knock and Cork possibly have kinship,rapport,assemblage
29919,Effective make-up in jar,potent,assemblage
66546,Rubbish government consumed by nastiness,bilge,container
113647,Put in charge? Quite the opposite,unload,double definition
76343,Trees burning at military base,aldershot,assemblage
134544,Current that's forced lower in blue rinse,downwash,assemblage
36390,"Travelling west, Slav spies Italian city",brescia,assemblage
89334,Caught amid whimsical manoeuvre,jockey,container
2941,Making it go round Eastern monarch,eking,assemblage
118630,"Being naughty, entice with sex",existence,anagram
88002,Steep climbing rocket an IRA man secured,marinate,assemblage
9956,"Cocky's got his own cover, it seems",selfassured,assemblage
14131,Suitable belief accepted by primate,apposite,container
12647,"Flatten headless, evil-tempered dwarf",roll,assemblage
63517,"Coming from Greece, men at sea",emergence,anagram
47317,"Rigorous process, biting banker",acidtest,assemblage
71680,Snobs? Rubbish!,cobblers,double definition
97230,What's funny about stuff,stow,anagram
17168,State positive European words maintained by Turner,louisiana,anagram
23048,Dutch product manufactured to be sent North,edam,anagram
99635,Unnatural is the hold-up,heist,anagram
117300,After heaving coal the old man needs something stronger,alcopop,assemblage
24515,"Almost declare, with runs at Oval briskly scored",allegro,assemblage
51757,No longer greeting completely frozen rain,allhail,double definition
131170,"Not precious stones, but possibly worn",pebbles,double definition
120800,"Source of milk shake, not quiet",udder,double definition
80163,"I'm la-di-da but, healthwise, not benign",affected,double definition
21851,Pick boundaries for lake district environs,selection,container
103444,Sean sent new order,neatness,anagram
21537,"Ran election chaotically, showing inability to endure possible consequence",intolerance,anagram
30954,Get Tom's goat? That's the last thing one would do!,putoutthecat,double definition
120859,Tories put out after Liberal leader waits around,loiters,assemblage
85575,Landowner's hidey-hole for game at Land's End,laird,assemblage
50002,Boating clothes in Durham?,riverwear,double definition
107523,Drums of one sailor used in another's backing,tablas,assemblage
138255,"Like English chaps in financial difficulty, in shame",debasement,container
98272,Eh? Ben's a confused old-timer,hasbeen,anagram
47483,"Covering for a wheel covering, so to speak",attire,assemblage
2401,Donkey and another old one,noodle,double definition
29841,Vicar takes tongue back,reverse,assemblage
126028,Look for the men of Smithfield,butchers,double definition
52453,Understand about opening heart in solemn procession,cortege,container
31596,A sentence to be penned?,custodial,double definition
111160,Among atheists he is pink,leftofcentre,double definition
71966,"Drive first person boarding cleaner, low-level transport",pushchair,container
36665,"Herein a peculiar tale, out of this world",ethereal,anagram
108331,Money? A little bit require for a little bit of food,breadcrumb,assemblage
21493,Johnny's ready?,cash,double definition
10039,"Silence, please, for the game",whist,double definition
63068,Cricketer yearns to face spinner,longstop,assemblage
123344,"Period in China, both useful and unpleasant",handynasty,assemblage
124419,Star puts curse on a music industry award: Boatman's lost,hexagram,assemblage
30287,Two bills I stuck on a tree,acacia,assemblage
75628,Instrument is changing pitch,sitar,anagram
105523,Record jazz session - end in deadlock!,logjam,assemblage
126186,Comply with the last of compulsory orders in cell,lymphocyte,anagram
34960,Guarantee securing a boy for a limited period,seasonal,container
32226,Is youngster able to eat here?,canteen,assemblage
13216,Mince pie and kipper for bon vivant,epicure,anagram
12960,"It's found in an old Balkan country, this fuel",anthracite,assemblage
35637,Antique pearls provide easy money,oldrope,assemblage
40470,What's meant by the end of Salem’s Lot?,mass,double definition
8849,Stole hospital garb idiot sent round,tippet,assemblage
37176,Theologian no go at operatic work,iolanthe,assemblage
18779,Piece of music lisped by beater,thong,anagram
115610,But they're not clerks of the course,turfaccountants,double definition
122254,Mad about daughter getting the sack over things never getting settled,baddebts,assemblage
111389,Journalist capturing relative in colour drawing,penandink,assemblage
78710,Desperate character in Pentonville cut short by hanging,pendant,assemblage
20772,Passage from a booklet,extract,double definition
28970,Slice of bread found on island - food that's attractively presented,bait,assemblage
113164,Not having been given a good enough hiding?,visible,double definition
134078,Real loss of work at showroom,salesfloor,assemblage
71401,Turn oven up at cathedral? I wouldn't bet on it,unlikely,assemblage
14663,Pleasant resort,nice,double definition
140038,Bygone period about which monarch appears too keen,overeager,assemblage
20133,Fireside bower,nero,double definition
85607,Cruise missing small film,coat,assemblage
141849,Brew one's drunk with more sediment?,bittier,anagram
41627,Sign of island growth,capricorn,assemblage
118295,Thinks the current recession splits friends,meditates,container
89810,Weep after a couple of cardinals drop off,snooze,assemblage
498,"Easily portable lamp, for example",light,double definition
86656,"Did the ""lumpen proletariat"" show signs of this plague?",bubonic,double definition
57101,Watch dances in which one has pupils,eyeballs,assemblage
8924,A scene suited for necromancy?,seance,anagram
59793,The legend of Arachne? That's a tall story!,myfoot,double definition
42247,Dined in college by the sound of it,eaten,double definition
65352,Aim to skirt centre of Manchester after all,intheend,container
88313,Model usually having points to teach class,trainset,assemblage
106994,A foreign place found by woman and daughter not on schedule,unplanned,assemblage
124012,Nasty tear on doll (snapped again?),retaken,anagram
107011,Take whatever's offered - it could make you party on!,anyportinastorm,double definition
56942,"Front of member, back of back, front of member",forearm,assemblage
80619,Many stay around to provide support for member,armrest,assemblage
24167,Many pull out of Split,cleave,assemblage
81643,Will settlement,determination,double definition
101378,Wrongdoing concealed by angry criminal where lawyers abound,graysinn,container
37946,Right to have one released by Martian,lien,assemblage
65154,Find flesh by the ear,meet,double definition
92399,Support given to good girl by the Mirror,pierglass,assemblage
21774,Number to facilitate and inspire truce,ceasefire,double definition
41416,Current head of English is new examiner,scrutineer,assemblage
65607,Clamp down on workforce,oppress,assemblage
101447,Trousers designed for passing water,drainpipes,double definition
55921,Vile manager oppressing masses half-heartedly,execrable,assemblage
19957,Lavish more on tramp? Not right,extravagant,assemblage
74120,A province with street harbouring cunning freedom fighter?,anarchist,container
139585,Japanese game is uplifting when astride pig,shogi,container
88395,Have Grandpa tee off with the Old Man,agedparent,assemblage
108181,"He won something sweet, far more than a can of coke!",charliebucket,assemblage
123023,"Penny, dead dishy thing",plate,assemblage
75534,"Run down gradient, tumbling close to barricade",denigrate,anagram
16765,First half of the big game,rhino,double definition
78690,"Get increase extremely tidily, which is crackers",batty,assemblage
137518,"In Spain, boy's clad in girl's hemp",marijuana,assemblage
95557,Circuit with a current in front helps one pick up?,hearingaid,assemblage
7090,"Miserable miss, on reflection, breaking engagement",desolate,container
63262,Helpful having fluorine in the water,ofuse,container
86536,Tory leader on board for English flower,trent,assemblage
1550,"Writing after death, I go in to bury a revolutionary",obituary,anagram
120367,In church a rebellious choirboy makes a bloomer,harebell,assemblage
91090,Tirade with nursemaid about to become purple,amaranth,assemblage
114995,"I must note effect of putting verbs at end of clauses, say",teutonism,anagram
41251,Instrument for getting firm out of rotten mess,cornetto,anagram
129641,"Fish channel, deep sounds with this",bassvoice,assemblage
106667,German paintings with the Queen reflected in an upper chamber,garret,assemblage
25450,"Rusbridger cycled in, worn down",eroded,hidden word
131583,Men found underground cathedrals? No way!,miners,double definition
6610,Loathe how much some directors get paid?,execrate,assemblage
134975,Small crocodile hunter alarmed,shook,assemblage
22198,Continue to play in London,acton,assemblage
121600,Endlessly continue holding tool in dish,kedgeree,assemblage
78975,Ralph got to marry the captain's daughter and torture a cabinet minister,rackstraw,assemblage
81307,One sort of mansion that would stop you from going off,insomnia,anagram
118518,Turns up a real oddity - it's uncanny,supernatural,assemblage
13700,Where to get meat in set menu,estaminet,hidden word
140872,They said I must leave supply outside empty store now,thesedays,assemblage
36459,Twist one taken out of circuit,wring,assemblage
32015,New soldier having little money,recent,assemblage
51152,Evangelist with detachment is halfhearted,lukewarm,assemblage
28473,Take in regulations set up at base,swallow,assemblage
127305,Son in Brittany collects English records,files,assemblage
134039,"Agreed it's forged, detectives admitted",coincided,container
7060,"Shown the way in, as well, in Spain",toledo,container
963,Stop rowing on the street,easy,double definition
128567,Something quite clear can easily become mysterious,arcane,hidden word
80418,Mates - the type to engage in fiddles,consorts,assemblage
65349,Chicken's cry that hurt,yellow,assemblage
141248,Order repeatedly issued by them for audio equipment?,speakers,double definition
81202,Waterway is able to dock everything,canal,assemblage
82366,Danger: people shot in court,menace,assemblage
139081,Fancied fish - considered not having starter,ideated,assemblage
64437,"A man with name as negotiator or snooper, for example",agentnoun,assemblage
57195,Outlet for dispersing fuel,flue,anagram
102928,Exhibitor at the Walker Gallery?,pavementartist,assemblage
103054,United Nations upholding a role for American statesman,utahan,container
99308,Tiny distance covered by which bird?,whinchat,container
84969,Spanish and English troops heard cry by very large swimmer,spermwhale,assemblage
67401,Brunel seen as a diplomatic type?,bridgebuilder,double definition
133457,Instigating new action executing the picking of plums?,reengaging,assemblage
32025,Speculator may get the gold first,theorist,assemblage
135048,Guts shown by couple turning and smothering last of fire,duodena,container
134575,Carl and Rita up for a romp - suspect initially these might get taken down,particulars,anagram
9887,The French index is not right,left,double definition
119901,One proving superior bringing about reprieval,prevailer,anagram
40864,Holds one's own ceremonial robes,copes,double definition
98851,Went without saying,absconded,double definition
92155,Retailer loses small ship,argo,assemblage
7355,London university splitting noble gas particle,nucleon,container
54750,Ray's students rejected support,sunbeam,assemblage
51582,Gosh! Cosy place is visible from coastal road,corniche,assemblage
61458,Instrument for changing oil into French wine,violin,assemblage
6865,Blush when attacked in beastly fashion,gored,assemblage
111112,Poe's ghost creeps shapelessly round the centre of Seattle,specter,anagram
120974,"Bringing off crime, saint not I?",miscreant,anagram
72712,More fiction ...,utopia,double definition
130338,Ring posh school for one working on a farm?,discharrow,assemblage
59410,Frenchman about to find riches,lucre,assemblage
139050,Not at home during quiet quarter,south,container
86297,What a traveller pays for a meal in a dining car?,trainfare,double definition
94310,Deleted it by mistake in an important document,titledeed,anagram
41082,It could result in deflation being on the way,puncture,double definition
25521,Letter arranging to return in first-class accommodation,iota,anagram
110552,Burn peeled off in layers with no end of heartache,scald,assemblage
103016,Not believing a lot can be changed,fatalistic,anagram
35323,Unusual police function,arresting,double definition
65051,Roast large mammal,ratel,assemblage
19373,Rifle worked with the bullet,ransack,assemblage
50399,Wait under a second with the eyes of an optimist,starry,container
27707,Business statement,profession,double definition
8750,Reason some complain ferociously,infer,hidden word
112577,Mum keeps the sound of bells: I go here to find when I'll hear them,machmeter,assemblage
82714,"Covered, so wings off for Cyclades",clad,hidden word
34127,Reversal for vessel after you reported last in fleet,uturn,assemblage
89735,Protect offspring of hound by taking son inside,babysit,assemblage
16584,Aim for a high place in the church,aspire,assemblage
136100,Capital invested in model planes,mosquitos,double definition
95332,First class house room?,reception,double definition
71001,"Out of danger, sailing past Holland",offthehook,double definition
18446,Howler monkey shaking head,error,double definition
32993,Baffle in France no longer,nonplus,assemblage
24840,Said to be family,related,double definition
50045,"Rounds with ham, more sandwiches",ammo,hidden word
94781,Was familiar with Kingsley's first novel,knew,assemblage
111768,Ascertain unusual view of a philosopher,cartesian,anagram
66633,A painful condition oppresses one rodent,agouti,container
32538,Be very heartless in company,bevy,assemblage
131238,"French way to back bad actor, a union player?",eurocrat,assemblage
110214,Somewhat ludicrous American composer lacking success completely somewhere in Wiltshire,ludgershall,assemblage
94167,Green alcoholic drink,lush,double definition
69176,The bill offenders may have to face in court,beak,double definition
35202,"Singer, collapsing, to bow out",resign,anagram
31484,Settler perhaps restraining road rage,emigrant,assemblage
85043,Untouchable Costa Ricans want one badly,sacrosanct,anagram
57871,Get back to CV,resume,double definition
