Index,Clue,Solution
46863,Democrat leaves MP to sum up,recap
59575,"One lacking love and pain, sitting in a home",nesting
95313,"Head, not heart, missing - it's obvious",patent
103826,"Put one's foot down, as a matter of duty",stamp
9177,Compass cover,spread
83306,Heavy machinery stacked by runner,piledriver
102580,Admitted switching title on,letinto
78224,"A cake, but not of soap",bathbun
74513,Arab question and answer about one desert,qatari
136689,Turns angry - it's trouble over nothing,gyrations
76787,Expert change to steam railway,masterly
1054,He will take if the possibility is available,thief
80542,City witches on trial,coventry
52619,This month worker's dependent on tick,instant
26677,Dressed or turned over on the bed,robed
47627,It's sweltering without a watering place down under,hobart
83614,Bloke has to leave vegetables,mangetout
6299,"Partly train a director to cope with bottom of recession, perhaps",nadir
122882,Plenty of mucus around,tons
136705,Moved paper getting thrown around,shifted
9659,Conviction that can be reversed?,tenet
123098,"It's said capacious hanky's needed, if you're like this",rheumy
82270,"So, prime suspect is to swear oath?",promise
139851,"Old Inuit set adrift, weakening",dilution
28159,Note uprising ropes in crude strength,brawn
113166,A succession was first raised with Norfolk in Sussex,arundel
128049,"Mistakes turning up - cold, horrible Geri splitting band",spicegirls
40543,Unplaced Texan horse out of the melee almost,homeless
133288,Even in peacetime its members are prepared to fight,regulararmy
34978,Advance warning about the foreign taste,predilection
94477,Sam Weller's face doesn't appear with a message,thames
12581,Not against healthy yield,profit
53555,"A cooler turkey, perhaps, is one in the coop?",jailbird
70861,Bully driving animal under carriageway,roadhog
45553,They are taken slowly at the Proms,adagios
51282,English lad gathers new wood,ebony
118397,"Yield small volume you aim, ultimately, to store in reserve",succumb
118599,Enlightenment for the masses?,slimming
34097,Indulge in conspicuous consumption?,eatlikeahorse
89495,Let everyone outstanding be audibly spoken,allowed
114961,"Finding commerce so sadly devoid of ecstasy, I ferry the kids",soccermom
5737,Sailor bitten by little rays,starlight
104335,Graves possibly enveloped by endless lament in Washington or Berlin,irving
32874,Sailor entertains son for emperor,tsar
85552,Reader in church always involving ancient Shakespearean,epistoler
2348,Successful deal maker is caught by failure,closer
11057,Shocked Attorney General takes time,aghast
30997,Board has positive answers from two European states,ouija
109120,"Barnard, say, prepares expat for growing tea, say, when I leave",transplanter
140409,Wave away solicitor deciding procedure,shootout
16670,A shark is certain to be found in the city,usurer
85466,"With respect, Ebenezer Scrooge initially has to pay up",esteem
38473,Token of love interrupting part of service: touching!,coupon
108259,Resist having to get up,withstand
105125,Sweet Baby Love's ultimate rock,icecube
24387,There is nothing amiss in such speculations,theories
85601,"Stole after breaking in, a recurrent disturbance",fracas
26681,Consequence of a dad almost without limit,aftermath
34007,Stampede over the long grass,onrush
102086,Second retreat?,back
10456,Fears loss of opener to slips,errors
130657,Therapist calling for sparkling water?,physio
690,Holiday bay,recess
116270,Pee on the throne with child,pregnant
82892,Old lady of Turin turns up with car after arrival of the Messiah,annodomini
20689,"As an older person, poor Ronnie's disheartened",senior
131187,Scotch queen protected from displaying facial hair,whiskery
52156,Spring collection firmly established,wellset
128168,Private doctor comes in this month,inmost
73926,Spoil King Edward's verse,erode
55226,Give consent in Gretna Green,agree
115857,Bone throbbing certain to return,humerus
5061,Secure backing to break left hand somewhere in Scotland,leith
118763,Clooney talk?,chatter
80049,Present and organise race,donation
60166,You can read this document whichever way you like,deed
24540,Blue flower?,danube
20479,Worker right to be bitter sometimes,beer
93815,Delicious nipper takes part,toothsome
7703,Duck has to be green,olive
108952,Rose drove quickly round the rabble,sprouted
35871,Measure vehicle over a period of time,yardage
88036,"Utter scoundrels in the ascendant, second-raters excepted",allstar
95344,"Cringe to be in debt, going into credit",cower
85932,Retired churl wept buckets,blubbered
65204,"Preserved them clipped, without hair, without tips of moustache",embalmed
105539,Be in tears over Italian bird,peewit
69631,Accountant finds many assorted islands as a tax haven,cayman
127121,Want to pen new book to reminisce,lookback
12978,Garden design,plot
106256,"Trusted friend's name appearing in end of Act I, possibly",confidante
108069,A number return into stronghold in the van,foremost
47195,"Extra large predicament, when hat's lost by Austen's girl",trilemma
29176,Prepared obstacles to hold back river,oder
6334,Gore has valid application,vidal
7524,Couple stealing gold from home helper,pair
50253,Ghost in sunglasses?,shades
140727,Provided for Ellie splashing out - why one's very easily led,lifeofriley
42939,Direction of type of desktop display system jig?,guidance
14900,Refined individual in Holland cleared out,honed
64979,Midpoint of Romeo and Juliet on radio,november
129882,One quick to advance caress?,softtouch
50630,Rapid rise in high spirits - blackleg almost taken in,escalation
97798,Cuddle close to Cookie Monster,huge
10151,Stupid wombats periodically take stuff,obtuse
24938,Encourage to use ears for special understanding,insight
105777,What infidels do beside evil rebels,disbelieve
68871,Interjection of surprise about a right rude sign - made by him?,harvey
80502,Socratic path could be disastrous,catastrophic
1150,He will be embraced by wildly ardent disciple,adherent
78940,Might cod be assaulted?,battered
51326,The bloke's embracing crossword setters' voluptuous women,houris
30635,The appropriate jug for punch?,toby
83346,"Gunner has job, it turns out, in South Africa",johannesburg
77158,"Partisans on hand, or soldiers on foot",phalanx
112091,Father has favourite term of endearment,poppet
133270,Silent hiding place for pipe,musette
47810,Artists apply to notorious preacher,rasputin
55454,"Just taking starters, André Previn has little desire for food",appetite
64845,"Head of family, note",king
25271,Pass for a mere youngster,chit
107821,Dress for Dumbo? What's up?,clothe
129967,Kit appears in show with animals - he's no friend of Othello,roderigo
98157,She runs the meeting I join in daily,chairwoman
123330,Huge numbers in India holding rupees in central parts,crores
108841,Everyone stops at point made by president and writer,allende
48839,Beer is consumed in passageway,aisle
22350,Inventor whose produce may be diverse,deviser
124737,Press to give new line about bird taking in the Head of News,returnkey
117641,"Production of Cats, say, editor covered haphazardly",littered
38772,Kind of Western food that's long in the cooking,spaghetti
94904,Able to see where it's said to be placed,sighted
131944,They combine in angry speeches about energy legislation,reactants
46616,Time-worn coin,mite
82583,"Start from birds in general, one in particular",owl
110593,Soldier lacking papers? Very suspicious!,paranoid
67805,Wisdom in town with elderly tourists?,sagacity
69462,Dreadful lies about Ham being outcast son of Abraham,ishmael
26764,Present or past president,grant
107388,City needs to give permission to carry document,omsk
21656,Again interprets what's right before needing notices,rereads
108151,Study in selective education by ...,coningsby
85668,Pool giving pleasure to many,fund
95242,Home - half of it with furniture - that can't be got down,indomitable
64356,Lying bum flogged modern houses,recumbent
89768,The minority? Yes indeed,nothalf
12186,See key goes to the agent,espy
134621,Nuclear industry waste product messed up laundered item,depleteduranium
118597,One called up for floater in river,draftee
118993,Prepare for take-off?,unbutton
24436,"Mean fool, one hears, but well organised",tightknit
53835,Engineers rejected lad's shattered stone,emerald
124589,Opening amber fluid OK,embrasure
127831,Drink time - get the carriage,porterage
80862,Bone from tail of flightless bird? I'm not sure,sternum
107826,"Tip into newspaper, kippers",perk
73003,James's valet joining alien group,quintet
80810,Wheeled carriage beginning to move when this is provided?,ramp
2298,Oriental plant festival,easter
131687,Stupid selfie taken by stupid linesman,masefield
33544,"A rugby player turns up, so accepted as fit",apropos
38091,Writer and architect clad in decorative fabric,lawrence
103462,Leaving open,outgoing
102597,"Disease caught by pair, lots scattered in terror",spoiltbrat
51841,Exhausted colleague's year off taking everything together,allinall
92649,"Fix case of ulcer, as chemist",pasteur
96499,Work rare on which date? The fifth of the eighth,catherinehoward
25224,"Something needed by horse or mule, perhaps",shoe
120094,Time up for mountaineer disheartened by call,hilaryterm
124510,Note worried Sikhs in problem with scales,fishskin
76617,It's seen running round tree by one on the spot,eyewitness
39108,"Initially promising, like some ground in the story of the sower?",parable
112942,They monitor recreational activity for Americans,checkers
101502,Feature of cartographers in Northumberland,nose
64078,It's unimaginative of ants to take heart from gulag,formulaic
79759,Finally reduced map collection,atlas
47745,Weak and ineffective insect swallowed a pair of bees,flabby
61203,View of one of those known to be fully knowledgeable holding good,opinion
88964,Bird left on far side of river,ousel
82743,"Hacks no more, say",express
98032,"Place to hang small greasy spoon, antique",scaffold
113016,Utensil for cook with less guile?,opener
57129,Close relative of the walrus,seal
128298,Vouch about Southey's first rhyme,versify
114083,"Paul came clean: ""I'm to blame!""",meaculpa
93050,A guard contracts sickness in profusion,affluence
103724,Saint Benny?,goodman
29586,Distance Tory leader goes into pond,metre
71682,"""A pathological sac"", said Sister, with no hesitation",cyst
85868,Budget sweetener?,brownsugar
141794,Fruit found by animal in the edges of cultivated wood,chipboard
93997,Earth on limb in part that makes footballers go down,relegation
118722,Tale of mystery to undo with difficulty,whodunit
56672,"Ebbing, a tide keeping down in California city",pasadena
120297,"Small mammal with horn, active at sea",chevrotain
59897,Order a s-stove,arrange
129692,Stale when married? That's about right,tired
122082,Actor who carried on stuffing faces with food,sidjames
51918,Religious leader from Australia raised on a hot day,zoroaster
56287,"Close to Sidney, half-disguised in a meeting",beside
141975,Keeping any driver from parking bum in ringside seat,pedestrianising
15978,When to see the moon near the end of August,night
125649,"Breathe in, when gone to sleep in winter",hibernate
137004,Sloped writing support aid,backhand
29158,Call for something to confirm marriage,ring
95819,"Slow-moving pair of tramps, each admitting cheeky love",bumpertobumper
80040,Official statement concerning volte-face,return
116346,"Old boy's now out of bed, maybe, in darkness?",obscured
76605,"Clearing borders of blue, spiny plant",lupin
68330,March associated with detective stories set in Goa,ngaio
36009,"Drink, when cold, can go the wrong way",cognac
51600,Identify the precise location,spot
23132,Manage officer's exercises,cope
102202,"Here censors censor sex, as it turns out",sixteenacross
31729,They're widely grown for eating,broadbeans
132692,Union publication sent round - a series of notes,gamut
73403,"Sport of Kings without one, possibly",skiing
20865,"Bird, the satirist",swift
35724,"One of five, one may feel",sense
114729,"Adjusting, freeing, or gathering sails",reefing
55990,Creature in river?,hippo
82937,Take planned European seaside trip and find it deadly,seenaplesanddie
19183,Backward area provided much fibrous material,raffia
56157,"Screw is attached, then not - one assessing the cost to secure it?",prisonofficer
30698,"Dressed in a suit, country-style",tunisia
108021,Plucky player gets support following veto,banjoist
132919,African city tot is given a yeast cake,addisababa
110841,Starting point for Trans-Caspian trip?,saintpancras
41278,Unsuccessful editor's complaint?,badcirculation
18000,Pull leg of battleaxe,dragon
32211,Carried on organising coup d'état but having to drop out,actedup
13938,Middle-aged English travel writer,chaucer
39536,The buzz from the pub?,localcall
95300,"Figure another code out, thought not entirely",octahedron
14461,Charles is upset when son leaves for girl,rachel
17706,Little man supporting the Spanish woman,ellen
26778,Be a star performing in the picture,abreast
115780,Packed bus finally pulled away,stowed
120839,"A boxer normally has one, even if not hungry",secondhelping
25481,"Jack Ketch's security device, perhaps",bower
23337,Officer is eating meat of antelope,chamois
77738,Manic ITV production about cure for scurvy,vitaminc
52251,Colour I associate with wrongdoing,indigo
102221,Try to elicit information on dough that is put on something to eat,fishpaste
21957,"State old lady regretted, on reflection",grandeur
53666,Brother returned short letter to someone from Brest?,breton
64688,Collapse of the French composer's detailed inside,debacle
70395,"America's epistolist with a satiric look East, perhaps",alistaircooke
111528,"Adam, blessed originally with garden, falling short",bede
95225,German king unaffected by revolution,otto
23850,Artistes will have performed here a long time back,arena
63585,The things they're told are incredible!,marines
39918,Novice takes ship in rather slowly,largo
27191,Inferior tufts of horsehair,fetlocks
128521,"Action of baby, naked, to hug clothes",crawling
123360,Rustlers shepherds lay hold of,crooks
40665,Maiden could be better without one,amend
48154,Clash with Conservative entering amendment,altercation
137697,Not the whole of trial can collapse,fractional
38901,Spooner to select milk product with legumes,chickpeas
85393,"Mob dispersed, when sailor is about to produce weapon",abomb
71119,Capitulates and provides youth leader with new slide,yields
18652,Change concerned with dance,rejig
128076,"Essential oil obtained from fish in tin? Difficult, if unopened",spikenard
35248,Provides resolution to Beethoven's Ninth with arrangement of verse,nerves
4639,City have negligible backing? Not entirely!,geneva
103471,"""Given some buffets"" - weightwatchers' slogan?",beaten
114992,"Violently murdered, having refused to agree",demurred
72449,Can spraying look painful on a back?,aerosol
135083,Clamps down on crossing points: fine to go through,stifles
3782,Soldier returning at his time of day to light up,ignite
101797,"Locomotive working, given one right smack on the outside",ironhorse
39998,Braun's talk about love will vanish into thin air,evaporate
82527,Crumpled dollar bill had influence,buckled
85905,Make out sporting contest in Ascot?,necktie
135389,Must it end in tragedy following extraordinary scenes?,necessity
29901,Time to drink a twist,twine
68082,Do you report directly?,due
80508,Radiation always sits around,sieverts
123331,"Supposedly lucky types, fair people who never speak well of one another (Johnson)",theirish
46757,Flying alien contrives to secure a spell in the army?,nationalservice
88653,"Wild, wild raves and gigs on Ecstasy",aggressive
105678,It's not really intended to be read on the surface in a lounge environment,coffeetablebook
75931,Discharge from the Royal Artillery,salvo
35223,Aimlessly draw benefit after swallowing overdose,doodle
121664,"A number, for example, press for some form of restraint",legiron
75272,I shouldn't have said that nothing works,oops
140911,Mead brewed with American and European bean,edamame
64639,Inferior theme,subject
118899,Mock the northern city's affectation,synthetic
73776,Metal in cable carries live power,cube
36352,Employed in house design,used
69777,Marry around end of July - it's damp,dewy
80628,"Having to live with hump, a whale",beluga
117288,"Female, one of the Bee Gees, by forest where special plants grow",herbgarden
122143,Snack done perfectly that is providing sandwich for son,toastie
66154,Highland birds reportedly became victims,fellfoul
48023,Hunt with no time to be modest,chase
34736,"One advised to look, first rejecting a rejected person",leper
83626,Big film in which Spooner makes antelope utter vain boasts,blockbuster
114913,"No longer one scolds, but rather frees from blame",exonerates
55953,Buyers' representatives refuse to go into this hut,cabin
139,Scottish king able to make a law as well as English king,alexander
140068,Flipping sniffer dog slips lead but doesn't give up,goeson
19280,Desert fault,defect
139725,"Increasingly nervous, one pierces top",jumpier
135096,"Haunts of the addicted, heartless men Oedipus ruined",opiumdens
139880,"Unable to proceed in recession, king offloaded shares",cuts
64972,Swift sentence?,bird
11761,Colour known as point-blank?,orange
84805,Soldier enters top twenty in France,chartres
20514,Instructive tale about academic not beyond forgiveness,pardonable
98065,Not those from the area around Dover,these
55098,Sue set fire to institute entrance,litigate
112742,Signed agreement is overturned in Middle East city,sidon
90344,A chorister's not involved in these arrangements,orchestrations
16785,Small foreign instrument,piccolo
105019,Duck last couple of punches thrown by champ,eschew
34327,"If cold in the country, use this fur",chinchilla
35835,"End of August, then a year in Provence? About time for a chat",teteatete
39571,Understands fares,makesout
115302,"Beneath top of mainmast, cast-iron case for the quarterdeck, perhaps?",minorsuit
307,Berliner's odd bits of cheese,brie
17992,Blend or brew or fictional small family member?,borrower
59564,Opponent wins over philosopher,gainsayer
71730,Blimey! Is taken aback by fabulous bird,roc
103343,He needs religious ecstasy to fuel his whirling,dervish
96786,Top contestants' top shots,aces
110255,"It's never this cat getting run over, when looking both ways before beginning to walk",tomorrow
62663,"First of mice and rats he experimented with, creating relative",hamster
32810,Long feathers blow over,diedown
113719,Property like flats,assets
135609,"Overturning rule ""vulgar to indulge immoderately""",wallow
94011,Delivered half a dozen balls - knocked for six,bowledover
86317,Waste which takes a battering?,fritter
76692,Padre takes tea without any milk or sugar?,chaplain
121519,Party leads to chaos after boozy antics listed,cabal
141317,Theban king about to rip off trousers,creon
24205,Songs the Führer sang?,lieder
36732,To look one's years requires nobility,peerage
92590,"Misbehave at the ""King's Head"" and disappear",sink
26146,Hurry! Don't start to get nun-like,haste
49124,Tiny thing bagged for a nicker?,tealeaf
68377,Wooden handle,deal
85730,Personnel including family groupings back in the Renaissance,rebirth
106304,His or her model beneficiary,their
104982,Loud bar for Sibelius?,finn
135123,"In Texas Union, does fashion mean suits?",tuxedos
87655,Brownie once approached artist,camera
68931,Sharp tail of garden bird,bittern
9317,Demand to be precise,exact
44986,Name a chess champion from around Pietermaritzburg,natal
78153,Chairman tried to convert Greek ecclesiastic,archimandrite
125848,Beetle causing a depression in church,cadelle
20019,"""Young _____ is come out of the West"" (Scott). See! See! In China, right?",lochinvar
44061,Money gets chopped terrine always for a dog,goldenretriever
95036,Glorious Revolution's backers back cult. It revolted,kitcatclub
112797,Help on the way (cases yet to be resolved),catseyes
137378,Holy Communion finally secure,pin
36075,Swine has large following in capital,belfast
50455,Declare most substantial capital squandered,attest
96671,Acceptance of taking our time over choice,adoption
31508,Catch Fitzgerald's disease,rubella
139063,Chief relaxes car safety features,headrests
10056,Every bill coming in he sent back,each
72521,Box camera originally taken by volunteer,coffer
47339,Bowler getting out,oldhat
126583,Injured fliers returned to base,stabbed
42857,Pitched battle over container holding record,turntable
6059,Many have soft feathers,down
32339,Senator organised act of betrayal,treason
98454,Primitive scourge is polished,urbane
87380,Highball on a slope?,skier
20109,It is stirred into barbiturate in parts,sectional
116840,They pick up article by current media workers,antidepressants
119478,To belittle a musical note is ultimately futile,minimise
61016,It's inferior to the bean stew,beneath
35905,Penny-pinching meal's great,super
60045,Ruined but not executed,undone
62351,Flower crower? Piffle!,poppycock
74284,Contracting is an awful strain on a fellow,astringent
2996,Wise man conceals women's article in Dorset,swanage
142313,Quail flock found in tight plastic binding,shrinkpack
89222,Caesar's forty said to perform well,excel
96925,Fabric with pattern to read in church?,faconne
7765,Hit lofted catches without strain,stricken
2694,"Marked and marked, keeping one constant",noticed
140978,Turning out to be the online type,eversion
98010,The magpies left after Tay disaster: extraordinary!,atypical
135330,Fancy dealings with church look anything but straightforward?,sideglance
84799,Peterhouse represented at Westminster?,safeseat
74899,"Showing lack of judgement, so do not try so many!",tasteless
22281,Beam of light ran somewhere within,transom
95978,Set record unknown to medical science,radiology
49083,Lays blame over …,parsnip
29180,Turning up with competence on island,elba
70432,Row with leader appears in the press,headline
34108,Old uncle embraces Anglican compere,emcee
14327,Advanced on American girl walking the streets,abroad
5154,Anteater buried nose initially inside one climbing,echidna
76311,"Issue of pensions, for instance, needing intelligence",greymatter
60541,Many dress with ill intent,malign
24011,"Tommy's upset about piano, which must mean something",symptom
124649,Cockscombs getting time off in civil service,crests
138735,Punk is beaten up by fifty associates,linksup
5066,Goalkeeper's bung,stopper
111969,Little creature goes in to road engineer,telford
138385,"Produced positives and negatives when treated as a celebrity, going topless?",ionised
125594,Relation bitten by wild dog - almost frightening!,daunting
15841,"You're hated, without love, tormented? Look back with regret",ruetheday
115274,A VIP sells assorted toiletries,lipsalves
45086,Disturb a Parisian on a seat,unsettle
10132,Quoted about an instance in vain,conceited
69054,Supremos in the MCC?,overlords
92458,Best part of smelly pimple,highspot
11779,Like an Oompa-Loompa's house,orange
53588,"Day, perhaps, for primate to acquire new top",doris
101282,They end up winning against the odds,bookmakers
30708,Politician protected by first-class defence,alibi
92716,Standard weapon in conversation,parlance
122458,What makes cowards ill?,yellowfever
57763,To send for change is a Continental resort,ostend
94931,It's OK to keep single and flourish,prosper
27726,Literary giant in the cave of Trophonius,despair
72700,A particular form of dislike,aversion
90319,Left in charge but run away,flee
61139,Muffler quietly placed between auditory orifices,earplug
110662,The hunter hunted for work over a long time,actaeon
19653,Aaron Copland's first composition involves one instrument,ocarina
14339,Witticism alien to church music?,motet
114438,Wicked relative meanly cutting me off,uncleanly
32452,"Initially, cupboard love affair causes uproar",clamour
54272,One has butcher's shop assistant? First job not started,observer
112107,They inform people when fire dies out,edifiers
108140,Worms found by girls crossing lake,annelida
21049,Dress you and I are shortening,wear
116766,"University state, fifth in Ireland, good and straightforward",unswerving
40600,Florida resort without a role for a soprano,mimi
125101,She returns in an instant,nina
22691,"Be unlucky in raffle, but lucky at Russian roulette",drawablank
8401,Badly translated old manual so eccentric,anomalous
8932,See pottery made by conventional character,stereotype
14843,Settler right behind City institution,boer
50365,Ban writer earning money?,proscribe
6411,An inclination to use jargon,cant
54782,"Best time in two years, given head surgery",heyday
102862,EU's regret over drug,europium
67348,Backtrack with Poles moving in …,sponsor
97200,Classical runner first seen in US city,atalanta
138709,Mound of food's ending with drink? Nothing turned up,drumlin
46036,Excessive hesitation of fish-eater,otter
75132,French city or town Austrian leader captured,orleans
16695,Friar Tuck runs into trouble,brother
15311,Fruit served in the harem,sultana
585,Blunt point,direct
112425,Luminary in performance is euphoric,delighted
80250,Got better sax part; make new version in the middle?,recovered
70279,"Drink and drink, missing a round - pass one",cocacola
67284,Express derision at meal,scoff
78956,"""Delicate"" - meaning it's with intravenous injection",sensitive
32986,Shakespearean promoter of love first transferred into plant,valentine
64750,Two African countries I must leave to avoid labour,malinger
88083,"Speedy bird travelled, say, over river?",roadrunner
110925,Jet flier?,blackbird
18539,Common sailor boy in train crash,tarpaulin
96508,Set of teeth chatter uncontrollably,ratchet
69796,Guide on the ranch?,steer
119505,Sea god suppressing yen to attempt seduction,tryiton
130773,"Director having sex, second pair of smalls discarded",exec
117649,It's bloody hard to spell!,haemorrhage
37789,Not subject to protest,object
5567,Injured hip not long ago in a pursuit,philately
19078,Kind disposition,nature
30633,French priest sought in Lourdes,cure
15501,Some cauliflower from cholesterol-free lunch left over,floret
14777,Mentally without help - it's about making one generous,munificent
111452,Knight risked capturing Stuart queen,banneret
63349,Worthies revealing why schoolchildren are innumerate?,notables
40892,A rebel one got out of bed,riser
3615,Halt contest,game
35506,"Speeches are permitted, as spoken",aloud
39014,Elderly artist not quite making a comeback,aged
32335,State crime and motive after opening of trial,treason
12966,"Server's trouble, unfortunately forgetting round",butler
73936,A terrible mess follows a meal,dogsdinner
111149,Dick painting fiddler misses nothing - he's not alone,copartner
3617,Plucky people may have to pluck this,game
47008,Pig's head in cream - recipe sent back by member of class,reptile
20587,"Falsify personal documents, though anything but bent",rigid
94539,Pull vehicle over in a race,attract
15393,Don't tamper with spring,letwellalone
56534,Sally's exposure,outing
81320,Top copy with illiterate's signature,apex
55792,"Fancy rim is deep, which is not skin-deep",epidermis
98988,Trouble in bed? Politician's nail breaks,complaint
36926,Animal died after dash,eland
51219,Make cat sit still,static
2034,Regularly check computer screen,monitor
98397,"Legal documents, reportedly, for Swiss hotelier",ritz
37316,Second mate who raises the issue?,stepmother
35970,Funding a musical that may be fascinating?,aida
94114,Secure report of a congregation that's little more than gross?,clinch
140435,Aren't diesel trains made to last?,eternalised
80554,We hear a recluse takes mineral,ankerite
44762,"Returning instrument, which was acquired illegally",loot
31555,"Trudge past Ireland, land not visible in a storm",traipse
109957,"Grouse shooting imminent, so surrender!",thegamesup
6152,Plug falling out and floating,adrift
70918,"Work of a forger, bent but possibly lucky",horseshoe
127133,"Shy old copper, if well outside sanctum",diffident
10706,Time to dress in worthless stuff?,garbage
91002,A rook nested in smaller species' overcrowded area,warren
39930,"Broadly similar, gold cups",largo
34344,Rip off clothing item,fleece
52322,Understand girl gets made up,digest
114861,Isolation: it could be found in an old apple orchard,quarantine
73388,Fashionable folk with affected gait carrying offspring,glitterati
107783,Having a choice makes them cross,electors
37943,"Followed girl, within reason",ensued
127737,Vehicle wound round a bird,salooncar
103756,Mounted on the side of Viva!,upwith
16522,Melody featured in Enigma Variations?,aria
90489,Skilled amateur in union creating scene,tableau
92187,See former pupil do his duty,observe
69264,Something to serve as intelligence about the sovereign,writ
100011,"Where water speed records were set - not sonic, however",coniston
51462,Vanessa's involved with married lad,redadmiral
103723,Miniature bears puff and creep,toady
47945,Artful avoidance of girl is no use,evasion
25447,"Retiring say, after Republican papers fold",ridge
109915,Go without a garment in parody,travesty
34158,Network Rail's plum post in London?,victoriastation
86865,"Siren's signal right, altered wrongly",redalert
48930,'Ere's the police college - finally touching ?,endon
42513,Learner encountered bad weather in driving area,trainee
42906,"Copyright it, provided it's served before Christmas dinner, for example",aperitif
99620,Lab re-created a heart for a fish,albacore
102157,New Year tends to make us inactive,sedentary
121338,Smart lawyer allowed dog to have lead removed,legaleagle
25042,Individual's underweight: seaside atmosphere needed,ozone
28621,The leg properly positioned to receive ball?,onside
118218,Expression used to attract attention,look
132478,How much of the main substance is present? It's madness to include lithium,salinity
50860,A Broadcasting House workshop?,studio
10898,"Manager is cool, having sun protection",supervisor
56069,"Brewer uses potatoes, filtering out oxygen and sulphur",teapot
51535,Manager is mean to worker,intendant
33507,"Daft sheep, a rising bloomer",amaryllis
112297,Youth leader ’appily listens a long time,years
119723,After start of play lady embraces man in the gods,pantheon
54562,My French girl must turn up and that's a sign,monogram
98614,Big brother?,abbot
126731,Seafront is for crew forced to abandon leader,promenade
52524,Redolent of a half-hearted sentimentalist,aromatic
82401,Crush tribal leaders with large following,trample
14515,Cope with death on the river,endure
25867,"Look, chaps - round, juicy fruit!",melon
83438,Former philosopher has daughter brought to light,exhumed
91083,"Thespian, probably old, as male monarch",stager
12371,Hoop of iron - not the orthodox form,fringe
62897,More mature half-hearted serial killer,riper
75661,"Is dismissed, but doesn't go",playson
127,Knackered retina? Yes.,eyestrain
8447,"A man short, stuffed by other team",chelsea
40518,Water-carrier died in a never-ending line at court,aqueduct
132274,Fan of Spice Girl's biscuit?,gingernut
32434,"Member of the police force, if qualified",officer
71379,Character lacking tolerance from great books,bigot
29626,Furniture with seats?,cabinet
98446,The way builder's helper joins police,method
12819,Old people entertaining Latin soothsayer,oracle
100780,Time for students to collect together,ragweek
44267,Bottom employing this spacecraft?,shuttle
102322,Equal distribution with grand court,quadrangle
40895,"""Get up, Knight! The Queen!"" - and he does",riser
82848,"Pour drink, leaving a bit of sediment in the top part",descant
89104,A setback - very sad to get upset about it,adversity
4039,"Flower eaten by flea, unusual jumper",fairisle
96466,"Employed around head office, not contracted out",inhouse
82692,Gunners entered privately,incamera
53567,Newspaper editor forced out,expressed
76236,Soldier tucked into old crone's dish,haggis
133614,Drunkard scoffs extremely luscious desserts in biannual events,solstices
114071,Periods Edward rubbed out,erased
139994,Lifts paper he's holding,hefts
117458,Articles on a menu arranged by club,athenaeum
265,Crusoe collapsed after run here,racecourse
93345,Mass of lymphatic tissue giving don ideas,adenoids
128173,Writer badly mauled (but not dead) getting signal to enter burrow,samuelbeckett
82735,Paper train,express
41998,Uproar about one's bill,noise
63515,Coming out for measures restricting work unit on church,emergence
139358,"A blast from the past, old sanctions supporting Dutch in Australia",odzooks
120079,Scottish brewer sprayed one guy with last of beer,younger
83261,Soft fall?,rainwater
101622,Stars smoke cannabis around queen in feverish condition,sunstroke
20518,"Yawn at the end of King Kong, for instance",gape
8619,Will is offensive about male organ,testament
74882,In old money nearly always there's a queen ...,guinevere
59841,Holidaymaker going after sun getting help to remove coat,stripper
46013,"Corporation boss revealed as radio neglecter, potentially bringing in revenue, primarily?",directorgeneral
56706,Forgo one's turn - I am frequently appearing,passim
73359,Catty remark about a party in a field,meadow
64047,One felt interest in violin,amati
55445,"Jails, as opposed to non-custodial penalties",confines
121309,Leading division is hot? Clear off!,vanish
13215,English beauty losing heart to person of taste,epicure
103633,Row of houses,domestic
5210,Crack small fruit I pinched,solve
48310,Hold a show trial,rehearse
139512,"Young producer, calculating type",multiplier
56855,"Report suggesting ""allow notes A-F""?",bang
140548,Jaw about everyone before nine in the morning,maxilla
94692,Bush's networking set-up to beat Osama finally,lantana
37197,"Something of use after ""black dog""",basset
110643,Leave reluctantly before society roughnecks appear,tearaways
108607,Harry Potter,niggle
2344,US pastor's conclusion about religious instruction starts to come apart,american
89296,Arrests sailor starting scraps,aborts
41125,"Unfortunately, Iris faced having skin punctured",scarified
96991,Lion-tamer is an idle outcast,daniel
111979,Love affair with office work? Not I,fling
33505,"Girl, Lily, drunk in a familiar bar",amaryllis
127450,Twenty joining club maybe - a record at a sports ground,scorecard
101749,The Queen installing a swimming pool in a sacred spot,halidom
71225,Trouble with rent that could be destructive,tornado
85467,"Prize for close of ""Close Encounters"" sent back",esteem
56715,Advance needing to be paid? Keep quiet,subdue
92425,Follow scholar around at teachings,dogmata
89204,"Sark boatless, Jersey or Guernsey getting boat",scow
134171,They leave their coats on the wall,plasterers
91507,Flat rate?,rent
73808,"Reciprocally, race home after river races for another option ...",pointtopoint
135483,Plant some after a hot spell,feverfew
48774,A Liberal in prison,caliban
74956,"Third of colony, a thousand sat together",composed
90421,"Mean to look dangerous, given room",parlour
71069,One with woad maybe heard applied to straits,dyer
38497,Here answer's having no name,anon
126938,Throw a tantrum when baby eats plant,playup
98182,"Contracting, hurried back with work for crew",narrowing
62109,Such a one may need concerted pain treatment,accidentprone
