Index,Clue,Solution,gemma_predicted,Spaced_Solution
49709,Love writer accessible to everyone,open,assemblage,open
119150,I'm cold - I move home,domicil,anagram,domicil
44655,Primarily demonic and wicked - the master from hell?,devil,double definition,devil
21627,Payment going up - aim to adjust paperwork,origami,assemblage,origami
67716,"From Istanbul, a way of getting to African city",bulawayo,hidden word,bulawayo
86152,"Game, or its start, as heard on radio",golf,double definition,golf
68427,"Leaving home, freeloading daughter made ungracious remarks, all concluding",egress,assemblage,egress
26718,Aim to impress girl in skin-treatment establishment,tannery,container,tannery
102285,Island for outcast in Copperbelt,corfu,anagram,corfu
138037,"Arbitrary comment, I agree, is kind of average",geometricmean,anagram,geometric mean
26388,Engage in rigging,tackle,double definition,tackle
1599,Drop in standards scratching head in church,apse,assemblage,apse
37990,US lawman conceals memory of tragedy?,drama,container,drama
67742,Engineering graduate is an elaborate fraud,besancon,assemblage,besancon
60027,Choreographer's position in the company,cranko,container,cranko
48614,Fool has faith leader hold recruits' capital,moron,assemblage,moron
103277,Part of Spain's rainy and scandal-wracked,canaryislands,anagram,canary islands
122587,Advocate appearing for a Venetian explorer gains essential point,apologist,assemblage,apologist
105606,Shocking word repeated in error,booboo,assemblage,booboo
28996,Audibly voiced low spirits,mood,assemblage,mood
84538,Heap makes a bushel,epha,anagram,epha
35728,Strongly experienced entre-left alignment,heartfelt,assemblage,heartfelt
105085,Vessel placed in middle of maidservant's drawer,sketcher,Error: Empty response,sketcher
59774,One getting into expensive car to compete,racer,Error: Empty response,racer
96564,Network Rail's inner workings?,entrails,Error: Empty response,entrails
117755,Drop of wine,plonk,Error: Empty response,plonk
86571,"Set Australian into popping crease, anticipating an incutting delivery",caesarean,Error: Empty response,caesarean
60173,Free bananas came in savoury paste,emancipate,Error: Empty response,emancipate
99991,God has little room to turn round where battle heroes feast,valhalla,Error: Empty response,valhalla
71771,Shuffling feet in the bazaar,fete,Error: Empty response,fete
25783,"First male (Adam) had no ma, surprisingly",head,Error: Empty response,head
73171,Main part of a resort,seafront,Error: Empty response,seafront
20066,"Man of rank paints silver, they say",coloursergeant,Error: Empty response,colour sergeant
133091,Gives clue to fill bottom,assigns,Error: Empty response,assigns
142366,Mood in which artist visualises his painting exhibited?,frameofmind,Error: Empty response,frame of mind
113933,Prize chicken perhaps that's quickly produced for money,potboiler,Error: Empty response,potboiler
37609,"Lower with awful dread, for example",degrade,Error: Empty response,degrade
101394,Mediterranean plant propagated in sea,anise,Error: Empty response,anise
11983,Rash Hotspur's danger?,nettle,Error: Empty response,nettle
117275,"Warm around volcanic rim, so may be asserted",affirmable,Error: Empty response,affirmable
2854,On hill we pick every second flower,nile,Error: Empty response,nile
119605,Country in which blouse is confused with sari,belorussia,Error: Empty response,belorussia
133283,A number work out how to delegate,devolve,Error: Empty response,devolve
78882,"Having too much on, even a lord can go to pieces",overladen,Error: Empty response,overladen
122001,Raider unfortunately behind time - becoming more so?,tardier,Error: Empty response,tardier
98832,Got together and improved,rallied,Error: Empty response,rallied
92629,"I, would-be president Ralph, losing my head as testing starts, am not up to the job",inadequate,Error: Empty response,inadequate
133188,Former president from whom no traveller returns,peron,Error: Empty response,peron
109795,"Listed as sick, unable to get up?",billed,Error: Empty response,billed
125194,Conservative with funny pants,crummy,Error: Empty response,crummy
109988,"When out of order, bleating evident",tangible,Error: Empty response,tangible
43811,New arrival has me pinching my own bottom?,settler,Error: Empty response,settler
108300,Old singer's about to take ours in error,caruso,Error: Empty response,caruso
10645,Record overseas resident returning when vote is lost,tape,Error: Empty response,tape
34034,Wooden strip holds king fast,starve,container,starve
35350,Kind of party animal,stag,double definition,stag
83490,What's French and saucy incited Americans' glee,cremeanglaise,anagram,creme anglaise
95692,Buses start running irregularly out of the centre,suburbs,anagram,suburbs
4988,Junk food,spam,double definition,spam
24803,Keep going in Felixtowe Road,tower,hidden word,tower
29833,Coin for pig,napoleon,double definition,napoleon
10193,Payment for artist making a comeback,reward,anagram,reward
83340,André Gide initially appears in quiet street in French capital,prague,assemblage,prague
65050,Animal put out by the ear,ratel,anagram,ratel
16654,"Bareheaded, going after crooked horse",skewbald,assemblage,skewbald
135840,Worker restores ends in new building,stonedresser,assemblage,stone dresser
20090,Deal possibly set aside,offcut,double definition,offcut
116500,Ferocious avian charge on hill,raptor,assemblage,raptor
104990,"Much of day is left, leaving remaining horses happy",satisfied,assemblage,satisfied
70515,Subverting enemy country,yemen,anagram,yemen
135444,Dryden character in a note on work he left,achitophel,assemblage,achitophel
36729,It is bound to show the titles,peerage,double definition,peerage
139377,"Fabric items, manufactured stuff for Germany",macrame,anagram,macrame
54128,Idol given name of bird,heron,assemblage,heron
39838,Hero Elsie had declared,elcid,anagram,el cid
114276,Unimportant part of indicator at motorway junction,minor,assemblage,minor
80680,Blameless watering hole given zero cash in US,innocent,assemblage,innocent
31047,Water with jolly blue colour,aquamarine,assemblage,aquamarine
121110,Tiddley explosive,lyddite,anagram,lyddite
59427,Frosty waitress in old corner house,nippy,double definition,nippy
85790,Steak went off stuffed with duck (extra large),tournedos,container,tournedos
24037,Supporter's grand boast,brag,assemblage,brag
94069,Shooting failure in the Caribbean?,tobago,double definition,tobago
124574,Fix up starter of pilau with reduced packaging. Spices strong with it?,girlpower,assemblage,girl power
139567,"Men score, cutting through Harlequins' sides, or Wasps",hornets,container,hornets
107823,Emptied cocktail over the dress,clothe,assemblage,clothe
13154,Apparent disgust often betrays enthusiasm,gusto,hidden word,gusto
11892,Realist to upset philosopher,aristotle,anagram,aristotle
61989,The way people talk of miracle food,manna,assemblage,manna
113257,"For me, goal is to tuck into health food",brendan,container,brendan
34412,Go after switching neon sign,noentry,anagram,no entry
120129,Looking to understand card,seeking,assemblage,seeking
45501,"Detectives in US agency retired, remaining sharp",acidic,container,acidic
112244,Ecological group plant northern vegetable in a Mediterranean country,greenpeace,assemblage,greenpeace
33425,Wife abroad? Cheat endlessly!,frau,double definition,frau
91652,Drains designed to reach the lowest depths,nadirs,anagram,nadirs
118053,Be aware of a calf keeping its head in the shade,haveaclue,container,have a clue
35821,A bus broken down on the way is ridiculous,absurd,anagram,absurd
53153,Cheat to get violin,fiddle,double definition,fiddle
33327,Doctor's prescription for management,treatment,double definition,treatment
62753,"With a degree, true: his work is not polished",amateurish,anagram,amateurish
95995,Reluctant to have a port with philanderer,lothario,assemblage,lothario
19057,Club member doing a good turn?,rotarian,double definition,rotarian
16622,Percy's resistance to push for change in advance,hotspur,double definition,hotspur
24382,Hero achieves eminence amongst top men,achilles,assemblage,achilles
16075,Weapon did its job on maiden,cutlass,assemblage,cutlass
63484,Note down new present,endow,assemblage,endow
77958,"Make merry, as lyricist bags English girl",rejoice,assemblage,rejoice
14704,French model Nicole stripped for casting?,clio,anagram,clio
41007,English tea break keeps US workers involved,elaborate,assemblage,elaborate
36206,"Recalled shorter answer, stuck with leading pair from Audreus, in the bath!",sauna,container,sauna
67521,Attempt to cage wolf in peace deal,treaty,container,treaty
141737,New painting captures Queen - that's concerning,pertaining,container,pertaining
63400,Leading Republicans' euphemism naively downplaying illegal torture in other nations,rendition,assemblage,rendition
67987,Fighter pilot with boat crew,flyweight,assemblage,flyweight
25488,No encore for such a performance? That's gross!,unrepeatable,double definition,unrepeatable
98213,Explorer is eating last of the sledge dogs,scotties,container,scotties
31326,"King Lear's opening, rubbish",offal,assemblage,offal
44343,One is well rid of it,illhealth,assemblage,ill health
74878,"It could be eaten sailing, or it could be sweeping",generalisation,double definition,generalisation
96863,Woman kept by journalist enters hard work with toy animal,sleevedog,container,sleeve dog
80036,A lot of filth by leader of Lords causes brief storm,squall,assemblage,squall
77968,Hollywood's top director exhibiting arrogance,hauteur,assemblage,hauteur
90158,Soldiers follow one in specialist trial,experiment,assemblage,experiment
125198,Awkward to do then with precision,onthedot,anagram,on the dot
122902,"Following closely, a lot on site for development",nosetotail,double definition,nose to tail
22793,Left before recess - a blunder,lapse,assemblage,lapse
43716,Carry round goods for one who can't afford them,beggar,container,beggar
76833,"Supply what was wanted, for instance, including clenched fist?",satisfy,container,satisfy
84706,Get lady confused with poet,lydgate,anagram,lydgate
130622,"In front of mirror, taking advantage of reflection",musing,double definition,musing
46932,Relief organisation for the hot and peevish?,redcross,double definition,red cross
126022,Becoming attached to band after getting head turned,adhering,anagram,adhering
114096,Woman takes motorway into city,emily,container,emily
71144,"Some papers are amusing, to some extent",ream,hidden word,ream
141355,Mars - a visit (ET) to be arranged?,vitiates,anagram,vitiates
58597,"Cloak for wife, South African style",capedutch,assemblage,cape dutch
28713,He will see what others have to say,lipreader,double definition,lip reader
109433,"Doing backstroke, swim round lake with fish - such as this",pilchard,assemblage,pilchard
54368,Sound beast carrying rubbish carrier,orthodox,assemblage,orthodox
123944,People wanting a new landlord,publican,assemblage,publican
55185,Meet with elected scoundrel,incur,assemblage,incur
38004,Rude and very Scottish sort of hut,uncouth,double definition,uncouth
53082,"Talented Lib Dem, no longer the leader",able,assemblage,able
124133,"Impure, I quietly run away and sleep at home when he calls",muezzin,assemblage,muezzin
60250,"Begin to sparkle, as smoker might?",lightup,double definition,light up
108914,"Construct a house as advertised, we hear",build,double definition,build
989,Revolutionary with fish head to cook,chef,assemblage,chef
67503,Engineer left broadcasting: one's unable to stick it,teflon,anagram,teflon
5855,Unwanted growth has proceeded round the whole street,gallstone,assemblage,gallstone
105452,Criminal underground starts many a feud in America,mafia,assemblage,mafia
56720,A driven out intruder,invader,anagram,invader
22400,The foreign fashion revealed by a singing John,elton,anagram,elton
85136,Drink order placed in ancient language,homebrew,container,home brew
82285,A little animal taken in island,malta,hidden word,malta
29650,Parody about Liberal providing winter sports facility,skilift,container,ski lift
104651,Silly gag about Wossy's comeback - he started it!,aggressor,anagram,aggressor
93785,Gas enveloping a part of Spain,aragon,container,aragon
6344,Team given extra exam,elevenplus,assemblage,eleven plus
43035,Strikers going round pit take a dip,pickpocket,assemblage,pickpocket
118953,Something added on the end of affectionate princess's letter?,annex,assemblage,annex
111529,A venerable name in our illustrious past,bede,hidden word,bede
4515,Seed that's old removed from a loch,almond,assemblage,almond
114711,Work's inside and out which is good for plant,topsoil,container,topsoil
136938,Billionaire's first to not offer tip in bar,blacklist,assemblage,blacklist
16704,Aim by listener to win affection,endear,assemblage,endear
102993,Irish operator is such a person in trade,shopkeeper,assemblage,shopkeeper
9830,Insect biting back inside cave,beware,anagram,beware
60087,"Robson beating Williams, for example, winning at least six games",upset,assemblage,upset
51355,Stay faithful,staunch,double definition,staunch
89120,"Likely to give an answer, especially in revised version",responsive,assemblage,responsive
133412,Bluish-grey bench one removed from row,pewter,assemblage,pewter
79822,Supporters with lots of hard facts,brasstacks,assemblage,brass tacks
123901,You'll find me introducing very French measures,metres,assemblage,metres
60795,Plant fruit trees here? One for middle of park,orchid,anagram,orchid
95541,The girl to take action,sue,double definition,sue
20070,"Condemned? Not right, put on trial",accused,double definition,accused
17555,A band from the capital to boot,also,anagram,also
89473,Bush harbours condition that's half Arab offered,gifthorse,container,gift horse
106550,Does up building that's not authentic,pseudo,anagram,pseudo
87740,Prejudice runs riot - body of law needed,jurisprudence,anagram,jurisprudence
25097,The temporary accommodation I have outside the army is not definite,tentative,container,tentative
54498,Horse put in pen to struggle,writhe,container,writhe
46034,Relative of the weasel even more outrageous?,otter,double definition,otter
70853,Dubious heirs to Switzerland's treasure,cherish,anagram,cherish
33639,Running for the job,operation,double definition,operation
78895,"Time to give the ticker a boost, having it off with Gladys",daylightsaving,assemblage,daylight saving
110152,Paying customer to make severe criticism about rotten first half performance,patron,container,patron
80555,Otherwise take railroad to the Home Counties,else,container,else
27594,Look over tower,keep,double definition,keep
57659,"Just once, do put one out!",exactly,assemblage,exactly
88028,"Redeemed, made amends or converted",ransomed,double definition,ransomed
98121,Christian beginning to pray in bed,copt,container,copt
87570,Daughter's body clock determines when to have food,dinnertime,assemblage,dinner time
20040,Mackerel bait?,sprat,double definition,sprat
75686,I hold teaching qualification - fix?,imbed,container,imbed
29298,A hazard on the table or in the field,potshot,double definition,pot shot
62073,"Flawed agate, black inside, is soaked in boiling water",teabag,container,tea bag
16044,Old king of note,offa,assemblage,offa
21194,Grass performing well?,inform,double definition,inform
130077,Journalists who keep saying cutting things,hacksaws,assemblage,hacksaws
6979,"Wreck's sunk into ground, obviously",undo,hidden word,undo
61280,Dishonest proclivity,bent,double definition,bent
79084,"When free, retire to a place abroad",eritrea,anagram,eritrea
10881,Partners who dance up in close formation,couples,double definition,couples
43852,Creating anger over maximum flight distance,range,anagram,range
122957,Sex in Esquire's spread needs …,requisites,anagram,requisites
118050,Feature of stern father is bottling up love,poop,container,poop
34948,Revolutionary coming back to eat pub grub?,dinner,container,dinner
82689,"One sport he worked on, nearing defeat",ontheropes,anagram,on the ropes
17240,In which pupil appears to flag,iris,double definition,iris
117543,Boatman gets his first crop on the wagon,boatswain,assemblage,boatswain
102073,Work out cricket team's not old,suss,double definition,suss
9656,Belief which may be taken up,tenet,double definition,tenet
33671,Bunny Lake is back and embraced as a formality,ceremony,container,ceremony
110327,Revelations of secret trips,outings,double definition,outings
110318,Homes established in a partnership,nests,container,nests
2439,Fight possibly rigged,spar,double definition,spar
103051,Unusually precise about line for title role,pericles,anagram,pericles
103296,Pressing suit with the devil,impaction,assemblage,impaction
101548,Like warning Liberal about vote,forexample,assemblage,for example
119257,Andy Murray's traditional outfit has no length for tackle,kit,container,kit
15125,"Curved member made of wood, say",bowleg,assemblage,bow leg
134696,"Queen keeled over during a function, one of two in Ulster, perhaps",armhole,container,armhole
25878,"Time saved by unscrambling of a Gemini crossword, primarily cryptic",enigmatic,anagram,enigmatic
67914,Single swimmer's base,sole,double definition,sole
140821,"Rich with a hundred, in truth",fact,container,fact
109614,"The way things stand, a strike's not new",asitis,double definition,as it is
61982,Secret drinker comes to earth in Morecambe?,esoteric,container,esoteric
26759,General concession,grant,double definition,grant
66165,Fearing degree being dropped at university,reading,container,reading
138850,"Youthful rogue has not much ham, lettuce etc - no seconds",bitofalad,container,bit of a lad
18191,Annoyed that shirt's missing from counterfeit Man U strip,upinarms,assemblage,up in arms
3245,Region sadly showing neglect,ignore,anagram,ignore
90110,Zero return after call for capital,dublin,assemblage,dublin
460,Instrument causing damage when attached to one short whip,harmonica,assemblage,harmonica
90521,Charley's Aunt erotic? Take a walk!,saunter,anagram,saunter
10947,Teacher seizes a shirt in uproar,stir,container,stir
44171,Parody old Bob's clothing,skit,assemblage,skit
3898,Clients designed template,stencil,anagram,stencil
56034,Bar snack?,chocolate,double definition,chocolate
30668,"It's poisonous, thanks to natural mutation",tarantula,anagram,tarantula
77136,Repeated knocks make Irish twins retreat,taptap,assemblage,tap tap
80064,Even up things with rate distribution,straighten,anagram,straighten
115907,Dog dirt on park for animals picked up,shihtzu,assemblage,shih tzu
93872,"""Music"", which is derived from the bloody Muse",moodyblues,anagram,moody blues
18828,Meet in a bar,abut,double definition,abut
124513,"Excuse a little colour without energy, maybe, on box",pleating,assemblage,pleating
19735,Gibbon's ailing somewhat due to small growth,bonsai,hidden word,bonsai
98507,Wild cat's feline creature for hiding in tree,leafinsect,anagram,leaf insect
1273,Dealing with urgent checking,repressing,assemblage,repressing
28458,Final appearance of US actress - good!,swansong,assemblage,swansong
116004,"Uppity tramp, devout, hogging entrance to temple",bumptious,container,bumptious
63785,Fanatical attack to capture Baghdad's leader,rabid,container,rabid
52323,"Study comes to an end, keeping good time",digest,container,digest
123133,"Once unit has regrouped, carry on",continue,anagram,continue
52613,Roads meet in confusion round the North; they can improve things,emendators,anagram,emendators
14737,Get to the top on Tyneside?,scalene,assemblage,scalene
65739,Goodly beer right for knocking back,large,anagram,large
121510,Cuts prize given to rugby players,medallions,double definition,medallions
33309,Rowan's character: nothing comic,beano,assemblage,beano
71376,"""Heart of Midlothian"" follows radical dogmatist",bigot,assemblage,bigot
38657,Woman in torment shows spirit,banshee,assemblage,banshee
142,A channel swimmer accepts kiss from the great man,alexander,container,alexander
25422,It's right by the map,eastward,double definition,eastward
50376,Give name with nothing in it to fool with old gold coin,doubloon,assemblage,doubloon
114838,Gathers crowds when speaking,hoards,double definition,hoards
48304,"To prepare, he corrected with eraser",rehearse,anagram,rehearse
107588,"Soap found under bum, which is sweet",spongecake,assemblage,sponge cake
69792,Tilts at hint on drink,tipsup,assemblage,tips up
139034,"Circling island, misplaces cultivated field",specialism,anagram,specialism
101146,Cross about anything but silent silence,muffle,container,muffle
121774,"Settlement of rent, once due needs to be met",encountered,anagram,encountered
116016,"Well I'm blowed! Bald, shaved and pink!",coral,assemblage,coral
137028,Head of government to OK thoroughfare stopping short of scaffold,gallowstree,assemblage,gallows tree
48249,Old instrument needs the sphere to ring,theorbo,assemblage,theorbo
79460,Production of Haydn's oratorio,creation,double definition,creation
16252,Is he up to repairs?,tiler,double definition,tiler
116704,Green University don could become experienced,undergone,anagram,undergone
86793,It's grand to make many holes in a hot plate,griddle,assemblage,griddle
96526,Disk that's not a hit with artless party,floppy,assemblage,floppy
87084,Chairman's out to provide violent opposition to the government,anarchism,anagram,anarchism
46945,Blast engulfing Caribbean islands capital,darwin,container,darwin
117872,"Religious leader (a healer) cured flesh, receiving credit as a teacher",mohammed,assemblage,mohammed
32455,Ask to tear net in pieces,entreat,anagram,entreat
113200,Old skin disease liable to drain confidence,sapego,assemblage,sapego
15131,Dissipated girl in confinement,misspent,assemblage,misspent
91831,Lifting a great weight is false,notso,assemblage,not so
89024,"High frequency range, say, penetrating mum - is sore in the ears",megahertz,assemblage,megahertz
37347,"Some styles return, returning briefly",tersely,hidden word,tersely
123817,"Lively end to working week, heaven",frisky,assemblage,frisky
31567,Expectant boy and European girl set about stir-crazy night hunter,pipistrelle,assemblage,pipistrelle
9187,Biting right into tart,acrid,container,acrid
59047,Common former leader,heath,double definition,heath
106486,Wine that's held up by guys getting tight,tent,double definition,tent
122252,Where to find swimmers showing promise in class on regular basis,lidos,hidden word,lidos
111353,Draw mob and see wild mayhem,disembowel,anagram,disembowel
112794,Game controller's about to take a quick look up,keeper,assemblage,keeper
96120,Always right in story about trouble arising,infallible,assemblage,infallible
113980,A fish in a fiddle in a former city,stalingrad,container,stalingrad
33968,Weapon company gets receiver in,firearm,container,firearm
49038,Agreement primarily sought within marriage,unison,container,unison
105007,Ride off a little way to old city in time to get led up the aisle,marriedinchurch,assemblage,married in church
121371,"Corrects paperwork, putting top of house on in flats",proofreads,assemblage,proofreads
53700,"Like china after the bull, shop being gutted when he's gone",strewn,assemblage,strewn
34214,Pepper's top music arrangement,capsicum,assemblage,capsicum
78502,Of course Nijinsky was one,racehorse,double definition,racehorse
61315,Chain letters?,mail,double definition,mail
103805,"Vexed about European tree such as beech, from what we hear",seashore,assemblage,seashore
13705,"Bar providing energy (sustained energy), almost other-worldly",estaminet,assemblage,estaminet
124729,Astronomical scale of opening novel,analemma,assemblage,analemma
79371,Breathe with difficulty and gag,wheeze,double definition,wheeze
86193,Inspector gives opinion with hesitation,viewer,assemblage,viewer
79649,"Docks associated with locks, we hear",quays,double definition,quays
130415,"Set fire to one reptile in sewer, according to reports",litigator,assemblage,litigator
21082,Sort of spin one thus put on an issue,isotopic,assemblage,isotopic
107834,Snooty head of a religious order,superior,double definition,superior
54819,Performance of coital nous in close contact,osculation,anagram,osculation
7507,Nourishment from fruit worker's consumed,aliment,container,aliment
128679,"Fellow clean, having removed soft muck",manure,assemblage,manure
108648,Fraudulent cutie fled in disarray,deceitful,anagram,deceitful
75968,"Come down heavily, when gathering of hunters is set up",teem,assemblage,teem
80354,I cut out the hard stuff when at work,stonemason,assemblage,stonemason
82313,Body meeting to pledge help to golfers?,committee,assemblage,committee
88362,Never return to issue concerning former volunteers,atnotime,assemblage,at no time
76523,Member worried partner,mate,double definition,mate
72051,Plot developer,schemer,assemblage,schemer
56688,Annoyed at being inconvenienced,putout,double definition,put out
116153,"Small tots, primarily on wheels - in these?",strollers,double definition,strollers
2750,Approval for archbishop when in a hole,plaudit,container,plaudit
44992,Wood that is abandoned somewhere in Africa,natal,double definition,natal
50432,Chicken causing a crowd disturbance,coward,anagram,coward
5223,Ornate enamel apt for sign,nameplate,anagram,nameplate
83215,Elaborate ornament to hang on ventilator,fandangle,assemblage,fandangle
121050,"Compiler's not right, unsound - controversial debate?",polemics,anagram,polemics
49735,What sucker needs a politician?,straw,double definition,straw
101613,English writer hits cart track backing motor,turbine,assemblage,turbine
86013,See one and fancy double?,lookalike,double definition,lookalike
140061,Silly argument over half a small pigeon,squab,assemblage,squab
26153,Criminal gets Gill confused with ale,illegal,anagram,illegal
108393,"Wide path, a mere folly, that has its highs and lows",weathermap,anagram,weather map
91827,"Travelled free to Oxford, say, and got married",hitchedup,double definition,hitched up
90877,Wild flower round by border,oxlip,assemblage,oxlip
15283,Main follower in France with projector,tenon,assemblage,tenon
63244,I'm given picket duty,impost,assemblage,impost
52888,Plant an hour in advance,shrub,container,shrub
138773,Local London football team spurned by Poles,areal,hidden word,areal
120878,Massive thing lit a haven development,leviathan,anagram,leviathan
85419,Novice's a person stupid in the head,loaf,assemblage,loaf
69373,Record poem about island event,episode,assemblage,episode
102003,Living with old Medici reproduction,domiciled,anagram,domiciled
125914,Fold party clothes,dogear,assemblage,dog ear
125578,Many a playground prank ties knot around Maggie's bottom half,wedgies,assemblage,wedgies
59616,Vessels a Scottish poet topped,urns,hidden word,urns
112989,University College during religious festival is brilliant,lucent,container,lucent
34292,Overwork Bob's followers,strain,assemblage,strain
141476,NYPD case to get resolved having been shortened,syncopated,assemblage,syncopated
99236,They take risks travelling outside end of slope,skiers,anagram,skiers
47882,Villainous relative slain - clues available,unclesilas,anagram,uncle silas
27334,"Expression of compliance, almost trendy?",righto,assemblage,righto
53660,"Tall and skinny, first to go fishing",gangling,assemblage,gangling
19872,He planted a tree using these hollow acorns,ancestor,container,ancestor
51494,"Within a year, US college shows understanding",amity,container,amity
22110,Hardy presents most of hoary tale,ollie,assemblage,ollie
65222,Admits top of hanger is missing,allows,hidden word,allows
62044,Tape larks when camouflaged,lapstrake,anagram,lapstrake
38456,Neighbours are in a home,nearest,container,nearest
30526,Minimise importance of function involving food shop,sideline,container,sideline
133273,Speechless about group's bagpipe,musette,container,musette
1880,Lecherous chap took your heart away,satyr,container,satyr
38670,Priestess is one Greek character Angie confused,iphigenia,assemblage,iphigenia
26697,So much room for jogger?,elbow,double definition,elbow
102422,Upset at dense part of London,eastend,anagram,east end
65799,Spirit with which a certain Graf covering court runs,spectre,container,spectre
49333,Schematic representation of articles of faith,catechism,anagram,catechism
120194,Carrying burdens across back of mule that's slow,leaden,container,leaden
34463,Missionary put in mid-Wales,apostle,container,apostle
86654,"Calls sailor back, one's docked",names,assemblage,names
58104,Country sign bearing direction that avoids the centre,lesotho,container,lesotho
52444,Equipment to slice nice ham,machine,anagram,machine
56339,The man leading Earth's revolution is a god,helios,assemblage,helios
53508,Live as a bird and take off,beatit,assemblage,beat it
103092,"I'll pay check - the man's nothing for gas, being held in disgrace without a shilling",havethisoneonme,container,have this one on me
109169,Vocal tribute to Japanese camper van?,nessundorma,double definition,nessun dorma
59873,Friday's child makes you shiver,frisson,assemblage,frisson
97307,Can I take a butcher's consideration?,letmesee,double definition,let me see
141631,"Defenders greeted, sloping off from the front",backswept,assemblage,backswept
46001,Wartime enemy heading off for the firing line,oche,assemblage,oche
130770,"In Devon, a current company leader is business manager",exec,assemblage,exec
128189,"Napier's figures almost right, not entirely wrong",logarithms,anagram,logarithms
134419,Hobo's besotted with bling and spirits,hobgoblins,assemblage,hobgoblins
4244,Party? Try to have one,bash,double definition,bash
77747,Aim for gold? I disagree,objector,assemblage,objector
18500,Serene spirit comes from this,still,double definition,still
59788,Young female FBI agent now gone private employed by Nelson?,glasseye,assemblage,glass eye
135286,"Languages such as Hebrew, including old study of signs",semiotics,container,semiotics
111582,"We object, being placed in improper abode. Why? It's of ill repute!",bawdyhouse,assemblage,bawdy house
83921,"It's of assistance to shepherd or miner, but not king",collie,assemblage,collie
128438,Produced rising bill and butcher sued,caused,assemblage,caused
54449,They feel it's time to have castle refurbished,tentacles,assemblage,tentacles
39179,Wooden tile dashed with pebbles?,shingle,double definition,shingle
78883,Maiden possibly left port with too much luggage,overladen,assemblage,overladen
38803,Raise tax during fight with deposed leader,elevate,container,elevate
28654,Bypass (ring road) crumbling - such a state!,colorado,assemblage,colorado
54161,Philosopher managed last of apple crumble,diderot,assemblage,diderot
107670,Had Belgians (or Bengalis) turned out Asian?,bangladeshi,anagram,bangladeshi
32662,They won't stand for their instruments being played,cellists,double definition,cellists
13101,This address caters for love on the allotment,oration,assemblage,oration
86568,Cut that ensured Macduff's survival,caesarean,double definition,caesarean
42292,Quarrel with composer about second note of major scale,breach,container,breach
31939,Seeming to act as representing another,appearing,double definition,appearing
24203,"Romantic songs in silly riddle, after point for daughter",lieder,anagram,lieder
86852,Kept touring Dorset,stored,anagram,stored
115801,Sex hormone replaced on gander,androgen,anagram,androgen
64382,State nicknamed sooner rather than later: OK?,oklahoma,double definition,oklahoma
23405,Discount English book with set standard jacket,rebate,assemblage,rebate
106788,Shrub grew on river in a month,rosemary,assemblage,rosemary
88138,Stuff about English prince or king?,george,container,george
110695,Ref rants about changeover,transfer,anagram,transfer
96234,"Book about principal, not a strong head maybe, yet beginning",remainsoftheday,assemblage,remains of the day
12071,"Low gear involved, finding place to park?",moorage,assemblage,moorage
60822,A name is called a name,monica,double definition,monica
76701,"Left and left again, lorry finally gets round",portly,assemblage,portly
95333,Here visitors may check in for a social occasion,reception,double definition,reception
673,Lofty range of latest shifts,falsetto,anagram,falsetto
83727,Distress at leaving embassy man following judge,heartache,assemblage,heartache
93612,"One way to prepare food, cold, stopping on the way",encroute,container,en croute
17174,He composed some enjoyable harmonies,lehar,hidden word,lehar
127453,German philosopher's more cheerful,gayer,double definition,gayer
32364,Clue short of perfect,idea,assemblage,idea
93595,Reformed Chapel anthems used to promote the virtues of water,cheltenhamspa,anagram,cheltenham spa
64358,"Being in league, agreed to get rid of leader",allied,double definition,allied
82856,"Polish fruit, cored, is chewy",rubbery,assemblage,rubbery
73695,Boost announced for Alexander's father,philip,double definition,philip
57005,Turn aside right after the avenue,avert,assemblage,avert
32670,No time for checking maxim,saying,assemblage,saying
1309,"Translated ""plastered""",rendered,double definition,rendered
38553,Despicable people on top,scum,double definition,scum
115468,"Awaiting summons from head of court in plain wrapper, to be returned",oncall,container,on call
72114,Amplifier to help retail a service,laser,hidden word,laser
80728,Travel in time beyond it and back from Rome,itinerate,assemblage,itinerate
121676,Combine to restrain a temper,allay,assemblage,allay
84957,Clerical doctor has a bit of a scheme concerned with aspect of language,syntactic,assemblage,syntactic
90475,She would pack a right in a scrap,shred,container,shred
75083,Head of Sheffield Wednesday is meeting Hillsborough's first Scandinavian,swedish,assemblage,swedish
79404,"On North by Northwest, upset over one late director",winner,anagram,winner
51440,Letter put in fireplace reduces to carbon,graphite,container,graphite
32221,Restaurant cutlery,canteen,double definition,canteen
61927,Exploit dwarf,stunt,double definition,stunt
100715,Performance in which the middle section gets the twitch,bellydance,assemblage,belly dance
94065,Doctor can back old GP site,monaco,assemblage,monaco
5968,The Queen needs foreign money for the mission,errand,assemblage,errand
82472,Good place for baby with loop,picot,assemblage,picot
8368,Cloth goes with bathroom items,toiletries,double definition,toiletries
7350,First drops in wood more than adequate,ample,hidden word,ample
27966,False plea men put to a jury,empanel,anagram,empanel
40630,Right nipple brought out as a special favour,treat,container,treat
38945,Lead present in unusual spell of rain - it's blissful,nirvana,anagram,nirvana
20340,Chief island's headgear,topis,assemblage,topis
95135,Giveaway lines?,freeverse,assemblage,free verse
141701,"Dearie me, I'm so disorganised - reminders needed!",aidesmemoire,anagram,aides memoire
40049,Trollop allowed a pie,tartlet,assemblage,tartlet
