Index,Clue,Solution,gemma_predicted
14704,French model Nicole stripped for casting?,clio,anagram
41007,English tea break keeps US workers involved,elaborate,assemblage
36206,"Recalled shorter answer, stuck with leading pair from Audreus, in the bath!",sauna,container
67521,Attempt to cage wolf in peace deal,treaty,container
141737,New painting captures Queen - that's concerning,pertaining,container
63400,Leading Republicans' euphemism naively downplaying illegal torture in other nations,rendition,assemblage
67987,Fighter pilot with boat crew,flyweight,assemblage
25488,No encore for such a performance? That's gross!,unrepeatable,double definition
98213,Explorer is eating last of the sledge dogs,scotties,container
31326,"King Lear's opening, rubbish",offal,assemblage
44343,One is well rid of it,illhealth,assemblage
74878,"It could be eaten sailing, or it could be sweeping",generalisation,double definition
96863,Woman kept by journalist enters hard work with toy animal,sleevedog,container
80036,A lot of filth by leader of Lords causes brief storm,squall,assemblage
77968,Hollywood's top director exhibiting arrogance,hauteur,assemblage
90158,Soldiers follow one in specialist trial,experiment,assemblage
125198,Awkward to do then with precision,onthedot,anagram
122902,"Following closely, a lot on site for development",nosetotail,double definition
22793,Left before recess - a blunder,lapse,assemblage
43716,Carry round goods for one who can't afford them,beggar,container
76833,"Supply what was wanted, for instance, including clenched fist?",satisfy,container
84706,Get lady confused with poet,lydgate,anagram
130622,"In front of mirror, taking advantage of reflection",musing,double definition
46932,Relief organisation for the hot and peevish?,redcross,double definition
126022,Becoming attached to band after getting head turned,adhering,anagram
114096,Woman takes motorway into city,emily,container
71144,"Some papers are amusing, to some extent",ream,hidden word
141355,Mars - a visit (ET) to be arranged?,vitiates,anagram
58597,"Cloak for wife, South African style",capedutch,assemblage
28713,He will see what others have to say,lipreader,double definition
109433,"Doing backstroke, swim round lake with fish - such as this",pilchard,assemblage
54368,Sound beast carrying rubbish carrier,orthodox,assemblage
123944,People wanting a new landlord,publican,assemblage
55185,Meet with elected scoundrel,incur,assemblage
38004,Rude and very Scottish sort of hut,uncouth,double definition
53082,"Talented Lib Dem, no longer the leader",able,assemblage
124133,"Impure, I quietly run away and sleep at home when he calls",muezzin,assemblage
60250,"Begin to sparkle, as smoker might?",lightup,double definition
108914,"Construct a house as advertised, we hear",build,double definition
989,Revolutionary with fish head to cook,chef,assemblage
67503,Engineer left broadcasting: one's unable to stick it,teflon,anagram
5855,Unwanted growth has proceeded round the whole street,gallstone,assemblage
105452,Criminal underground starts many a feud in America,mafia,assemblage
56720,A driven out intruder,invader,anagram
22400,The foreign fashion revealed by a singing John,elton,anagram
85136,Drink order placed in ancient language,homebrew,container
82285,A little animal taken in island,malta,hidden word
29650,Parody about Liberal providing winter sports facility,skilift,container
104651,Silly gag about Wossy's comeback - he started it!,aggressor,anagram
93785,Gas enveloping a part of Spain,aragon,container
6344,Team given extra exam,elevenplus,assemblage
43035,Strikers going round pit take a dip,pickpocket,assemblage
118953,Something added on the end of affectionate princess's letter?,annex,assemblage
111529,A venerable name in our illustrious past,bede,hidden word
4515,Seed that's old removed from a loch,almond,assemblage
114711,Work's inside and out which is good for plant,topsoil,container
136938,Billionaire's first to not offer tip in bar,blacklist,assemblage
16704,Aim by listener to win affection,endear,assemblage
102993,Irish operator is such a person in trade,shopkeeper,assemblage
9830,Insect biting back inside cave,beware,anagram
60087,"Robson beating Williams, for example, winning at least six games",upset,assemblage
51355,Stay faithful,staunch,double definition
89120,"Likely to give an answer, especially in revised version",responsive,assemblage
133412,Bluish-grey bench one removed from row,pewter,assemblage
79822,Supporters with lots of hard facts,brasstacks,assemblage
123901,You'll find me introducing very French measures,metres,assemblage
60795,Plant fruit trees here? One for middle of park,orchid,anagram
95541,The girl to take action,sue,double definition
20070,"Condemned? Not right, put on trial",accused,double definition
17555,A band from the capital to boot,also,anagram
89473,Bush harbours condition that's half Arab offered,gifthorse,container
106550,Does up building that's not authentic,pseudo,anagram
87740,Prejudice runs riot - body of law needed,jurisprudence,anagram
25097,The temporary accommodation I have outside the army is not definite,tentative,container
54498,Horse put in pen to struggle,writhe,container
46034,Relative of the weasel even more outrageous?,otter,double definition
70853,Dubious heirs to Switzerland's treasure,cherish,anagram
33639,Running for the job,operation,double definition
78895,"Time to give the ticker a boost, having it off with Gladys",daylightsaving,assemblage
110152,Paying customer to make severe criticism about rotten first half performance,patron,container
80555,Otherwise take railroad to the Home Counties,else,container
27594,Look over tower,keep,double definition
57659,"Just once, do put one out!",exactly,assemblage
88028,"Redeemed, made amends or converted",ransomed,double definition
98121,Christian beginning to pray in bed,copt,container
87570,Daughter's body clock determines when to have food,dinnertime,assemblage
20040,Mackerel bait?,sprat,double definition
75686,I hold teaching qualification - fix?,imbed,container
29298,A hazard on the table or in the field,potshot,double definition
62073,"Flawed agate, black inside, is soaked in boiling water",teabag,container
16044,Old king of note,offa,assemblage
21194,Grass performing well?,inform,double definition
130077,Journalists who keep saying cutting things,hacksaws,assemblage
6979,"Wreck's sunk into ground, obviously",undo,hidden word
61280,Dishonest proclivity,bent,double definition
79084,"When free, retire to a place abroad",eritrea,anagram
10881,Partners who dance up in close formation,couples,double definition
43852,Creating anger over maximum flight distance,range,anagram
122957,Sex in Esquire's spread needs …,requisites,anagram
118050,Feature of stern father is bottling up love,poop,container
34948,Revolutionary coming back to eat pub grub?,dinner,container
82689,"One sport he worked on, nearing defeat",ontheropes,anagram
17240,In which pupil appears to flag,iris,double definition
117543,Boatman gets his first crop on the wagon,boatswain,assemblage
102073,Work out cricket team's not old,suss,double definition
9656,Belief which may be taken up,tenet,double definition
33671,Bunny Lake is back and embraced as a formality,ceremony,container
110327,Revelations of secret trips,outings,double definition
110318,Homes established in a partnership,nests,container
2439,Fight possibly rigged,spar,double definition
103051,Unusually precise about line for title role,pericles,anagram
103296,Pressing suit with the devil,impaction,assemblage
101548,Like warning Liberal about vote,forexample,assemblage
119257,Andy Murray's traditional outfit has no length for tackle,kit,container
15125,"Curved member made of wood, say",bowleg,assemblage
134696,"Queen keeled over during a function, one of two in Ulster, perhaps",armhole,container
25878,"Time saved by unscrambling of a Gemini crossword, primarily cryptic",enigmatic,anagram
67914,Single swimmer's base,sole,double definition
140821,"Rich with a hundred, in truth",fact,container
109614,"The way things stand, a strike's not new",asitis,double definition
61982,Secret drinker comes to earth in Morecambe?,esoteric,container
26759,General concession,grant,double definition
66165,Fearing degree being dropped at university,reading,container
138850,"Youthful rogue has not much ham, lettuce etc - no seconds",bitofalad,container
18191,Annoyed that shirt's missing from counterfeit Man U strip,upinarms,assemblage
3245,Region sadly showing neglect,ignore,anagram
90110,Zero return after call for capital,dublin,assemblage
460,Instrument causing damage when attached to one short whip,harmonica,assemblage
90521,Charley's Aunt erotic? Take a walk!,saunter,anagram
10947,Teacher seizes a shirt in uproar,stir,container
44171,Parody old Bob's clothing,skit,assemblage
3898,Clients designed template,stencil,anagram
56034,Bar snack?,chocolate,double definition
30668,"It's poisonous, thanks to natural mutation",tarantula,anagram
77136,Repeated knocks make Irish twins retreat,taptap,assemblage
80064,Even up things with rate distribution,straighten,anagram
115907,Dog dirt on park for animals picked up,shihtzu,assemblage
93872,"""Music"", which is derived from the bloody Muse",moodyblues,anagram
18828,Meet in a bar,abut,double definition
124513,"Excuse a little colour without energy, maybe, on box",pleating,assemblage
19735,Gibbon's ailing somewhat due to small growth,bonsai,hidden word
98507,Wild cat's feline creature for hiding in tree,leafinsect,anagram
1273,Dealing with urgent checking,repressing,assemblage
28458,Final appearance of US actress - good!,swansong,assemblage
116004,"Uppity tramp, devout, hogging entrance to temple",bumptious,container
63785,Fanatical attack to capture Baghdad's leader,rabid,container
52323,"Study comes to an end, keeping good time",digest,container
123133,"Once unit has regrouped, carry on",continue,anagram
52613,Roads meet in confusion round the North; they can improve things,emendators,anagram
14737,Get to the top on Tyneside?,scalene,assemblage
65739,Goodly beer right for knocking back,large,anagram
121510,Cuts prize given to rugby players,medallions,double definition
33309,Rowan's character: nothing comic,beano,assemblage
71376,"""Heart of Midlothian"" follows radical dogmatist",bigot,assemblage
38657,Woman in torment shows spirit,banshee,assemblage
142,A channel swimmer accepts kiss from the great man,alexander,container
25422,It's right by the map,eastward,double definition
50376,Give name with nothing in it to fool with old gold coin,doubloon,assemblage
114838,Gathers crowds when speaking,hoards,double definition
48304,"To prepare, he corrected with eraser",rehearse,anagram
107588,"Soap found under bum, which is sweet",spongecake,assemblage
69792,Tilts at hint on drink,tipsup,assemblage
139034,"Circling island, misplaces cultivated field",specialism,anagram
101146,Cross about anything but silent silence,muffle,container
121774,"Settlement of rent, once due needs to be met",encountered,anagram
116016,"Well I'm blowed! Bald, shaved and pink!",coral,assemblage
137028,Head of government to OK thoroughfare stopping short of scaffold,gallowstree,assemblage
48249,Old instrument needs the sphere to ring,theorbo,assemblage
79460,Production of Haydn's oratorio,creation,double definition
16252,Is he up to repairs?,tiler,double definition
116704,Green University don could become experienced,undergone,anagram
86793,It's grand to make many holes in a hot plate,griddle,assemblage
96526,Disk that's not a hit with artless party,floppy,assemblage
87084,Chairman's out to provide violent opposition to the government,anarchism,anagram
46945,Blast engulfing Caribbean islands capital,darwin,container
117872,"Religious leader (a healer) cured flesh, receiving credit as a teacher",mohammed,assemblage
32455,Ask to tear net in pieces,entreat,anagram
113200,Old skin disease liable to drain confidence,sapego,assemblage
15131,Dissipated girl in confinement,misspent,assemblage
91831,Lifting a great weight is false,notso,assemblage
89024,"High frequency range, say, penetrating mum - is sore in the ears",megahertz,assemblage
37347,"Some styles return, returning briefly",tersely,hidden word
123817,"Lively end to working week, heaven",frisky,assemblage
31567,Expectant boy and European girl set about stir-crazy night hunter,pipistrelle,assemblage
9187,Biting right into tart,acrid,container
59047,Common former leader,heath,double definition
106486,Wine that's held up by guys getting tight,tent,double definition
122252,Where to find swimmers showing promise in class on regular basis,lidos,hidden word
111353,Draw mob and see wild mayhem,disembowel,anagram
112794,Game controller's about to take a quick look up,keeper,assemblage
96120,Always right in story about trouble arising,infallible,assemblage
113980,A fish in a fiddle in a former city,stalingrad,container
33968,Weapon company gets receiver in,firearm,container
49038,Agreement primarily sought within marriage,unison,container
105007,Ride off a little way to old city in time to get led up the aisle,marriedinchurch,assemblage
121371,"Corrects paperwork, putting top of house on in flats",proofreads,assemblage
53700,"Like china after the bull, shop being gutted when he's gone",strewn,assemblage
34214,Pepper's top music arrangement,capsicum,assemblage
78502,Of course Nijinsky was one,racehorse,double definition
61315,Chain letters?,mail,double definition
103805,"Vexed about European tree such as beech, from what we hear",seashore,assemblage
13705,"Bar providing energy (sustained energy), almost other-worldly",estaminet,assemblage
124729,Astronomical scale of opening novel,analemma,assemblage
79371,Breathe with difficulty and gag,wheeze,double definition
86193,Inspector gives opinion with hesitation,viewer,assemblage
79649,"Docks associated with locks, we hear",quays,double definition
130415,"Set fire to one reptile in sewer, according to reports",litigator,assemblage
21082,Sort of spin one thus put on an issue,isotopic,assemblage
107834,Snooty head of a religious order,superior,double definition
54819,Performance of coital nous in close contact,osculation,anagram
7507,Nourishment from fruit worker's consumed,aliment,container
128679,"Fellow clean, having removed soft muck",manure,assemblage
108648,Fraudulent cutie fled in disarray,deceitful,anagram
75968,"Come down heavily, when gathering of hunters is set up",teem,assemblage
80354,I cut out the hard stuff when at work,stonemason,assemblage
82313,Body meeting to pledge help to golfers?,committee,assemblage
88362,Never return to issue concerning former volunteers,atnotime,assemblage
76523,Member worried partner,mate,double definition
72051,Plot developer,schemer,assemblage
56688,Annoyed at being inconvenienced,putout,double definition
116153,"Small tots, primarily on wheels - in these?",strollers,double definition
2750,Approval for archbishop when in a hole,plaudit,container
44992,Wood that is abandoned somewhere in Africa,natal,double definition
50432,Chicken causing a crowd disturbance,coward,anagram
5223,Ornate enamel apt for sign,nameplate,anagram
83215,Elaborate ornament to hang on ventilator,fandangle,assemblage
121050,"Compiler's not right, unsound - controversial debate?",polemics,anagram
49735,What sucker needs a politician?,straw,double definition
101613,English writer hits cart track backing motor,turbine,assemblage
86013,See one and fancy double?,lookalike,double definition
140061,Silly argument over half a small pigeon,squab,assemblage
26153,Criminal gets Gill confused with ale,illegal,anagram
108393,"Wide path, a mere folly, that has its highs and lows",weathermap,anagram
91827,"Travelled free to Oxford, say, and got married",hitchedup,double definition
90877,Wild flower round by border,oxlip,assemblage
15283,Main follower in France with projector,tenon,assemblage
63244,I'm given picket duty,impost,assemblage
52888,Plant an hour in advance,shrub,container
138773,Local London football team spurned by Poles,areal,hidden word
120878,Massive thing lit a haven development,leviathan,anagram
85419,Novice's a person stupid in the head,loaf,assemblage
69373,Record poem about island event,episode,assemblage
102003,Living with old Medici reproduction,domiciled,anagram
125914,Fold party clothes,dogear,assemblage
125578,Many a playground prank ties knot around Maggie's bottom half,wedgies,assemblage
59616,Vessels a Scottish poet topped,urns,hidden word
112989,University College during religious festival is brilliant,lucent,container
34292,Overwork Bob's followers,strain,assemblage
141476,NYPD case to get resolved having been shortened,syncopated,assemblage
99236,They take risks travelling outside end of slope,skiers,anagram
47882,Villainous relative slain - clues available,unclesilas,anagram
27334,"Expression of compliance, almost trendy?",righto,assemblage
53660,"Tall and skinny, first to go fishing",gangling,assemblage
19872,He planted a tree using these hollow acorns,ancestor,container
51494,"Within a year, US college shows understanding",amity,container
22110,Hardy presents most of hoary tale,ollie,assemblage
65222,Admits top of hanger is missing,allows,hidden word
62044,Tape larks when camouflaged,lapstrake,anagram
38456,Neighbours are in a home,nearest,container
30526,Minimise importance of function involving food shop,sideline,container
133273,Speechless about group's bagpipe,musette,container
1880,Lecherous chap took your heart away,satyr,container
38670,Priestess is one Greek character Angie confused,iphigenia,assemblage
26697,So much room for jogger?,elbow,double definition
102422,Upset at dense part of London,eastend,anagram
65799,Spirit with which a certain Graf covering court runs,spectre,container
49333,Schematic representation of articles of faith,catechism,anagram
120194,Carrying burdens across back of mule that's slow,leaden,container
34463,Missionary put in mid-Wales,apostle,container
86654,"Calls sailor back, one's docked",names,assemblage
58104,Country sign bearing direction that avoids the centre,lesotho,container
52444,Equipment to slice nice ham,machine,anagram
56339,The man leading Earth's revolution is a god,helios,assemblage
53508,Live as a bird and take off,beatit,assemblage
103092,"I'll pay check - the man's nothing for gas, being held in disgrace without a shilling",havethisoneonme,container
109169,Vocal tribute to Japanese camper van?,nessundorma,double definition
59873,Friday's child makes you shiver,frisson,assemblage
97307,Can I take a butcher's consideration?,letmesee,double definition
141631,"Defenders greeted, sloping off from the front",backswept,assemblage
46001,Wartime enemy heading off for the firing line,oche,assemblage
130770,"In Devon, a current company leader is business manager",exec,assemblage
128189,"Napier's figures almost right, not entirely wrong",logarithms,anagram
134419,Hobo's besotted with bling and spirits,hobgoblins,assemblage
4244,Party? Try to have one,bash,double definition
77747,Aim for gold? I disagree,objector,assemblage
18500,Serene spirit comes from this,still,double definition
59788,Young female FBI agent now gone private employed by Nelson?,glasseye,assemblage
135286,"Languages such as Hebrew, including old study of signs",semiotics,container
111582,"We object, being placed in improper abode. Why? It's of ill repute!",bawdyhouse,assemblage
83921,"It's of assistance to shepherd or miner, but not king",collie,assemblage
128438,Produced rising bill and butcher sued,caused,assemblage
54449,They feel it's time to have castle refurbished,tentacles,assemblage
39179,Wooden tile dashed with pebbles?,shingle,double definition
78883,Maiden possibly left port with too much luggage,overladen,assemblage
38803,Raise tax during fight with deposed leader,elevate,container
28654,Bypass (ring road) crumbling - such a state!,colorado,assemblage
54161,Philosopher managed last of apple crumble,diderot,assemblage
107670,Had Belgians (or Bengalis) turned out Asian?,bangladeshi,anagram
32662,They won't stand for their instruments being played,cellists,double definition
13101,This address caters for love on the allotment,oration,assemblage
86568,Cut that ensured Macduff's survival,caesarean,double definition
42292,Quarrel with composer about second note of major scale,breach,container
31939,Seeming to act as representing another,appearing,double definition
24203,"Romantic songs in silly riddle, after point for daughter",lieder,anagram
86852,Kept touring Dorset,stored,anagram
115801,Sex hormone replaced on gander,androgen,anagram
64382,State nicknamed sooner rather than later: OK?,oklahoma,double definition
23405,Discount English book with set standard jacket,rebate,assemblage
106788,Shrub grew on river in a month,rosemary,assemblage
88138,Stuff about English prince or king?,george,container
110695,Ref rants about changeover,transfer,anagram
96234,"Book about principal, not a strong head maybe, yet beginning",remainsoftheday,assemblage
12071,"Low gear involved, finding place to park?",moorage,assemblage
60822,A name is called a name,monica,double definition
76701,"Left and left again, lorry finally gets round",portly,assemblage
95333,Here visitors may check in for a social occasion,reception,double definition
673,Lofty range of latest shifts,falsetto,anagram
83727,Distress at leaving embassy man following judge,heartache,assemblage
93612,"One way to prepare food, cold, stopping on the way",encroute,container
17174,He composed some enjoyable harmonies,lehar,hidden word
127453,German philosopher's more cheerful,gayer,double definition
32364,Clue short of perfect,idea,assemblage
93595,Reformed Chapel anthems used to promote the virtues of water,cheltenhamspa,anagram
64358,"Being in league, agreed to get rid of leader",allied,double definition
82856,"Polish fruit, cored, is chewy",rubbery,assemblage
73695,Boost announced for Alexander's father,philip,double definition
57005,Turn aside right after the avenue,avert,assemblage
32670,No time for checking maxim,saying,assemblage
1309,"Translated ""plastered""",rendered,double definition
38553,Despicable people on top,scum,double definition
115468,"Awaiting summons from head of court in plain wrapper, to be returned",oncall,container
72114,Amplifier to help retail a service,laser,hidden word
80728,Travel in time beyond it and back from Rome,itinerate,assemblage
121676,Combine to restrain a temper,allay,assemblage
84957,Clerical doctor has a bit of a scheme concerned with aspect of language,syntactic,assemblage
90475,She would pack a right in a scrap,shred,container
75083,Head of Sheffield Wednesday is meeting Hillsborough's first Scandinavian,swedish,assemblage
79404,"On North by Northwest, upset over one late director",winner,anagram
51440,Letter put in fireplace reduces to carbon,graphite,container
32221,Restaurant cutlery,canteen,double definition
61927,Exploit dwarf,stunt,double definition
100715,Performance in which the middle section gets the twitch,bellydance,assemblage
94065,Doctor can back old GP site,monaco,assemblage
5968,The Queen needs foreign money for the mission,errand,assemblage
82472,Good place for baby with loop,picot,assemblage
8368,Cloth goes with bathroom items,toiletries,double definition
7350,First drops in wood more than adequate,ample,hidden word
27966,False plea men put to a jury,empanel,anagram
40630,Right nipple brought out as a special favour,treat,container
38945,Lead present in unusual spell of rain - it's blissful,nirvana,anagram
20340,Chief island's headgear,topis,assemblage
95135,Giveaway lines?,freeverse,assemblage
141701,"Dearie me, I'm so disorganised - reminders needed!",aidesmemoire,anagram
40049,Trollop allowed a pie,tartlet,assemblage
77809,White boy finds nearest man in blue,skinhead,assemblage
112968,"When retired, managed share account",narration,assemblage
73262,"Judge - typical, though not posh - producing a rejection",refusal,assemblage
100936,Uncultivated to blow off with loud noise,lowbrow,anagram
46130,These islands provide a free love style,faeroe,anagram
52610,Endless hilarity over barber's offering,trim,double definition
139370,Complaining about president is exciting,gripping,container
3955,Result of dropping the charge?,pricecut,assemblage
138522,Making changes in device isn't encouraged,incentivised,anagram
127798,Shank used to position these,skeandhus,anagram
4506,Duck has suffered on island,borneo,assemblage
44503,Opening vocal variation to Elgar's first,alcove,anagram
96316,"Paper's written about conclusion to inquiry, little being an inward reference",myself,assemblage
8008,"Tool isn't blue, not black variety",utensil,anagram
41326,It may reveal hidden charges,minedetector,double definition
20677,Trickery's insult to an audience,sleight,double definition
72045,City of revolutionary in duty list,rochester,container
126949,Monstrous party on the up through Gulf War not all bad,godawful,assemblage
57628,Setter finds shelter from fight,melee,assemblage
28186,"To separate, cut outside page",split,container
51375,"Consents, but will be a long time coming round again",agrees,assemblage
86583,Finish off incredible eastern story,tale,double definition
90867,Successful escape requires them to be clean,heels,double definition
105020,Pets regularly bite? Avoid!,eschew,assemblage
82993,Lowers stock of the hoi polloi,herd,double definition
133314,Produce charged particles and celebrate topless,ionise,assemblage
57936,Incredibly small club in Finish cape,subatomic,container
27317,"Surviving, once one is protected by explosive",extant,container
45931,Screen has crimson centre and unusual rose edging,reredos,anagram
83264,Look after the ruddy whiskey!,redeye,assemblage
112817,Trading jargon after Queen is swallowed by distance,mercantile,container
138913,Craving for flour - is it regular?,lust,hidden word
94199,"Guided the unholy Tannhäuser on Rome expedition - devastated, primarily",tutored,assemblage
114206,Greek island with a cat that's externally weightless,ithaca,assemblage
101298,Short skirts tempt the clergy!,ministry,assemblage
123748,Plans where PM lives without owning - tense?,intends,assemblage
50900,Like a mother could lose a point and gain one - it's seriously relevant,material,assemblage
90550,"Hide fortune, making run for Cuba",lurk,assemblage
110569,Indications of a lot of hard drinkers going on spree,harbingers,assemblage
104466,"Aggressive libels come out, millions being lost",bellicose,anagram
4903,"Game, or six of them, holding local up",tennis,assemblage
52831,Facial hair reported to county's capital,tashkent,assemblage
3357,A French field with sailors: cancel the lesson,unlearn,assemblage
125797,Bribe a cricket side - or just one fielder,squareleg,assemblage
133476,They provide poor accommodation,almshouses,assemblage
109042,Book for Sunday opening - put in the one before Easter,psalms,container
128816,Language used in theatre by Lawrence director tailored to fit again,readapted,assemblage
784,Women's quarters and hospital are by motorway,harem,assemblage
74487,He says he's a Muslim leader,imam,double definition
46469,Commotion curtailed on American burial place,tumulus,assemblage
17832,Josh gets scared,windup,double definition
24196,Sound conductor of German songs,lieder,double definition
29423,One good with relief work for delicate ornamentation,filigree,assemblage
64543,It currently controls rose that is rambling,rheostat,anagram
43829,Old instrument: state feminine name,rebecca,assemblage
69569,One of those sweet utterances of lovers in love,nothing,double definition
23822,Where fallen gladiators bit the sand in ancient Rome?,arena,double definition
29321,Amusement park fails to open - how dishonest!,unfair,assemblage
29253,Weighty communication cut by a lawyer,notable,assemblage
113656,Person taking money,nicker,double definition
59680,There's nothing stupid in Denmark,odense,assemblage
69633,Islands getting many account transfers,cayman,anagram
131619,Criminal acts at house in the middle of Trieste,villainies,assemblage
48979,Spot-checks English river rising fast,speedy,container
113859,Expecting a delay in start of games,awaiting,assemblage
109706,Favourite uncle hurt about aunt's initial pique,petulance,assemblage
60170,Free terrorists snap title up,emancipate,anagram
76473,Boatman's a knave!,jack,double definition
134236,"Mopes about, exiting Olympic Games racked with muscle pain",myalgic,anagram
53859,Girl otherwise taking one in,elsie,container
118608,Reclusive boy taking issue to heart,eremitic,container
71281,Old transport on river outside the city walls,extramural,assemblage
78829,It's sweet of Republicans to keep banging drum,gumdrop,anagram
136821,Key workers?,locksmiths,assemblage
119955,Sounds just so ill,sick,double definition
42117,A rugby player thus taken by surprise,aback,assemblage
108118,They believe further education for sailor one solution,unitarians,assemblage
129142,Instant calls blocked by new PM's predecessors,mornings,assemblage
28452,Gloria's great at the final curtain,swansong,assemblage
114633,Raise glasses for final drink,bottomsup,double definition
42633,Tries an awful wine,retsina,anagram
53225,"Sharpen pen, but retain candour",honesty,assemblage
93707,Help finish a hotel in the country,lendahand,container
29486,Duck below bedcover,eiderdown,assemblage
50866,TV centre cut outside broadcast,studio,container
67372,Aperture letting large number into portico,stoma,container
50983,"Astronomer, one in ship mostly",galileo,container
27513,One cuts a person who easily shifts positions,trimmer,double definition
27600,Record awful lies about model in writing,epistle,assemblage
66578,Cook insufficiently good: not a likely winner,underdog,assemblage
56945,Treating people that are out to make New York happy about alien,hypnotherapy,assemblage
21978,"Unconscious, potential killer withholding shelter",asleep,container
26693,Push out bowel movement,elbow,anagram
75843,Nonconformist church raised cross - what's the point?,crux,double definition
120004,"It's instinctive with a good many, all called George",automaticpilots,assemblage
43802,Responding to a phone call about disturbing news,answering,anagram
135398,Longing to trap learner with setter's mystic art,alchemy,container
125044,Moved in secret and went ahead after complacent start to game,smuggled,assemblage
33631,Find short Arthur Dent's stripped off,unearth,anagram
100161,They are made to scale,ladders,double definition
117531,"Fountain tee shot smashed, in the President's words",stateoftheunion,anagram
30696,A measure without point,galleon,assemblage
122941,Cold tea consumed by trite reveller,bacchanal,container
140862,"After briefly not working, a head is in school again",reteach,assemblage
141773,Plots involve danger close to Paris,gardens,anagram
21430,"Like ""Gone with the Wind"" for the picture industry?",epic,double definition
6717,"Express approbation of last rose, perhaps",endorse,assemblage
69673,Mixture of feta and rice served by a restaurant,cafeteria,anagram
65586,Be quick to appear in fashion,looksmart,assemblage
2040,Make-up (whichever covers a cat),anatomy,double definition
93894,"Dancers on stage refrain, in part",chorusline,assemblage
75329,Quickly read second novel,skim,assemblage
63800,Sailor getting damaged kept dry,abstained,assemblage
104535,Test alcohol-free beer at the end (European one),dryrun,assemblage
22372,Look certain after record brings revelation,disclosure,assemblage
116661,"Line in scrap, which might be cut for a cockpit",flightdeck,assemblage
30157,Old teaching assistant demonstrating pronouns,usher,assemblage
42104,Burrow in soil,earth,double definition
87338,Fix sort of case that's curtailed,attach,double definition
59237,Mark of small vehicle,scar,assemblage
16227,"Hot in seat, how hot it is!",phew,double definition
136434,"Complex relationship ending in disaster, one in imbroglio",triangle,container
55791,Body cover for unexpected demise - RIP,epidermis,anagram
81090,European noblemen depicted by American author,donmarquis,double definition
63844,How soon will women combine with unity? An enigma,anyminutenow,anagram
141907,Property of trees in meadows: healthy inside with sun,leafiness,assemblage
49933,"Tempestuous character - one found in Lear, perhaps",ariel,anagram
105222,Artist for the underground?,lowry,assemblage
66782,Attila upset retired nut gatherer,headhunter,assemblage
84102,"Man, the soldier (an amoeba), pointlessly confined here?",guantanamobay,container
1972,Conciliate a parish priest with creature comforts,appease,assemblage
35005,Is one prepared to walk out for a wedding?,union,double definition
5510,Criticise long dash,panache,assemblage
16107,Money raised by word of mouth,bread,double definition
20188,Freedom encourages my aunt to keep ducks,autonomy,anagram
108121,Greek-speaking orator as guide (not to Tyneside),cicero,assemblage
52130,It's our entitlement,name,double definition
85282,Reprimand means no further credit will be given,tickoff,double definition
65420,Spin prime minister's endless talk,prattle,assemblage
43607,With lines or the opposite?,inverse,double definition
46005,"Line drawn in pub, no cheap drinks",oche,hidden word
34925,"It could contain jam, but is certainly not jammed",ajar,double definition
21975,Disturb please - on the contrary for kipper's state!,asleep,anagram
122686,"Sofa, perhaps, where Torode's first broadcast rejected by diner",twoseater,assemblage
88820,Old woman wearing cosmetic? That's hard to digest!,roughage,container
80669,One like Napoleon artist gets to pose,strategist,assemblage
46570,Treasure article lost coming from the news agency,reuters,anagram
90579,"As an old hand, reverse-called on a semiconductor device",gnarled,assemblage
133340,Lack of zip in cold ENE winds,indolence,anagram
69861,"Revival of ""Cats"" includes nothing that's by Puccini",tosca,anagram
71166,Leaver no longer a soft touch,expat,assemblage
20485,Devon resort's improved with non-drinking element gone,beer,assemblage
17749,Odd starting point for a hobby,trainspotting,double definition
25725,It's commonly wrong in a telegram or a letter,amoral,hidden word
82148,"As a kebab, after weeks rotten and bloody",skewered,anagram
113387,Non-U physicist admitted embracing a South American,colombian,container
65735,Fellow keeps chalet designed for sports event,decathlon,container
99648,Travel plan means one can take time on the railway,itinerary,assemblage
116070,Tenor in drunken choir fought for fort? Not in such a dialect,rhotic,anagram
1176,"After passing, notice cycle right away",obit,double definition
42414,Dependent on having bowel control when eating goat's head,contingent,container
121353,Rush to interrupt teacher's Grauniad hallmark?,misprints,container
34982,"Say ""fling about' in Scandinavia",dance,double definition
67109,Nice foreign recipes,precise,anagram
14712,"Previous state of party, originally backed by old Soviet leader",prussia,assemblage
138451,"Walked like a confined prisoner in stockinged feet, which prevents self-harm",paddedcell,assemblage
54894,Mutant rook made a child's pet,tantrum,anagram
111297,"Dramatist, needing work shortly, taking partners on as past peak",benjonson,assemblage
84589,Flight for flight?,fireescape,double definition
99294,Woman holding magazine cover,sheathe,assemblage
7336,"One in poor health, not strong",unit,assemblage
23020,Outlay of former writer extracting Greek character from muse,expense,assemblage
39161,Mean to have home care,intend,assemblage
14196,"About to suffer from alcohol consumption, seeing shrink",wince,assemblage
89459,Main inhabitant's lidless coal store placed at angle,cuttlefish,assemblage
75627,Instrument of top player gripping India on the radio?,sitar,container
41271,"Like a giraffe, it's all right to have one half pint",okapi,assemblage
2097,"Guts, or heart lost in loved one",daring,assemblage
103755,"Fliers like trees in winter (sunless, but retaining temperature)",leaflets,assemblage
5548,Support for member to pay balance,footrest,assemblage
