Index,Clue,Solution,gemma_predicted,Spaced_Solution
39962,He'll store brews for the landlord,hosteller,anagram,hosteller
121693,"Sound device in better film, after something corny?",eartrumpet,assemblage,ear trumpet
53063,Dress I put on about spring,origin,assemblage,origin
42501,"Artist, one writing plays for adults included",painter,assemblage,painter
29728,"Poem, say, inscribed in cathedral",elegy,container,elegy
100911,Refuse to go through all the cases,decline,double definition,decline
117222,Monsters out of hospital go to fatherland,wales,container,wales
135976,Measures the mast beams,yards,double definition,yards
39942,Handicap by turning right and heading back,trammel,anagram,trammel
6781,Refrains from upsetting sides on the way back,desists,anagram,desists
110525,Imagines being ordered into uniform,calledup,double definition,called up
54276,One doesn't want to do this at a bank,loseonesbalance,double definition,lose ones balance
57663,Go through childhood with small gang of people around,growup,container,grow up
100218,Order discovered in laboratory animal in feature which contains DNA,chromatin,assemblage,chromatin
110364,"Something online for minors, I say, drinking liquor",choochoo,container,choo choo
138105,Sick in Australia (see hospital below),chunder,assemblage,chunder
87387,Many? Not so long and thanks for fish,manta,assemblage,manta
53280,Warming drink that takes some beating,eggnog,double definition,eggnog
128339,Brown's work for England made sons rebel,angelsanddemons,anagram,angels and demons
113959,"Essay penned by school square, a killer",strychnine,container,strychnine
104392,"Vicious in a swarm, moreover",besides,container,besides
52548,One accepts student as dim,unlit,container,unlit
13073,The devil to come up to?,scratch,double definition,scratch
70965,Zoroastrian flower in opera,parsifal,assemblage,parsifal
122067,"Bring back some relic, if use relates to a Muslim",sufic,hidden word,sufic
133404,Cherish men forgoing male hour during function,enshrine,container,enshrine
71078,Nothing can interrupt drink and drug,aloe,container,aloe
116380,Perhaps some of those at the company meeting don't have their own cases?,shareholders,double definition,shareholders
87795,Tonic for yuppie flu found in truck,pickmeup,container,pick me up
67971,Male bodybuilder ostensibly starts to become a he-man,rambo,assemblage,rambo
25389,Clubs find out about a church blessing,clearance,assemblage,clearance
111429,"Upper-class bigot is to peer, roughly, as middle class to lower?",petitbourgeois,anagram,petit bourgeois
16759,Letter from Greece about favoured animals,rhino,container,rhino
8710,Saw road agent removing wings,adage,hidden word,adage
134887,Principle of not striking?,pacifism,double definition,pacifism
33075,Hot spot not initially available?,ingle,assemblage,ingle
2588,Mature Conservative entering State Department,agency,assemblage,agency
117372,Boy found embracing girl is beaten,lashed,anagram,lashed
46256,"Turns away from little green man, hair standing on end",alienates,assemblage,alienates
30481,"Replacing of ""ruth"" by ""quarter""",fourth,double definition,fourth
21894,"Car with Spanish identification, say",estate,assemblage,estate
37922,Educational centre?,middleschool,assemblage,middle school
18939,Labourer's time with tanker,toiler,assemblage,toiler
72186,"People being treated, say, with forbearance",patience,double definition,patience
80305,What can't be caught can be made bad in lieu,inaudible,anagram,inaudible
91559,Knock and Cork possibly have kinship,rapport,assemblage,rapport
29919,Effective make-up in jar,potent,assemblage,potent
66546,Rubbish government consumed by nastiness,bilge,container,bilge
113647,Put in charge? Quite the opposite,unload,double definition,unload
76343,Trees burning at military base,aldershot,assemblage,aldershot
134544,Current that's forced lower in blue rinse,downwash,assemblage,downwash
36390,"Travelling west, Slav spies Italian city",brescia,assemblage,brescia
89334,Caught amid whimsical manoeuvre,jockey,container,jockey
2941,Making it go round Eastern monarch,eking,assemblage,eking
118630,"Being naughty, entice with sex",existence,anagram,existence
88002,Steep climbing rocket an IRA man secured,marinate,assemblage,marinate
9956,"Cocky's got his own cover, it seems",selfassured,assemblage,self assured
14131,Suitable belief accepted by primate,apposite,container,apposite
12647,"Flatten headless, evil-tempered dwarf",roll,assemblage,roll
63517,"Coming from Greece, men at sea",emergence,anagram,emergence
47317,"Rigorous process, biting banker",acidtest,assemblage,acidtest
71680,Snobs? Rubbish!,cobblers,double definition,cobblers
97230,What's funny about stuff,stow,anagram,stow
17168,State positive European words maintained by Turner,louisiana,anagram,louisiana
23048,Dutch product manufactured to be sent North,edam,anagram,edam
99635,Unnatural is the hold-up,heist,anagram,heist
117300,After heaving coal the old man needs something stronger,alcopop,assemblage,alcopop
24515,"Almost declare, with runs at Oval briskly scored",allegro,assemblage,allegro
51757,No longer greeting completely frozen rain,allhail,double definition,all hail
131170,"Not precious stones, but possibly worn",pebbles,double definition,pebbles
120800,"Source of milk shake, not quiet",udder,double definition,udder
80163,"I'm la-di-da but, healthwise, not benign",affected,double definition,affected
21851,Pick boundaries for lake district environs,selection,container,selection
103444,Sean sent new order,neatness,anagram,neatness
21537,"Ran election chaotically, showing inability to endure possible consequence",intolerance,anagram,intolerance
30954,Get Tom's goat? That's the last thing one would do!,putoutthecat,double definition,put out the cat
120859,Tories put out after Liberal leader waits around,loiters,assemblage,loiters
85575,Landowner's hidey-hole for game at Land's End,laird,assemblage,laird
50002,Boating clothes in Durham?,riverwear,double definition,river wear
107523,Drums of one sailor used in another's backing,tablas,assemblage,tablas
138255,"Like English chaps in financial difficulty, in shame",debasement,container,debasement
98272,Eh? Ben's a confused old-timer,hasbeen,anagram,has been
47483,"Covering for a wheel covering, so to speak",attire,assemblage,attire
2401,Donkey and another old one,noodle,double definition,noodle
29841,Vicar takes tongue back,reverse,assemblage,reverse
126028,Look for the men of Smithfield,butchers,double definition,butchers
52453,Understand about opening heart in solemn procession,cortege,container,cortege
31596,A sentence to be penned?,custodial,double definition,custodial
111160,Among atheists he is pink,leftofcentre,double definition,left of centre
71966,"Drive first person boarding cleaner, low-level transport",pushchair,container,pushchair
36665,"Herein a peculiar tale, out of this world",ethereal,anagram,ethereal
108331,Money? A little bit require for a little bit of food,breadcrumb,assemblage,breadcrumb
21493,Johnny's ready?,cash,double definition,cash
10039,"Silence, please, for the game",whist,double definition,whist
63068,Cricketer yearns to face spinner,longstop,assemblage,long stop
123344,"Period in China, both useful and unpleasant",handynasty,assemblage,han dynasty
124419,Star puts curse on a music industry award: Boatman's lost,hexagram,assemblage,hexagram
30287,Two bills I stuck on a tree,acacia,assemblage,acacia
75628,Instrument is changing pitch,sitar,anagram,sitar
105523,Record jazz session - end in deadlock!,logjam,assemblage,logjam
126186,Comply with the last of compulsory orders in cell,lymphocyte,anagram,lymphocyte
34960,Guarantee securing a boy for a limited period,seasonal,container,seasonal
32226,Is youngster able to eat here?,canteen,assemblage,canteen
13216,Mince pie and kipper for bon vivant,epicure,anagram,epicure
12960,"It's found in an old Balkan country, this fuel",anthracite,assemblage,anthracite
35637,Antique pearls provide easy money,oldrope,assemblage,old rope
40470,What's meant by the end of Salem’s Lot?,mass,double definition,mass
8849,Stole hospital garb idiot sent round,tippet,assemblage,tippet
37176,Theologian no go at operatic work,iolanthe,assemblage,iolanthe
18779,Piece of music lisped by beater,thong,anagram,thong
115610,But they're not clerks of the course,turfaccountants,double definition,turf accountants
122254,Mad about daughter getting the sack over things never getting settled,baddebts,assemblage,bad debts
111389,Journalist capturing relative in colour drawing,penandink,assemblage,pen and ink
78710,Desperate character in Pentonville cut short by hanging,pendant,assemblage,pendant
20772,Passage from a booklet,extract,double definition,extract
28970,Slice of bread found on island - food that's attractively presented,bait,assemblage,bait
113164,Not having been given a good enough hiding?,visible,double definition,visible
134078,Real loss of work at showroom,salesfloor,assemblage,sales floor
71401,Turn oven up at cathedral? I wouldn't bet on it,unlikely,assemblage,unlikely
14663,Pleasant resort,nice,double definition,nice
140038,Bygone period about which monarch appears too keen,overeager,assemblage,overeager
20133,Fireside bower,nero,double definition,nero
85607,Cruise missing small film,coat,assemblage,coat
141849,Brew one's drunk with more sediment?,bittier,anagram,bittier
41627,Sign of island growth,capricorn,assemblage,capricorn
118295,Thinks the current recession splits friends,meditates,container,meditates
89810,Weep after a couple of cardinals drop off,snooze,assemblage,snooze
498,"Easily portable lamp, for example",light,double definition,light
86656,"Did the ""lumpen proletariat"" show signs of this plague?",bubonic,double definition,bubonic
57101,Watch dances in which one has pupils,eyeballs,assemblage,eyeballs
8924,A scene suited for necromancy?,seance,anagram,seance
59793,The legend of Arachne? That's a tall story!,myfoot,double definition,my foot
42247,Dined in college by the sound of it,eaten,double definition,eaten
65352,Aim to skirt centre of Manchester after all,intheend,container,in the end
88313,Model usually having points to teach class,trainset,assemblage,train set
106994,A foreign place found by woman and daughter not on schedule,unplanned,assemblage,unplanned
124012,Nasty tear on doll (snapped again?),retaken,anagram,retaken
107011,Take whatever's offered - it could make you party on!,anyportinastorm,double definition,any port in a storm
56942,"Front of member, back of back, front of member",forearm,assemblage,forearm
80619,Many stay around to provide support for member,armrest,assemblage,armrest
24167,Many pull out of Split,cleave,assemblage,cleave
81643,Will settlement,determination,double definition,determination
101378,Wrongdoing concealed by angry criminal where lawyers abound,graysinn,container,grays inn
37946,Right to have one released by Martian,lien,assemblage,lien
65154,Find flesh by the ear,meet,double definition,meet
92399,Support given to good girl by the Mirror,pierglass,assemblage,pier glass
21774,Number to facilitate and inspire truce,ceasefire,double definition,cease fire
41416,Current head of English is new examiner,scrutineer,assemblage,scrutineer
65607,Clamp down on workforce,oppress,assemblage,oppress
101447,Trousers designed for passing water,drainpipes,double definition,drainpipes
55921,Vile manager oppressing masses half-heartedly,execrable,assemblage,execrable
19957,Lavish more on tramp? Not right,extravagant,assemblage,extravagant
74120,A province with street harbouring cunning freedom fighter?,anarchist,container,anarchist
139585,Japanese game is uplifting when astride pig,shogi,container,shogi
88395,Have Grandpa tee off with the Old Man,agedparent,assemblage,aged parent
108181,"He won something sweet, far more than a can of coke!",charliebucket,assemblage,charlie bucket
123023,"Penny, dead dishy thing",plate,assemblage,plate
75534,"Run down gradient, tumbling close to barricade",denigrate,anagram,denigrate
16765,First half of the big game,rhino,double definition,rhino
78690,"Get increase extremely tidily, which is crackers",batty,assemblage,batty
137518,"In Spain, boy's clad in girl's hemp",marijuana,assemblage,marijuana
95557,Circuit with a current in front helps one pick up?,hearingaid,assemblage,hearing aid
7090,"Miserable miss, on reflection, breaking engagement",desolate,container,desolate
63262,Helpful having fluorine in the water,ofuse,container,of use
86536,Tory leader on board for English flower,trent,assemblage,trent
1550,"Writing after death, I go in to bury a revolutionary",obituary,anagram,obituary
120367,In church a rebellious choirboy makes a bloomer,harebell,assemblage,harebell
91090,Tirade with nursemaid about to become purple,amaranth,assemblage,amaranth
114995,"I must note effect of putting verbs at end of clauses, say",teutonism,anagram,teutonism
41251,Instrument for getting firm out of rotten mess,cornetto,anagram,cornetto
129641,"Fish channel, deep sounds with this",bassvoice,assemblage,bass voice
106667,German paintings with the Queen reflected in an upper chamber,garret,assemblage,garret
25450,"Rusbridger cycled in, worn down",eroded,hidden word,eroded
131583,Men found underground cathedrals? No way!,miners,double definition,miners
6610,Loathe how much some directors get paid?,execrate,assemblage,execrate
134975,Small crocodile hunter alarmed,shook,assemblage,shook
22198,Continue to play in London,acton,assemblage,acton
121600,Endlessly continue holding tool in dish,kedgeree,assemblage,kedgeree
78975,Ralph got to marry the captain's daughter and torture a cabinet minister,rackstraw,assemblage,rackstraw
81307,One sort of mansion that would stop you from going off,insomnia,anagram,insomnia
118518,Turns up a real oddity - it's uncanny,supernatural,assemblage,supernatural
13700,Where to get meat in set menu,estaminet,hidden word,estaminet
140872,They said I must leave supply outside empty store now,thesedays,assemblage,these days
36459,Twist one taken out of circuit,wring,assemblage,wring
32015,New soldier having little money,recent,assemblage,recent
51152,Evangelist with detachment is halfhearted,lukewarm,assemblage,lukewarm
28473,Take in regulations set up at base,swallow,assemblage,swallow
127305,Son in Brittany collects English records,files,assemblage,files
134039,"Agreed it's forged, detectives admitted",coincided,container,coincided
7060,"Shown the way in, as well, in Spain",toledo,container,toledo
963,Stop rowing on the street,easy,double definition,easy
128567,Something quite clear can easily become mysterious,arcane,hidden word,arcane
80418,Mates - the type to engage in fiddles,consorts,assemblage,consorts
65349,Chicken's cry that hurt,yellow,assemblage,yellow
141248,Order repeatedly issued by them for audio equipment?,speakers,double definition,speakers
81202,Waterway is able to dock everything,canal,assemblage,canal
82366,Danger: people shot in court,menace,assemblage,menace
139081,Fancied fish - considered not having starter,ideated,assemblage,ideated
64437,"A man with name as negotiator or snooper, for example",agentnoun,assemblage,agent noun
57195,Outlet for dispersing fuel,flue,anagram,flue
102928,Exhibitor at the Walker Gallery?,pavementartist,assemblage,pavement artist
103054,United Nations upholding a role for American statesman,utahan,container,utahan
99308,Tiny distance covered by which bird?,whinchat,container,whinchat
84969,Spanish and English troops heard cry by very large swimmer,spermwhale,assemblage,sperm whale
67401,Brunel seen as a diplomatic type?,bridgebuilder,double definition,bridge builder
133457,Instigating new action executing the picking of plums?,reengaging,assemblage,re engaging
32025,Speculator may get the gold first,theorist,assemblage,theorist
135048,Guts shown by couple turning and smothering last of fire,duodena,container,duodena
134575,Carl and Rita up for a romp - suspect initially these might get taken down,particulars,anagram,particulars
9887,The French index is not right,left,double definition,left
119901,One proving superior bringing about reprieval,prevailer,anagram,prevailer
40864,Holds one's own ceremonial robes,copes,double definition,copes
98851,Went without saying,absconded,double definition,absconded
92155,Retailer loses small ship,argo,assemblage,argo
7355,London university splitting noble gas particle,nucleon,container,nucleon
54750,Ray's students rejected support,sunbeam,assemblage,sunbeam
51582,Gosh! Cosy place is visible from coastal road,corniche,assemblage,corniche
61458,Instrument for changing oil into French wine,violin,assemblage,violin
6865,Blush when attacked in beastly fashion,gored,assemblage,gored
111112,Poe's ghost creeps shapelessly round the centre of Seattle,specter,anagram,specter
120974,"Bringing off crime, saint not I?",miscreant,anagram,miscreant
72712,More fiction ...,utopia,double definition,utopia
130338,Ring posh school for one working on a farm?,discharrow,assemblage,disc harrow
59410,Frenchman about to find riches,lucre,assemblage,lucre
139050,Not at home during quiet quarter,south,container,south
86297,What a traveller pays for a meal in a dining car?,trainfare,double definition,train fare
94310,Deleted it by mistake in an important document,titledeed,anagram,title deed
41082,It could result in deflation being on the way,puncture,double definition,puncture
25521,Letter arranging to return in first-class accommodation,iota,anagram,iota
110552,Burn peeled off in layers with no end of heartache,scald,assemblage,scald
103016,Not believing a lot can be changed,fatalistic,anagram,fatalistic
35323,Unusual police function,arresting,double definition,arresting
65051,Roast large mammal,ratel,assemblage,ratel
19373,Rifle worked with the bullet,ransack,assemblage,ransack
50399,Wait under a second with the eyes of an optimist,starry,container,starry
27707,Business statement,profession,double definition,profession
8750,Reason some complain ferociously,infer,hidden word,infer
112577,Mum keeps the sound of bells: I go here to find when I'll hear them,machmeter,assemblage,machmeter
82714,"Covered, so wings off for Cyclades",clad,hidden word,clad
34127,Reversal for vessel after you reported last in fleet,uturn,assemblage,u turn
89735,Protect offspring of hound by taking son inside,babysit,assemblage,babysit
16584,Aim for a high place in the church,aspire,assemblage,aspire
136100,Capital invested in model planes,mosquitos,double definition,mosquitos
95332,First class house room?,reception,double definition,reception
71001,"Out of danger, sailing past Holland",offthehook,double definition,off the hook
18446,Howler monkey shaking head,error,double definition,error
32993,Baffle in France no longer,nonplus,assemblage,nonplus
24840,Said to be family,related,double definition,related
50045,"Rounds with ham, more sandwiches",ammo,hidden word,ammo
94781,Was familiar with Kingsley's first novel,knew,assemblage,knew
111768,Ascertain unusual view of a philosopher,cartesian,anagram,cartesian
66633,A painful condition oppresses one rodent,agouti,container,agouti
32538,Be very heartless in company,bevy,assemblage,bevy
131238,"French way to back bad actor, a union player?",eurocrat,assemblage,eurocrat
110214,Somewhat ludicrous American composer lacking success completely somewhere in Wiltshire,ludgershall,assemblage,ludgershall
94167,Green alcoholic drink,lush,double definition,lush
69176,The bill offenders may have to face in court,beak,double definition,beak
35202,"Singer, collapsing, to bow out",resign,anagram,resign
31484,Settler perhaps restraining road rage,emigrant,assemblage,emigrant
85043,Untouchable Costa Ricans want one badly,sacrosanct,anagram,sacrosanct
57871,Get back to CV,resume,double definition,resume
89790,"Party a scream, with Mary Poppins on Ecstasy",hootenanny,assemblage,hootenanny
111444,"A mother wants to be in the fashion, without exception",toaman,assemblage,to a man
78479,Having a stud of a sort in a singular article of clothing,stockbreeding,assemblage,stockbreeding
118978,Resolve to have some exercise,workout,double definition,work out
34928,Open a ruler up,ajar,assemblage,ajar
16672,"One demanding much interest in university, more reliable",usurer,assemblage,usurer
2201,Able to pay for a form of abuse,solvent,double definition,solvent
43447,Point to a hundred in stock that's prolific,fecund,container,fecund
105404,"Needle, say, reversed to make lace",getat,assemblage,get at
7916,Ignore alarm bells echoing in error,sleepin,container,sleep in
18598,Sailor is withering about passenger,seafarer,assemblage,seafarer
74753,Italian town terrifying female novelist,gorgonzola,assemblage,gorgonzola
61682,American thug pinches Nintendo console for child,godson,container,godson
27839,As classical wool gatherers slaughter a runic goat,argonautic,anagram,argonautic
134100,"Snobbish type going off before Derby, perhaps",highhat,assemblage,high hat
8033,Plain tart takes in Romeo's look,prairie,container,prairie
75425,"Reached high to marry, taking in royalty",towered,container,towered
139869,A conceited specimen a woman may take in hand,vanitycase,assemblage,vanity case
41277,Rough sketch showing an officer?,generaloutline,assemblage,general outline
60732,Squeeze mineral in abundance,galore,assemblage,galore
132575,Scrap dealer keeps Ethel confused? Exactly!,totheletter,anagram,to the letter
33225,Baseball player's casual clothing combination,shortstop,assemblage,shortstop
7689,Twist a bit off the tree,olive,double definition,olive
11296,Remedy in no way odd,nostrum,assemblage,nostrum
62980,Host got up for this,elevation,double definition,elevation
129433,"Sloppy food? Get rid of it, we say",junket,assemblage,junket
101251,Flat charge being made much smaller brought a tear,groundrent,assemblage,ground rent
54837,"Doctor having admitted crime, it's curtains for him!",draper,container,draper
47537,Good booze responsible for a lot of wind?,gale,assemblage,gale
129430,"Hack wants initial hundred quid, maybe",chew,assemblage,chew
122355,Note on hospital discharge,doh,assemblage,doh
20807,Having taken on cargo at lake port...,laden,assemblage,laden
47966,Forget how to take charge,overlook,double definition,overlook
118547,Most costly sword picked up between two streets,steepest,assemblage,steepest
142043,Where Pedro gets drinks bill when work's over?,posada,assemblage,posada
62087,Animosity about responsibilities is concerning rogues,picaresque,container,picaresque
70878,Lorry driver on traffic island,truckman,assemblage,truckman
70348,Fairness of eyes only half-visible when about to depart,equity,assemblage,equity
85318,Crowds turning up for play about love,troops,container,troops
81545,Stirring march tune may be what weary walkers long for,armchair,anagram,armchair
104768,"It's painful to hear what drinks cost, though not poor",barb,assemblage,barb
67808,One with a peculiar attachment - perhaps she fits it,fetishist,anagram,fetishist
68128,Stay with baby almost to the end,lastminute,assemblage,last minute
114810,Relative beings from an edge of space bounded by locators,sisters,container,sisters
89331,Farm animals we hear in city,stockholm,assemblage,stockholm
90368,What they are is difficult to say,tonguetwisters,double definition,tongue twisters
128642,"Emits gas skyward, securing incomplete image of sports icon",steffigraf,container,steffi graf
12734,"Panic, being about a hundred short",scarce,container,scarce
24728,"On change of trade, factory offers tedious work",treadmill,assemblage,treadmill
31647,Entertained a thought,amused,assemblage,amused
69809,Teach development in the glen,enlighten,container,enlighten
101178,Almost the end of the match?,decreenisi,anagram,decree nisi
79037,Can active culture protect against disease?,vaccinate,container,vaccinate
101367,Gather it's petition time,pleat,assemblage,pleat
48463,Spooner an admirer of Sandy Wilson was he?,boyfriend,assemblage,boyfriend
53040,"Was not all there, as Greeks claim?",lostonesmarbles,double definition,lost ones marbles
108424,Get it and assume imprecise?,guesstimate,assemblage,guesstimate
133319,"Inexperienced male wildebeest conserving energy, trailing home",ingenu,assemblage,ingenu
87103,Convict surrounded by a stack of booty,pillage,container,pillage
120110,Extremely rude group advanced in years is presented in a new way,repackaged,assemblage,repackaged
103666,Lots of storage needed when Ms Roslin moves into French accommodation,gigabytes,container,gigabytes
104299,Start court proceedings,serve,double definition,serve
35404,"Put ""Out of Order"" notes on kitchen stove",derange,assemblage,derange
110447,I name this compound an irritant,histamine,anagram,histamine
99424,Not feeling pain in part of alimentary canal that is gas-generated,analgesia,assemblage,analgesia
10189,"Dye brown paper, cutting top and bottom",anil,hidden word,anil
63264,Practicable round safety device,ofuse,assemblage,of use
53036,Tory leader has pain in bum,tail,assemblage,tail
21701,Book in first-class accommodation for one in opposition,anti,container,anti
119086,"No tricks, that's a promise",misere,double definition,misere
27085,Very pretty is Peg when carrying little weight,twee,container,twee
57783,Probe away to capture revolting peasant? Not right!,stylet,assemblage,stylet
83711,"Mayo destination cancelled, as imitation",knockoff,assemblage,knock off
34040,Company doctor is amusing when in theatre,comedic,assemblage,comedic
130972,Stupid types fail ultimately - as shown in school records,schleps,assemblage,schleps
85963,Spore producers of flower needing a hand up,uredia,assemblage,uredia
71661,I'm off to celebrate a narrow football victory?,cheerio,assemblage,cheerio
122705,Unusual instances happening all the time,incessant,anagram,incessant
65514,"Drop suddenly, missing the first thrust",lunge,double definition,lunge
18967,It's used to catch small river fish,reel,double definition,reel
22962,The Castilian comes into part of the story,relation,container,relation
17796,One has got to go out in New Zealand,otago,hidden word,otago
110475,"Fantastic scenery: when sun comes out, see the old city",cyrene,anagram,cyrene
90522,Walk in nature's strange way,saunter,anagram,saunter
54432,Fifty-one scolded and set free,liberated,assemblage,liberated
111957,Torpedo carriers ordered to base,eboats,anagram,e boats
109395,It's hard to recall ingredients of country remedy,emery,anagram,emery
36007,Drink up in the Vatican? Go carefully,cognac,assemblage,cognac
11421,Involving one's stomach in following a strict diet,gastric,hidden word,gastric
74518,Soldiers authorised to appropriate a vehicle - and appropriate's the word for it!,relevant,container,relevant
84417,Sound of crew receiving nowt?,moan,container,moan
100066,Then hear dean get potty about old Bible and what's in it?,heavenandearth,anagram,heaven and earth
102988,Lots of entrances for Father Christmas,stacks,double definition,stacks
85266,Model is bashful grabbing a pee,copy,container,copy
29555,Alter formation? Not yet,later,anagram,later
87619,CNN hired a drunk with an impediment,hindrance,anagram,hindrance
123776,Steal work left during work period,shoplift,container,shoplift
131948,Office workers duck - article passes over,tealadies,assemblage,tea ladies
98889,Bristol sounds like a French port,breast,double definition,breast
48837,Section of church used by Paisley,aisle,hidden word,aisle
52914,Doormats where shadows fall on institutions,dogsbodies,assemblage,dogsbodies
87506,Head off tense argument,tiff,assemblage,tiff
949,A notion to be cast as the Merchant of Venice,antonio,anagram,antonio
57601,Animal makes nest in rubbish,rodent,container,rodent
61523,A bees' nest disturbed by non-attentive people?,absentees,anagram,absentees
54707,Cover for beast that eats cooked hams,yashmak,container,yashmak
29619,Disappointed officer covers Estonia's premier with feathers,letdown,assemblage,let down
27169,Make certain of result by capturing rook,ensure,container,ensure
127953,Cornered gnu dealt a blow,angulated,anagram,angulated
15902,Hard worker in the city sacked long ago,trojan,assemblage,trojan
115935,"Pasquale can have extreme anxiety, would you believe it?",ifever,assemblage,if ever
47449,Unknown girl raised god,zeus,assemblage,zeus
99040,Bind by inane church regulation?,enchain,anagram,enchain
18046,The chief has Jag - early model,archetype,assemblage,archetype
56956,"Leader having dropped right down, scrutinises excuses rather!",yesplease,assemblage,yes please
24183,One who didn't strike Shakespeare as a sword carrier,scabbard,assemblage,scabbard
53960,Temper heard by the side of the road,kerb,double definition,kerb
91518,Bridge player takes smack that's most pure,whitest,container,whitest
102724,Beef for the incomplete Dickensian,steerforth,assemblage,steerforth
116312,"Record holder wanting first prize, missing first, left with silver",oldlag,assemblage,old lag
108692,He's in no hurry to take over,slowbowler,assemblage,slow bowler
129849,Dessert created by small program with skill,appletart,assemblage,apple tart
29718,"Funeral lament in cathedral, for example",elegy,double definition,elegy
124547,Repeat usual rubbish,parrot,assemblage,parrot
76468,Means of raising a flag,jack,double definition,jack
32418,"In general, people possess nothing - royal speculation?",theory,assemblage,theory
7107,Researcher is a rogue to experimental mice,academic,assemblage,academic
99874,Rigid habit of old king caught in affair,armour,assemblage,armour
107403,Still lacking subject for debate,motionless,assemblage,motionless
105970,Games on a particular day could be footy,pedate,assemblage,pedate
59792,I can't believe it when my bottom shows!,myfoot,double definition,my foot
12868,Log mania destroyed arboreal specimen,magnolia,anagram,magnolia
30031,Mother of Paris seen in lake,mere,double definition,mere
31710,What's this? Oddly coloured?,clue,hidden word,clue
141648,Joke brings judge appalling disrepute,jeudesprit,anagram,jeu desprit
66442,"Justly won as Ashes eventually were, it's said",earned,double definition,earned
112618,Allen losing everything in Sin City,venice,container,venice
42518,"Apprentice isn't giving up time in plane, say",trainee,anagram,trainee
49845,"A humble fan to be moved, too deep for words",unfathomable,anagram,unfathomable
134077,Order for stone coffin someone from the West Midlands once executed,cistercian,assemblage,cistercian
99212,Cut joint - a quarter eaten,sheared,assemblage,sheared
120490,Barbara is the top person at crosswords,kingsolver,assemblage,kingsolver
117404,Bitter tears splashing - they are salty,tartrates,assemblage,tartrates
21343,Fruit from this on hand,palm,double definition,palm
55582,Diligent couple welcoming Lawrence to the States,duteous,container,duteous
6313,"She abandons playwright after a write-up, an all-time low",nadir,assemblage,nadir
110898,Command rowers to skirt agreed river,eyesright,assemblage,eyes right
14409,"Sell out, as it might?",shop,double definition,shop
46550,Champion releases arrow ending just outside the bull,inner,double definition,inner
36934,Case-law derives from a lot of combat with detectives and models,judgments,assemblage,judgments
87344,Bare one concealed by Catholic sash,baldric,assemblage,baldric
18086,"Regarding difficult clues, one is not inclined to be forthcoming",recluse,anagram,recluse
119154,Upright individual's state,onend,assemblage,on end
113724,Push blend of US pop and Lion King (short version),propulsion,anagram,propulsion
125796,Boringly traditional supporter's position,squareleg,assemblage,square leg
16666,Whip-round by group for driver?,golfclub,assemblage,golf club
131605,Nothing stops Mussolini turning up game for a bribe,douceur,assemblage,douceur
76166,Prejudice exists to break up a masterpiece,ageism,container,ageism
3304,"Be attracted by single people, caddish types, and run away",taketoonesheels,assemblage,take to ones heels
107459,Federation of German Industry's said they're watching you?,beadyeyes,assemblage,beady eyes
121731,Tempera is mixed at leisure,sparetime,anagram,spare time
125877,Royals are distraught in period of world revolution,solaryear,anagram,solar year
114177,Edna's kebab is mixed with cheap tinned food,bakedbeans,anagram,baked beans
129441,Welcome cry up North,greet,double definition,greet
130893,A jolly girl's joining the fighting ships,armadas,assemblage,armadas
96761,Dr Gershwin is a woman,moira,assemblage,moira
14804,A good supporter works hard,grafter,assemblage,grafter
65112,Death of parent touring Peru,reaper,container,reaper
27336,"Politically correct but pointless, OK?",righto,assemblage,righto
45889,Time to reach North American beach,daytona,assemblage,daytona
66792,A second little boy coming back as a shape-shifter,amoeba,assemblage,amoeba
13640,Wipe out a future gangster?,total,assemblage,total
73103,Newcomer makes engine turn ...,ingenue,anagram,ingenue
3491,Ocean's water departed on a rising tide?,deep,double definition,deep
41097,Useless exercise by pioneer oddly forgotten,inept,assemblage,inept
54852,Scientist in fear of a type of CD,angstrom,assemblage,angstrom
140362,Such as would suit you down to the ground? Only half,kneelength,double definition,knee length
73772,Third power block,cube,double definition,cube
35275,Left to cut blemishes shown up by quick survey,strawpoll,assemblage,straw poll
30418,Laws that can only be broken by an expert,code,double definition,code
28890,Where to find the remainder of the market?,bookstall,assemblage,bookstall
62200,"Blue pen written about West, if heading that way",steamy,assemblage,steamy
3787,Scottish battlefield's rumoured to have a ghost,wraith,double definition,wraith
40949,Shade round bottom of willow tree,rowan,container,rowan
106386,"Struggling to evacuate county town of Cornwall, briefly",costive,assemblage,costive
120945,Conflict taking month to heat up,warm,container,warm
133376,Neighbour to plough for us around mid-afternoon or after morning in,ursaminor,assemblage,ursa minor
17095,Place where no one tense is put up,situation,container,situation
81095,One-time premier rank,major,double definition,major
58532,Noted person about to be given honour - affected type,composer,assemblage,composer
39523,Stride about ship in trouble,distress,anagram,distress
43581,"Cry from wolf, perhaps, breaking gate",entreaty,container,entreaty
36765,Robin getting two ducks? Bad luck!,hoodoo,assemblage,hoodoo
5600,Apply to get English glam rock band backing,exert,assemblage,exert
85081,Surliness I shall moderate,illtemper,assemblage,ill temper
79474,"Carer is out at sunrise, perhaps",nurse,assemblage,nurse
104166,Hopes are renewed when soldiers ride in Western,horseopera,anagram,horse opera
65253,Fifty-fifty on first of dogs to take rabbit ’ome?,dutch,assemblage,dutch
26701,Improvement of action due to training,education,double definition,education
74669,Criticise achievement at cards,slam,double definition,slam
