Index,Clue,Solution,Spaced_Solution,gemma_predicted
36765,Robin getting two ducks? Bad luck!,hoodoo,hoodoo,assemblage
5600,Apply to get English glam rock band backing,exert,exert,assemblage
85081,Surliness I shall moderate,illtemper,ill temper,assemblage
79474,"Carer is out at sunrise, perhaps",nurse,nurse,assemblage
104166,Hopes are renewed when soldiers ride in Western,horseopera,horse opera,anagram
65253,Fifty-fifty on first of dogs to take rabbit ’ome?,dutch,dutch,assemblage
26701,Improvement of action due to training,education,education,double definition
74669,Criticise achievement at cards,slam,slam,double definition
135519,Crafts based on fundamental duplicity,catamarans,catamarans,double definition
54201,Maori chief smuggled gun to IRA,rangatira,rangatira,assemblage
140722,"Sham! Sick country, one has to conclude",illusive,illusive,assemblage
7077,Kind to preside over slightly twisted board,charitable,charitable,anagram
32855,Rider favouring protection for face when cut,proviso,proviso,assemblage
91960,A natural aptitude is present,gift,gift,double definition
120040,I'm taken aback by Carter's legal follower's redundancy,rucksack,rucksack,assemblage
123624,Great Asian captain's claim to being eighth in line and not third,imrankhan,imran khan,assemblage
21358,It's dangerous to ruin her plans,shrapnel,shrapnel,anagram
106354,Discussed tower that's worth a look!,eyeful,eyeful,assemblage
34502,Tree providing shade,lilac,lilac,double definition
105213,"Injured sister OK? No? Nephews, except Gilbert, remain calm",keeponesshirton,keep ones shirt on,anagram
140557,Penalty on account of bad ref I oft rue,forfeiture,forfeiture,anagram
77750,Animal from bog taken to centre of staging area,quagga,quagga,assemblage
119274,Scots Amish splinter group getting pleasure from pain,masochists,masochists,anagram
9158,Too much land for an empire?,ottoman,ottoman,assemblage
83991,Some sang harmoniously in the Buddhist community,sangha,sangha,hidden word
64112,Piece of music unsuitable as voluntary?,obbligato,obbligato,double definition
85117,"One can't catch a fat, old safe-breaker on the box",butterfingers,butterfingers,assemblage
60435,This provides the main prospect,porthole,porthole,double definition
108587,"Exceptionally animated, sparkling stuff",diamante,diamante,anagram
117438,Popular vehicle activator say - as soldiers mostly are,inkhaki,in khaki,assemblage
89212,Fitted with a groove,slotted,slotted,double definition
134748,"Sun etc in before this, brightness ends",popularpress,popular press,double definition
104171,Poet's written about return of Irish hooligan,larrikin,larrikin,container
46146,Improve one's bust line?,uplift,uplift,double definition
34903,It's designed for handicapped drivers to do the rounds,golfcourse,golf course,double definition
70663,I wave - interrupting myself with skill - to show no chance of leaks,impermeability,impermeability,container
48413,They meet in the centre of the ring,radii,radii,double definition
105004,Trendy person of faith has rejected cathedral impressively,instyle,in style,assemblage
102106,Shy soldier getting worn out,retiring,retiring,double definition
39157,Joint endowment's a bit mean,intend,intend,assemblage
117563,Primate includes a bishop in blessing,baboon,baboon,container
114289,"University to take off unsigned forms, they conclude",endings,endings,assemblage
132564,"Gloom and doom with this blue mood, not married sadly",doubleo,double o,anagram
19581,Bob put forward an idea,float,float,double definition
124596,"Slackens off when the sun is out at quarter past eight, say",unscrews,unscrews,assemblage
33680,Agent without sleep is irritable,snappy,snappy,container
125738,Flying in Hackney's hair-raising?,airlifting,airlifting,double definition
123184,"Lumbar puncture for American applicants, annoyed when giving up cocaine",spinaltap,spinal tap,anagram
75473,Exclude being served by rude baristas,debar,debar,hidden word
57457,Ring bell on counter where travellers have to pay,tollbar,toll bar,assemblage
62377,"Fifty follows forty-nine? Well, no!",ill,ill,assemblage
57216,Telescoped signs mean big money,bullion,bullion,assemblage
50777,Bird found in or near Headingley,rhea,rhea,hidden word
35458,Endless Soviet labour camp fenced by stake with spikes,angulate,angulate,container
109949,Short dominatrix may have done this,strappedforcash,strapped for cash,double definition
16319,Islander gutted coastal town,briton,briton,container
70695,Potato that's turned to iron?,mashie,mashie,assemblage
81877,"Journos, gathering in loose ends, raise them in anger",hackles,hackles,container
100397,"Power outage, possible source of conflict",generationgap,generation gap,double definition
80229,"Having endless cunning, brings up children in debt",arrears,arrears,assemblage
13481,Abuse found in rapid dispensing of drugs,pharmacy,pharmacy,container
75820,Fire wood of the sort Erica gets,kindling,kindling,assemblage
77651,Company chap accepting first indications from the accountants - normal ratio,cotangent,cotangent,assemblage
74293,Antipathy from the gallery,allergy,allergy,anagram
118274,Cold curry nearly served up with order for spice,cardamom,cardamom,assemblage
9371,Mother's pet dog,mastiff,mastiff,assemblage
79087,Time to take in strange rite by the Red Sea,eritrea,eritrea,anagram
109944,Standard performance,routine,routine,double definition
21269,Some time since Julian Clary neared a disaster,calendaryear,calendar year,assemblage
78225,Something run by Playboy hostess missing New York - sweet thing,bathbun,bath bun,assemblage
70004,Composer of operas using percussion instrument in one,bellini,bellini,assemblage
119268,"Gloomy playing besets universal, faithfully reproduced Chopin study, maybe",musicology,musicology,anagram
121314,There's still plenty of time for audience to Lady Gaga - years!,earlydays,early days,assemblage
8409,The good journalist worked hard when up,boned,boned,assemblage
108474,Help one gets in this day and age,aid,aid,double definition
54341,Enthusiastic gunman gets call,raring,raring,assemblage
13035,Bound to put small amount in hat,limited,limited,container
45571,Laments about flowers for virtuous statues,plastersaints,plaster saints,container
135441,"Diamond, did you say? Prepare to propose!",kneel,kneel,double definition
100039,Rubbish food with chips?,cod,cod,double definition
50863,Said to be slowly cooked by Zeus's lover in the workroom?,studio,studio,assemblage
44359,Colour to leave alone,maroon,maroon,double definition
27652,Aged Cain treated by hospital department,ancient,ancient,assemblage
35803,Scandalous conclusion to entry,gate,gate,double definition
3200,A foot of water in the diocese,spondee,spondee,container
75438,Abbey Arts money collection,monastery,monastery,anagram
113698,Shark ultimately swallows one that worked with lines,keats,keats,assemblage
78749,Left-handed first to provide a banger,gavel,gavel,assemblage
82220,Data in notebook,facts,facts,double definition
131749,Big business street must be this for Scot,holdingcompany,holding company,double definition
117593,Somewhat equally? Exactly,fiftyfifty,fifty fifty,double definition
135596,Odd role rewritten by an idle scribbler,doodler,doodler,anagram
60472,Councillor that is protecting main character in Miami Vice,crime,crime,container
43411,Bookish types having some wine in Boston at lunchtime?,literati,literati,assemblage
59005,"Use it to pick up speed turning round, say",estatecar,estate car,assemblage
125553,"Argue with bishop and rector about the ""Son of God""?",bicker,bicker,assemblage
86945,Hopeless couple taken in by bad design,despairing,despairing,anagram
130512,Went climbing with Ben before journalist comes round,mountaineered,mountaineered,assemblage
130572,Scraps first flights with both sides lost,fistfights,fist fights,assemblage
121152,Permitted to crow about being eccentric,wacko,wacko,assemblage
95470,Divine drawing of lots of egrets smeared with oil,sortilege,sortilege,anagram
19055,Business expense on company's time,oncost,oncost,assemblage
91893,Notes by follower of Pope on measure to reveal source of power,solarcell,solar cell,assemblage
106104,Unwholesome bread found by dog in street,stagnant,stagnant,assemblage
17002,Sent round one religious and wise,sapient,sapient,assemblage
61034,It can be hell for criminals,underworld,underworld,double definition
12035,Cuba needs its dance not a bit,crumb,crumb,assemblage
117337,Transferring teacher to university tripled the best habits,hautecouture,haute couture,anagram
101443,Conservative backing the centre was sacked,troy,troy,anagram
37764,"Awful effort to comprehend Conservative measure (a bit leftish, say)",offcentre,off centre,assemblage
49189,Girl came in to study the weapon,cannon,cannon,container
88127,Dissolute academic - one barrier learner faces,profligate,profligate,assemblage
14044,"In that case, flights won't be covered",quiver,quiver,double definition
38068,Half a buck swells ordinary tax,tribute,tribute,assemblage
28490,Crossword setter dropped,shed,shed,double definition
140655,Passion finally erupts when Nutmeg's drunk spirits,wraiths,wraiths,assemblage
10888,Awful person with no end of affectation?,poser,poser,double definition
107291,Bill makes sons watch,sticker,sticker,assemblage
41913,In love with exotic demeanour,enamoured,enamoured,anagram
125457,Nitrogen does spread over tops of underground lumps - these?,nodules,nodules,assemblage
75975,Simultaneously make good and raise issue,atonetime,at one time,assemblage
31590,Biting trill is heard,mordant,mordant,double definition
130316,"""Clever"" ahead of ""stupid"" initially, with sucker",quicksand,quicksand,assemblage
21428,Work of Johnson the painter's at auctions that are coming up,rasselas,rasselas,assemblage
55307,Sadness in love in some ways,pathos,pathos,container
76484,Old coins providing conversation,exchange,exchange,double definition
86303,She went in outlandish make-up to get publicised,inthenews,in the news,anagram
67091,Flat heads of valves and plugs in dynamos,vapid,vapid,assemblage
54831,Answer to be found in chemistry lab,retort,retort,double definition
139570,"Surly git, ’e's playing at this time of year?",uglysister,ugly sister,anagram
69059,Fellow leaves dowdy women with woodcut,rumpsteak,rump steak,assemblage
127474,They reared up in classic race,thederby,the derby,anagram
70427,Fatherly friend swallows a tear,parental,parental,container
15239,It's carried on a sleigh (wherein is a joke),luggage,luggage,container
115297,Engineer cannily takes women's perspective,wangle,wangle,assemblage
66806,Very great friend so wounded for the last time?,fatally,fatally,assemblage
36216,Paul's respect,revere,revere,double definition
43621,Dismissed trip over river mouth,outfall,outfall,assemblage
116122,Grew frustrated with trial - very clear to see,writlarge,writ large,assemblage
108705,Attribute of one flying fortress,fastness,fastness,double definition
108890,"Of course, it's sweet",pudding,pudding,double definition
55196,Contents of menu put away without a serious effort,endeavour,endeavour,assemblage
17091,Upset about head of family one's butted?,rifle,rifle,container
92006,Company importing wine is manageable,plastic,plastic,container
38395,Pantomime character getting out of the habit?,demonking,demon king,assemblage
96904,"Hard life, or nothing could be more death-defying",foolhardier,foolhardier,anagram
80392,Current articles about marines written on laptop,thermal,thermal,assemblage
5752,"Most respected member, female poet entertaining you",doyenne,doyenne,container
109861,"Getting forks out to skewer books, those unpleasantly dry?",splitends,split ends,double definition
88938,Cure Rex after defeat,tanking,tanking,assemblage
46877,Composer's heart's bad when climbing,corelli,corelli,assemblage
90002,Motivation to share drink,rationale,rationale,assemblage
121236,"Small dog one fed with mint, say",labiate,labiate,assemblage
29772,I'm not one to weaken,impair,impair,assemblage
92572,Discharge some after second interval,semitone,semitone,assemblage
24263,Aggravates school head? That's not called for,needless,needless,assemblage
17268,Square on the high table,aboveboard,above board,assemblage
65442,It's pinned to hold in fabric,grenadine,grenadine,container
24370,"Around noon, top fighter pilots attempt descent",ancestry,ancestry,assemblage
20596,"Tap: tell me, what do you do if it's stuck?",faucet,faucet,double definition
8027,A French and a Western leader are in the dark,unaware,unaware,assemblage
141335,"Create difference, namely in refereeing scandal?",variegate,variegate,container
99008,Chay - name associated with mast?,yachtsman,yachtsman,anagram
90357,Theatre of war?,operationsroom,operations room,double definition
51688,"Leading director, keen and economical",davidlean,davidlean,assemblage
40845,"Act with elegance, say; it helps to get you in",turnstile,turnstile,assemblage
125836,Time to appear earlier in big dress: Oscar for actress,gretagarbo,greta garbo,assemblage
91039,Fish on film dropping a stick,wand,wand,assemblage
5879,Percussionist circles,ringo,ringo,double definition
43700,"Sailing vessel, clipper",cutter,cutter,double definition
89525,He wrote of the French missile backfiring,dumas,dumas,assemblage
110102,Employment in which workers were paid to unpick seams,coalmining,coalmining,double definition
117890,"Deionise compound, infusing two litres as plant extract",linseedoil,linseed oil,anagram
62654,Express approval when posted,assent,assent,assemblage
29376,"Ray, perhaps, uncovering rare find",infrared,infra red,anagram
69067,Go away to get in with no contest,shoo,shoo,double definition
31387,Watch over instructions,remit,remit,double definition
112640,Set about working in mine - hurry!,steponit,step on it,assemblage
10303,Firm plan,intent,intent,double definition
108782,"Peter with men in resort, having no match",preeminent,pre eminent,anagram
24800,Extend towards heaven as breakdown vehicle?,tower,tower,double definition
24035,Clothes worn back-to-front for game,brag,brag,anagram
12325,Does this imply sharecropping?,allotment,allotment,double definition
15470,Ropy stuff is offered in shop's special promotion for the most part,sisal,sisal,assemblage
112667,"For a start, it's essential",ignitionkey,ignition key,double definition
139094,"Rich man making appeal for help, having hoarded gold",soros,soros,container
107521,Support for performer in mass - solo is cut out,musicstool,music stool,assemblage
11293,North-east German's on the booze - it's supposedly medicinal,nostrum,nostrum,assemblage
112589,"Office workers sign in invisible ink, perhaps?",secretaries,secretaries,double definition
57065,UN quits panel sitting in judgment of a group,tribal,tribal,container
12537,Make allowances when catching the tube,catheter,catheter,container
71498,Ceremony appropriate for audience,rite,rite,double definition
30223,"Come another time, getting on before Chile's capital city",recur,recur,assemblage
58833,"In the stretch between wings, a sole player",thespian,thespian,container
98955,It's cooler to get on trumpet,fanfare,fanfare,assemblage
133920,Ban on the very people who frequent this dating venue?,singlesbar,singles bar,double definition
40889,Revolting individual given a step up,riser,riser,double definition
105075,Wrong one can upset clergyman,inaccurate,inaccurate,anagram
18704,Time for skip to be transported,spellbound,spellbound,assemblage
121204,"Universal fighter in imaginative work, Asia's missing pest controller",fumigant,fumigant,container
43067,Pea soup everyone sent back - another dish wanted,paella,paella,anagram
101750,Left from funerals shaken and more vulnerable,unsafer,unsafer,anagram
120172,Eventually choose home for badger ahead of Trotsky,settleon,settle on,assemblage
66255,Man buried under his female ancestor's town,evesham,evesham,assemblage
5651,"Part of a spur that's further down, left to right and vice versa",rowel,rowel,anagram
123599,"Paddle in doubt, struggling to find boat's motor",outboard,outboard,anagram
71902,Successfully managed a kidnapping?,carriedoff,carried off,double definition
134440,Female character of enduring quality?,manofiron,man of iron,double definition
112379,He leads speakers on march: an order goes out,anchorman,anchorman,double definition
135713,It's plain stupid for a mountaineer,alpinist,alpinist,double definition
33279,Captain is first into bed,pilot,pilot,container
9975,One falling for acrobat,tumbler,tumbler,double definition
69477,"A top oarsman named locally in ""Treasure Island""",benbow,benbow,assemblage
141237,Most elevated dizzy heights,highest,highest,double definition
135953,Daughter is busy frittering allowance,subsidy,subsidy,anagram
59898,Score runs in a series,arrange,arrange,double definition
90495,"They're here, being inexperienced in the ATS",attenders,attenders,container
71891,"Father in pain, but brave",apache,apache,container
102752,A desperate fellow coming back with nothing,nada,nada,anagram
110549,Display team seen at Old Trafford?,reddevils,red devils,assemblage
44521,"Cut inside out, including first chapter",incised,incised,container
81847,English return in clue for poem,eclogue,eclogue,assemblage
32817,Attractive girl that's following fashion,cutie,cutie,assemblage
22473,The thanks one gets from a Greek character,theta,theta,assemblage
90451,Big shock absorber,bumper,bumper,double definition
65301,Misfortune that TV repairman may bring?,setback,setback,double definition
16047,Refuse stopping short old king,offa,offa,double definition
82695,Where to find film not for public viewing,incamera,in camera,double definition
73122,"Follow the example of one Christian, say, about it",imitate,imitate,assemblage
60006,Deceptively conclusive state official,viceconsul,vice consul,anagram
46183,Break in shooting all bar one European,infringe,infringe,assemblage
67721,Pester a writer,nagasaki,nagasaki,assemblage
36897,"Removal van is coming to Istanbul, every capital in time",eviction,eviction,assemblage
19080,Character brewing tea with urn,nature,nature,anagram
122036,Don't interfere before time: let's go wandering,getlost,get lost,anagram
102495,Joining EU may be unsuitable,istanbul,istanbul,anagram
12896,Adult taken in by party game,snap,snap,container
60316,Produce to fill a lot - of ships?,flotilla,flotilla,anagram
32133,Mistakes made by deserter in time,errata,errata,assemblage
137827,No head on Nick's mop,wipe,wipe,double definition
83720,Dancer to see in uniform,salome,salome,container
91370,"Slab, board, list? It ends in a square",threetimestable,three times table,double definition
13482,Drug provider causing fast internal damage,pharmacy,pharmacy,container
38436,A trail possibly taken to rodeo by cowboy,lariat,lariat,anagram
118981,Mint coin of exceptional quality,pennyroyal,pennyroyal,assemblage
34947,Meal inside the German hotel,dinner,dinner,container
3354,English associate adopts an issue,emanate,emanate,container
107308,I misdo translation of particular expressions,idioms,idioms,anagram
8286,"One sings in cage, cautious, giving out initial warning",canary,canary,assemblage
89477,"Atop note amid new or old coin, one coined specially",nonceword,nonce word,assemblage
53773,Crater here buried in decadence,aden,aden,hidden word
111925,One closed American borders for cars,autos,autos,assemblage
133736,"Bible's out with day, month, year for David or Jonathan?",dimbleby,dimbleby,assemblage
10049,Mere mortals about to go wild for Norwegian spinner,maelstrom,maelstrom,anagram
106432,Everyone has to make up a radio programme,theworldatone,the world at one,assemblage
137986,Be inclined to keep work of the highest quality,topend,top end,container
117060,Lexicographer wearing underpants?,johnson,johnson,double definition
14238,Sketch of partial rail strike?,outline,outline,double definition
97323,His opera briefly involved fruit,rosehip,rosehip,assemblage
44652,Our stamina is restored here,sanatorium,sanatorium,anagram
133583,Tales about government united in red tape?,regulations,regulations,assemblage
137362,"Numbers game played with iPad, rules added",epidurals,epidurals,anagram
32788,Shoot as Gunners drop back,rapid,rapid,assemblage
85811,Give out overtime,emit,emit,anagram
125377,Imbecile finally promises end to continuous boom and bust,bosoms,bosoms,assemblage
120395,"Jockey rides top horse, ultimately, to place again",redeposit,redeposit,assemblage
27028,Taunt Linus about blanket at the end,insult,insult,anagram
106006,Public official can overlook alternative,mayor,mayor,assemblage
122935,Penny has licence to provide bromide,platitude,platitude,assemblage
102660,Politician with burst ulcer getting out of crush,crumple,crumple,container
20350,Space to include afterthought on one line over letter,epsilon,epsilon,container
90206,Percher from the nuthatch family by the sound of it,sitter,sitter,double definition
43203,British capital,sterling,sterling,double definition
10324,Not the best way to beat an opponent,worst,worst,double definition
21504,Check on boy returning in disgrace,scandal,scandal,assemblage
40381,"Gordon, followed by Frank, strangely, is set to find building land",brownfieldsites,brownfield sites,assemblage
137314,"Money problems, no capital",roubles,roubles,double definition
111130,Out only when facing the bowling,onstrike,on strike,assemblage
103019,Smirked before getting taken outside,leered,leered,container
50501,Remedy may be to change gear,redress,redress,double definition
85761,"Fashionable Sun coverage of KISS, the rock group",inxs,inxs,assemblage
139048,Desolate portrait painter holds on,lonely,lonely,container
89,"Hereditary earls can't, unfortunately",ancestral,ancestral,anagram
74443,Topless in bed - so what might be on?,pyjamatrousers,pyjama trousers,double definition
18777,Strap may follow report of some difference,thong,thong,double definition
43277,Discussion at board level,tabletalk,table talk,double definition
102889,Using winch as a cranky tool,chainsaw,chainsaw,assemblage
118673,"""Stupid boy"" - headless goon",pike,pike,assemblage
84907,Recall the study of religion with prayer,recollect,recollect,assemblage
45150,Close trap over Henry,nigh,nigh,assemblage
72208,Child wandered about and felt better,improved,improved,assemblage
5399,To snog in a boat is old-fashioned,canoodle,canoodle,assemblage
141966,Arrogant greeting good worker could eventually deny,highandmighty,high and mighty,assemblage
74818,Lizards that may be using a double disguise,iguanas,iguanas,double definition
140987,Underwear that's uncool for fashion leaders? It's not important,smallstuff,small stuff,assemblage
104877,It may be found in winter sportsmen's kit,ski,ski,hidden word
100987,"Joplin's odd beat music hit, a symbol of North American country and hard rock",mapleleafrag,maple leaf rag,assemblage
17247,Murdoch may be a knight on retirement,iris,iris,assemblage
29891,Field of European football team not banner-free?,realm,realm,assemblage
93315,"Bottomless bowl: covering the rim, a model magnolia",tuliptree,tulip tree,assemblage
97181,On friendly terms always? Fancy that!,wellinever,well i never,assemblage
57553,It's screamed by bird in pop group with raised colour,bluemurder,blue murder,assemblage
108989,"Swinging instrumentalist, a corrupt, hag-ridden Trojan",djangoreinhardt,django reinhardt,anagram
103790,Hal stopped with him,ted,ted,double definition
46126,Strap that goes on a bit,rein,rein,double definition
64171,"Losing wicket at the start, spoils period at the crease",innings,innings,assemblage
125103,Turn up repeatedly before noon? That's ridiculous,cockamamie,cockamamie,assemblage
141025,One unable to make a killing getting fired?,blankcartridge,blank cartridge,double definition
74414,Note a number of low points,minima,minima,assemblage
28596,Artist put on gas,radon,radon,assemblage
16432,Recommend against commander breaking an engagement,advocate,advocate,assemblage
124188,Lira - foreign currency in Guiana circulating as means of exchange,linguafranca,lingua franca,anagram
49208,One disparaged for working for a crust?,scab,scab,double definition
90098,Course of time with torture,track,track,assemblage
59639,Hardy lass has time to for a bit of artistic piecework,tessera,tessera,assemblage
82326,"Similarly restricted, ex-VP left formidable woman",gorgon,gorgon,assemblage
107058,Bad lad drew trailer,dawdler,dawdler,anagram
140509,Foxy Liberal secured for Strictly,slavishly,slavishly,container
137076,Turning over message not cast in stone?,revocable,revocable,assemblage
66429,"English city, spot where head of state dwells",elysee,elysee,assemblage
55999,Nobel Prize winner whose parents include one resident in US city twice,dalailama,dalai lama,assemblage
13506,Bear accepting stakes,tote,tote,double definition
135724,Knight with good heart in battle,gareth,gareth,assemblage
130948,Bone fused at least with arm,metatarsal,metatarsal,anagram
125201,Nearly led astray with erudition?,learnedly,learnedly,anagram
58898,"Failed to notice any females, in short …",sawnoff,sawn off,assemblage
37247,A turn in northern waters?,nausea,nausea,assemblage
67897,Lied about a king's garment,sarong,sarong,container
81315,Top primate gets the vote,apex,apex,assemblage
89347,"Publicise too much, having finished with ex-model",overexpose,overexpose,assemblage
80510,"Gin is upsetting to girl, becomes jelly!",isinglass,isinglass,assemblage
20441,Heater once used by people approaching retirement,bedwarmer,bedwarmer,double definition
118163,Mark down dramatist to speak,checkoff,check off,assemblage
33723,Shakespearean character left Italy with a …,portia,portia,assemblage
139458,"Being restrained, worker smacked",handcuffed,handcuffed,assemblage
20302,"Robin's partner, perhaps, to have a dip",bathe,bathe,assemblage
98621,Oriental flower shot in field where one works,industry,industry,assemblage
129385,"Constitution's supporter supplied ruler with an agenda, for example",federalist,federalist,assemblage
113359,"Tiny swimmers, with so little weight, turning up at openings",zoospores,zoospores,assemblage
133384,Stressed but having fewer wrinkles than you should?,underlined,underlined,double definition
119386,"Caspian, say, gets Annie's lad off",inlandsea,inland sea,anagram
92737,Becomes engaged in predicaments,plights,plights,double definition
124619,Psychiatrists? They're all savages,headshrinkers,headshrinkers,double definition
109040,"Conceals in hand, holding second book of verses",psalms,psalms,container
126436,Swindle made to pay - but jailed all the same,confined,confined,assemblage
78974,Rubber ball's so round,sorbo,sorbo,assemblage
102494,Built as arranged around northern capital at one time,istanbul,istanbul,anagram
109953,"Foot I test out, trapping two balls?",tootsie,tootsie,container
128571,"After crucial operation, politician's making the rounds",circulatory,circulatory,assemblage
22811,Times in a cathedral for carpeting,axminster,axminster,assemblage
42872,Day empty after born in want,needy,needy,assemblage
38356,Teen rave as a new form of worship,venerate,venerate,anagram
53843,Type of green,emerald,emerald,double definition
71874,Go out with someone you went out with one time,exit,exit,assemblage
125780,Dull as last character leaving cul-de-sac?,deaden,deaden,assemblage
76662,"Bob Marley, for example, could be a star",rasta,rasta,double definition
104740,"Order, mostly seen in this clue",comma,comma,double definition
97038,Persistent sensation of behind getting smack,aftertaste,aftertaste,assemblage
36657,Salary joiner gets to veneer parking sign?,payanddisplay,pay and display,assemblage
106757,Boxer and sucker: time for fresh start,tyson,tyson,assemblage
56679,Plant one roughly on cheek,brassica,brassica,assemblage
105521,Record and preserve an impasse,logjam,log jam,assemblage
138241,"""Almost clean"" Brexit arranged, that can be delivered",extricable,extricable,anagram
133352,Butterfly to emulate uroboros?,swallowtail,swallowtail,double definition
39098,Periodical that's about presenting an idol,image,image,assemblage
110582,Tie spoon on last,neckwear,neckwear,assemblage
82109,Came across a can containing nothing in the bottom,foundation,foundation,container
35073,Fabric made up in the form of a circular cylinder,lycra,lycra,anagram
92822,What are you doing here?,crossword,crossword,double definition
135112,Patsy's stolen surveyor's van - these should help with identification,mugshots,mugshots,assemblage
109800,Chief designer admitting resistance to shock treatment …,director,director,container
139155,Virtue good … then to relish a version of the Arabian Nights,sinbadthesailor,sinbad the sailor,assemblage
10766,"Cook's agent in Caribbean, two-thirds sozzled",bicarb,bicarb,assemblage
45824,Local store has shaved the fuzz for Spooner?,cornershop,corner shop,anagram
20546,She's not quite like other girls,norma,norma,assemblage
19030,Graduate left authoris-ation,passport,passport,assemblage
24994,About time to modify item in air display,altimeter,altimeter,assemblage
133934,Normal prices for stocks when re-ordering Super Lava,parvalues,par values,anagram
52493,Relentless girl hit newsman,unabated,unabated,assemblage
139952,No German follows you in France to find a station,tunein,tune in,assemblage
20278,"Cock-a-hoop, still following City",ecstatic,ecstatic,assemblage
56070,Two lots of Mary Jane's brewing equipment,teapot,teapot,assemblage
124475,Decisive defeat with terrorist group at first in poor spirits,rotgut,rotgut,container
14785,Article about soldier's figure,three,three,container
35910,Wonderful boss,super,super,double definition
50041,"""Bullets""",ammo,ammo,double definition
34634,Fly down with courage,bluebottle,bluebottle,assemblage
126806,"On grass, ace for McEnroe?",superbrat,superbrat,assemblage
47916,One sets off after Oxford University boat,outrigger,outrigger,assemblage
15258,Entertain exploitation after morning session,amuse,amuse,assemblage
78503,"People on drug, which is backed",racehorse,racehorse,assemblage
62666,The arms go round the cheeky little pet!,hamster,hamster,assemblage
119560,"Doctor with a French infection, person in charge of member with very hard task",mountaintoclimb,mountain to climb,assemblage
19298,"Boy, it's up and running in and out",tidal,tidal,assemblage
100107,Olympic champion raised kids in nearby house,ennis,ennis,hidden word
109035,"Old, not old - that's up to Wilfred",owen,owen,assemblage
77439,Gubbins the church brought in for limiting population,contraception,contraception,container
126552,Dried fruit shapes,prunes,prunes,double definition
125526,You'd feel better without them!,gloves,gloves,double definition
49501,Nerve broken? Not at all!,never,never,anagram
127751,What young man may do in spring or autumn with current novel's revision,fallinlove,fall in love,assemblage
40346,Loss of moisture - v.p.,seepage,seepage,assemblage
38988,Gun with catches set back,sten,sten,anagram
76641,Way to get through Fathers and Sons,pass,pass,double definition
45390,"Given sheikhdom's capital, Manchester City, say, demonstrating power",steam,steam,assemblage
82772,Explosive individual in explosive situation off the coast,thesolent,the solent,container
137586,Lad choosy about place of education,dayschool,day school,anagram
88077,"What queen has, sacrificing knight for rook",crow,crow,assemblage
8442,Lease administered by the church in London,chelsea,chelsea,anagram
95294,Shakespearean character removing capital from country,olivia,olivia,assemblage
95685,"Bill, leader up north",gateshead,gateshead,assemblage
69559,Once a public transport industry,diligence,diligence,double definition
26327,Wine reduction process is grating,portcullis,portcullis,assemblage
57951,Movement that's in time runs to a climax,trend,trend,assemblage
53278,Left back to stable horse - say Winter Warmer,eggnog,eggnog,assemblage
89861,Small town dropout,dorp,dorp,double definition
988,French master responsible for courses,chef,chef,double definition
5746,"Two things Charles is but Camilla isn't, in speech to deliver abroad?",airmail,airmail,assemblage
2945,"Well-spoken ""dirty rat"" with one copper behind",articulate,articulate,assemblage
126946,Demonstrated as cadet suggested?,actedout,acted out,assemblage
58426,Such tolerance may be a matter of degree,latitude,latitude,double definition
44030,Early English doctor went a distance in China for a bit of oyster,linacre,linacre,assemblage
4845,Piece of furniture in which to put a kind of shirt,settee,settee,assemblage
132827,Bill gets hair for players,actresses,actresses,assemblage
50518,Improving verse with song tutor,governess,governess,assemblage
99398,Co-operate with excavation feature,pitchin,pitch in,assemblage
7947,Break impact with article in the Guardian,hiatus,hiatus,assemblage
105334,Angry female's wrath in lively exchange,crossfire,crossfire,assemblage
16450,Destroyer's ruse at sea to protect stricken boat,saboteur,saboteur,anagram
125160,"Old newspaperman, having admitted wrong, made a racket?",extorted,extorted,assemblage
42374,Excited about nothing? That's a laugh!,hoot,hoot,container
123772,Female king? The Spanish are ready,shekel,shekel,assemblage
44670,Meeting of opponents in choice setting,plenum,plenum,container
37407,"Charge for rope trick, get back inside!",protege,protege,anagram
99603,Endorse Anglo-French compact,affirm,affirm,assemblage
3951,English region's acknowledgement to French,mercia,mercia,assemblage
130852,What overzealous Remainers do to expose support,outstay,outstay,assemblage
44073,Runny mud brings forth small citrus tree,slime,slime,assemblage
9245,Hot area to west - American islands?,hawaii,hawaii,assemblage
83279,It ensures you won't be spotted having Christmas dinner,serviette,serviette,assemblage
37658,A spaniel without one is more resilient,springier,springier,assemblage
49099,World of society in care of doctors,cosmos,cosmos,assemblage
122430,"Great work, primarily drama, ending in misery?",tragedy,tragedy,assemblage
25638,It may be put on disc,identity,identity,double definition
135458,It's OK to run away before I get married,legitimate,legitimate,assemblage
105529,"Come on, tell me what to do with unpalatable food!",spititout,spit it out,double definition
46934,Bound to sound like a current variation,tied,tied,anagram
3287,"It's OK, there's no one left",allright,all right,double definition
134198,Retired official tucks into entire assorted hamper,interfere,interfere,anagram
141196,"Like posh children occupying seats, every other one being taken",suchas,such as,assemblage
24581,Take home relative of castaway as christened,robinson,robinson,assemblage
98986,"Do without starter - entering, order ungarnished beef",complaint,complaint,assemblage
84847,Beekeeper looks very much like a pianist,apiarist,apiarist,anagram
72615,"Sipped, say, stew causing stomach upset",dyspepsia,dyspepsia,anagram
